NZ_QQRL01000099.1	+	1	234	IDMHP679	+	906245	906478	+
NZ_QQRL01000100.1	+	1	234	IDMHP679	+	906479	906712	+
NZ_QQRL01000101.1	-	1	209	IDMHP679	-	744307	744515	+
NZ_QQRL01000102.1	-	1	203	IDMHP679	+	906713	906915	-
NZ_QQRL01000010.1	+	1	634	IDMHP679	+	199030	199663	+
NZ_QQRL01000010.1	-	951	1634	IDMHP679	+	199980	200663	-
NZ_QQRL01000010.1	+	1709	4360	IDMHP679	+	200738	203389	+
NZ_QQRL01000010.1	+	4336	4767	IDMHP679	+	203365	203796	+
NZ_QQRL01000010.1	+	4773	5201	IDMHP679	+	203802	204230	+
NZ_QQRL01000010.1	+	5235	5789	IDMHP679	+	204264	204818	+
NZ_QQRL01000010.1	+	5767	6660	IDMHP679	+	204796	205689	+
NZ_QQRL01000010.1	+	6700	8847	IDMHP679	+	205729	207876	+
NZ_QQRL01000010.1	+	8970	10436	IDMHP679	+	207999	209465	+
NZ_QQRL01000010.1	+	10438	11268	IDMHP679	+	209467	210297	+
NZ_QQRL01000010.1	-	11257	12585	IDMHP679	+	210286	211614	-
NZ_QQRL01000010.1	-	12631	14247	IDMHP679	+	211660	213276	-
NZ_QQRL01000010.1	+	14422	15474	IDMHP679	+	213451	214503	+
NZ_QQRL01000010.1	+	15933	17033	IDMHP679	+	214962	216062	+
NZ_QQRL01000010.1	+	17033	17998	IDMHP679	+	216062	217027	+
NZ_QQRL01000010.1	+	18000	19412	IDMHP679	+	217029	218441	+
NZ_QQRL01000010.1	+	19402	20733	IDMHP679	+	218431	219762	+
NZ_QQRL01000010.1	+	20720	26863	IDMHP679	+	219749	225892	+
NZ_QQRL01000010.1	+	26874	29257	IDMHP679	+	225903	228286	+
NZ_QQRL01000011.1	+	473	925	IDMHP679	-	312131	312583	-
NZ_QQRL01000011.1	+	1194	1460	IDMHP679	-	311596	311862	-
NZ_QQRL01000011.1	+	1482	2165	IDMHP679	-	310891	311574	-
NZ_QQRL01000011.1	+	2226	2591	IDMHP679	-	310465	310830	-
NZ_QQRL01000011.1	+	2596	4506	IDMHP679	-	308550	310460	-
NZ_QQRL01000011.1	+	4537	5184	IDMHP679	-	307872	308519	-
NZ_QQRL01000011.1	+	5166	5753	IDMHP679	-	307303	307890	-
NZ_QQRL01000011.1	-	5765	7369	IDMHP679	-	305687	307291	+
NZ_QQRL01000011.1	+	7879	8694	IDMHP679	-	304362	305177	-
NZ_QQRL01000011.1	-	8691	9527	IDMHP679	-	303529	304365	+
NZ_QQRL01000011.1	-	9529	10338	IDMHP679	-	302718	303527	+
NZ_QQRL01000011.1	-	10352	11194	IDMHP679	-	301862	302704	+
NZ_QQRL01000011.1	-	11257	11340	IDMHP679	-	301716	301799	+
NZ_QQRL01000011.1	-	11376	11452	IDMHP679	-	301604	301680	+
NZ_QQRL01000011.1	-	11457	11532	IDMHP679	-	301524	301599	+
NZ_QQRL01000011.1	-	11540	11615	IDMHP679	-	301441	301516	+
NZ_QQRL01000011.1	-	11619	11693	IDMHP679	-	301363	301437	+
NZ_QQRL01000011.1	-	11811	12008	IDMHP679	-	301048	301245	+
NZ_QQRL01000011.1	-	12067	14223	IDMHP679	-	298833	300989	+
NZ_QQRL01000011.1	-	14234	14914	IDMHP679	-	298142	298822	+
NZ_QQRL01000011.1	+	15416	18514	IDMHP679	-	294542	297640	-
NZ_QQRL01000011.1	+	18565	21597	IDMHP679	-	291459	294491	-
NZ_QQRL01000011.1	-	21717	22364	IDMHP679	-	290692	291339	+
NZ_QQRL01000011.1	-	22343	22780	IDMHP679	-	290276	290713	+
NZ_QQRL01000011.1	+	22870	25488	IDMHP679	-	287568	290186	-
NZ_QQRL01000011.1	-	25485	26438	IDMHP679	-	286618	287571	+
NZ_QQRL01000011.1	-	26508	26967	IDMHP679	-	286089	286548	+
NZ_QQRL01000012.1	-	1	1621	IDMHP679	-	284368	285988	+
