NZ_CP022714.1	-	1631	2872	CIB43_RS00010	protein_coding
NZ_CP022714.1	+	2948	3163	CIB43_RS00015	protein_coding
NZ_CP022714.1	-	3322	4704	CIB43_RS00020	protein_coding
NZ_CP022714.1	-	7005	7589	CIB43_RS00025	protein_coding
NZ_CP022714.1	-	7582	10234	CIB43_RS00030	pseudogene
NZ_CP022714.1	-	10212	12041	CIB43_RS00035	protein_coding
NZ_CP022714.1	-	12047	12403	CIB43_RS00040	protein_coding
NZ_CP022714.1	-	12618	14186	CIB43_RS00045	protein_coding
NZ_CP022714.1	-	14452	14640	CIB43_RS00055	protein_coding
NZ_CP022714.1	-	14789	15777	CIB43_RS00060	pseudogene
NZ_CP022714.1	-	15890	16441	CIB43_RS00065	protein_coding
NZ_CP022714.1	-	16445	17278	CIB43_RS00070	protein_coding
NZ_CP022714.1	-	17293	18036	CIB43_RS00075	protein_coding
NZ_CP022714.1	-	18311	20667	CIB43_RS00080	pseudogene
NZ_CP022714.1	-	20675	22108	CIB43_RS00085	protein_coding
NZ_CP022714.1	-	22112	22354	CIB43_RS00090	protein_coding
NZ_CP022714.1	-	22372	23130	CIB43_RS00095	protein_coding
NZ_CP022714.1	-	23164	23976	CIB43_RS00100	protein_coding
NZ_CP022714.1	-	24696	26375	CIB43_RS00110	protein_coding
NZ_CP022714.1	-	26437	26886	CIB43_RS00115	protein_coding
NZ_CP022714.1	-	27081	27869	CIB43_RS00120	protein_coding
NZ_CP022714.1	+	28370	29032	CIB43_RS00130	protein_coding
NZ_CP022714.1	-	29161	30525	CIB43_RS00135	protein_coding
NZ_CP022714.1	+	30700	31853	CIB43_RS00140	pseudogene
NZ_CP022714.1	-	31906	32735	CIB43_RS00145	pseudogene
NZ_CP022714.1	-	32735	34514	CIB43_RS00150	pseudogene
NZ_CP022714.1	-	34538	35302	CIB43_RS00155	protein_coding
NZ_CP022714.1	+	35671	36288	CIB43_RS00160	protein_coding
NZ_CP022714.1	+	36402	36836	CIB43_RS00165	protein_coding
NZ_CP022714.1	+	36836	37663	CIB43_RS00170	protein_coding
NZ_CP022714.1	-	37774	38445	CIB43_RS00175	protein_coding
NZ_CP022714.1	-	38472	39605	CIB43_RS00180	protein_coding
NZ_CP022714.1	-	39627	40511	CIB43_RS00185	protein_coding
NZ_CP022714.1	-	40524	43460	CIB43_RS00190	pseudogene
