	CIB43_RS00010			
	seqID	strand	start	end
CIB43_RS00010	IDKM014	+	1631	2872
seqID	CIB43_RS00015			
IDKM014	seqID	strand	start	end
CIB43_RS00015	IDKM014	+	2948	3163
seqID	CIB43_RS00020			
IDKM014	seqID	strand	start	end
CIB43_RS00020	IDKM014	+	3322	4704
seqID	CIB43_RS00025			
IDKM014	seqID	strand	start	end
CIB43_RS00025	IDKM014	+	7005	7589
seqID	CIB43_RS00030			
IDKM014	seqID	strand	start	end
CIB43_RS00030	IDKM014	+	7582	10234
seqID	CIB43_RS00035			
IDKM014	seqID	strand	start	end
CIB43_RS00035	IDKM014	+	10212	12041
seqID	CIB43_RS00040			
IDKM014	seqID	strand	start	end
CIB43_RS00040	IDKM014	+	12047	12403
seqID	CIB43_RS00045			
IDKM014	seqID	strand	start	end
CIB43_RS00045	IDKM014	+	12618	14186
seqID	CIB43_RS00055			
IDKM014	seqID	strand	start	end
CIB43_RS00055	IDKM014	+	14452	14640
seqID	CIB43_RS00060			
IDKM014	seqID	strand	start	end
CIB43_RS00060	IDKM014	+	14789	15777
seqID	CIB43_RS00065			
IDKM014	seqID	strand	start	end
CIB43_RS00065	IDKM014	+	15890	16441
seqID	CIB43_RS00070			
IDKM014	seqID	strand	start	end
CIB43_RS00070	IDKM014	+	16445	17278
seqID	CIB43_RS00075			
IDKM014	seqID	strand	start	end
CIB43_RS00075	IDKM014	+	17293	18036
seqID	CIB43_RS00080			
IDKM014	seqID	strand	start	end
CIB43_RS00080	IDKM014	+	18311	20667
seqID	CIB43_RS00085			
IDKM014	seqID	strand	start	end
CIB43_RS00085	IDKM014	+	20675	22108
seqID	CIB43_RS00090			
IDKM014	seqID	strand	start	end
CIB43_RS00090	IDKM014	+	22112	22354
seqID	CIB43_RS00095			
IDKM014	seqID	strand	start	end
CIB43_RS00095	IDKM014	+	22372	23130
seqID	CIB43_RS00100			
IDKM014	seqID	strand	start	end
CIB43_RS00100	IDKM014	+	23164	23976
seqID	CIB43_RS00110			
IDKM014	seqID	strand	start	end
CIB43_RS00110	IDKM014	+	24696	26375
seqID	CIB43_RS00115			
IDKM014	seqID	strand	start	end
CIB43_RS00115	IDKM014	+	26437	26886
seqID	CIB43_RS00120			
IDKM014	seqID	strand	start	end
CIB43_RS00120	IDKM014	+	27081	27869
seqID	CIB43_RS00130			
IDKM014	seqID	strand	start	end
CIB43_RS00130	IDKM014	+	28370	29032
seqID	CIB43_RS00135			
IDKM014	seqID	strand	start	end
CIB43_RS00135	IDKM014	+	29161	30525
seqID	CIB43_RS00140			
IDKM014	seqID	strand	start	end
CIB43_RS00140	IDKM014	+	30700	31853
seqID	CIB43_RS00145			
IDKM014	seqID	strand	start	end
CIB43_RS00145	IDKM014	+	31906	32735
seqID	CIB43_RS00150			
IDKM014	seqID	strand	start	end
CIB43_RS00150	IDKM014	+	32735	34514
seqID	CIB43_RS00155			
IDKM014	seqID	strand	start	end
CIB43_RS00155	IDKM014	+	34538	35302
seqID	CIB43_RS00160			
IDKM014	seqID	strand	start	end
CIB43_RS00160	IDKM014	+	35671	36288
seqID	CIB43_RS00165			
IDKM014	seqID	strand	start	end
CIB43_RS00165	IDKM014	+	36402	36836
seqID	CIB43_RS00170			
IDKM014	seqID	strand	start	end
CIB43_RS00170	IDKM014	+	36836	37663
seqID	CIB43_RS00175			
