Orthogroup	MHP_MHP699_genes	MHP_98_genes
OG0000000	DR100_RS04325	GOM18_RS04045
OG0000000	DR100_RS03595, DR100_RS04515	GOM18_RS04450
OG0000000	DR100_RS04215	GOM18_RS03685
OG0000000	DR100_RS04210	GOM18_RS00685
OG0000001	DR100_RS03930	GOM18_RS03240
OG0000001	DR100_RS01790	GOM18_RS03125
OG0000002	DR100_RS04380	GOM18_RS02350
OG0000002	DR100_RS04740	GOM18_RS04550
OG0000003	DR100_RS03640	GOM18_RS03425
OG0000003	DR100_RS03840	GOM18_RS03375
OG0000004	DR100_RS03585	GOM18_RS00890
OG0000004	DR100_RS03555	GOM18_RS00880
OG0000005	DR100_RS01100	GOM18_RS03145
OG0000005	DR100_RS04630	GOM18_RS03600
OG0000005	DR100_RS04625, DR100_RS04615	GOM18_RS04540
OG0000006	DR100_RS04235, DR100_RS04230	GOM18_RS01950
OG0000006	DR100_RS04245	GOM18_RS02465, GOM18_RS02495
OG0000008	DR100_RS03680	GOM18_RS03975
OG0000009	DR100_RS00780	GOM18_RS00110
OG0000010	DR100_RS04925	GOM18_RS03360
OG0000010	DR100_RS04770	GOM18_RS04460
OG0000010	DR100_RS04285	GOM18_RS04060
OG0000010	DR100_RS01085	GOM18_RS03805
OG0000011	DR100_RS01970	GOM18_RS03250
OG0000011	DR100_RS01975	GOM18_RS03255
OG0000012	DR100_RS03830	GOM18_RS03340
OG0000013	DR100_RS02295	GOM18_RS02545
OG0000013	DR100_RS03970	GOM18_RS03935
OG0000015	DR100_RS01650	GOM18_RS02565
OG0000016	DR100_RS01750	GOM18_RS01215
OG0000016	DR100_RS00685	GOM18_RS01280
OG0000017	DR100_RS00700	GOM18_RS01265
OG0000017	DR100_RS01740	GOM18_RS01205
OG0000019	DR100_RS03760	GOM18_RS04575
OG0000020	DR100_RS03705	GOM18_RS04290
OG0000020	DR100_RS04650	GOM18_RS03770, GOM18_RS03765
OG0000021	DR100_RS03710, DR100_RS03700	GOM18_RS03345
OG0000022	DR100_RS02220	GOM18_RS03040
OG0000022	DR100_RS04745	GOM18_RS04500
OG0000024	DR100_RS03275	GOM18_RS03075
OG0000024	DR100_RS00195	GOM18_RS03225
OG0000025	DR100_RS04750	GOM18_RS04510
OG0000025	DR100_RS02170	GOM18_RS04505
OG0000026	DR100_RS00285	GOM18_RS02790
OG0000026	DR100_RS02190	GOM18_RS03010
OG0000027	DR100_RS04850	GOM18_RS04335
OG0000027	DR100_RS04690	GOM18_RS04320
OG0000028	DR100_RS02685, DR100_RS02310	GOM18_RS01870
OG0000029	DR100_RS03520	GOM18_RS01705
OG0000029	DR100_RS00725	GOM18_RS03580
OG0000030	DR100_RS04855	GOM18_RS04340
OG0000030	DR100_RS04695	GOM18_RS04325
OG0000031	DR100_RS01570	GOM18_RS00085
OG0000031	DR100_RS03415	GOM18_RS03625
OG0000032	DR100_RS03450	GOM18_RS02560
OG0000032	DR100_RS03775	GOM18_RS04565
OG0000035	DR100_RS03560	GOM18_RS00885
OG0000036	DR100_RS01080, DR100_RS01065	GOM18_RS03585
OG0000037	DR100_RS03435	GOM18_RS04545, GOM18_RS03610
OG0000037	DR100_RS03440	GOM18_RS02550
OG0000038	DR100_RS03370	GOM18_RS03510
OG0000039	DR100_RS04510, DR100_RS03660	GOM18_RS03565
OG0000040	DR100_RS03895	GOM18_RS00810
OG0000041	DR100_RS00105	GOM18_RS00100, GOM18_RS02975
OG0000042	DR100_RS03115	GOM18_RS01120
OG0000043	DR100_RS02005	GOM18_RS03285
OG0000044	DR100_RS04930	GOM18_RS04585
OG0000045	DR100_RS03545	GOM18_RS03555
OG0000048	DR100_RS02540	GOM18_RS02325
OG0000049	DR100_RS01465	GOM18_RS01035
OG0000050	DR100_RS02715	GOM18_RS01900
OG0000051	DR100_RS01815	GOM18_RS02100
OG0000052	DR100_RS01115	GOM18_RS00655
OG0000053	DR100_RS04755	GOM18_RS04480
OG0000054	DR100_RS02740	GOM18_RS01925
OG0000055	DR100_RS01060	GOM18_RS01245
OG0000056	DR100_RS01270	GOM18_RS00495
OG0000057	DR100_RS01665	GOM18_RS01135
OG0000058	DR100_RS01560	GOM18_RS00090
OG0000059	DR100_RS04135	GOM18_RS03660
OG0000060	DR100_RS01110	GOM18_RS03800
OG0000061	DR100_RS02060	GOM18_RS03350
OG0000062	DR100_RS01225	GOM18_RS00545
OG0000063	DR100_RS04645	GOM18_RS04295
OG0000064	DR100_RS01240	GOM18_RS00530
OG0000065	DR100_RS03025	GOM18_RS02395
OG0000066	DR100_RS00275	GOM18_RS02800
OG0000067	DR100_RS02670	GOM18_RS01630
OG0000068	DR100_RS00760	GOM18_RS03445
OG0000069	DR100_RS01775	GOM18_RS01240, GOM18_RS03140
OG0000070	DR100_RS02745	GOM18_RS01930
OG0000071	DR100_RS03100	GOM18_RS00820
OG0000072	DR100_RS04835	GOM18_RS04355
OG0000073	DR100_RS00805	GOM18_RS00135
OG0000074	DR100_RS04605	GOM18_RS04260
OG0000075	DR100_RS00505	GOM18_RS01450
OG0000076	DR100_RS00490	GOM18_RS01465
OG0000077	DR100_RS00400	GOM18_RS01550
OG0000078	DR100_RS02200	GOM18_RS03020
OG0000079	DR100_RS01910	GOM18_RS02005
OG0000080	DR100_RS04175	GOM18_RS03980
OG0000081	DR100_RS00510	GOM18_RS01445
OG0000083	DR100_RS02770	GOM18_RS02245
OG0000084	DR100_RS02590	GOM18_RS02275
OG0000085	DR100_RS02585	GOM18_RS02280
OG0000086	DR100_RS02575	GOM18_RS02290
