query	grouping_confidence	location_confidence	orientation_confidence
NZ_QQQX01000004.1	1.0	0.06709857496147015	1.0
NZ_QQQX01000002.1	1.0	1.0	1.0
NZ_QQQX01000064.1	1.0	1.0	1.0
NZ_QQQX01000040.1	1.0	1.0	1.0
NZ_QQQX01000015.1	1.0	0.054905180316568256	0.9971663978377436
NZ_QQQX01000045.1	1.0	1.0	1.0
NZ_QQQX01000003.1	1.0	0.18641269375359848	0.9911883601568533
NZ_QQQX01000032.1	1.0	1.0	1.0
NZ_QQQX01000001.1	1.0	0.478340616065167	0.9993458892522837
NZ_QQQX01000012.1	1.0	1.0	1.0
NZ_QQQX01000028.1	1.0	1.0	1.0
NZ_QQQX01000043.1	1.0	0.003078259453296778	0.8624338624338624
NZ_QQQX01000034.1	1.0	1.0	1.0
NZ_QQQX01000010.1	1.0	0.1672443856221508	1.0
NZ_QQQX01000066.1	1.0	1.0	1.0
NZ_QQQX01000049.1	1.0	1.0	1.0
NZ_QQQX01000009.1	1.0	0.31179739442310145	0.9985223578621928
NZ_QQQX01000017.1	1.0	0.09367898621923261	1.0
NZ_QQQX01000014.1	1.0	0.10499555798537552	1.0
NZ_QQQX01000033.1	1.0	1.0	1.0
NZ_QQQX01000018.1	1.0	1.0	1.0
NZ_QQQX01000029.1	1.0	1.0	1.0
NZ_QQQX01000011.1	1.0	1.0	1.0
NZ_QQQX01000016.1	1.0	1.0	1.0
NZ_QQQX01000044.1	1.0	1.0	1.0
NZ_QQQX01000054.1	1.0	1.0	1.0
NZ_QQQX01000008.1	1.0	0.10485629335976214	0.9597404587952792
NZ_QQQX01000013.1	1.0	1.0	1.0
NZ_QQQX01000025.1	1.0	1.0	1.0
NZ_QQQX01000007.1	1.0	1.0	1.0
NZ_QQQX01000021.1	1.0	1.0	1.0
NZ_QQQX01000036.1	1.0	1.0	1.0
NZ_QQQX01000072.1	1.0	1.0	1.0
NZ_QQQX01000006.1	1.0	0.06698897934479861	1.0
NZ_QQQX01000026.1	1.0	1.0	1.0
NZ_QQQX01000052.1	1.0	1.0	1.0
NZ_QQQX01000047.1	1.0	1.0	1.0
NZ_QQQX01000037.1	1.0	1.0	1.0
NZ_QQQX01000042.1	1.0	1.0	1.0
NZ_QQQX01000053.1	1.0	1.0	1.0
NZ_QQQX01000035.1	1.0	1.0	1.0
NZ_QQQX01000020.1	1.0	1.0	1.0
NZ_QQQX01000022.1	1.0	1.0	1.0
NZ_QQQX01000024.1	1.0	1.0	1.0
NZ_QQQX01000005.1	1.0	0.13973102076310054	0.998614663256607
NZ_QQQX01000030.1	1.0	1.0	1.0
