Orthogroup	MFC_MF30_genes	MHP_MHP699_genes
OG0000000	DR084_RS02935	DR100_RS02520, DR100_RS02515
OG0000000	DR084_RS02480	DR100_RS04215
OG0000001	DR084_RS03095	DR100_RS03930, DR100_RS01790, DR100_RS03285, DR100_RS03280
OG0000002	DR084_RS03505	DR100_RS04380
OG0000002	DR084_RS03620	DR100_RS04740
OG0000011	DR084_RS03145	DR100_RS01970
OG0000011	DR084_RS01055	DR100_RS01975
OG0000013	DR084_RS00890, DR084_RS00885	DR100_RS02295
OG0000013	DR084_RS02985	DR100_RS03970
OG0000014	DR084_RS03465	DR100_RS03645, DR100_RS04585
OG0000016	DR084_RS00585	DR100_RS01750
OG0000017	DR084_RS02415	DR100_RS00700
OG0000017	DR084_RS00575	DR100_RS01740
OG0000018	DR084_RS03555	DR100_RS04715
OG0000019	DR084_RS03440	DR100_RS03760, DR100_RS03785, DR100_RS03745, DR100_RS03750
OG0000020	DR084_RS02530	DR100_RS04650
OG0000022	DR084_RS03625	DR100_RS04745
OG0000024	DR084_RS00640	DR100_RS03275, DR100_RS00195
OG0000025	DR084_RS02490	DR100_RS02170
OG0000026	DR084_RS01955	DR100_RS00285, DR100_RS02190
OG0000027	DR084_RS03655	DR100_RS04690
OG0000029	DR084_RS00420	DR100_RS03520, DR100_RS00725
OG0000030	DR084_RS03660	DR100_RS04855, DR100_RS04695
OG0000031	DR084_RS01000	DR100_RS01570, DR100_RS03415
OG0000039	DR084_RS00480	DR100_RS04510, DR100_RS03660
OG0000040	DR084_RS02240, DR084_RS00690	DR100_RS03895
OG0000042	DR084_RS00475, DR084_RS00620	DR100_RS03115
OG0000043	DR084_RS01025	DR100_RS02005
OG0000045	DR084_RS00485	DR100_RS03545
OG0000048	DR084_RS02740	DR100_RS02540
OG0000049	DR084_RS02050	DR100_RS01465
OG0000050	DR084_RS00965	DR100_RS02715
OG0000051	DR084_RS01670	DR100_RS01815
OG0000052	DR084_RS02375	DR100_RS01115
OG0000053	DR084_RS03670	DR100_RS04755
OG0000054	DR084_RS00940	DR100_RS02740
OG0000055	DR084_RS03600, DR084_RS03710	DR100_RS01060
OG0000056	DR084_RS02515	DR100_RS01270
OG0000057	DR084_RS00500	DR100_RS01665
OG0000062	DR084_RS02265	DR100_RS01225
OG0000063	DR084_RS03590	DR100_RS04645
OG0000064	DR084_RS02250	DR100_RS01240
OG0000065	DR084_RS01815	DR100_RS03025
OG0000066	DR084_RS01945	DR100_RS00275
OG0000068	DR084_RS00455	DR100_RS00760
OG0000069	DR084_RS00610	DR100_RS01775
OG0000070	DR084_RS00920	DR100_RS02745
OG0000071	DR084_RS01120, DR084_RS02230	DR100_RS03100
OG0000072	DR084_RS03585	DR100_RS04835
OG0000073	DR084_RS01245	DR100_RS00805
OG0000074	DR084_RS03540	DR100_RS04605
OG0000075	DR084_RS00175	DR100_RS00505
OG0000076	DR084_RS00190	DR100_RS00490
OG0000077	DR084_RS00275	DR100_RS00400
OG0000078	DR084_RS00725	DR100_RS02200
OG0000079	DR084_RS00835	DR100_RS01910
OG0000080	DR084_RS03130	DR100_RS04175
OG0000081	DR084_RS00170	DR100_RS00510
OG0000082	DR084_RS00895	DR100_RS04250, DR100_RS02290
OG0000083	DR084_RS02845	DR100_RS02770
OG0000084	DR084_RS02690	DR100_RS02590
OG0000085	DR084_RS02695	DR100_RS02585
OG0000086	DR084_RS03665	DR100_RS02575
OG0000087	DR084_RS02720	DR100_RS02560
OG0000088	DR084_RS02725	DR100_RS02555
OG0000089	DR084_RS02735	DR100_RS02545
OG0000090	DR084_RS02370	DR100_RS01120
OG0000091	DR084_RS02355	DR100_RS01135
OG0000092	DR084_RS02340	DR100_RS01150
OG0000093	DR084_RS02335	DR100_RS01155
OG0000094	DR084_RS02330	DR100_RS01160
OG0000095	DR084_RS02305	DR100_RS01185
OG0000096	DR084_RS02300	DR100_RS01190
OG0000097	DR084_RS02280	DR100_RS01210
OG0000098	DR084_RS02270	DR100_RS01220
OG0000099	DR084_RS02520	DR100_RS03485
OG0000100	DR084_RS02510	DR100_RS01280
OG0000101	DR084_RS02505	DR100_RS01285
OG0000102	DR084_RS02495	DR100_RS02175
OG0000103	DR084_RS01780	DR100_RS02990
OG0000104	DR084_RS01785	DR100_RS02995
OG0000105	DR084_RS01800	DR100_RS03010
OG0000106	DR084_RS01810	DR100_RS03020
OG0000107	DR084_RS01820	DR100_RS03030
OG0000108	DR084_RS01825	DR100_RS03035
OG0000109	DR084_RS01830	DR100_RS00005
OG0000110	DR084_RS01835	DR100_RS02280
OG0000111	DR084_RS01840	DR100_RS02275
OG0000112	DR084_RS01850	DR100_RS02265
OG0000113	DR084_RS03550	DR100_RS04875
