Orthogroup	MHP_153B_genes	MHP_MHP679_genes
OG0000000	NB625_RS02230	DR086_RS03500
OG0000001	NB625_RS01285, NB625_RS01280	DR086_RS03435
OG0000001	NB625_RS02955	DR086_RS01010
OG0000002	NB625_RS02350, NB625_RS02345	DR086_RS04310
OG0000002	NB625_RS02235	DR086_RS05060
OG0000002	NB625_RS01730	DR086_RS04880
OG0000003	NB625_RS01830	DR086_RS05085
OG0000004	NB625_RS03355, NB625_RS03360	DR086_RS03630
OG0000004	NB625_RS03370	DR086_RS03555
OG0000005	NB625_RS00100	DR086_RS03245
OG0000005	NB625_RS00105	DR086_RS05035
OG0000006	NB625_RS02500	DR086_RS04535
OG0000007	NB625_RS02325	DR086_RS03485
OG0000008	NB625_RS01635, NB625_RS01640	DR086_RS04265
OG0000008	NB625_RS02660	DR086_RS02140
OG0000010	NB625_RS01850	DR086_RS00810
OG0000011	NB625_RS01950	DR086_RS00450
OG0000012	NB625_RS01865	DR086_RS03950
OG0000013	NB625_RS02545	DR086_RS03105
OG0000013	NB625_RS00190	DR086_RS04005
OG0000014	NB625_RS01095	DR086_RS03610
OG0000014	NB625_RS01085	DR086_RS04970
OG0000015	NB625_RS02065	DR086_RS03700
OG0000016	NB625_RS02995	DR086_RS01050
OG0000016	NB625_RS00175	DR086_RS00030
OG0000017	NB625_RS00160	DR086_RS00015
OG0000017	NB625_RS03005	DR086_RS01060
OG0000019	NB625_RS03185, NB625_RS03175, NB625_RS03195	DR086_RS04570
OG0000020	NB625_RS03695	DR086_RS02470
OG0000022	NB625_RS01665	DR086_RS01645
OG0000022	NB625_RS01720	DR086_RS04885
OG0000023	NB625_RS01320	DR086_RS02015, DR086_RS04105
OG0000024	NB625_RS02905	DR086_RS03190
OG0000025	NB625_RS01670	DR086_RS04890
OG0000025	NB625_RS01715	DR086_RS01595
OG0000026	NB625_RS01365	DR086_RS01970
OG0000026	NB625_RS01695	DR086_RS01615
OG0000027	NB625_RS03505	DR086_RS05030
OG0000028	NB625_RS02565	DR086_RS02225, DR086_RS03150
OG0000029	NB625_RS00600	DR086_RS02730
OG0000030	NB625_RS03495	DR086_RS05025
OG0000031	NB625_RS02145	DR086_RS00745
OG0000032	NB625_RS01585	DR086_RS03980
OG0000033	NB625_RS02555	DR086_RS05010
OG0000034	NB625_RS02250	DR086_RS04575
OG0000034	NB625_RS02255	DR086_RS04580
OG0000036	NB625_RS00110, NB625_RS00130	DR086_RS03265
OG0000037	NB625_RS01595	DR086_RS03330, DR086_RS03325
OG0000039	NB625_RS01615	DR086_RS03295
OG0000040	NB625_RS03440	DR086_RS02360
OG0000041	NB625_RS01015	DR086_RS03635
OG0000041	NB625_RS01195	DR086_RS02480
OG0000043	NB625_RS01915	DR086_RS00750, DR086_RS00415
OG0000044	NB625_RS01680	DR086_RS05095
OG0000045	NB625_RS01620	DR086_RS03290
OG0000046	NB625_RS03450	DR086_RS04940
OG0000047	NB625_RS02080	DR086_RS00730
OG0000048	NB625_RS02195	DR086_RS00610
OG0000049	NB625_RS03205	DR086_RS01430
OG0000050	NB625_RS02595	DR086_RS02195
OG0000051	NB625_RS02810	DR086_RS00855
OG0000052	NB625_RS00075	DR086_RS01150
OG0000053	NB625_RS01450	DR086_RS04905
OG0000054	NB625_RS02620	DR086_RS02170
OG0000055	NB625_RS00135	DR086_RS03270
OG0000056	NB625_RS03680	DR086_RS02455
OG0000057	NB625_RS03080	DR086_RS01130
OG0000058	NB625_RS02155	DR086_RS00765
OG0000059	NB625_RS02125	DR086_RS04120
OG0000062	NB625_RS03725	DR086_RS01260
OG0000063	NB625_RS03720	DR086_RS04835
OG0000064	NB625_RS03710	DR086_RS01275
OG0000065	NB625_RS02395	DR086_RS02080
OG0000066	NB625_RS01355	DR086_RS01980
OG0000067	NB625_RS00525	DR086_RS02240
OG0000068	NB625_RS01040	DR086_RS01570
OG0000069	NB625_RS02975	DR086_RS01025
OG0000070	NB625_RS02625	DR086_RS02165
OG0000071	NB625_RS03430	DR086_RS02350
OG0000072	NB625_RS03435	DR086_RS04935
OG0000073	NB625_RS00980	DR086_RS03040
OG0000074	NB625_RS00780	DR086_RS04990
OG0000075	NB625_RS00345	DR086_RS03840, DR086_RS00210
OG0000076	NB625_RS00360	DR086_RS00225
OG0000077	NB625_RS00445	DR086_RS00315
OG0000078	NB625_RS01685	DR086_RS01625
OG0000079	NB625_RS02710	DR086_RS00950
OG0000080	NB625_RS02760	DR086_RS04145
OG0000081	NB625_RS00340	DR086_RS00205
OG0000083	NB625_RS02020	DR086_RS00520
OG0000084	NB625_RS02050	DR086_RS00545
OG0000085	NB625_RS02055	DR086_RS00550
OG0000086	NB625_RS02160	DR086_RS00560
OG0000087	NB625_RS02175	DR086_RS00575
OG0000088	NB625_RS02180	DR086_RS00580
OG0000089	NB625_RS02190	DR086_RS00590
OG0000090	NB625_RS00070	DR086_RS01155
OG0000091	NB625_RS00055	DR086_RS01170
OG0000092	NB625_RS00040	DR086_RS01185
OG0000093	NB625_RS00035	DR086_RS01190
OG0000094	NB625_RS00030	DR086_RS01195
OG0000095	NB625_RS00005	DR086_RS01220
OG0000096	NB625_RS03760	DR086_RS01225
OG0000097	NB625_RS03740	DR086_RS01245
OG0000098	NB625_RS03730	DR086_RS01255
OG0000099	NB625_RS03685	DR086_RS04950
OG0000100	NB625_RS03675	DR086_RS02445
OG0000101	NB625_RS03665	DR086_RS02440
OG0000102	NB625_RS01710	DR086_RS01600
OG0000103	NB625_RS02360	DR086_RS02115
OG0000104	NB625_RS02365	DR086_RS02110
OG0000105	NB625_RS02380	DR086_RS02095
OG0000106	NB625_RS02390	DR086_RS02085
OG0000107	NB625_RS02400	DR086_RS02075
OG0000108	NB625_RS02405	DR086_RS02070
OG0000109	NB625_RS02410	DR086_RS02065
OG0000110	NB625_RS02530	DR086_RS03120
OG0000111	NB625_RS02525	DR086_RS03125
OG0000112	NB625_RS02515	DR086_RS03135
OG0000113	NB625_RS02495	DR086_RS05050
OG0000114	NB625_RS02485	DR086_RS03455
OG0000115	NB625_RS02475	DR086_RS03475
OG0000116	NB625_RS01300	DR086_RS03410
OG0000117	NB625_RS01305	DR086_RS03405
OG0000118	NB625_RS01340	DR086_RS01995
OG0000119	NB625_RS01345	DR086_RS01990
OG0000120	NB625_RS01360	DR086_RS01975
OG0000121	NB625_RS01385	DR086_RS01950
OG0000122	NB625_RS01390	DR086_RS01945
OG0000123	NB625_RS01410	DR086_RS01925
OG0000124	NB625_RS01415	DR086_RS01920
OG0000125	NB625_RS01420	DR086_RS01915
OG0000126	NB625_RS01430	DR086_RS01900
OG0000127	NB625_RS01440	DR086_RS01890
OG0000128	NB625_RS01460	DR086_RS01875
OG0000129	NB625_RS01465	DR086_RS01870
OG0000130	NB625_RS01475	DR086_RS01860
OG0000131	NB625_RS01505	DR086_RS01830
OG0000132	NB625_RS01520	DR086_RS04900
OG0000133	NB625_RS00530	DR086_RS02245
OG0000134	NB625_RS00535	DR086_RS02250
OG0000135	NB625_RS00550	DR086_RS02265
OG0000136	NB625_RS00555	DR086_RS02270
OG0000137	NB625_RS00595	DR086_RS02310
OG0000138	NB625_RS01065	DR086_RS02775
OG0000139	NB625_RS01035	DR086_RS02745
OG0000140	NB625_RS01030	DR086_RS02740
OG0000141	NB625_RS03090	DR086_RS03720
OG0000142	NB625_RS03085	DR086_RS04820
OG0000143	NB625_RS03065	DR086_RS01115
OG0000144	NB625_RS03050	DR086_RS01105
OG0000145	NB625_RS03040	DR086_RS01095
OG0000146	NB625_RS03030	DR086_RS01085
OG0000147	NB625_RS03025	DR086_RS01080
OG0000148	NB625_RS03010	DR086_RS01065
OG0000149	NB625_RS03000	DR086_RS01055
OG0000150	NB625_RS02985	DR086_RS01040
OG0000151	NB625_RS02940	DR086_RS03230
OG0000152	NB625_RS02935	DR086_RS03225
OG0000153	NB625_RS02930	DR086_RS03220
OG0000154	NB625_RS02920	DR086_RS03210
OG0000155	NB625_RS02880	DR086_RS03005
OG0000156	NB625_RS02870	DR086_RS02995
OG0000157	NB625_RS02865	DR086_RS05005
OG0000158	NB625_RS02855	DR086_RS05000
OG0000159	NB625_RS02610	DR086_RS05100
OG0000160	NB625_RS02605	DR086_RS02185
OG0000161	NB625_RS02600	DR086_RS02190
OG0000162	NB625_RS02590	DR086_RS02200
OG0000163	NB625_RS02585	DR086_RS02205
OG0000164	NB625_RS01610	DR086_RS03305
OG0000165	NB625_RS01945	DR086_RS00440
OG0000166	NB625_RS01960	DR086_RS00460
OG0000167	NB625_RS01975	DR086_RS00475
OG0000168	NB625_RS01980	DR086_RS00480
OG0000169	NB625_RS03200	DR086_RS01435
OG0000170	NB625_RS03215	DR086_RS01420
OG0000171	NB625_RS03225	DR086_RS01410
OG0000172	NB625_RS03230	DR086_RS01405
OG0000173	NB625_RS03235	DR086_RS01400
OG0000174	NB625_RS03240	DR086_RS01395
OG0000175	NB625_RS03255	DR086_RS01380
OG0000176	NB625_RS03315	DR086_RS01330
OG0000177	NB625_RS03320	DR086_RS01325
OG0000178	NB625_RS03330	DR086_RS01320
OG0000179	NB625_RS03335	DR086_RS01310
OG0000180	NB625_RS03340	DR086_RS01305
OG0000181	NB625_RS03380	DR086_RS05065
OG0000182	NB625_RS03390	DR086_RS03535
OG0000183	NB625_RS03425	DR086_RS02345
OG0000184	NB625_RS03470	DR086_RS02390
OG0000185	NB625_RS03455	DR086_RS02375
OG0000186	NB625_RS01530	DR086_RS04895
OG0000187	NB625_RS01545	DR086_RS01790
OG0000188	NB625_RS01555	DR086_RS01780
OG0000189	NB625_RS02450	DR086_RS04920
OG0000190	NB625_RS02445	DR086_RS02035
OG0000191	NB625_RS02420	DR086_RS02055
OG0000192	NB625_RS01215	DR086_RS02515
OG0000193	NB625_RS01200	DR086_RS02500
OG0000194	NB625_RS00995	DR086_RS03025
OG0000195	NB625_RS00990	DR086_RS03030
OG0000196	NB625_RS00965	DR086_RS03050
OG0000197	NB625_RS00960	DR086_RS03055
OG0000198	NB625_RS00945	DR086_RS03070
OG0000199	NB625_RS00940	DR086_RS03075
OG0000200	NB625_RS00925	DR086_RS03090
OG0000201	NB625_RS00915	DR086_RS03100
OG0000202	NB625_RS00860	DR086_RS03345
OG0000203	NB625_RS00855	DR086_RS03340
OG0000204	NB625_RS00850	DR086_RS04975
OG0000205	NB625_RS00845	DR086_RS02805
OG0000206	NB625_RS00825	DR086_RS02825
OG0000207	NB625_RS00810	DR086_RS02840
OG0000208	NB625_RS00805	DR086_RS02845
OG0000209	NB625_RS00800	DR086_RS02850
OG0000210	NB625_RS00755	DR086_RS02895
OG0000211	NB625_RS00745	DR086_RS02580
OG0000212	NB625_RS00735	DR086_RS02590
OG0000213	NB625_RS00730	DR086_RS02595
OG0000214	NB625_RS00725	DR086_RS02600
OG0000215	NB625_RS00720	DR086_RS02605
OG0000216	NB625_RS00715	DR086_RS02610
OG0000217	NB625_RS00710	DR086_RS02615
OG0000218	NB625_RS00700	DR086_RS02625
OG0000219	NB625_RS00695	DR086_RS02630
OG0000220	NB625_RS00690	DR086_RS02635
OG0000221	NB625_RS00685	DR086_RS02640
OG0000222	NB625_RS00680	DR086_RS02645
OG0000223	NB625_RS00675	DR086_RS02650
OG0000224	NB625_RS00665	DR086_RS02660
OG0000225	NB625_RS00655	DR086_RS02670
OG0000226	NB625_RS00650	DR086_RS02675
OG0000227	NB625_RS00645	DR086_RS02680
OG0000228	NB625_RS00640	DR086_RS05105
OG0000229	NB625_RS00635	DR086_RS02690
OG0000230	NB625_RS00630	DR086_RS02695
OG0000231	NB625_RS00620	DR086_RS02705
OG0000232	NB625_RS00610	DR086_RS02715
OG0000233	NB625_RS01100	DR086_RS01680
OG0000234	NB625_RS01135	DR086_RS01715
OG0000235	NB625_RS01145	DR086_RS01725
OG0000236	NB625_RS01150	DR086_RS01730
OG0000237	NB625_RS01155	DR086_RS01735
OG0000238	NB625_RS01160	DR086_RS01745
OG0000239	NB625_RS03100	DR086_RS02960
OG0000240	NB625_RS03105	DR086_RS02955
OG0000241	NB625_RS03115	DR086_RS02945
OG0000242	NB625_RS03120	DR086_RS02940
OG0000243	NB625_RS03125	DR086_RS02935
OG0000244	NB625_RS03135	DR086_RS02925
OG0000245	NB625_RS03145	DR086_RS02915
OG0000246	NB625_RS00145	DR086_RS03275
OG0000247	NB625_RS00155	DR086_RS00010
OG0000248	NB625_RS00165	DR086_RS00020
OG0000249	NB625_RS00170	DR086_RS00025
OG0000250	NB625_RS00185	DR086_RS00040
OG0000251	NB625_RS00215	DR086_RS00075
OG0000252	NB625_RS00225	DR086_RS00085
OG0000253	NB625_RS00230	DR086_RS00090
OG0000254	NB625_RS00240	DR086_RS00100
OG0000255	NB625_RS00245	DR086_RS00110
OG0000256	NB625_RS00250	DR086_RS00115
OG0000257	NB625_RS00275	DR086_RS00140
OG0000258	NB625_RS00285	DR086_RS00150
OG0000259	NB625_RS00315	DR086_RS00180
OG0000260	NB625_RS00325	DR086_RS00190
OG0000261	NB625_RS00335	DR086_RS04745
OG0000262	NB625_RS00350	DR086_RS00215
OG0000263	NB625_RS00365	DR086_RS00230
OG0000264	NB625_RS00385	DR086_RS00245
OG0000265	NB625_RS00390	DR086_RS00255
OG0000266	NB625_RS00405	DR086_RS00270
OG0000267	NB625_RS00420	DR086_RS00285
OG0000268	NB625_RS00425	DR086_RS00290
OG0000269	NB625_RS00440	DR086_RS00305
OG0000270	NB625_RS03640	DR086_RS04945
OG0000271	NB625_RS03635	DR086_RS02410
OG0000272	NB625_RS03630	DR086_RS02405
OG0000273	NB625_RS03625	DR086_RS02400
OG0000274	NB625_RS03610	DR086_RS01450
OG0000275	NB625_RS03600	DR086_RS04850
OG0000276	NB625_RS03595	DR086_RS01460
OG0000277	NB625_RS03585	DR086_RS01470
OG0000278	NB625_RS03580	DR086_RS01475
OG0000279	NB625_RS03570	DR086_RS01485
OG0000280	NB625_RS03565	DR086_RS01490
OG0000281	NB625_RS03560	DR086_RS01495
OG0000282	NB625_RS03535	DR086_RS04860
OG0000283	NB625_RS03530	DR086_RS01525
OG0000284	NB625_RS03525	DR086_RS01530
OG0000285	NB625_RS03520	DR086_RS04865
OG0000286	NB625_RS02570	DR086_RS02220
OG0000287	NB625_RS02670	DR086_RS00990
