Orthogroup	MHP_131B_genes	MHP_MHP679_genes
OG0000000	NB627_RS02480	DR086_RS04585, DR086_RS03600
OG0000000	NB627_RS01860	DR086_RS04245
OG0000001	NB627_RS01405	DR086_RS03435
OG0000001	NB627_RS02935	DR086_RS03200, DR086_RS03195
OG0000002	NB627_RS02365	DR086_RS04310
OG0000002	NB627_RS02290	DR086_RS05060
OG0000002	NB627_RS01865	DR086_RS04880
OG0000003	NB627_RS00610	DR086_RS00625, DR086_RS03690
OG0000003	NB627_RS01980	DR086_RS05085
OG0000004	NB627_RS03390, NB627_RS03395	DR086_RS03630
OG0000004	NB627_RS03405	DR086_RS03555
OG0000005	NB627_RS00100	DR086_RS03245
OG0000005	NB627_RS00110	DR086_RS03255
OG0000005	NB627_RS00125	DR086_RS05035
OG0000006	NB627_RS02525	DR086_RS04530
OG0000007	NB627_RS02345	DR086_RS03485
OG0000008	NB627_RS01765	DR086_RS04265
OG0000008	NB627_RS02695	DR086_RS02140
OG0000010	NB627_RS01985	DR086_RS00810
OG0000011	NB627_RS02090	DR086_RS00445
OG0000012	NB627_RS02000	DR086_RS03950
OG0000013	NB627_RS02570	DR086_RS03105
OG0000013	NB627_RS00185	DR086_RS04005
OG0000014	NB627_RS01205	DR086_RS03610
OG0000014	NB627_RS00715	DR086_RS04970
OG0000016	NB627_RS03030	DR086_RS01050
OG0000016	NB627_RS00170	DR086_RS00030
OG0000017	NB627_RS00155	DR086_RS00015
OG0000017	NB627_RS03040	DR086_RS01060
OG0000018	NB627_RS01445	DR086_RS04915
OG0000019	NB627_RS03210, NB627_RS03220, NB627_RS03230	DR086_RS04570
OG0000020	NB627_RS03760	DR086_RS02470
OG0000021	NB627_RS01905	DR086_RS00630
OG0000022	NB627_RS01790	DR086_RS01645
OG0000022	NB627_RS01845	DR086_RS04885
OG0000024	NB627_RS02930	DR086_RS03190
OG0000025	NB627_RS01795	DR086_RS04890
OG0000025	NB627_RS01840	DR086_RS01595
OG0000026	NB627_RS01490	DR086_RS01970
OG0000026	NB627_RS01820	DR086_RS01615
OG0000027	NB627_RS03540	DR086_RS05030
OG0000027	NB627_RS03555	DR086_RS04870
OG0000028	NB627_RS02600, NB627_RS02595	DR086_RS02225, DR086_RS03150
OG0000029	NB627_RS01200	DR086_RS02730
OG0000030	NB627_RS03530	DR086_RS05025
OG0000030	NB627_RS03550	DR086_RS04875
OG0000031	NB627_RS00445	DR086_RS00745
OG0000032	NB627_RS01700	DR086_RS03980
OG0000032	NB627_RS03545	DR086_RS03870
OG0000033	NB627_RS02575, NB627_RS02590, NB627_RS02580	DR086_RS05010
OG0000036	NB627_RS00115, NB627_RS00130	DR086_RS03265
OG0000037	NB627_RS01710	DR086_RS04510
OG0000037	NB627_RS01705	DR086_RS03330, DR086_RS03325
OG0000039	NB627_RS01740	DR086_RS03295
OG0000040	NB627_RS03475	DR086_RS02360
OG0000041	NB627_RS00780	DR086_RS03635
OG0000041	NB627_RS01300	DR086_RS02480
OG0000043	NB627_RS02055	DR086_RS00750, DR086_RS00415
OG0000044	NB627_RS01805	DR086_RS05095
OG0000045	NB627_RS01745	DR086_RS03290
OG0000046	NB627_RS03480	DR086_RS04940
OG0000047	NB627_RS00510	DR086_RS00730
OG0000048	NB627_RS02245	DR086_RS00610
OG0000049	NB627_RS03240	DR086_RS01430
OG0000050	NB627_RS02630	DR086_RS02195
OG0000051	NB627_RS02845	DR086_RS00855
OG0000052	NB627_RS00075	DR086_RS01150
OG0000053	NB627_RS01580	DR086_RS04905
OG0000054	NB627_RS02655	DR086_RS02170
OG0000055	NB627_RS00135	DR086_RS03270
OG0000056	NB627_RS03735	DR086_RS02455
OG0000057	NB627_RS03110	DR086_RS01130
OG0000059	NB627_RS00465	DR086_RS04120
OG0000062	NB627_RS03790	DR086_RS01260
OG0000063	NB627_RS03785	DR086_RS04835
OG0000064	NB627_RS03775	DR086_RS01275
OG0000065	NB627_RS02410	DR086_RS02080
OG0000066	NB627_RS01480, NB627_RS01475	DR086_RS01980
OG0000067	NB627_RS00635	DR086_RS02240
OG0000068	NB627_RS00755	DR086_RS01570
OG0000069	NB627_RS03005	DR086_RS01025
OG0000070	NB627_RS02660	DR086_RS02165
OG0000071	NB627_RS03465	DR086_RS02350
OG0000072	NB627_RS03470	DR086_RS04935
OG0000073	NB627_RS00820	DR086_RS03040
OG0000074	NB627_RS01020	DR086_RS04990
OG0000075	NB627_RS00350	DR086_RS00210
OG0000076	NB627_RS00365, NB627_RS00370	DR086_RS00225
OG0000077	NB627_RS00550	DR086_RS00315
OG0000078	NB627_RS01810	DR086_RS01625
OG0000079	NB627_RS02745	DR086_RS00950
OG0000080	NB627_RS02795	DR086_RS04145
OG0000081	NB627_RS00340	DR086_RS00205
OG0000083	NB627_RS02160	DR086_RS00520
OG0000084	NB627_RS02190	DR086_RS00545
OG0000085	NB627_RS02195	DR086_RS00550
OG0000086	NB627_RS02210	DR086_RS00560
OG0000087	NB627_RS02225	DR086_RS00575
OG0000088	NB627_RS02230	DR086_RS00580
OG0000089	NB627_RS02240	DR086_RS00590
OG0000090	NB627_RS00070	DR086_RS01155
OG0000091	NB627_RS00055	DR086_RS01170
OG0000092	NB627_RS00050	DR086_RS01185
OG0000093	NB627_RS00035	DR086_RS01190
OG0000094	NB627_RS00030	DR086_RS01195
OG0000095	NB627_RS00005	DR086_RS01220
OG0000096	NB627_RS03825	DR086_RS01225
OG0000097	NB627_RS03805	DR086_RS01245
OG0000098	NB627_RS03795	DR086_RS01255
OG0000099	NB627_RS03745	DR086_RS04950
OG0000100	NB627_RS03725	DR086_RS02445
OG0000101	NB627_RS03720	DR086_RS02440
OG0000102	NB627_RS01835	DR086_RS01600
OG0000103	NB627_RS02375	DR086_RS02115
OG0000104	NB627_RS02380	DR086_RS02110
OG0000105	NB627_RS02400	DR086_RS02095
OG0000106	NB627_RS02405	DR086_RS02085
OG0000107	NB627_RS02415	DR086_RS02075
OG0000108	NB627_RS02420	DR086_RS02070
OG0000109	NB627_RS02425	DR086_RS02065
OG0000110	NB627_RS02555	DR086_RS03120
OG0000111	NB627_RS02550	DR086_RS03125
OG0000112	NB627_RS02540	DR086_RS03135
OG0000113	NB627_RS02515	DR086_RS05050
OG0000114	NB627_RS02510	DR086_RS03455
OG0000115	NB627_RS02495	DR086_RS03475
OG0000116	NB627_RS01420	DR086_RS03410
OG0000117	NB627_RS01425	DR086_RS03405
OG0000118	NB627_RS01460	DR086_RS01995
OG0000119	NB627_RS01465	DR086_RS01990
OG0000120	NB627_RS01485	DR086_RS01975
OG0000121	NB627_RS01515	DR086_RS01950
OG0000122	NB627_RS01520	DR086_RS01945
OG0000123	NB627_RS01540	DR086_RS01925
OG0000124	NB627_RS01545	DR086_RS01920
OG0000125	NB627_RS01550	DR086_RS01915
OG0000126	NB627_RS01560	DR086_RS01900
OG0000127	NB627_RS01570	DR086_RS01890
OG0000128	NB627_RS01585	DR086_RS01875
OG0000129	NB627_RS01590	DR086_RS01870
OG0000130	NB627_RS01600	DR086_RS01860
OG0000131	NB627_RS01630	DR086_RS01830
OG0000132	NB627_RS01645	DR086_RS04900
OG0000133	NB627_RS00640	DR086_RS02245
OG0000134	NB627_RS00645	DR086_RS02250
OG0000135	NB627_RS00660	DR086_RS02265
OG0000136	NB627_RS00665	DR086_RS02270
OG0000137	NB627_RS00695	DR086_RS02310
OG0000138	NB627_RS00730	DR086_RS02775
OG0000139	NB627_RS00760	DR086_RS02745
OG0000140	NB627_RS00765	DR086_RS02740
OG0000141	NB627_RS03120	DR086_RS03720
OG0000142	NB627_RS03115	DR086_RS04820
OG0000143	NB627_RS03100	DR086_RS01115
OG0000144	NB627_RS03085	DR086_RS01105
OG0000145	NB627_RS03075	DR086_RS01095
OG0000146	NB627_RS03065	DR086_RS01085
OG0000147	NB627_RS03060	DR086_RS01080
OG0000148	NB627_RS03045	DR086_RS01065
OG0000149	NB627_RS03035	DR086_RS01055
OG0000150	NB627_RS03025	DR086_RS01040
OG0000151	NB627_RS02970	DR086_RS03230
OG0000152	NB627_RS02965	DR086_RS03225
OG0000153	NB627_RS02960	DR086_RS03220
OG0000154	NB627_RS02950	DR086_RS03210
OG0000155	NB627_RS02910	DR086_RS03005
OG0000156	NB627_RS02905	DR086_RS02995
OG0000157	NB627_RS02895	DR086_RS05005
OG0000158	NB627_RS02885	DR086_RS05000
OG0000159	NB627_RS02645	DR086_RS05100
OG0000160	NB627_RS02640	DR086_RS02185
OG0000161	NB627_RS02635	DR086_RS02190
OG0000162	NB627_RS02625	DR086_RS02200
OG0000163	NB627_RS02620	DR086_RS02205
OG0000164	NB627_RS01735	DR086_RS03305
OG0000165	NB627_RS02080	DR086_RS00440
OG0000166	NB627_RS02100	DR086_RS00460
OG0000167	NB627_RS02115	DR086_RS00475
OG0000168	NB627_RS02120	DR086_RS00480
OG0000169	NB627_RS03235	DR086_RS01435
OG0000170	NB627_RS03255	DR086_RS01420
OG0000171	NB627_RS03265	DR086_RS01410
OG0000172	NB627_RS03270	DR086_RS01405
OG0000173	NB627_RS03275	DR086_RS01400
OG0000174	NB627_RS03280	DR086_RS01395
OG0000175	NB627_RS03295	DR086_RS01380
OG0000176	NB627_RS03350	DR086_RS01330
OG0000177	NB627_RS03355	DR086_RS01325
OG0000178	NB627_RS03365	DR086_RS01320
OG0000179	NB627_RS03370	DR086_RS01310
OG0000180	NB627_RS03375	DR086_RS01305
OG0000181	NB627_RS03415	DR086_RS05065
OG0000182	NB627_RS03425	DR086_RS03535
OG0000183	NB627_RS03460	DR086_RS02345
OG0000184	NB627_RS03505	DR086_RS02390
OG0000185	NB627_RS03490	DR086_RS02375
OG0000186	NB627_RS01655	DR086_RS04895
OG0000187	NB627_RS01670	DR086_RS01790
OG0000188	NB627_RS01680	DR086_RS01780
OG0000189	NB627_RS02465	DR086_RS04920
OG0000190	NB627_RS02460	DR086_RS02035
OG0000191	NB627_RS02435	DR086_RS02055
OG0000192	NB627_RS01335	DR086_RS02515
OG0000193	NB627_RS01315	DR086_RS02500
OG0000194	NB627_RS00800	DR086_RS03025
OG0000195	NB627_RS00805	DR086_RS03030
OG0000196	NB627_RS00830	DR086_RS03050
OG0000197	NB627_RS00840	DR086_RS03055
OG0000198	NB627_RS00850	DR086_RS03070
OG0000199	NB627_RS00855	DR086_RS03075
OG0000200	NB627_RS00875	DR086_RS03090
OG0000201	NB627_RS00880	DR086_RS03100
OG0000202	NB627_RS00940	DR086_RS03345
OG0000203	NB627_RS00945	DR086_RS03340
OG0000204	NB627_RS00950	DR086_RS04975
OG0000205	NB627_RS00955	DR086_RS02805
OG0000206	NB627_RS00975	DR086_RS02825
OG0000207	NB627_RS00990	DR086_RS02840
OG0000208	NB627_RS00995	DR086_RS02845
OG0000209	NB627_RS01000	DR086_RS02850
OG0000210	NB627_RS01045	DR086_RS02895
OG0000211	NB627_RS01055	DR086_RS02580
OG0000212	NB627_RS01065	DR086_RS02590
OG0000213	NB627_RS01070	DR086_RS02595
OG0000214	NB627_RS01075	DR086_RS02600
OG0000215	NB627_RS01080	DR086_RS02605
OG0000216	NB627_RS01085	DR086_RS02610
OG0000217	NB627_RS01090	DR086_RS02615
OG0000218	NB627_RS01100	DR086_RS02625
OG0000219	NB627_RS01105	DR086_RS02630
