Orthogroup	MHP_MHP650_genes	MHP_MHP691_genes
OG0000000	DR083_RS03535	DR087_RS03475
OG0000001	DR083_RS04075	DR087_RS03325
OG0000001	DR083_RS00590	DR087_RS04015
OG0000001	DR083_RS00540	DR087_RS03255
OG0000002	DR083_RS04320	DR087_RS03810
OG0000002	DR083_RS04915	DR087_RS04740
OG0000002	DR083_RS04760	DR087_RS04755
OG0000003	DR083_RS04460	DR087_RS04750
OG0000004	DR083_RS03440	DR087_RS00840
OG0000005	DR083_RS03065	DR087_RS00530
OG0000005	DR083_RS03050	DR087_RS00540
OG0000005	DR083_RS04870	DR087_RS04465
OG0000007	DR083_RS03475	DR087_RS03535
OG0000007	DR083_RS03470	DR087_RS03530
OG0000007	DR083_RS03465	DR087_RS04335, DR087_RS03525
OG0000008	DR083_RS04540	DR087_RS04355
OG0000009	DR083_RS05040	DR087_RS00515
OG0000010	DR083_RS02305	DR087_RS01605
OG0000011	DR083_RS01555	DR087_RS04590
OG0000011	DR083_RS01550	DR087_RS01515
OG0000012	DR083_RS03720	DR087_RS03620
OG0000013	DR083_RS05105	DR087_RS01680
OG0000013	DR083_RS03885	DR087_RS04185
OG0000014	DR083_RS03770	DR087_RS03505
OG0000014	DR083_RS04890	DR087_RS03520
OG0000015	DR083_RS02965	DR087_RS00350, DR087_RS03240
OG0000016	DR083_RS00630	DR087_RS01400
OG0000016	DR083_RS00040	DR087_RS02395
OG0000017	DR083_RS00025	DR087_RS02410
OG0000017	DR083_RS00640	DR087_RS01410
OG0000018	DR083_RS04835	DR087_RS04435
OG0000020	DR083_RS04635	DR087_RS04440
OG0000020	DR083_RS04640	DR087_RS04445
OG0000021	DR083_RS02335	DR087_RS03470
OG0000022	DR083_RS02055	DR087_RS02045
OG0000022	DR083_RS04755	DR087_RS04630
OG0000023	DR083_RS02935	DR087_RS00330
OG0000024	DR083_RS03365	DR087_RS03250
OG0000025	DR083_RS04750	DR087_RS04625
OG0000025	DR083_RS02105	DR087_RS02095
OG0000026	DR083_RS01120	DR087_RS01165
OG0000026	DR083_RS02085	DR087_RS02075
OG0000027	DR083_RS02995	DR087_RS04635
OG0000027	DR083_RS04880	DR087_RS04475
OG0000028	DR083_RS00320, DR083_RS00315	DR087_RS04675, DR087_RS01670
OG0000029	DR083_RS02525	DR087_RS02775
OG0000029	DR083_RS03325	DR087_RS03175
OG0000030	DR083_RS04855	DR087_RS04640
OG0000030	DR083_RS04885	DR087_RS04470
OG0000032	DR083_RS03590	DR087_RS03235
OG0000032	DR083_RS03215	DR087_RS00575
OG0000033	DR083_RS00310	DR087_RS04070
OG0000034	DR083_RS04525	DR087_RS03600
OG0000034	DR083_RS04530	DR087_RS04365
