Orthogroup	MHP_MHP650_genes	MHP_MHP696_genes
OG0000000	DR083_RS02765	DR090_RS03565
OG0000000	DR083_RS04555	DR090_RS04695
OG0000000	DR083_RS04210, DR083_RS04215	DR090_RS04125
OG0000001	DR083_RS00590	DR090_RS01575
OG0000001	DR083_RS00540	DR090_RS03945
OG0000002	DR083_RS04320	DR090_RS04315
OG0000002	DR083_RS02760	DR090_RS03590
OG0000002	DR083_RS04915	DR090_RS03470
OG0000002	DR083_RS04760	DR090_RS03425
OG0000003	DR083_RS04460	DR090_RS04620
OG0000003	DR083_RS03840	DR090_RS03665
OG0000004	DR083_RS03440	DR090_RS03435
OG0000005	DR083_RS03065	DR090_RS03620
OG0000005	DR083_RS03050	DR090_RS03525
OG0000005	DR083_RS04870	DR090_RS03075, DR090_RS04595
OG0000006	DR083_RS03320	DR090_RS04155
OG0000007	DR083_RS03475	DR090_RS03340
OG0000007	DR083_RS03470	DR090_RS03345
OG0000007	DR083_RS03465	DR090_RS03360
OG0000008	DR083_RS04540	DR090_RS04310
OG0000009	DR083_RS05040	DR090_RS01340
OG0000009	DR083_RS01240	DR090_RS00150
OG0000010	DR083_RS02305	DR090_RS00915
OG0000011	DR083_RS01555	DR090_RS01025
OG0000011	DR083_RS01550	DR090_RS01020
OG0000013	DR083_RS05105	DR090_RS02640
OG0000013	DR083_RS03885	DR090_RS03805
OG0000014	DR083_RS04890	DR090_RS04325
OG0000015	DR083_RS02965	DR090_RS03270
OG0000016	DR083_RS00630	DR090_RS01615
OG0000016	DR083_RS00040	DR090_RS00790
OG0000017	DR083_RS00025	DR090_RS00805
OG0000017	DR083_RS00640	DR090_RS01625
OG0000018	DR083_RS05070, DR083_RS04835	DR090_RS04560
OG0000020	DR083_RS04635	DR090_RS04405
OG0000020	DR083_RS04640	DR090_RS04410
OG0000021	DR083_RS02335, DR083_RS02215, DR083_RS03855	DR090_RS00825
OG0000022	DR083_RS02055	DR090_RS02415
OG0000022	DR083_RS04755	DR090_RS04550
OG0000023	DR083_RS02935	DR090_RS02440
OG0000024	DR083_RS03365	DR090_RS01515
OG0000024	DR083_RS01215	DR090_RS00410
OG0000025	DR083_RS04750	DR090_RS04555
OG0000025	DR083_RS02105	DR090_RS02365
OG0000026	DR083_RS01120	DR090_RS02485
OG0000026	DR083_RS02085	DR090_RS02385
OG0000027	DR083_RS02995	DR090_RS04475
OG0000027	DR083_RS04880	DR090_RS04520
OG0000028	DR083_RS00320, DR083_RS00315	DR090_RS04565
OG0000029	DR083_RS02525	DR090_RS01710
OG0000029	DR083_RS03325	DR090_RS00205
OG0000030	DR083_RS04855	DR090_RS04480
