Orthogroup	MHP_MHP650_genes	MHP_7422_genes
OG0000000	DR083_RS04550, DR083_RS03535, DR083_RS03820, DR083_RS00790, DR083_RS03700	MHL_RS02190
OG0000000	DR083_RS04515	MHL_RS02380
OG0000000	DR083_RS04520	MHL_RS04190
OG0000001	DR083_RS04075	MHL_RS03980
OG0000001	DR083_RS00590	MHL_RS02845
OG0000001	DR083_RS00540	MHL_RS04080
OG0000002	DR083_RS04320	MHL_RS04055, MHL_RS03865
OG0000002	DR083_RS04915	MHL_RS02195
OG0000002	DR083_RS04760	MHL_RS01800
OG0000003	DR083_RS04460	MHL_RS02255
OG0000003	DR083_RS03840	MHL_RS03835
OG0000004	DR083_RS03440	MHL_RS03215
OG0000005	DR083_RS03065	MHL_RS00105
OG0000005	DR083_RS03050	MHL_RS04205
OG0000005	DR083_RS04870	MHL_RS00115, MHL_RS00130
OG0000006	DR083_RS04420	MHL_RS03635
OG0000006	DR083_RS03605, DR083_RS03320	MHL_RS02420
OG0000007	DR083_RS03475	MHL_RS02250
OG0000007	DR083_RS03470	MHL_RS02245
OG0000007	DR083_RS03465	MHL_RS02240
OG0000008	DR083_RS04510	MHL_RS02375
OG0000008	DR083_RS04540	MHL_RS04065
OG0000009	DR083_RS01225	MHL_RS00755
OG0000009	DR083_RS05040	MHL_RS00090
OG0000009	DR083_RS01240	MHL_RS00770
OG0000010	DR083_RS02305	MHL_RS01930
OG0000011	DR083_RS01555	MHL_RS04185
OG0000011	DR083_RS01550	MHL_RS02020
OG0000013	DR083_RS05105	MHL_RS02470
OG0000013	DR083_RS03885	MHL_RS03925
OG0000014	DR083_RS03770	MHL_RS00590
OG0000014	DR083_RS04890	MHL_RS00695
OG0000015	DR083_RS02965	MHL_RS01720
OG0000016	DR083_RS00630	MHL_RS02885
OG0000016	DR083_RS00040	MHL_RS00175
OG0000017	DR083_RS00025	MHL_RS00160
OG0000017	DR083_RS00640	MHL_RS02895
OG0000020	DR083_RS04635	MHL_RS03545
OG0000020	DR083_RS04640	MHL_RS03550
OG0000022	DR083_RS02055	MHL_RS01740
OG0000022	DR083_RS04755	MHL_RS01790
OG0000024	DR083_RS03365	MHL_RS02790
OG0000024	DR083_RS01215	MHL_RS01355
OG0000025	DR083_RS04750	MHL_RS01745
OG0000025	DR083_RS02105	MHL_RS01785
OG0000026	DR083_RS01120	MHL_RS01445
OG0000027	DR083_RS02995	MHL_RS03755
OG0000027	DR083_RS04880	MHL_RS03360
OG0000028	DR083_RS00320, DR083_RS00315	MHL_RS02480
OG0000029	DR083_RS02525	MHL_RS01165
OG0000029	DR083_RS03325	MHL_RS00700
OG0000030	DR083_RS04855	MHL_RS03335
OG0000030	DR083_RS04885	MHL_RS03355
OG0000031	DR083_RS03560	MHL_RS01685
OG0000032	DR083_RS03590	MHL_RS04000
OG0000032	DR083_RS03215	MHL_RS03350
OG0000034	DR083_RS04525	MHL_RS04045
OG0000035	DR083_RS03445	MHL_RS03210
OG0000036	DR083_RS03040	MHL_RS00120, MHL_RS00135
OG0000039	DR083_RS03505	MHL_RS01705
OG0000041	DR083_RS01230	MHL_RS00760
OG0000041	DR083_RS01935	MHL_RS01270
OG0000042	DR083_RS00730	MHL_RS02985
OG0000043	DR083_RS01520	MHL_RS01990
OG0000043	DR083_RS01520	MHL_RS00625
OG0000044	DR083_RS04960	MHL_RS04220
OG0000045	DR083_RS03515	MHL_RS01710
OG0000046	DR083_RS04815	MHL_RS03290
OG0000047	DR083_RS02945	MHL_RS01655
OG0000048	DR083_RS02860	MHL_RS02170
OG0000049	DR083_RS01660	MHL_RS03060
OG0000050	DR083_RS00350	MHL_RS02510
OG0000052	DR083_RS02690	MHL_RS00080
OG0000053	DR083_RS04665	MHL_RS01530
OG0000054	DR083_RS00375	MHL_RS02535
OG0000055	DR083_RS00005	MHL_RS00140
OG0000056	DR083_RS00815	MHL_RS03530
OG0000057	DR083_RS03975, DR083_RS03980	MHL_RS02970
OG0000058	DR083_RS02505	MHL_RS00610
OG0000059	DR083_RS04445	MHL_RS00620
OG0000060	DR083_RS02685	MHL_RS04115
OG0000061	DR083_RS02315	MHL_RS01940
OG0000062	DR083_RS00865	MHL_RS03580
OG0000063	DR083_RS04645	MHL_RS03575
OG0000064	DR083_RS00850	MHL_RS03565
OG0000065	DR083_RS02715	MHL_RS02310
OG0000066	DR083_RS01130	MHL_RS01435
OG0000067	DR083_RS02350	MHL_RS00525
OG0000068	DR083_RS03160	MHL_RS00735
OG0000069	DR083_RS00605	MHL_RS02860
OG0000070	DR083_RS00380	MHL_RS02540
OG0000071	DR083_RS02790	MHL_RS03275
OG0000072	DR083_RS04820	MHL_RS03280
OG0000073	DR083_RS01265	MHL_RS00795
OG0000074	DR083_RS04700	MHL_RS03950, MHL_RS04210
OG0000075	DR083_RS00220	MHL_RS00345
OG0000076	DR083_RS00235	MHL_RS00360
OG0000077	DR083_RS03235	MHL_RS00450
OG0000078	DR083_RS02075	MHL_RS01755
OG0000079	DR083_RS01845	MHL_RS02615
OG0000080	DR083_RS04190	MHL_RS03870
OG0000081	DR083_RS00215	MHL_RS00340
OG0000083	DR083_RS01625	MHL_RS02095
OG0000084	DR083_RS02910	MHL_RS02120
OG0000085	DR083_RS02905	MHL_RS02125
OG0000086	DR083_RS02895	MHL_RS02135
OG0000087	DR083_RS02880	MHL_RS02150
OG0000088	DR083_RS02875	MHL_RS02155
OG0000089	DR083_RS02865	MHL_RS02165
OG0000090	DR083_RS02695	MHL_RS00075
OG0000091	DR083_RS00955	MHL_RS00060
OG0000092	DR083_RS00940	MHL_RS00045
OG0000093	DR083_RS00935	MHL_RS00040
OG0000094	DR083_RS00930	MHL_RS00035
OG0000095	DR083_RS00905	MHL_RS00010
OG0000096	DR083_RS00900	MHL_RS03615
OG0000097	DR083_RS00880	MHL_RS03595
OG0000098	DR083_RS00870	MHL_RS03585
OG0000099	DR083_RS04630	MHL_RS03535
OG0000100	DR083_RS00805	MHL_RS03520
OG0000101	DR083_RS00800	MHL_RS03515
OG0000102	DR083_RS02100	MHL_RS01780
OG0000103	DR083_RS02750	MHL_RS02275
OG0000104	DR083_RS02745	MHL_RS02280
OG0000105	DR083_RS02730	MHL_RS02295
OG0000106	DR083_RS02720	MHL_RS02305
OG0000107	DR083_RS02710	MHL_RS02315
OG0000108	DR083_RS02705	MHL_RS02320
OG0000109	DR083_RS02700	MHL_RS02325
OG0000110	DR083_RS03140	MHL_RS02450
OG0000111	DR083_RS03135	MHL_RS02445
OG0000112	DR083_RS03125	MHL_RS02435
OG0000113	DR083_RS03315	MHL_RS02415
OG0000114	DR083_RS03305	MHL_RS02405
OG0000115	DR083_RS03290	MHL_RS02395
OG0000116	DR083_RS01185	MHL_RS01380
OG0000117	DR083_RS01180	MHL_RS01385
OG0000118	DR083_RS01145	MHL_RS01420
OG0000119	DR083_RS01140	MHL_RS01425
OG0000120	DR083_RS01125	MHL_RS01440
OG0000121	DR083_RS01100	MHL_RS01465
OG0000122	DR083_RS01095	MHL_RS01470
OG0000123	DR083_RS01075	MHL_RS01490
OG0000124	DR083_RS01070	MHL_RS01495
OG0000125	DR083_RS01065	MHL_RS01500
OG0000126	DR083_RS01055	MHL_RS01510
OG0000127	DR083_RS01045	MHL_RS01520
OG0000128	DR083_RS01030	MHL_RS01535
OG0000129	DR083_RS01025	MHL_RS01540
OG0000130	DR083_RS01015	MHL_RS01550
OG0000131	DR083_RS00985	MHL_RS01580
OG0000132	DR083_RS04660	MHL_RS01595
OG0000133	DR083_RS02355	MHL_RS00530
OG0000134	DR083_RS04790	MHL_RS00535
OG0000135	DR083_RS02375	MHL_RS00550
OG0000136	DR083_RS02380	MHL_RS00555
OG0000137	DR083_RS02420	MHL_RS00585
OG0000138	DR083_RS03185	MHL_RS00710
OG0000139	DR083_RS03155	MHL_RS00740
OG0000140	DR083_RS03150	MHL_RS00745
OG0000141	DR083_RS00725	MHL_RS02980
OG0000142	DR083_RS04625	MHL_RS02975
OG0000143	DR083_RS00695	MHL_RS02950
OG0000144	DR083_RS00685	MHL_RS02940
OG0000145	DR083_RS00675	MHL_RS02930
OG0000146	DR083_RS00665	MHL_RS02920
OG0000147	DR083_RS00660	MHL_RS02915
OG0000148	DR083_RS00645	MHL_RS02900
OG0000149	DR083_RS00635	MHL_RS02890
OG0000150	DR083_RS00620	MHL_RS02875
OG0000151	DR083_RS00575	MHL_RS02830
OG0000152	DR083_RS00570	MHL_RS02825
OG0000153	DR083_RS00565	MHL_RS02820
OG0000154	DR083_RS00555	MHL_RS02810
OG0000155	DR083_RS03340	MHL_RS02770
OG0000156	DR083_RS02140	MHL_RS02760
OG0000157	DR083_RS04765	MHL_RS02755
OG0000158	DR083_RS04770	MHL_RS04195
OG0000159	DR083_RS04945	MHL_RS02525
OG0000160	DR083_RS00360	MHL_RS02520
OG0000161	DR083_RS00355	MHL_RS02515
OG0000162	DR083_RS00345	MHL_RS02505
OG0000163	DR083_RS00340	MHL_RS02500
OG0000164	DR083_RS03555	MHL_RS01690
OG0000165	DR083_RS01545	MHL_RS02015
OG0000166	DR083_RS01565	MHL_RS02035
OG0000167	DR083_RS01580	MHL_RS02050
OG0000168	DR083_RS01585	MHL_RS04040
OG0000169	DR083_RS01655	MHL_RS03055
OG0000170	DR083_RS01670	MHL_RS03070
OG0000171	DR083_RS01680	MHL_RS03080
OG0000172	DR083_RS01690	MHL_RS03085
OG0000173	DR083_RS01695	MHL_RS03090
OG0000174	DR083_RS01700	MHL_RS03095
OG0000175	DR083_RS01715	MHL_RS03110
OG0000176	DR083_RS01765	MHL_RS03160
OG0000177	DR083_RS01770	MHL_RS03165
OG0000178	DR083_RS01775	MHL_RS03170
OG0000179	DR083_RS01785	MHL_RS03180
OG0000180	DR083_RS01790	MHL_RS03185
OG0000181	DR083_RS04830	MHL_RS03225
OG0000182	DR083_RS02830	MHL_RS03235
OG0000183	DR083_RS02795	MHL_RS03270
OG0000184	DR083_RS03100	MHL_RS03310
OG0000185	DR083_RS03085	MHL_RS03295
OG0000186	DR083_RS04900	MHL_RS01605
OG0000187	DR083_RS03415	MHL_RS01620
OG0000188	DR083_RS03405	MHL_RS01630
OG0000189	DR083_RS04865	MHL_RS02365
OG0000190	DR083_RS03025	MHL_RS02360
OG0000191	DR083_RS03005	MHL_RS02340
OG0000192	DR083_RS02475	MHL_RS01300
OG0000193	DR083_RS02490	MHL_RS01290
OG0000194	DR083_RS01250	MHL_RS00780
OG0000195	DR083_RS01255	MHL_RS00785
OG0000196	DR083_RS01275	MHL_RS00805
OG0000197	DR083_RS01280	MHL_RS00810
OG0000198	DR083_RS01295	MHL_RS00825
OG0000199	DR083_RS01300	MHL_RS00830
OG0000200	DR083_RS01315	MHL_RS00840
OG0000201	DR083_RS01325	MHL_RS00850
OG0000202	DR083_RS04685	MHL_RS00905
OG0000203	DR083_RS01385	MHL_RS00910
OG0000204	DR083_RS01390	MHL_RS00915
OG0000205	DR083_RS01395	MHL_RS00920
OG0000206	DR083_RS01415	MHL_RS00940
OG0000207	DR083_RS01430	MHL_RS00955
OG0000208	DR083_RS01435	MHL_RS00960
OG0000209	DR083_RS01440	MHL_RS00965
OG0000210	DR083_RS02680	MHL_RS01010
OG0000211	DR083_RS02670	MHL_RS01020
OG0000212	DR083_RS02660	MHL_RS01030
OG0000213	DR083_RS02655	MHL_RS01035
OG0000214	DR083_RS02650	MHL_RS01040
OG0000215	DR083_RS02645	MHL_RS01045
OG0000216	DR083_RS02640	MHL_RS01050
OG0000217	DR083_RS02635	MHL_RS01055
OG0000218	DR083_RS02625	MHL_RS01065
OG0000219	DR083_RS02620	MHL_RS01070
OG0000220	DR083_RS02615	MHL_RS01075
OG0000221	DR083_RS02610	MHL_RS01080
