Orthogroup	MHP_MHP650_genes	MHP_98_genes
OG0000000	DR083_RS02765	GOM18_RS02340
OG0000000	DR083_RS04515, DR083_RS04520	GOM18_RS04450
OG0000000	DR083_RS04210, DR083_RS04215	GOM18_RS03685
OG0000001	DR083_RS04075	GOM18_RS03240
OG0000001	DR083_RS00590	GOM18_RS03125
OG0000001	DR083_RS00540	GOM18_RS04125
OG0000002	DR083_RS04320	GOM18_RS02350
OG0000002	DR083_RS02760	GOM18_RS02345
OG0000002	DR083_RS04760	GOM18_RS04550
OG0000003	DR083_RS04940	GOM18_RS01615
OG0000003	DR083_RS03840	GOM18_RS03375
OG0000004	DR083_RS03460	GOM18_RS00890
OG0000004	DR083_RS03440	GOM18_RS00880
OG0000005	DR083_RS03065	GOM18_RS03145
OG0000005	DR083_RS03050	GOM18_RS03600
OG0000005	DR083_RS04870	GOM18_RS04540
OG0000006	DR083_RS04420	GOM18_RS01950
OG0000008	DR083_RS04510	GOM18_RS02455
OG0000008	DR083_RS04540	GOM18_RS03975
OG0000009	DR083_RS01225	GOM18_RS00095
OG0000009	DR083_RS05040	GOM18_RS00665
OG0000009	DR083_RS01240	GOM18_RS00110
OG0000010	DR083_RS02305	GOM18_RS03360
OG0000010	DR083_RS04910	GOM18_RS04460
OG0000011	DR083_RS01555	GOM18_RS03250
OG0000011	DR083_RS01550	GOM18_RS03255
OG0000013	DR083_RS05105	GOM18_RS02545
OG0000013	DR083_RS03885	GOM18_RS03935
OG0000014	DR083_RS03770	GOM18_RS03570, GOM18_RS01700
OG0000015	DR083_RS02965	GOM18_RS02565
OG0000016	DR083_RS00630	GOM18_RS01215
OG0000016	DR083_RS00040	GOM18_RS01280
OG0000017	DR083_RS00025	GOM18_RS01265
OG0000017	DR083_RS00640	GOM18_RS01205
OG0000020	DR083_RS04635	GOM18_RS04290
OG0000020	DR083_RS04640	GOM18_RS03770, GOM18_RS03765
OG0000021	DR083_RS02335, DR083_RS02215, DR083_RS03855	GOM18_RS03345
OG0000022	DR083_RS02055	GOM18_RS03040
OG0000022	DR083_RS04755	GOM18_RS04500
OG0000024	DR083_RS03365	GOM18_RS03075
OG0000024	DR083_RS01215	GOM18_RS03225
OG0000025	DR083_RS04750	GOM18_RS04510
OG0000025	DR083_RS02105	GOM18_RS04505
OG0000026	DR083_RS01120	GOM18_RS02790
OG0000026	DR083_RS02085	GOM18_RS03010
OG0000027	DR083_RS02995	GOM18_RS04335
OG0000027	DR083_RS04880	GOM18_RS04320
OG0000028	DR083_RS00320	GOM18_RS01870
OG0000029	DR083_RS02525	GOM18_RS01705
OG0000029	DR083_RS03325	GOM18_RS03580
OG0000030	DR083_RS04855	GOM18_RS04340
OG0000030	DR083_RS04885	GOM18_RS04325
OG0000031	DR083_RS02520	GOM18_RS00085
OG0000032	DR083_RS03590	GOM18_RS02560
OG0000032	DR083_RS03215	GOM18_RS04565
OG0000035	DR083_RS03445	GOM18_RS00885
OG0000036	DR083_RS03040	GOM18_RS03585
OG0000037	DR083_RS04925	GOM18_RS02550
OG0000039	DR083_RS03510, DR083_RS03505	GOM18_RS03565
OG0000040	DR083_RS02780	GOM18_RS00810
OG0000041	DR083_RS01230	GOM18_RS00100
OG0000041	DR083_RS01935	GOM18_RS02975
OG0000042	DR083_RS00730	GOM18_RS01120
OG0000043	DR083_RS01520	GOM18_RS03285
OG0000044	DR083_RS04960	GOM18_RS04585
OG0000045	DR083_RS03515	GOM18_RS03555
OG0000047	DR083_RS03630	GOM18_RS00015
OG0000048	DR083_RS02860	GOM18_RS02325
OG0000049	DR083_RS01660	GOM18_RS01035
OG0000050	DR083_RS00350	GOM18_RS01900
OG0000051	DR083_RS02195	GOM18_RS02100
OG0000052	DR083_RS02690	GOM18_RS00655
OG0000053	DR083_RS04665	GOM18_RS04480
OG0000054	DR083_RS00375	GOM18_RS01925
OG0000055	DR083_RS00005	GOM18_RS01245
OG0000056	DR083_RS00815	GOM18_RS00495
OG0000057	DR083_RS03975, DR083_RS03980	GOM18_RS01135
OG0000058	DR083_RS02505	GOM18_RS00090
OG0000059	DR083_RS04445	GOM18_RS03660
OG0000060	DR083_RS02685	GOM18_RS03800
OG0000061	DR083_RS02315	GOM18_RS03350
OG0000062	DR083_RS00865	GOM18_RS00545
OG0000063	DR083_RS04645	GOM18_RS04295
OG0000064	DR083_RS00850	GOM18_RS00530
OG0000065	DR083_RS02715	GOM18_RS02395
OG0000066	DR083_RS01130	GOM18_RS02800
OG0000067	DR083_RS02350	GOM18_RS01630
OG0000068	DR083_RS03160	GOM18_RS03445
OG0000069	DR083_RS00605	GOM18_RS01240, GOM18_RS03140
OG0000070	DR083_RS00380	GOM18_RS01930
OG0000071	DR083_RS02790	GOM18_RS00820
OG0000072	DR083_RS04820	GOM18_RS04355
