NB625_RS00005	NZ_CP098238.1	+	1	1392	NB625_RS00005	ID153B	+	1	1392
NB625_RS00010	NZ_CP098238.1	+	1537	2673	NB625_RS00010	ID153B	+	1537	2673
NB625_RS00015	NZ_CP098238.1	+	2777	4636	NB625_RS00015	ID153B	+	2777	4636
NB625_RS00020	NZ_CP098238.1	+	4636	5094	NB625_RS00020	ID153B	+	4636	5094
NB625_RS00025	NZ_CP098238.1	+	5108	6091	NB625_RS00025	ID153B	+	5108	6091
NB625_RS00030	NZ_CP098238.1	+	6084	7055	NB625_RS00030	ID153B	+	6084	7055
NB625_RS00035	NZ_CP098238.1	+	7158	7727	NB625_RS00035	ID153B	+	7158	7727
NB625_RS00040	NZ_CP098238.1	+	7817	8818	NB625_RS00040	ID153B	+	7817	8818
NB625_RS00045	NZ_CP098238.1	+	8987	11008	NB625_RS00045	ID153B	+	8987	11008
NB625_RS00050	NZ_CP098238.1	+	11093	12100	NB625_RS00050	ID153B	+	11093	12100
NB625_RS00055	NZ_CP098238.1	+	12103	12849	NB625_RS00055	ID153B	+	12103	12849
NB625_RS00060	NZ_CP098238.1	+	12833	14437	NB625_RS00060	ID153B	+	12833	14437
NB625_RS00065	NZ_CP098238.1	+	14442	14687	NB625_RS00065	ID153B	+	14442	14687
NB625_RS00070	NZ_CP098238.1	+	14782	15621	NB625_RS00070	ID153B	+	14782	15621
NB625_RS00075	NZ_CP098238.1	+	15628	16473	NB625_RS00075	ID153B	+	15628	16473
NB625_RS00080	NZ_CP098238.1	-	16507	16776	NB625_RS00080	ID153B	+	16507	16776
NB625_RS00085	NZ_CP098238.1	+	16915	17196	NB625_RS00085	ID153B	+	16915	17196
NB625_RS00090	NZ_CP098238.1	+	17342	17956	NB625_RS00090	ID153B	+	17342	17956
NB625_RS00095	NZ_CP098238.1	-	18268	18594	NB625_RS00095	ID153B	+	18268	18594
NB625_RS00100	NZ_CP098238.1	-	18653	20929	NB625_RS00100	ID153B	+	18653	20929
NB625_RS00105	NZ_CP098238.1	-	21003	23330	NB625_RS00105	ID153B	+	21003	23330
NB625_RS00110	NZ_CP098238.1	-	23317	24138	NB625_RS00110	ID153B	+	23317	24138
NB625_RS00115	NZ_CP098238.1	-	24307	25131	NB625_RS00115	ID153B	+	24307	25131
NB625_RS00120	NZ_CP098238.1	-	25311	26588	NB625_RS00120	ID153B	+	25311	26588
NB625_RS00125	NZ_CP098238.1	-	26699	29025	NB625_RS00125	ID153B	+	26699	29025
NB625_RS00130	NZ_CP098238.1	-	29012	29815	NB625_RS00130	ID153B	+	29012	29815
NB625_RS00135	NZ_CP098238.1	+	30190	30669	NB625_RS00135	ID153B	+	30190	30669
NB625_RS00140	NZ_CP098238.1	-	30892	32550	NB625_RS00140	ID153B	+	30892	32550
NB625_RS00145	NZ_CP098238.1	+	32891	33184	NB625_RS00145	ID153B	+	32891	33184
NB625_RS00150	NZ_CP098238.1	+	33177	34496	NB625_RS00150	ID153B	+	33177	34496
NB625_RS00155	NZ_CP098238.1	+	34489	35889	NB625_RS00155	ID153B	+	34489	35889
NB625_RS00160	NZ_CP098238.1	+	36125	36628	NB625_RS00160	ID153B	+	36125	36628
NB625_RS00165	NZ_CP098238.1	-	36745	37338	NB625_RS00165	ID153B	+	36745	37338
NB625_RS00170	NZ_CP098238.1	-	37316	39976	NB625_RS00170	ID153B	+	37316	39976
