Orthogroup	MHP_4284_genes	MHP_1257_genes
OG0000000	ABLE99_RS02150	ABKJ22_RS02210
OG0000000	ABLE99_RS02215	ABKJ22_RS02265, ABKJ22_RS02260
OG0000000	ABLE99_RS01670	ABKJ22_RS01715
OG0000001	ABLE99_RS02640	ABKJ22_RS02685
OG0000002	ABLE99_RS02040	ABKJ22_RS02205
OG0000002	ABLE99_RS02210	ABKJ22_RS02250
OG0000002	ABLE99_RS01675	ABKJ22_RS01720
OG0000003	ABLE99_RS02155	ABKJ22_RS02215
OG0000003	ABLE99_RS01760	ABKJ22_RS01825
OG0000004	ABLE99_RS03080, ABLE99_RS03085, ABLE99_RS03095, ABLE99_RS02895, ABLE99_RS02925, ABLE99_RS02905	ABKJ22_RS02940
OG0000005	ABLE99_RS00100	ABKJ22_RS00095
OG0000005	ABLE99_RS00120	ABKJ22_RS00115
OG0000005	ABLE99_RS00105	ABKJ22_RS00100
OG0000005	ABLE99_RS00110	ABKJ22_RS00105
OG0000005	ABLE99_RS00125	ABKJ22_RS00120
OG0000006	ABLE99_RS02400	ABKJ22_RS02450
OG0000006	ABLE99_RS02260	ABKJ22_RS02310
OG0000006	ABLE99_RS02230	ABKJ22_RS02280
OG0000007	ABLE99_RS02160	ABKJ22_RS02220
OG0000007	ABLE99_RS02165	ABKJ22_RS02225
OG0000007	ABLE99_RS02170	ABKJ22_RS02230
OG0000008	ABLE99_RS02145	ABKJ22_RS02100
OG0000008	ABLE99_RS01590	ABKJ22_RS01635
OG0000008	ABLE99_RS02405	ABKJ22_RS02455
OG0000009	ABLE99_RS00085	ABKJ22_RS00085
OG0000009	ABLE99_RS00995	ABKJ22_RS01020
OG0000010	ABLE99_RS01770	ABKJ22_RS01835
OG0000011	ABLE99_RS01865	ABKJ22_RS01925
OG0000011	ABLE99_RS01860	ABKJ22_RS01920
OG0000012	ABLE99_RS02305	ABKJ22_RS00425
OG0000013	ABLE99_RS02310	ABKJ22_RS02355
OG0000014	ABLE99_RS00590	ABKJ22_RS00595
OG0000014	ABLE99_RS01060	ABKJ22_RS01095
OG0000015	ABLE99_RS01525	ABKJ22_RS01575
OG0000016	ABLE99_RS02735	ABKJ22_RS02785
OG0000016	ABLE99_RS00170	ABKJ22_RS00165
OG0000017	ABLE99_RS00155	ABKJ22_RS00150
OG0000017	ABLE99_RS02745	ABKJ22_RS02795
OG0000018	ABLE99_RS01290	ABKJ22_RS01340
OG0000019	ABLE99_RS02920, ABLE99_RS02915, ABLE99_RS02900	ABKJ22_RS02945
OG0000020	ABLE99_RS03410	ABKJ22_RS03435
OG0000020	ABLE99_RS03415	ABKJ22_RS03440
OG0000022	ABLE99_RS01610	ABKJ22_RS01655
OG0000022	ABLE99_RS01665	ABKJ22_RS01710
OG0000023	ABLE99_RS01285	ABKJ22_RS01335
OG0000024	ABLE99_RS02635	ABKJ22_RS02680
OG0000024	ABLE99_RS01245	ABKJ22_RS01290
OG0000025	ABLE99_RS01615	ABKJ22_RS01660
OG0000025	ABLE99_RS01660	ABKJ22_RS01705
OG0000026	ABLE99_RS01330	ABKJ22_RS01380
OG0000026	ABLE99_RS01640	ABKJ22_RS01685
OG0000027	ABLE99_RS03220	ABKJ22_RS03225
OG0000028	ABLE99_RS02320	ABKJ22_RS02365
OG0000029	ABLE99_RS00595	ABKJ22_RS00600
OG0000030	ABLE99_RS03215	ABKJ22_RS03215
OG0000031	ABLE99_RS01555	ABKJ22_RS01605
OG0000032	ABLE99_RS01535	ABKJ22_RS01585
OG0000033	ABLE99_RS02315	ABKJ22_RS02360
OG0000034	ABLE99_RS02175	ABKJ22_RS02235
OG0000036	ABLE99_RS00115	ABKJ22_RS00110
OG0000036	ABLE99_RS00130	ABKJ22_RS00125
OG0000037	ABLE99_RS01540	ABKJ22_RS01590
OG0000038	ABLE99_RS01685	ABKJ22_RS01735
OG0000039	ABLE99_RS01570, ABLE99_RS01565	ABKJ22_RS01615
OG0000040	ABLE99_RS03165	ABKJ22_RS03165
OG0000042	ABLE99_RS02830	ABKJ22_RS02880
OG0000043	ABLE99_RS01830	ABKJ22_RS01890
OG0000044	ABLE99_RS01625	ABKJ22_RS01670
OG0000045	ABLE99_RS01575	ABKJ22_RS01620
OG0000046	ABLE99_RS03195	ABKJ22_RS03170
OG0000048	ABLE99_RS02015	ABKJ22_RS02075
OG0000049	ABLE99_RS02940	ABKJ22_RS02955
OG0000050	ABLE99_RS02350	ABKJ22_RS02395
OG0000051	ABLE99_RS02550	ABKJ22_RS02600
OG0000052	ABLE99_RS00075	ABKJ22_RS00075
OG0000053	ABLE99_RS01415	ABKJ22_RS01465
OG0000054	ABLE99_RS02375	ABKJ22_RS02420
OG0000055	ABLE99_RS00135	ABKJ22_RS00130
OG0000056	ABLE99_RS03395	ABKJ22_RS03415
OG0000057	ABLE99_RS02815	ABKJ22_RS02865
OG0000061	ABLE99_RS01780	ABKJ22_RS01845
OG0000062	ABLE99_RS03445	ABKJ22_RS03470
OG0000063	ABLE99_RS03440	ABKJ22_RS03465
OG0000064	ABLE99_RS03430	ABKJ22_RS03455
OG0000065	ABLE99_RS02085	ABKJ22_RS02160
OG0000066	ABLE99_RS01320	ABKJ22_RS01370
OG0000067	ABLE99_RS00520	ABKJ22_RS00525
OG0000068	ABLE99_RS01015	ABKJ22_RS01055
OG0000069	ABLE99_RS02710	ABKJ22_RS02760
OG0000070	ABLE99_RS02380	ABKJ22_RS02425
OG0000071	ABLE99_RS03155	ABKJ22_RS03155
OG0000072	ABLE99_RS03160	ABKJ22_RS03160
OG0000073	ABLE99_RS00970	ABKJ22_RS00995
OG0000074	ABLE99_RS00775	ABKJ22_RS00800
OG0000075	ABLE99_RS00340	ABKJ22_RS00335
OG0000076	ABLE99_RS00355	ABKJ22_RS00350
OG0000077	ABLE99_RS00440	ABKJ22_RS00445
OG0000078	ABLE99_RS01630	ABKJ22_RS01675
OG0000079	ABLE99_RS02455	ABKJ22_RS02505
OG0000080	ABLE99_RS02500	ABKJ22_RS02550
OG0000081	ABLE99_RS00335	ABKJ22_RS00330
OG0000082	ABLE99_RS02300	ABKJ22_RS02350
OG0000083	ABLE99_RS01935	ABKJ22_RS01995
OG0000084	ABLE99_RS01965	ABKJ22_RS02025
OG0000085	ABLE99_RS01970	ABKJ22_RS02030
OG0000086	ABLE99_RS01980	ABKJ22_RS02040
OG0000087	ABLE99_RS01995	ABKJ22_RS02055
OG0000088	ABLE99_RS02000	ABKJ22_RS02060
OG0000089	ABLE99_RS02010	ABKJ22_RS02070
OG0000090	ABLE99_RS00070	ABKJ22_RS00070
OG0000091	ABLE99_RS00055	ABKJ22_RS00055
OG0000092	ABLE99_RS00040	ABKJ22_RS00040
OG0000093	ABLE99_RS00035	ABKJ22_RS00035
OG0000094	ABLE99_RS00030	ABKJ22_RS00030
OG0000095	ABLE99_RS00005	ABKJ22_RS00005
OG0000096	ABLE99_RS03480	ABKJ22_RS03505
OG0000097	ABLE99_RS03460	ABKJ22_RS03485
OG0000098	ABLE99_RS03450	ABKJ22_RS03475
OG0000099	ABLE99_RS03400	ABKJ22_RS03425
OG0000100	ABLE99_RS03385	ABKJ22_RS03405
OG0000101	ABLE99_RS03380	ABKJ22_RS03400
OG0000102	ABLE99_RS01655	ABKJ22_RS01700
OG0000103	ABLE99_RS02050	ABKJ22_RS02195
OG0000104	ABLE99_RS02055	ABKJ22_RS02190
OG0000105	ABLE99_RS02070	ABKJ22_RS02175
OG0000106	ABLE99_RS02080	ABKJ22_RS02165
OG0000107	ABLE99_RS02090	ABKJ22_RS02155
OG0000108	ABLE99_RS02095	ABKJ22_RS02150
OG0000109	ABLE99_RS02100	ABKJ22_RS02145
OG0000110	ABLE99_RS02290	ABKJ22_RS02340
OG0000111	ABLE99_RS02285	ABKJ22_RS02335
OG0000112	ABLE99_RS02275	ABKJ22_RS02325
OG0000113	ABLE99_RS02255	ABKJ22_RS02305
OG0000114	ABLE99_RS02245	ABKJ22_RS02295
OG0000115	ABLE99_RS02235	ABKJ22_RS02285
OG0000116	ABLE99_RS01265	ABKJ22_RS01315
OG0000117	ABLE99_RS01270	ABKJ22_RS01320
OG0000118	ABLE99_RS01305	ABKJ22_RS01355
OG0000119	ABLE99_RS01310	ABKJ22_RS01360
OG0000120	ABLE99_RS01325	ABKJ22_RS01375
OG0000121	ABLE99_RS01350	ABKJ22_RS01400
OG0000122	ABLE99_RS01355	ABKJ22_RS01405
OG0000123	ABLE99_RS01375	ABKJ22_RS01425
OG0000124	ABLE99_RS01380	ABKJ22_RS01430
OG0000125	ABLE99_RS01385	ABKJ22_RS01435
OG0000126	ABLE99_RS01395	ABKJ22_RS01445
OG0000127	ABLE99_RS01405	ABKJ22_RS01455
OG0000128	ABLE99_RS01420	ABKJ22_RS01470
OG0000129	ABLE99_RS01425	ABKJ22_RS01475
OG0000130	ABLE99_RS01435	ABKJ22_RS01485
OG0000131	ABLE99_RS01465	ABKJ22_RS01515
OG0000132	ABLE99_RS01480	ABKJ22_RS01530
OG0000133	ABLE99_RS00525	ABKJ22_RS00530
OG0000134	ABLE99_RS00530	ABKJ22_RS00535
