Orthogroup	MHP_7422_genes	MHP_MHP699_genes
OG0000000	MHL_RS02380	DR100_RS03595, DR100_RS04515
OG0000000	MHL_RS03710	DR100_RS04210
OG0000001	MHL_RS03980	DR100_RS03930
OG0000001	MHL_RS02845	DR100_RS01790
OG0000002	MHL_RS04055, MHL_RS03865	DR100_RS04380
OG0000002	MHL_RS02195	DR100_RS04890
OG0000002	MHL_RS01800	DR100_RS04740
OG0000003	MHL_RS02255	DR100_RS04885
OG0000003	MHL_RS03835	DR100_RS03840
OG0000004	MHL_RS03215	DR100_RS03555
OG0000005	MHL_RS00105	DR100_RS01100
OG0000005	MHL_RS00125	DR100_RS04620
OG0000005	MHL_RS04205	DR100_RS04630
OG0000005	MHL_RS00115	DR100_RS04625
OG0000005	MHL_RS00130	DR100_RS04615
OG0000006	MHL_RS03635	DR100_RS04235, DR100_RS04230
OG0000006	MHL_RS02420	DR100_RS04245
OG0000007	MHL_RS02250	DR100_RS03495
OG0000007	MHL_RS02245	DR100_RS03500
OG0000007	MHL_RS02240	DR100_RS03510
OG0000008	MHL_RS04180	DR100_RS03845
OG0000008	MHL_RS04065	DR100_RS03680
OG0000009	MHL_RS00770	DR100_RS00780
OG0000010	MHL_RS01930	DR100_RS04925
OG0000010	MHL_RS04125, MHL_RS00100	DR100_RS01085
OG0000011	MHL_RS04185	DR100_RS01970
OG0000011	MHL_RS02020	DR100_RS01975
OG0000012	MHL_RS03845	DR100_RS03830
OG0000013	MHL_RS02470	DR100_RS02295
OG0000013	MHL_RS03925	DR100_RS03970
OG0000014	MHL_RS01170	DR100_RS03645
OG0000014	MHL_RS00695	DR100_RS04585
OG0000015	MHL_RS01720	DR100_RS01650
OG0000016	MHL_RS02885	DR100_RS01750
OG0000016	MHL_RS00175	DR100_RS00685
OG0000017	MHL_RS00160	DR100_RS00700
OG0000017	MHL_RS02895	DR100_RS01740
OG0000018	MHL_RS01405	DR100_RS04570
OG0000020	MHL_RS03545	DR100_RS03705
OG0000020	MHL_RS03550	DR100_RS04650
OG0000021	MHL_RS03930	DR100_RS03710
OG0000022	MHL_RS01740	DR100_RS02220
OG0000022	MHL_RS01790	DR100_RS04745
OG0000024	MHL_RS02790	DR100_RS03275
OG0000024	MHL_RS01355	DR100_RS00195
OG0000025	MHL_RS01745	DR100_RS04750
OG0000025	MHL_RS01785	DR100_RS02170
OG0000026	MHL_RS01445	DR100_RS00285
OG0000027	MHL_RS03755	DR100_RS04850
OG0000027	MHL_RS03360	DR100_RS04690
OG0000028	MHL_RS02480	DR100_RS02685
OG0000029	MHL_RS01165	DR100_RS03520
OG0000029	MHL_RS00700	DR100_RS00725
OG0000030	MHL_RS03335	DR100_RS04855
OG0000030	MHL_RS03355	DR100_RS04695
OG0000032	MHL_RS04000	DR100_RS03450
OG0000032	MHL_RS03350	DR100_RS03775
OG0000033	MHL_RS02475	DR100_RS02300
OG0000034	MHL_RS04045	DR100_RS03620
OG0000035	MHL_RS03210	DR100_RS03560
OG0000036	MHL_RS00120	DR100_RS01080
OG0000036	MHL_RS00135	DR100_RS01065
OG0000038	MHL_RS01870	DR100_RS03370
OG0000039	MHL_RS01705	DR100_RS04510, DR100_RS03660
OG0000040	MHL_RS03285	DR100_RS03110
OG0000041	MHL_RS00760, MHL_RS01270	DR100_RS00105
OG0000042	MHL_RS02985	DR100_RS03115
OG0000043	MHL_RS00625	DR100_RS02005
OG0000044	MHL_RS04220	DR100_RS04930
OG0000045	MHL_RS01710	DR100_RS03545
OG0000046	MHL_RS03290	DR100_RS04840
OG0000047	MHL_RS01655	DR100_RS01635
OG0000048	MHL_RS02170	DR100_RS02540
OG0000049	MHL_RS03060	DR100_RS01465
OG0000050	MHL_RS02510	DR100_RS02715
OG0000051	MHL_RS02710	DR100_RS01815
OG0000052	MHL_RS00080	DR100_RS01115
OG0000053	MHL_RS01530	DR100_RS04755
OG0000054	MHL_RS02535	DR100_RS02740
OG0000055	MHL_RS00140	DR100_RS01060
OG0000056	MHL_RS03530	DR100_RS01270
OG0000057	MHL_RS02970	DR100_RS01665
OG0000058	MHL_RS00610	DR100_RS01560
OG0000059	MHL_RS00620	DR100_RS04135
OG0000060	MHL_RS04115	DR100_RS01110
OG0000061	MHL_RS01940	DR100_RS02060
OG0000062	MHL_RS03580	DR100_RS01225
OG0000063	MHL_RS03575	DR100_RS04645
OG0000064	MHL_RS03565	DR100_RS01240
OG0000065	MHL_RS02310	DR100_RS03025
OG0000066	MHL_RS01435	DR100_RS00275
OG0000067	MHL_RS00525	DR100_RS02670
OG0000068	MHL_RS00735	DR100_RS00760
OG0000069	MHL_RS02860	DR100_RS01775
OG0000070	MHL_RS02540	DR100_RS02745
OG0000071	MHL_RS03275	DR100_RS03100
OG0000072	MHL_RS03280	DR100_RS04835
OG0000073	MHL_RS00795	DR100_RS00805
OG0000074	MHL_RS03950, MHL_RS04210	DR100_RS04605
OG0000075	MHL_RS00345	DR100_RS00505
OG0000076	MHL_RS00360	DR100_RS00490
OG0000077	MHL_RS00450	DR100_RS00400
OG0000078	MHL_RS01755	DR100_RS02200
OG0000079	MHL_RS02615	DR100_RS01910
OG0000080	MHL_RS03870	DR100_RS04175
OG0000081	MHL_RS00340	DR100_RS00510
OG0000082	MHL_RS02460	DR100_RS02290
OG0000083	MHL_RS02095	DR100_RS02770
OG0000084	MHL_RS02120	DR100_RS02590
OG0000085	MHL_RS02125	DR100_RS02585
OG0000086	MHL_RS02135	DR100_RS02575
OG0000087	MHL_RS02150	DR100_RS02560
OG0000088	MHL_RS02155	DR100_RS02555
OG0000089	MHL_RS02165	DR100_RS02545
OG0000090	MHL_RS00075	DR100_RS01120
OG0000091	MHL_RS00060	DR100_RS01135
OG0000092	MHL_RS00045	DR100_RS01150
OG0000093	MHL_RS00040	DR100_RS01155
OG0000094	MHL_RS00035	DR100_RS01160
OG0000095	MHL_RS00010	DR100_RS01185
OG0000096	MHL_RS03615	DR100_RS01190
OG0000097	MHL_RS03595	DR100_RS01210
