NZ_QQRM01000010.1	-	1	2628	DR085_RS02820	DR085_RS02820	IDMF33	-	378905	381532
NZ_QQRM01000010.1	-	2874	3353	DR085_RS02825	DR085_RS02825	IDMF33	-	378180	378659
NZ_QQRM01000010.1	-	3379	3669	DR085_RS02830	DR085_RS02830	IDMF33	-	377864	378154
NZ_QQRM01000010.1	-	3852	5621	DR085_RS02835	DR085_RS02835	IDMF33	-	375912	377681
NZ_QQRM01000010.1	-	5717	6769	DR085_RS02840	DR085_RS02840	IDMF33	-	374764	375816
NZ_QQRM01000010.1	-	6952	8814	DR085_RS03880	DR085_RS03880	IDMF33	-	372719	374581
NZ_QQRM01000010.1	+	8964	10124	DR085_RS02850	DR085_RS02850	IDMF33	-	371409	372569
NZ_QQRM01000010.1	+	10096	11040	DR085_RS02855	DR085_RS02855	IDMF33	-	370493	371437
NZ_QQRM01000010.1	+	11027	11863	DR085_RS02860	DR085_RS02860	IDMF33	-	369670	370506
NZ_QQRM01000010.1	+	11873	12439	DR085_RS02865	DR085_RS02865	IDMF33	-	369094	369660
NZ_QQRM01000010.1	+	12538	14838	DR085_RS02870	DR085_RS02870	IDMF33	-	366695	368995
NZ_QQRM01000010.1	-	14954	15286	DR085_RS02875	DR085_RS02875	IDMF33	-	366247	366579
NZ_QQRM01000010.1	-	15341	16274	DR085_RS02880	DR085_RS02880	IDMF33	-	365259	366192
NZ_QQRM01000011.1	+	511	1227	DR085_RS03550	DR085_RS03550	IDMF33	-	405568	406284
NZ_QQRM01000011.1	+	1254	2489	DR085_RS03885	DR085_RS03885	IDMF33	-	404306	405541
NZ_QQRM01000011.1	+	2491	3228	DR085_RS02890	DR085_RS02890	IDMF33	-	403567	404304
NZ_QQRM01000011.1	+	3419	4210	DR085_RS02895	DR085_RS02895	IDMF33	-	402585	403376
NZ_QQRM01000011.1	+	4183	5040	DR085_RS02900	DR085_RS02900	IDMF33	-	401755	402612
NZ_QQRM01000011.1	+	5179	6642	DR085_RS03890	DR085_RS03890	IDMF33	-	400153	401616
NZ_QQRM01000011.1	-	6872	7255	DR085_RS02910	DR085_RS02910	IDMF33	-	399540	399923
NZ_QQRM01000011.1	-	7449	9881	DR085_RS03895	DR085_RS03895	IDMF33	-	396914	399346
NZ_QQRM01000011.1	-	9938	11341	DR085_RS02920	DR085_RS02920	IDMF33	-	395454	396857
NZ_QQRM01000012.1	-	410	829	DR085_RS02935	DR085_RS02935	IDMF33	-	675730	676149
NZ_QQRM01000012.1	-	834	5069	DR085_RS02940	DR085_RS02940	IDMF33	-	671490	675725
NZ_QQRM01000012.1	-	5127	8780	DR085_RS02945	DR085_RS02945	IDMF33	-	667779	671432
