DR085_RS02820	NZ_QQRM01000010.1	-	1	2628	DR085_RS02820	IDMF33	+	378905	381532
DR085_RS02825	NZ_QQRM01000010.1	-	2874	3353	DR085_RS02825	IDMF33	+	378180	378659
DR085_RS02830	NZ_QQRM01000010.1	-	3379	3669	DR085_RS02830	IDMF33	+	377864	378154
DR085_RS02835	NZ_QQRM01000010.1	-	3852	5621	DR085_RS02835	IDMF33	+	375912	377681
DR085_RS02840	NZ_QQRM01000010.1	-	5717	6769	DR085_RS02840	IDMF33	+	374764	375816
DR085_RS03880	NZ_QQRM01000010.1	-	6952	8814	DR085_RS03880	IDMF33	+	372719	374581
DR085_RS02850	NZ_QQRM01000010.1	+	8964	10124	DR085_RS02850	IDMF33	-	371409	372569
DR085_RS02855	NZ_QQRM01000010.1	+	10096	11040	DR085_RS02855	IDMF33	-	370493	371437
DR085_RS02860	NZ_QQRM01000010.1	+	11027	11863	DR085_RS02860	IDMF33	-	369670	370506
DR085_RS02865	NZ_QQRM01000010.1	+	11873	12439	DR085_RS02865	IDMF33	-	369094	369660
DR085_RS02870	NZ_QQRM01000010.1	+	12538	14838	DR085_RS02870	IDMF33	-	366695	368995
DR085_RS02875	NZ_QQRM01000010.1	-	14954	15286	DR085_RS02875	IDMF33	+	366247	366579
DR085_RS02880	NZ_QQRM01000010.1	-	15341	16274	DR085_RS02880	IDMF33	+	365259	366192
DR085_RS03550	NZ_QQRM01000011.1	+	511	1227	DR085_RS03550	IDMF33	-	405568	406284
DR085_RS03885	NZ_QQRM01000011.1	+	1254	2489	DR085_RS03885	IDMF33	-	404306	405541
DR085_RS02890	NZ_QQRM01000011.1	+	2491	3228	DR085_RS02890	IDMF33	-	403567	404304
DR085_RS02895	NZ_QQRM01000011.1	+	3419	4210	DR085_RS02895	IDMF33	-	402585	403376
DR085_RS02900	NZ_QQRM01000011.1	+	4183	5040	DR085_RS02900	IDMF33	-	401755	402612
DR085_RS03890	NZ_QQRM01000011.1	+	5179	6642	DR085_RS03890	IDMF33	-	400153	401616
DR085_RS02910	NZ_QQRM01000011.1	-	6872	7255	DR085_RS02910	IDMF33	+	399540	399923
DR085_RS03895	NZ_QQRM01000011.1	-	7449	9881	DR085_RS03895	IDMF33	+	396914	399346
DR085_RS02920	NZ_QQRM01000011.1	-	9938	11341	DR085_RS02920	IDMF33	+	395454	396857
DR085_RS02935	NZ_QQRM01000012.1	-	410	829	DR085_RS02935	IDMF33	+	675730	676149
DR085_RS02940	NZ_QQRM01000012.1	-	834	5069	DR085_RS02940	IDMF33	+	671490	675725
DR085_RS02945	NZ_QQRM01000012.1	-	5127	8780	DR085_RS02945	IDMF33	+	667779	671432
DR085_RS02950	NZ_QQRM01000012.1	-	8970	9335	DR085_RS02950	IDMF33	+	667224	667589
DR085_RS02955	NZ_QQRM01000012.1	-	9349	9846	DR085_RS02955	IDMF33	+	666713	667210
DR085_RS03900	NZ_QQRM01000013.1	+	383	2593	DR085_RS03900	IDMF33	-	392233	394443
DR085_RS03905	NZ_QQRM01000013.1	+	2622	4721	DR085_RS03905	IDMF33	-	390105	392204
DR085_RS02970	NZ_QQRM01000013.1	+	4747	5715	DR085_RS02970	IDMF33	-	389111	390079
DR085_RS03910	NZ_QQRM01000013.1	+	5693	7870	DR085_RS03910	IDMF33	-	386956	389133
DR085_RS02980	NZ_QQRM01000013.1	+	7870	8217	DR085_RS02980	IDMF33	-	386609	386956
DR085_RS02985	NZ_QQRM01000014.1	+	1	190	DR085_RS02985	IDMF33	+	381633	381822
DR085_RS03915	NZ_QQRM01000014.1	+	216	3011	DR085_RS03915	IDMF33	+	381848	384643
DR085_RS03170	NZ_QQRM01000014.1	-	3114	3281	DR085_RS03170	IDMF33	-	384746	384913
DR085_RS02995	NZ_QQRM01000014.1	-	3285	4250	DR085_RS02995	IDMF33	-	384917	385882
DR085_RS03000	NZ_QQRM01000014.1	-	4213	4876	DR085_RS03000	IDMF33	-	385845	386508
DR085_RS03010	NZ_QQRM01000015.1	-	362	1654	DR085_RS03010	IDMF33	-	751392	752684
