Orthogroup	MHP_7448_genes	MHP_7422_genes
OG0000000	MHP7448_RS03990	MHL_RS03905
OG0000000	MHP7448_RS02245	MHL_RS02380
OG0000000	MHP7448_RS03825	MHL_RS04190
OG0000000	MHP7448_RS01740	MHL_RS03710
OG0000001	MHP7448_RS01300	MHL_RS03980
OG0000001	MHP7448_RS02820	MHL_RS02845
OG0000001	MHP7448_RS03920	MHL_RS03875
OG0000001	MHP7448_RS04045	MHL_RS04080
OG0000002	MHP7448_RS03995	MHL_RS04055
OG0000002	MHP7448_RS03900	MHL_RS03865
OG0000002	MHP7448_RS01745	MHL_RS01800
OG0000003	MHP7448_RS03870	MHL_RS02255, MHL_RS03835
OG0000004	MHP7448_RS03230	MHL_RS03205
OG0000004	MHP7448_RS03245	MHL_RS03215
OG0000005	MHP7448_RS00100	MHL_RS00105
OG0000005	MHP7448_RS00120	MHL_RS00125
OG0000005	MHP7448_RS00105	MHL_RS04205
OG0000005	MHP7448_RS00110	MHL_RS00115
OG0000005	MHP7448_RS00125	MHL_RS00130
OG0000006	MHP7448_RS04025	MHL_RS03635
OG0000006	MHP7448_RS02380	MHL_RS02420
OG0000006	MHP7448_RS02255	MHL_RS02390
OG0000008	MHP7448_RS02240	MHL_RS02375
OG0000008	MHP7448_RS01665	MHL_RS04180
OG0000008	MHP7448_RS04030	MHL_RS04065
OG0000009	MHP7448_RS00675	MHL_RS00755
OG0000009	MHP7448_RS00085	MHL_RS00090
OG0000009	MHP7448_RS00690	MHL_RS00770
OG0000010	MHP7448_RS01885	MHL_RS01930
OG0000010	MHP7448_RS00095	MHL_RS00100
OG0000011	MHP7448_RS01970	MHL_RS04185
OG0000011	MHP7448_RS01965	MHL_RS02020
OG0000012	MHP7448_RS03880	MHL_RS03845
OG0000013	MHP7448_RS02430	MHL_RS02470
OG0000013	MHP7448_RS03945	MHL_RS03925
OG0000014	MHP7448_RS01090	MHL_RS01170
OG0000014	MHP7448_RS00605	MHL_RS00695
OG0000015	MHP7448_RS03965	MHL_RS01645
OG0000015	MHP7448_RS04005, MHP7448_RS04000	MHL_RS00685
OG0000015	MHP7448_RS01650	MHL_RS01720
OG0000016	MHP7448_RS02865	MHL_RS02885
OG0000016	MHP7448_RS00170	MHL_RS00175
OG0000017	MHP7448_RS00155	MHL_RS00160
OG0000017	MHP7448_RS02875	MHL_RS02895
OG0000018	MHP7448_RS01340	MHL_RS01405
OG0000018	MHP7448_RS02275	MHL_RS00665
OG0000020	MHP7448_RS03580	MHL_RS03545
OG0000020	MHP7448_RS03585	MHL_RS03550
OG0000021	MHP7448_RS04125	MHL_RS01835
OG0000021	MHP7448_RS03950	MHL_RS03930
OG0000022	MHP7448_RS01680	MHL_RS01740
OG0000022	MHP7448_RS01730	MHL_RS01790
OG0000023	MHP7448_RS04010	MHL_RS00675, MHL_RS03935
OG0000024	MHP7448_RS02765	MHL_RS02790
OG0000024	MHP7448_RS01290	MHL_RS01355
OG0000025	MHP7448_RS01685	MHL_RS01745
OG0000025	MHP7448_RS01725	MHL_RS01785
OG0000026	MHP7448_RS01380	MHL_RS01445
OG0000027	MHP7448_RS03845	MHL_RS03755
OG0000027	MHP7448_RS03390	MHL_RS03360
OG0000028	MHP7448_RS02440	MHL_RS02480
OG0000029	MHP7448_RS01085	MHL_RS01165
OG0000029	MHP7448_RS00610	MHL_RS00700
OG0000030	MHP7448_RS03370	MHL_RS03335
OG0000030	MHP7448_RS03385	MHL_RS03355
OG0000031	MHP7448_RS01620	MHL_RS01685
OG0000031	MHP7448_RS02310	MHL_RS00630
OG0000032	MHP7448_RS01595	MHL_RS04000
OG0000032	MHP7448_RS03380	MHL_RS03350
OG0000033	MHP7448_RS02435	MHL_RS02475
OG0000035	MHP7448_RS03240	MHL_RS03210
OG0000035	MHP7448_RS03225	MHL_RS03195
OG0000036	MHP7448_RS00115	MHL_RS00120
OG0000036	MHP7448_RS00130	MHL_RS00135
OG0000038	MHP7448_RS01825	MHL_RS01870
OG0000039	MHP7448_RS01635	MHL_RS01705
OG0000041	MHP7448_RS00680	MHL_RS00760
OG0000041	MHP7448_RS01195	MHL_RS01270
OG0000042	MHP7448_RS02965	MHL_RS02985
OG0000043	MHP7448_RS01935	MHL_RS01990
OG0000043	MHP7448_RS02315	MHL_RS00625
OG0000044	MHP7448_RS04120	MHL_RS04220
OG0000045	MHP7448_RS01640	MHL_RS01710
OG0000046	MHP7448_RS03325	MHL_RS04100
OG0000047	MHP7448_RS01590	MHL_RS01655
OG0000047	MHP7448_RS02290	MHL_RS00650
OG0000048	MHP7448_RS02115	MHL_RS02170
OG0000049	MHP7448_RS03085	MHL_RS03060
OG0000050	MHP7448_RS02470	MHL_RS02510
OG0000052	MHP7448_RS00075	MHL_RS00080
OG0000053	MHP7448_RS01465	MHL_RS01530
OG0000054	MHP7448_RS02495	MHL_RS02535
OG0000055	MHP7448_RS00135	MHL_RS00140
OG0000056	MHP7448_RS03565	MHL_RS03530
OG0000057	MHP7448_RS02950	MHL_RS02970
OG0000058	MHP7448_RS02335	MHL_RS00610
OG0000059	MHP7448_RS02320	MHL_RS00620
OG0000060	MHP7448_RS00080	MHL_RS04115
OG0000062	MHP7448_RS03615	MHL_RS03580
OG0000063	MHP7448_RS03610	MHL_RS03575
OG0000064	MHP7448_RS03600	MHL_RS03565
OG0000065	MHP7448_RS02180	MHL_RS02310
OG0000066	MHP7448_RS01370	MHL_RS01435
OG0000067	MHP7448_RS00525	MHL_RS00525
OG0000068	MHP7448_RS00655	MHL_RS00735
OG0000069	MHP7448_RS02835	MHL_RS02860
OG0000070	MHP7448_RS02500	MHL_RS02540
OG0000071	MHP7448_RS03305	MHL_RS03275
OG0000072	MHP7448_RS03310	MHL_RS03280
OG0000073	MHP7448_RS00715	MHL_RS00795
OG0000074	MHP7448_RS03660	MHL_RS03950
OG0000075	MHP7448_RS00340	MHL_RS00345
OG0000076	MHP7448_RS00355	MHL_RS00360
OG0000077	MHP7448_RS00445	MHL_RS00450
OG0000078	MHP7448_RS01695	MHL_RS01755
OG0000079	MHP7448_RS02580	MHL_RS02615
OG0000080	MHP7448_RS03915	MHL_RS03870
OG0000081	MHP7448_RS00335	MHL_RS00340
OG0000082	MHP7448_RS02425	MHL_RS02460
OG0000083	MHP7448_RS02040	MHL_RS02095
OG0000084	MHP7448_RS02065	MHL_RS02120
OG0000085	MHP7448_RS02070	MHL_RS02125
OG0000086	MHP7448_RS02080	MHL_RS02135
OG0000087	MHP7448_RS02095	MHL_RS02150
OG0000088	MHP7448_RS02100	MHL_RS02155
OG0000089	MHP7448_RS02110	MHL_RS02165
OG0000090	MHP7448_RS00070	MHL_RS00075
OG0000091	MHP7448_RS00055	MHL_RS00060
OG0000092	MHP7448_RS00040	MHL_RS00045
OG0000093	MHP7448_RS00035	MHL_RS00040
OG0000094	MHP7448_RS00030	MHL_RS00035
OG0000095	MHP7448_RS00005	MHL_RS00010
OG0000096	MHP7448_RS03655	MHL_RS03615
OG0000097	MHP7448_RS03635	MHL_RS03595
OG0000098	MHP7448_RS03620	MHL_RS03585
OG0000099	MHP7448_RS03570	MHL_RS03535
OG0000100	MHP7448_RS03555	MHL_RS03520
OG0000101	MHP7448_RS03550	MHL_RS03515
OG0000102	MHP7448_RS01720	MHL_RS01780
OG0000103	MHP7448_RS02145	MHL_RS02275
OG0000104	MHP7448_RS02150	MHL_RS02280
OG0000105	MHP7448_RS02165	MHL_RS02295
OG0000106	MHP7448_RS02175	MHL_RS02305
OG0000107	MHP7448_RS02185	MHL_RS02315
OG0000108	MHP7448_RS02190	MHL_RS02320
OG0000109	MHP7448_RS02195	MHL_RS02325
OG0000110	MHP7448_RS02410	MHL_RS02450
OG0000111	MHP7448_RS02405	MHL_RS02445
OG0000112	MHP7448_RS02395	MHL_RS02435
OG0000113	MHP7448_RS02375	MHL_RS02415
OG0000114	MHP7448_RS02365	MHL_RS02405
OG0000115	MHP7448_RS02355	MHL_RS02395
OG0000116	MHP7448_RS01315	MHL_RS01380
OG0000117	MHP7448_RS01320	MHL_RS01385
OG0000118	MHP7448_RS01355	MHL_RS01420
OG0000119	MHP7448_RS01360	MHL_RS01425
OG0000120	MHP7448_RS01375	MHL_RS01440
OG0000121	MHP7448_RS01400	MHL_RS01465
OG0000122	MHP7448_RS01405	MHL_RS01470
OG0000123	MHP7448_RS01425	MHL_RS01490
OG0000124	MHP7448_RS01430	MHL_RS01495
OG0000125	MHP7448_RS01435	MHL_RS01500
OG0000126	MHP7448_RS01445	MHL_RS01510
OG0000127	MHP7448_RS01455	MHL_RS01520
OG0000128	MHP7448_RS01470	MHL_RS01535
OG0000129	MHP7448_RS01475	MHL_RS01540
OG0000130	MHP7448_RS01485	MHL_RS01550
OG0000131	MHP7448_RS01515	MHL_RS01580
OG0000132	MHP7448_RS01530	MHL_RS01595
OG0000133	MHP7448_RS00530	MHL_RS00530
OG0000134	MHP7448_RS00535	MHL_RS00535
OG0000135	MHP7448_RS00550	MHL_RS00550
OG0000136	MHP7448_RS00555	MHL_RS00555
OG0000137	MHP7448_RS00590	MHL_RS00585
OG0000138	MHP7448_RS00630	MHL_RS00710
OG0000139	MHP7448_RS00660	MHL_RS00740
OG0000140	MHP7448_RS00665	MHL_RS00745
OG0000141	MHP7448_RS02960	MHL_RS02980
OG0000142	MHP7448_RS02955	MHL_RS02975
OG0000143	MHP7448_RS02930	MHL_RS02950
OG0000144	MHP7448_RS02920	MHL_RS02940
OG0000145	MHP7448_RS02910	MHL_RS02930
OG0000146	MHP7448_RS02900	MHL_RS02920
OG0000147	MHP7448_RS02895	MHL_RS02915
OG0000148	MHP7448_RS02880	MHL_RS02900
OG0000149	MHP7448_RS02870	MHL_RS02890
OG0000150	MHP7448_RS02850	MHL_RS02875
OG0000151	MHP7448_RS02805	MHL_RS02830
OG0000152	MHP7448_RS02800	MHL_RS02825
OG0000153	MHP7448_RS02795	MHL_RS02820
OG0000154	MHP7448_RS02785	MHL_RS02810
OG0000155	MHP7448_RS02745	MHL_RS02770
OG0000156	MHP7448_RS02735	MHL_RS02760
OG0000157	MHP7448_RS02730	MHL_RS02755
OG0000158	MHP7448_RS04110	MHL_RS04195
OG0000159	MHP7448_RS02485	MHL_RS02525
OG0000160	MHP7448_RS02480	MHL_RS02520
OG0000161	MHP7448_RS02475	MHL_RS02515
OG0000162	MHP7448_RS02465	MHL_RS02505
OG0000163	MHP7448_RS02460	MHL_RS02500
OG0000164	MHP7448_RS01625	MHL_RS01690
OG0000165	MHP7448_RS01960	MHL_RS02015
OG0000166	MHP7448_RS01980	MHL_RS02035
OG0000167	MHP7448_RS01995	MHL_RS02050
OG0000168	MHP7448_RS02000	MHL_RS04040
OG0000169	MHP7448_RS03080	MHL_RS03055
OG0000170	MHP7448_RS03095	MHL_RS03070
OG0000171	MHP7448_RS03105	MHL_RS03080
OG0000172	MHP7448_RS03115	MHL_RS03085
OG0000173	MHP7448_RS03120	MHL_RS03090
OG0000174	MHP7448_RS03125	MHL_RS03095
OG0000175	MHP7448_RS03140	MHL_RS03110
OG0000176	MHP7448_RS03190	MHL_RS03160
OG0000177	MHP7448_RS03195	MHL_RS03165
OG0000178	MHP7448_RS03200	MHL_RS03170
OG0000179	MHP7448_RS03210	MHL_RS03180
OG0000180	MHP7448_RS03215	MHL_RS03185
OG0000181	MHP7448_RS03255	MHL_RS03225
OG0000182	MHP7448_RS03265	MHL_RS03235
OG0000183	MHP7448_RS03300	MHL_RS03270
OG0000184	MHP7448_RS03345	MHL_RS03310
OG0000185	MHP7448_RS03330	MHL_RS03295
OG0000186	MHP7448_RS01540	MHL_RS01605
OG0000187	MHP7448_RS01555	MHL_RS01620
OG0000188	MHP7448_RS01565	MHL_RS01630
OG0000189	MHP7448_RS02230	MHL_RS02365
OG0000190	MHP7448_RS02225	MHL_RS02360
OG0000191	MHP7448_RS02205	MHL_RS02340
OG0000192	MHP7448_RS01230	MHL_RS01300
OG0000193	MHP7448_RS01210	MHL_RS01290
OG0000194	MHP7448_RS00700	MHL_RS00780
OG0000195	MHP7448_RS00705	MHL_RS00785
OG0000196	MHP7448_RS00725	MHL_RS00805
OG0000197	MHP7448_RS00730	MHL_RS00810
OG0000198	MHP7448_RS00745	MHL_RS00825
OG0000199	MHP7448_RS00750	MHL_RS00830
OG0000200	MHP7448_RS00760	MHL_RS00840
OG0000201	MHP7448_RS00770	MHL_RS00850
OG0000202	MHP7448_RS00825	MHL_RS00905
OG0000203	MHP7448_RS00830	MHL_RS00910
OG0000204	MHP7448_RS00835	MHL_RS00915
OG0000205	MHP7448_RS00840	MHL_RS00920
OG0000206	MHP7448_RS00860	MHL_RS00940
OG0000207	MHP7448_RS00875	MHL_RS00955
OG0000208	MHP7448_RS00880	MHL_RS00960
OG0000209	MHP7448_RS00885	MHL_RS00965
OG0000210	MHP7448_RS00930	MHL_RS01010
OG0000211	MHP7448_RS00940	MHL_RS01020
OG0000212	MHP7448_RS00950	MHL_RS01030
OG0000213	MHP7448_RS00955	MHL_RS01035
OG0000214	MHP7448_RS00960	MHL_RS01040
OG0000215	MHP7448_RS00965	MHL_RS01045
OG0000216	MHP7448_RS00970	MHL_RS01050
OG0000217	MHP7448_RS00975	MHL_RS01055
OG0000218	MHP7448_RS00985	MHL_RS01065
OG0000219	MHP7448_RS00990	MHL_RS01070
OG0000220	MHP7448_RS00995	MHL_RS01075
OG0000221	MHP7448_RS01000	MHL_RS01080
OG0000222	MHP7448_RS01005	MHL_RS01085
OG0000223	MHP7448_RS01010	MHL_RS01090
OG0000224	MHP7448_RS01020	MHL_RS01100
OG0000225	MHP7448_RS01030	MHL_RS01110
OG0000226	MHP7448_RS01035	MHL_RS01115
OG0000227	MHP7448_RS01040	MHL_RS01120
OG0000228	MHP7448_RS04115	MHL_RS04215
OG0000229	MHP7448_RS01050	MHL_RS01130
OG0000230	MHP7448_RS01055	MHL_RS01135
OG0000231	MHP7448_RS01065	MHL_RS01145
OG0000232	MHP7448_RS01075	MHL_RS01155
OG0000233	MHP7448_RS01095	MHL_RS01175
OG0000234	MHP7448_RS01130	MHL_RS01210
OG0000235	MHP7448_RS01140	MHL_RS01220
OG0000236	MHP7448_RS01145	MHL_RS01225
OG0000237	MHP7448_RS01150	MHL_RS01230
OG0000238	MHP7448_RS01160	MHL_RS01240
OG0000239	MHP7448_RS02970	MHL_RS02990
OG0000240	MHP7448_RS02975	MHL_RS02995
OG0000241	MHP7448_RS02985	MHL_RS03005
OG0000242	MHP7448_RS02990	MHL_RS03010
OG0000243	MHP7448_RS02995	MHL_RS03015
OG0000244	MHP7448_RS03005	MHL_RS03025
OG0000245	MHP7448_RS04055	MHL_RS03035
OG0000246	MHP7448_RS00140	MHL_RS00145
OG0000247	MHP7448_RS00150	MHL_RS00155
OG0000248	MHP7448_RS00160	MHL_RS00165
OG0000249	MHP7448_RS00165	MHL_RS00170
OG0000250	MHP7448_RS00180	MHL_RS00185
