Orthogroup	MHP_7448_genes	MHP_131B_genes
OG0000000	MHP7448_RS02135	NB627_RS02355
OG0000000	MHP7448_RS03990	NB627_RS02350
OG0000000	MHP7448_RS02245	NB627_RS02480
OG0000000	MHP7448_RS03825	NB627_RS02485
OG0000000	MHP7448_RS01735	NB627_RS01850
OG0000000	MHP7448_RS01740	NB627_RS01860
OG0000001	MHP7448_RS01300	NB627_RS01405
OG0000001	MHP7448_RS04045	NB627_RS02935
OG0000002	MHP7448_RS03995	NB627_RS02365
OG0000002	MHP7448_RS01745	NB627_RS01865
OG0000003	MHP7448_RS03870	NB627_RS02330, NB627_RS01980
OG0000004	MHP7448_RS03230	NB627_RS03390
OG0000004	MHP7448_RS03235	NB627_RS03395
OG0000004	MHP7448_RS03245	NB627_RS03405
OG0000004	MHP7448_RS03055	NB627_RS03225
OG0000005	MHP7448_RS00100	NB627_RS00100
OG0000005	MHP7448_RS00120	NB627_RS00120
OG0000005	MHP7448_RS00105	NB627_RS00110
OG0000005	MHP7448_RS00125	NB627_RS00125
OG0000006	MHP7448_RS02380	NB627_RS02520
OG0000008	MHP7448_RS02240	NB627_RS02475
OG0000008	MHP7448_RS01665	NB627_RS01765
OG0000008	MHP7448_RS04030	NB627_RS02695
OG0000009	MHP7448_RS00675	NB627_RS00775
OG0000009	MHP7448_RS00085	NB627_RS00085
OG0000009	MHP7448_RS00690	NB627_RS00790
OG0000010	MHP7448_RS01885	NB627_RS01985
OG0000011	MHP7448_RS01965	NB627_RS02090
OG0000012	MHP7448_RS03880	NB627_RS01310, NB627_RS02000
OG0000013	MHP7448_RS02430	NB627_RS02570
OG0000013	MHP7448_RS03945	NB627_RS00185
OG0000014	MHP7448_RS01090	NB627_RS01205
OG0000014	MHP7448_RS00605	NB627_RS00715
OG0000015	MHP7448_RS03965	NB627_RS01760
OG0000015	MHP7448_RS01650	NB627_RS00525
OG0000016	MHP7448_RS02865	NB627_RS03030
OG0000016	MHP7448_RS00170	NB627_RS00170
OG0000017	MHP7448_RS00155	NB627_RS00155
OG0000017	MHP7448_RS02875	NB627_RS03040
OG0000019	MHP7448_RS03045	NB627_RS03210, NB627_RS03220
OG0000019	MHP7448_RS03040	NB627_RS03230
OG0000020	MHP7448_RS03580	NB627_RS03755
OG0000020	MHP7448_RS03585	NB627_RS03760
OG0000021	MHP7448_RS04125	NB627_RS01905
OG0000022	MHP7448_RS01680	NB627_RS01790
OG0000022	MHP7448_RS01730	NB627_RS01845
OG0000024	MHP7448_RS02765	NB627_RS02930
OG0000024	MHP7448_RS01290	NB627_RS01395
OG0000025	MHP7448_RS01685	NB627_RS01795
OG0000025	MHP7448_RS01725	NB627_RS01840
OG0000026	MHP7448_RS01380	NB627_RS01490
OG0000026	MHP7448_RS01705	NB627_RS01820
OG0000027	MHP7448_RS03845	NB627_RS03540
OG0000027	MHP7448_RS03390	NB627_RS03555
OG0000028	MHP7448_RS02440	NB627_RS02600, NB627_RS02595
OG0000029	MHP7448_RS01085	NB627_RS01200
OG0000029	MHP7448_RS00610	NB627_RS00720
OG0000030	MHP7448_RS03370	NB627_RS03530
OG0000030	MHP7448_RS03385	NB627_RS03550
OG0000032	MHP7448_RS01595	NB627_RS01700
OG0000032	MHP7448_RS03380	NB627_RS03545
OG0000033	MHP7448_RS02435	NB627_RS02575, NB627_RS02590, NB627_RS02580
