Orthogroup	MHP_7448_genes	MHP_MHP650_genes
OG0000000	MHP7448_RS02135	DR083_RS02765
OG0000000	MHP7448_RS02245	DR083_RS04515
OG0000000	MHP7448_RS03825	DR083_RS04520
OG0000000	MHP7448_RS01735	DR083_RS04210, DR083_RS04215
OG0000001	MHP7448_RS01300	DR083_RS04075
OG0000001	MHP7448_RS02820	DR083_RS00590
OG0000001	MHP7448_RS04045	DR083_RS00540
OG0000002	MHP7448_RS03995, MHP7448_RS03900	DR083_RS04320
OG0000002	MHP7448_RS01745	DR083_RS04760
OG0000003	MHP7448_RS03870	DR083_RS04460, DR083_RS04905, DR083_RS03840
OG0000004	MHP7448_RS03235	DR083_RS03460
OG0000004	MHP7448_RS03245	DR083_RS03440
OG0000005	MHP7448_RS00100	DR083_RS03065
OG0000005	MHP7448_RS00105	DR083_RS03050
OG0000005	MHP7448_RS00110, MHP7448_RS00125	DR083_RS04870
OG0000006	MHP7448_RS04025	DR083_RS04420
OG0000006	MHP7448_RS02380	DR083_RS03320
OG0000008	MHP7448_RS02240	DR083_RS04510
OG0000008	MHP7448_RS04030	DR083_RS04540
OG0000009	MHP7448_RS00675	DR083_RS01225
OG0000009	MHP7448_RS00085	DR083_RS05040
OG0000009	MHP7448_RS00690	DR083_RS01240
OG0000010	MHP7448_RS01885	DR083_RS02305
OG0000011	MHP7448_RS01970	DR083_RS01555
OG0000011	MHP7448_RS01965	DR083_RS01550
OG0000012	MHP7448_RS03435, MHP7448_RS02690	DR083_RS03720
OG0000013	MHP7448_RS02430	DR083_RS05105
OG0000013	MHP7448_RS03945	DR083_RS03885
OG0000014	MHP7448_RS00605	DR083_RS04890
OG0000015	MHP7448_RS01650	DR083_RS02965
OG0000016	MHP7448_RS02865	DR083_RS00630
OG0000016	MHP7448_RS00170	DR083_RS00040
OG0000017	MHP7448_RS00155	DR083_RS00025
OG0000017	MHP7448_RS02875	DR083_RS00640
OG0000020	MHP7448_RS03580	DR083_RS04635
OG0000020	MHP7448_RS03585	DR083_RS04640
OG0000022	MHP7448_RS01680	DR083_RS02055
OG0000022	MHP7448_RS01730	DR083_RS04755
OG0000024	MHP7448_RS02765	DR083_RS03365
OG0000024	MHP7448_RS01290	DR083_RS01215
OG0000025	MHP7448_RS01685	DR083_RS04750
OG0000025	MHP7448_RS01725	DR083_RS02105
OG0000026	MHP7448_RS01380	DR083_RS01120
OG0000026	MHP7448_RS01705	DR083_RS02085
OG0000027	MHP7448_RS03845	DR083_RS02995
OG0000027	MHP7448_RS03390	DR083_RS04880
OG0000028	MHP7448_RS02440	DR083_RS00320, DR083_RS00315
OG0000029	MHP7448_RS01085	DR083_RS02525
OG0000029	MHP7448_RS00610	DR083_RS03325
OG0000030	MHP7448_RS03370	DR083_RS04855
OG0000030	MHP7448_RS03385	DR083_RS04885
OG0000031	MHP7448_RS01620	DR083_RS03560
OG0000032	MHP7448_RS01595	DR083_RS03590
OG0000032	MHP7448_RS03380	DR083_RS03215
OG0000035	MHP7448_RS03240	DR083_RS03445
OG0000036	MHP7448_RS00115, MHP7448_RS00130	DR083_RS03040
OG0000037	MHP7448_RS03970	DR083_RS04925
OG0000039	MHP7448_RS01635	DR083_RS03510, DR083_RS03505
OG0000040	MHP7448_RS03315	DR083_RS02780
OG0000041	MHP7448_RS00680	DR083_RS01230
OG0000041	MHP7448_RS01195	DR083_RS01935
OG0000042	MHP7448_RS02965	DR083_RS00730
OG0000043	MHP7448_RS01935	DR083_RS01520
OG0000043	MHP7448_RS02315	DR083_RS01520
OG0000044	MHP7448_RS04120	DR083_RS04960
OG0000045	MHP7448_RS01640	DR083_RS03515
OG0000047	MHP7448_RS01590	DR083_RS02945
OG0000048	MHP7448_RS02115	DR083_RS02860
OG0000049	MHP7448_RS03085	DR083_RS01660
OG0000050	MHP7448_RS02470	DR083_RS00350
OG0000051	MHP7448_RS02675	DR083_RS02195
OG0000052	MHP7448_RS00075	DR083_RS02690
OG0000053	MHP7448_RS01465	DR083_RS04665
OG0000054	MHP7448_RS02495	DR083_RS00375
OG0000055	MHP7448_RS00135	DR083_RS00005
OG0000056	MHP7448_RS03565	DR083_RS00815
OG0000057	MHP7448_RS02950	DR083_RS03975, DR083_RS03980
OG0000058	MHP7448_RS02335	DR083_RS02505
OG0000059	MHP7448_RS02320	DR083_RS04445
OG0000060	MHP7448_RS00080	DR083_RS02685
OG0000061	MHP7448_RS01895	DR083_RS02315
OG0000062	MHP7448_RS03615	DR083_RS00865
OG0000063	MHP7448_RS03610	DR083_RS04645
OG0000064	MHP7448_RS03600	DR083_RS00850
OG0000065	MHP7448_RS02180	DR083_RS02715
OG0000066	MHP7448_RS01370	DR083_RS01130
OG0000067	MHP7448_RS00525	DR083_RS02350
OG0000068	MHP7448_RS00655	DR083_RS03160
OG0000069	MHP7448_RS02835	DR083_RS00605
OG0000070	MHP7448_RS02500	DR083_RS00380
OG0000071	MHP7448_RS03305	DR083_RS02790
OG0000072	MHP7448_RS03310	DR083_RS04820
OG0000073	MHP7448_RS00715	DR083_RS01265
OG0000074	MHP7448_RS03660	DR083_RS04700
OG0000075	MHP7448_RS00340	DR083_RS00220
OG0000076	MHP7448_RS00355	DR083_RS00235
OG0000077	MHP7448_RS00445	DR083_RS03235
OG0000078	MHP7448_RS01695	DR083_RS02075
OG0000079	MHP7448_RS02580	DR083_RS01845
OG0000080	MHP7448_RS03915	DR083_RS04190
OG0000081	MHP7448_RS00335	DR083_RS00215
OG0000083	MHP7448_RS02040	DR083_RS01625
OG0000084	MHP7448_RS02065	DR083_RS02910
OG0000085	MHP7448_RS02070	DR083_RS02905
OG0000086	MHP7448_RS02080	DR083_RS02895
OG0000087	MHP7448_RS02095	DR083_RS02880
OG0000088	MHP7448_RS02100	DR083_RS02875
OG0000089	MHP7448_RS02110	DR083_RS02865
OG0000090	MHP7448_RS00070	DR083_RS02695
OG0000091	MHP7448_RS00055	DR083_RS00955
OG0000092	MHP7448_RS00040	DR083_RS00940
OG0000093	MHP7448_RS00035	DR083_RS00935
OG0000094	MHP7448_RS00030	DR083_RS00930
OG0000095	MHP7448_RS00005	DR083_RS00905
OG0000096	MHP7448_RS03655	DR083_RS00900
OG0000097	MHP7448_RS03635	DR083_RS00880
OG0000098	MHP7448_RS03620	DR083_RS00870
OG0000099	MHP7448_RS03570	DR083_RS04630
OG0000100	MHP7448_RS03555	DR083_RS00805
OG0000101	MHP7448_RS03550	DR083_RS00800
OG0000102	MHP7448_RS01720	DR083_RS02100
OG0000103	MHP7448_RS02145	DR083_RS02750
OG0000104	MHP7448_RS02150	DR083_RS02745
OG0000105	MHP7448_RS02165	DR083_RS02730
OG0000106	MHP7448_RS02175	DR083_RS02720
OG0000107	MHP7448_RS02185	DR083_RS02710
OG0000108	MHP7448_RS02190	DR083_RS02705
OG0000109	MHP7448_RS02195	DR083_RS02700
OG0000110	MHP7448_RS02410	DR083_RS03140
OG0000111	MHP7448_RS02405	DR083_RS03135
OG0000112	MHP7448_RS02395	DR083_RS03125
OG0000113	MHP7448_RS02375	DR083_RS03315
OG0000114	MHP7448_RS02365	DR083_RS03305
OG0000115	MHP7448_RS02355	DR083_RS03290
OG0000116	MHP7448_RS01315	DR083_RS01185
OG0000117	MHP7448_RS01320	DR083_RS01180
OG0000118	MHP7448_RS01355	DR083_RS01145
OG0000119	MHP7448_RS01360	DR083_RS01140
OG0000120	MHP7448_RS01375	DR083_RS01125
OG0000121	MHP7448_RS01400	DR083_RS01100
OG0000122	MHP7448_RS01405	DR083_RS01095
OG0000123	MHP7448_RS01425	DR083_RS01075
OG0000124	MHP7448_RS01430	DR083_RS01070
OG0000125	MHP7448_RS01435	DR083_RS01065
OG0000126	MHP7448_RS01445	DR083_RS01055
OG0000127	MHP7448_RS01455	DR083_RS01045
OG0000128	MHP7448_RS01470	DR083_RS01030
OG0000129	MHP7448_RS01475	DR083_RS01025
OG0000130	MHP7448_RS01485	DR083_RS01015
OG0000131	MHP7448_RS01515	DR083_RS00985
OG0000132	MHP7448_RS01530	DR083_RS04660
OG0000133	MHP7448_RS00530	DR083_RS02355
OG0000134	MHP7448_RS00535	DR083_RS04790
OG0000135	MHP7448_RS00550	DR083_RS02375
OG0000136	MHP7448_RS00555	DR083_RS02380
OG0000137	MHP7448_RS00590	DR083_RS02420
OG0000138	MHP7448_RS00630	DR083_RS03185
OG0000139	MHP7448_RS00660	DR083_RS03155
OG0000140	MHP7448_RS00665	DR083_RS03150
OG0000141	MHP7448_RS02960	DR083_RS00725
OG0000142	MHP7448_RS02955	DR083_RS04625
OG0000143	MHP7448_RS02930	DR083_RS00695
OG0000144	MHP7448_RS02920	DR083_RS00685
OG0000145	MHP7448_RS02910	DR083_RS00675
OG0000146	MHP7448_RS02900	DR083_RS00665
OG0000147	MHP7448_RS02895	DR083_RS00660
OG0000148	MHP7448_RS02880	DR083_RS00645
OG0000149	MHP7448_RS02870	DR083_RS00635
OG0000150	MHP7448_RS02850	DR083_RS00620
OG0000151	MHP7448_RS02805	DR083_RS00575
OG0000152	MHP7448_RS02800	DR083_RS00570
OG0000153	MHP7448_RS02795	DR083_RS00565
OG0000154	MHP7448_RS02785	DR083_RS00555
OG0000155	MHP7448_RS02745	DR083_RS03340
OG0000156	MHP7448_RS02735	DR083_RS02140
OG0000157	MHP7448_RS02730	DR083_RS04765
OG0000158	MHP7448_RS04110	DR083_RS04770
OG0000159	MHP7448_RS02485	DR083_RS04945
OG0000160	MHP7448_RS02480	DR083_RS00360
OG0000161	MHP7448_RS02475	DR083_RS00355
OG0000162	MHP7448_RS02465	DR083_RS00345
OG0000163	MHP7448_RS02460	DR083_RS00340
OG0000164	MHP7448_RS01625	DR083_RS03555
OG0000165	MHP7448_RS01960	DR083_RS01545
OG0000166	MHP7448_RS01980	DR083_RS01565
OG0000167	MHP7448_RS01995	DR083_RS01580
OG0000168	MHP7448_RS02000	DR083_RS01585
OG0000169	MHP7448_RS03080	DR083_RS01655
OG0000170	MHP7448_RS03095	DR083_RS01670
OG0000171	MHP7448_RS03105	DR083_RS01680
OG0000172	MHP7448_RS03115	DR083_RS01690
OG0000173	MHP7448_RS03120	DR083_RS01695
OG0000174	MHP7448_RS03125	DR083_RS01700
OG0000175	MHP7448_RS03140	DR083_RS01715
OG0000176	MHP7448_RS03190	DR083_RS01765
OG0000177	MHP7448_RS03195	DR083_RS01770
OG0000178	MHP7448_RS03200	DR083_RS01775
OG0000179	MHP7448_RS03210	DR083_RS01785
OG0000180	MHP7448_RS03215	DR083_RS01790
OG0000181	MHP7448_RS03255	DR083_RS04830
OG0000182	MHP7448_RS03265	DR083_RS02830
OG0000183	MHP7448_RS03300	DR083_RS02795
OG0000184	MHP7448_RS03345	DR083_RS03100
OG0000185	MHP7448_RS03330	DR083_RS03085
OG0000186	MHP7448_RS01540	DR083_RS04900
OG0000187	MHP7448_RS01555	DR083_RS03415
OG0000188	MHP7448_RS01565	DR083_RS03405
OG0000189	MHP7448_RS02230	DR083_RS04865
OG0000190	MHP7448_RS02225	DR083_RS03025
OG0000191	MHP7448_RS02205	DR083_RS03005
OG0000192	MHP7448_RS01230	DR083_RS02475
OG0000193	MHP7448_RS01210	DR083_RS02490
OG0000194	MHP7448_RS00700	DR083_RS01250
OG0000195	MHP7448_RS00705	DR083_RS01255
OG0000196	MHP7448_RS00725	DR083_RS01275
OG0000197	MHP7448_RS00730	DR083_RS01280
OG0000198	MHP7448_RS00745	DR083_RS01295
OG0000199	MHP7448_RS00750	DR083_RS01300
OG0000200	MHP7448_RS00760	DR083_RS01315
OG0000201	MHP7448_RS00770	DR083_RS01325
OG0000202	MHP7448_RS00825	DR083_RS04685
OG0000203	MHP7448_RS00830	DR083_RS01385
OG0000204	MHP7448_RS00835	DR083_RS01390
OG0000205	MHP7448_RS00840	DR083_RS01395
OG0000206	MHP7448_RS00860	DR083_RS01415
OG0000207	MHP7448_RS00875	DR083_RS01430
OG0000208	MHP7448_RS00880	DR083_RS01435
OG0000209	MHP7448_RS00885	DR083_RS01440
OG0000210	MHP7448_RS00930	DR083_RS02680
OG0000211	MHP7448_RS00940	DR083_RS02670
OG0000212	MHP7448_RS00950	DR083_RS02660
OG0000213	MHP7448_RS00955	DR083_RS02655
OG0000214	MHP7448_RS00960	DR083_RS02650
OG0000215	MHP7448_RS00965	DR083_RS02645
OG0000216	MHP7448_RS00970	DR083_RS02640
OG0000217	MHP7448_RS00975	DR083_RS02635
OG0000218	MHP7448_RS00985	DR083_RS02625
OG0000219	MHP7448_RS00990	DR083_RS02620
OG0000220	MHP7448_RS00995	DR083_RS02615
OG0000221	MHP7448_RS01000	DR083_RS02610
OG0000222	MHP7448_RS01005	DR083_RS02605
OG0000223	MHP7448_RS01010	DR083_RS02600
OG0000224	MHP7448_RS01020	DR083_RS02590
OG0000225	MHP7448_RS01030	DR083_RS02580
OG0000226	MHP7448_RS01035	DR083_RS02575
OG0000227	MHP7448_RS01040	DR083_RS02570
OG0000228	MHP7448_RS04115	DR083_RS05030
OG0000229	MHP7448_RS01050	DR083_RS02560
OG0000230	MHP7448_RS01055	DR083_RS02555
OG0000231	MHP7448_RS01065	DR083_RS02545
OG0000232	MHP7448_RS01075	DR083_RS02535
OG0000233	MHP7448_RS01095	DR083_RS02035
OG0000234	MHP7448_RS01130	DR083_RS01995
OG0000235	MHP7448_RS01140	DR083_RS01985
OG0000236	MHP7448_RS01145	DR083_RS01980
OG0000237	MHP7448_RS01150	DR083_RS01975
OG0000238	MHP7448_RS01160	DR083_RS01965
OG0000239	MHP7448_RS02970	DR083_RS00735
OG0000240	MHP7448_RS02975	DR083_RS00740
OG0000241	MHP7448_RS02985	DR083_RS00750
OG0000242	MHP7448_RS02990	DR083_RS00755
OG0000243	MHP7448_RS02995	DR083_RS00760
OG0000244	MHP7448_RS03005	DR083_RS00770
OG0000245	MHP7448_RS04055	DR083_RS00780
OG0000246	MHP7448_RS00140	DR083_RS00010
OG0000247	MHP7448_RS00150	DR083_RS00020
OG0000248	MHP7448_RS00160	DR083_RS00030
OG0000249	MHP7448_RS00165	DR083_RS00035
OG0000250	MHP7448_RS00180	DR083_RS00050
OG0000251	MHP7448_RS00205	DR083_RS00085
OG0000252	MHP7448_RS00215	DR083_RS00095
OG0000253	MHP7448_RS00220	DR083_RS00100
OG0000254	MHP7448_RS00230	DR083_RS00110
OG0000255	MHP7448_RS00240	DR083_RS00120
OG0000256	MHP7448_RS00245	DR083_RS00125
OG0000257	MHP7448_RS00270	DR083_RS00150
OG0000258	MHP7448_RS00280	DR083_RS00160
OG0000259	MHP7448_RS00310	DR083_RS00190
OG0000260	MHP7448_RS00320	DR083_RS00200
OG0000261	MHP7448_RS00330	DR083_RS04585
OG0000262	MHP7448_RS00345	DR083_RS00225
OG0000263	MHP7448_RS00360	DR083_RS00240
OG0000264	MHP7448_RS00375	DR083_RS00255
OG0000265	MHP7448_RS00385	DR083_RS00265
OG0000266	MHP7448_RS00400	DR083_RS00280
