Orthogroup	MHP_7448_genes	MHP_168_genes
OG0000000	MHP7448_RS02135	MHP168_RS02175
OG0000000	MHP7448_RS02245	MHP168_RS02315
OG0000000	MHP7448_RS01740	MHP168_RS01690
OG0000001	MHP7448_RS01300	MHP168_RS01365
OG0000001	MHP7448_RS01295	MHP168_RS03950
OG0000001	MHP7448_RS02820	MHP168_RS02805
OG0000001	MHP7448_RS04045	MHP168_RS02760
OG0000002	MHP7448_RS03995	MHP168_RS03985
OG0000002	MHP7448_RS01745	MHP168_RS01665, MHP168_RS01685
OG0000003	MHP7448_RS01830, MHP7448_RS01785, MHP7448_RS00505	MHP168_RS00480
OG0000003	MHP7448_RS03870	MHP168_RS03875
OG0000004	MHP7448_RS03230	MHP168_RS03180
OG0000004	MHP7448_RS03245	MHP168_RS03190
OG0000005	MHP7448_RS00100	MHP168_RS00085
OG0000005	MHP7448_RS00105	MHP168_RS00095
OG0000005	MHP7448_RS00110, MHP7448_RS00125	MHP168_RS00100, MHP168_RS03905
OG0000006	MHP7448_RS04025	MHP168_RS02510
OG0000006	MHP7448_RS02380	MHP168_RS02355
OG0000008	MHP7448_RS02240	MHP168_RS02310
OG0000008	MHP7448_RS01665	MHP168_RS01780
OG0000008	MHP7448_RS04030	MHP168_RS04005
OG0000009	MHP7448_RS00675	MHP168_RS00985
OG0000009	MHP7448_RS00690	MHP168_RS00975
OG0000010	MHP7448_RS01885	MHP168_RS01930
OG0000010	MHP7448_RS00095	MHP168_RS00080
OG0000011	MHP7448_RS01970	MHP168_RS04085
OG0000011	MHP7448_RS01965	MHP168_RS02015
OG0000013	MHP7448_RS02430	MHP168_RS02405
OG0000013	MHP7448_RS03945	MHP168_RS03910
OG0000014	MHP7448_RS01090	MHP168_RS01070
OG0000014	MHP7448_RS00605	MHP168_RS01055
OG0000015	MHP7448_RS04005, MHP7448_RS04000	MHP168_RS01265
OG0000015	MHP7448_RS01650	MHP168_RS03815
OG0000016	MHP7448_RS02865	MHP168_RS02850
OG0000016	MHP7448_RS00170	MHP168_RS00145
OG0000017	MHP7448_RS00155	MHP168_RS00130
OG0000017	MHP7448_RS02875	MHP168_RS02860
OG0000018	MHP7448_RS02275	MHP168_RS01245
OG0000019	MHP7448_RS04065	MHP168_RS03015
OG0000020	MHP7448_RS03580	MHP168_RS03580
OG0000020	MHP7448_RS03585	MHP168_RS03585
OG0000022	MHP7448_RS01680	MHP168_RS01760
OG0000022	MHP7448_RS01730	MHP168_RS01710
OG0000023	MHP7448_RS04010	MHP168_RS03930
OG0000024	MHP7448_RS02765	MHP168_RS02750
OG0000024	MHP7448_RS01290	MHP168_RS03940, MHP168_RS03945
OG0000025	MHP7448_RS01685	MHP168_RS01755
OG0000025	MHP7448_RS01725	MHP168_RS01715
OG0000026	MHP7448_RS01380	MHP168_RS01450
OG0000026	MHP7448_RS01705	MHP168_RS01735
OG0000027	MHP7448_RS03845	MHP168_RS03845
OG0000027	MHP7448_RS03390	MHP168_RS03330
OG0000029	MHP7448_RS01085	MHP168_RS00575
OG0000029	MHP7448_RS00610	MHP168_RS01050
OG0000030	MHP7448_RS03370	MHP168_RS03310
OG0000030	MHP7448_RS03385	MHP168_RS03325
OG0000031	MHP7448_RS02310	MHP168_RS01210
OG0000032	MHP7448_RS03380	MHP168_RS03320
OG0000035	MHP7448_RS03240	MHP168_RS03185
OG0000035	MHP7448_RS03225	MHP168_RS03170
OG0000036	MHP7448_RS00115, MHP7448_RS00130	MHP168_RS00105
OG0000037	MHP7448_RS03970	MHP168_RS01830
OG0000039	MHP7448_RS01635	MHP168_RS01800
OG0000040	MHP7448_RS03315	MHP168_RS03260
OG0000041	MHP7448_RS00680	MHP168_RS00980
OG0000041	MHP7448_RS01195	MHP168_RS03920
OG0000042	MHP7448_RS02965	MHP168_RS02950
OG0000043	MHP7448_RS01935	MHP168_RS01985
OG0000043	MHP7448_RS02315	MHP168_RS01205
OG0000044	MHP7448_RS04120	MHP168_RS03745
OG0000045	MHP7448_RS01640	MHP168_RS01795
OG0000047	MHP7448_RS02290	MHP168_RS01230
OG0000048	MHP7448_RS02115	MHP168_RS02190
OG0000049	MHP7448_RS03085	MHP168_RS03035
OG0000050	MHP7448_RS02470	MHP168_RS02450
OG0000051	MHP7448_RS02675	MHP168_RS04010
OG0000052	MHP7448_RS00075	MHP168_RS00070
OG0000053	MHP7448_RS01465	MHP168_RS01535
OG0000054	MHP7448_RS02495	MHP168_RS02475
OG0000055	MHP7448_RS00135	MHP168_RS00110
OG0000056	MHP7448_RS03565	MHP168_RS03500
OG0000057	MHP7448_RS02950	MHP168_RS02935
OG0000058	MHP7448_RS02335	MHP168_RS01190
OG0000059	MHP7448_RS02320	MHP168_RS03925
OG0000060	MHP7448_RS00080	MHP168_RS00075
OG0000062	MHP7448_RS03615	MHP168_RS03625
OG0000063	MHP7448_RS03610	MHP168_RS03620
OG0000064	MHP7448_RS03600	MHP168_RS03610
OG0000065	MHP7448_RS02180	MHP168_RS02125
OG0000066	MHP7448_RS01370	MHP168_RS01440
OG0000067	MHP7448_RS00525	MHP168_RS00505
OG0000068	MHP7448_RS00655	MHP168_RS03810
OG0000069	MHP7448_RS02835	MHP168_RS02825
OG0000070	MHP7448_RS02500	MHP168_RS02480
OG0000071	MHP7448_RS03305	MHP168_RS03250
OG0000072	MHP7448_RS03310	MHP168_RS03255
OG0000073	MHP7448_RS00715	MHP168_RS00950
OG0000074	MHP7448_RS03660	MHP168_RS00760
