Orthogroup	MHP_7448_genes	MHP_4284_genes
OG0000000	MHP7448_RS02135	ABLE99_RS02150
OG0000000	MHP7448_RS01735, MHP7448_RS01740	ABLE99_RS01670
OG0000001	MHP7448_RS01300	ABLE99_RS01250
OG0000001	MHP7448_RS02820	ABLE99_RS02690
OG0000001	MHP7448_RS04045	ABLE99_RS02640
OG0000002	MHP7448_RS03995	ABLE99_RS02040
OG0000002	MHP7448_RS03900	ABLE99_RS02035
OG0000002	MHP7448_RS01745	ABLE99_RS01675
OG0000003	MHP7448_RS03870	ABLE99_RS02155, ABLE99_RS01760
OG0000004	MHP7448_RS03230	ABLE99_RS03080
OG0000004	MHP7448_RS03235	ABLE99_RS03085
OG0000004	MHP7448_RS03245	ABLE99_RS03095
OG0000004	MHP7448_RS03055	ABLE99_RS02925
OG0000004	MHP7448_RS03065	ABLE99_RS02905
OG0000005	MHP7448_RS00100	ABLE99_RS00100
OG0000005	MHP7448_RS00120	ABLE99_RS00120
OG0000005	MHP7448_RS00105	ABLE99_RS00105
OG0000005	MHP7448_RS00110	ABLE99_RS00110
OG0000005	MHP7448_RS00125	ABLE99_RS00125
OG0000006	MHP7448_RS02255	ABLE99_RS02230
OG0000008	MHP7448_RS02240	ABLE99_RS02145
OG0000008	MHP7448_RS01665	ABLE99_RS01590
OG0000008	MHP7448_RS04030	ABLE99_RS02405
OG0000009	MHP7448_RS00085	ABLE99_RS00085
OG0000009	MHP7448_RS00690	ABLE99_RS00995
OG0000010	MHP7448_RS01885	ABLE99_RS01770
OG0000011	MHP7448_RS01970	ABLE99_RS01865
OG0000011	MHP7448_RS01965	ABLE99_RS01860
OG0000013	MHP7448_RS02430	ABLE99_RS02310
OG0000014	MHP7448_RS00605	ABLE99_RS01060
OG0000015	MHP7448_RS01650	ABLE99_RS01525
OG0000016	MHP7448_RS02865	ABLE99_RS02735
OG0000016	MHP7448_RS00170	ABLE99_RS00170
OG0000017	MHP7448_RS00155	ABLE99_RS00155
OG0000017	MHP7448_RS02875	ABLE99_RS02745
OG0000018	MHP7448_RS01340	ABLE99_RS01290
OG0000019	MHP7448_RS03045	ABLE99_RS02920, ABLE99_RS02915, ABLE99_RS02900
OG0000019	MHP7448_RS03040	ABLE99_RS02930
OG0000020	MHP7448_RS03580	ABLE99_RS03410
OG0000020	MHP7448_RS03585	ABLE99_RS03415
OG0000022	MHP7448_RS01680	ABLE99_RS01610
OG0000022	MHP7448_RS01730	ABLE99_RS01665
OG0000023	MHP7448_RS04010, MHP7448_RS01335	ABLE99_RS01285
OG0000024	MHP7448_RS02765	ABLE99_RS02635
OG0000024	MHP7448_RS01290	ABLE99_RS01245
OG0000025	MHP7448_RS01685	ABLE99_RS01615
OG0000025	MHP7448_RS01725	ABLE99_RS01660
OG0000026	MHP7448_RS01380	ABLE99_RS01330
