#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
asnO	cwlJ	224308.BSU10790	224308.BSU02600	0	0	0	0	0.521	0	0	0	0.521
asnO	cotJB	224308.BSU10790	224308.BSU06900	0	0	0	0	0.665	0	0	0	0.665
asnO	cotJC	224308.BSU10790	224308.BSU06910	0	0	0	0	0.625	0	0	0	0.625
asnO	spoVR	224308.BSU10790	224308.BSU09400	0	0	0	0	0.508	0	0	0	0.508
asnO	dacF	224308.BSU10790	224308.BSU23480	0	0	0.272	0	0.227	0	0	0	0.413
asnO	spoVAD	224308.BSU10790	224308.BSU23410	0	0	0.229	0	0.312	0	0	0	0.446
asnO	gerQ	224308.BSU10790	224308.BSU37920	0	0	0	0	0.502	0	0	0	0.502
asnO	usd	224308.BSU10790	224308.BSU36430	0	0	0	0	0.502	0	0	0	0.502
asnO	spoVFA	224308.BSU10790	224308.BSU16730	0.066	0	0.360	0	0.313	0	0	0	0.553
asnO	spoVFB	224308.BSU10790	224308.BSU16740	0.067	0	0.487	0	0.178	0	0	0	0.572
asnO	spoIIID	224308.BSU10790	224308.BSU36420	0	0	0.191	0	0.519	0	0	0	0.594
cotB	gerPF	224308.BSU36050	224308.BSU10670	0	0	0	0	0.510	0	0	0	0.510
cotB	yitA	224308.BSU36050	224308.BSU10920	0	0	0	0	0.620	0	0	0	0.620
cotB	cotZ	224308.BSU36050	224308.BSU11740	0	0	0	0	0.716	0	0	0	0.716
cotB	cotY	224308.BSU36050	224308.BSU11750	0	0	0	0	0.733	0	0	0	0.733
cotB	cotX	224308.BSU36050	224308.BSU11760	0	0	0	0	0.647	0	0	0	0.647
cotB	cotW	224308.BSU36050	224308.BSU11770	0	0	0	0	0.682	0	0	0	0.682
cotB	cotV	224308.BSU36050	224308.BSU11780	0	0	0	0	0.701	0	0	0	0.701
cotB	spoVIF	224308.BSU36050	224308.BSU11810	0	0	0	0	0.622	0	0	0	0.622
cotB	cotT	224308.BSU36050	224308.BSU12090	0	0	0	0	0.687	0	0	0	0.687
cotB	ylbD	224308.BSU36050	224308.BSU14970	0	0	0	0	0.531	0	0	0	0.531
cotB	spoVFA	224308.BSU36050	224308.BSU16730	0	0	0	0	0.726	0	0	0	0.726
cotB	spoVFB	224308.BSU36050	224308.BSU16740	0	0	0	0	0.731	0	0	0	0.731
cotB	yqfQ	224308.BSU36050	224308.BSU25150	0	0	0	0	0.524	0	0	0	0.524
cotB	ytlA	224308.BSU36050	224308.BSU30595	0	0	0	0	0.532	0	0	0	0.532
cotB	ytcA	224308.BSU36050	224308.BSU30860	0	0	0	0	0.729	0	0	0	0.729
cotB	ywrJ	224308.BSU36050	224308.BSU36040	0.650	0	0	0	0.740	0	0	0	0.905
cotB	spsB	224308.BSU36050	224308.BSU37900	0	0	0	0	0.591	0	0	0	0.591
cotB	cotF	224308.BSU36050	224308.BSU40530	0	0	0	0	0.731	0	0	0	0.731
cotE	yaaC	224308.BSU17030	224308.BSU00080	0	0	0.416	0	0	0	0	0	0.416
cotE	fin	224308.BSU17030	224308.BSU00540	0	0	0.764	0	0	0	0	0	0.764
cotE	yabP	224308.BSU17030	224308.BSU00600	0	0	0.587	0	0	0	0	0	0.587
cotE	yabQ	224308.BSU17030	224308.BSU00610	0	0	0.671	0	0	0	0	0	0.671
cotE	spoIIE	224308.BSU17030	224308.BSU00640	0	0	0.744	0	0.049	0	0	0	0.746
cotE	yabS	224308.BSU17030	224308.BSU00650	0	0	0.527	0	0.136	0	0	0	0.573
cotE	yabT	224308.BSU17030	224308.BSU00660	0	0	0.431	0	0.070	0	0	0	0.448
cotE	gerD	224308.BSU17030	224308.BSU01550	0	0	0.775	0	0.045	0	0	0	0.775
cotE	cwlJ	224308.BSU17030	224308.BSU02600	0	0	0.765	0	0.305	0	0	0	0.829
cotE	ydcC	224308.BSU17030	224308.BSU04630	0	0	0.775	0	0.066	0	0	0	0.780
cotE	cotJA	224308.BSU17030	224308.BSU06890	0	0	0.400	0	0.718	0	0	0	0.823
cotE	cotJB	224308.BSU17030	224308.BSU06900	0	0	0	0	0.699	0	0	0	0.699
cotE	cotJC	224308.BSU17030	224308.BSU06910	0	0	0	0	0.727	0	0	0	0.727
cotE	yhbB	224308.BSU17030	224308.BSU08920	0	0	0.739	0	0.165	0	0	0	0.772
cotE	prkA	224308.BSU17030	224308.BSU08970	0	0	0.263	0	0.696	0	0	0	0.766
cotE	yhbH	224308.BSU17030	224308.BSU08980	0	0	0.304	0	0.441	0	0	0	0.594
cotE	spoVR	224308.BSU17030	224308.BSU09400	0	0	0.304	0	0.553	0	0	0	0.675
cotE	yheD	224308.BSU17030	224308.BSU09770	0	0	0.386	0	0.621	0	0	0	0.757
cotE	cotO	224308.BSU17030	224308.BSU11730	0	0	0	0	0.690	0	0	0	0.690
cotE	cotY	224308.BSU17030	224308.BSU11750	0	0	0	0	0.513	0	0	0	0.513
cotE	spoVIF	224308.BSU17030	224308.BSU11810	0	0	0.622	0	0.119	0	0	0	0.652
cotE	ylaK	224308.BSU17030	224308.BSU14810	0	0	0	0	0.501	0	0	0	0.501
cotE	ylbD	224308.BSU17030	224308.BSU14970	0	0	0.649	0	0.070	0	0	0	0.659
cotE	gerR	224308.BSU17030	224308.BSU15090	0	0	0.775	0	0.299	0	0	0	0.835
cotE	spoVFA	224308.BSU17030	224308.BSU16730	0	0	0.430	0	0.307	0	0	0	0.588
cotE	spoVFB	224308.BSU17030	224308.BSU16740	0	0	0.264	0	0.228	0	0	0	0.407
cotE	ymfJ	224308.BSU17030	224308.BSU16880	0	0	0.683	0	0.288	0	0	0	0.764
cotE	ytrH	224308.BSU17030	224308.BSU29239	0	0	0.406	0	0	0	0	0	0.406
cotE	sigF	224308.BSU17030	224308.BSU23450	0	0	0.369	0	0.106	0	0	0	0.411
cotE	yqgE	224308.BSU17030	224308.BSU25010	0	0	0.433	0	0.049	0	0	0	0.437
cotE	spoVAF	224308.BSU17030	224308.BSU23390	0	0	0.409	0	0.056	0	0	0	0.418
cotE	yqfD	224308.BSU17030	224308.BSU25350	0	0	0.470	0	0.047	0	0	0	0.473
cotE	glnH	224308.BSU17030	224308.BSU27440	0	0	0	0	0.501	0	0	0	0.501
cotE	spoIIIAG	224308.BSU17030	224308.BSU24370	0	0	0.338	0	0.192	0	0	0	0.442
cotE	spoIIIAF	224308.BSU17030	224308.BSU24380	0	0	0.516	0	0.113	0	0	0	0.552
cotE	ypeB	224308.BSU17030	224308.BSU22920	0	0	0.501	0	0.090	0	0	0	0.526
cotE	yrzR	224308.BSU17030	224308.BSU27469	0	0	0.586	0	0.088	0	0	0	0.606
cotE	yqhR	224308.BSU17030	224308.BSU24480	0	0	0.607	0	0.055	0	0	0	0.612
cotE	usd	224308.BSU17030	224308.BSU36430	0	0	0	0	0.638	0	0	0	0.638
cotE	yrzE	224308.BSU17030	224308.BSU27690	0	0	0.620	0	0.119	0	0	0	0.650
cotE	yqfX	224308.BSU17030	224308.BSU25080	0	0	0.629	0	0.169	0	0	0	0.678
cotE	ytfJ	224308.BSU17030	224308.BSU29500	0	0	0	0	0.605	0	0	0	0.605
cotE	yqfQ	224308.BSU17030	224308.BSU25150	0	0	0.562	0	0.130	0	0	0	0.602
cotE	gerM	224308.BSU17030	224308.BSU28380	0	0	0.680	0	0.139	0	0	0	0.712
cotE	spoIIP	224308.BSU17030	224308.BSU25530	0	0	0.700	0	0.063	0	0	0	0.706
cotE	spoIVFA	224308.BSU17030	224308.BSU27980	0	0	0.692	0	0.092	0	0	0	0.708
cotE	ysxE	224308.BSU17030	224308.BSU28100	0	0	0.173	0	0.622	0	0	0	0.674
cotE	spoIIID	224308.BSU17030	224308.BSU36420	0	0	0.241	0	0.735	0	0	0	0.790
