# BUSCO version is: 5.8.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	NZ_QQRA01000027.1	4957	9195	+	1921.7	1289	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	NZ_QQRA01000027.1	1238	4900	+	1723.2	1198	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	NZ_QQRA01000006.1	12137	7731	-	1369.7	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	NZ_QQRA01000003.1	11438	8499	-	936.8	777	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Fragmented	NZ_QQRA01000013.1	23891	21660	-	898.1	586	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	NZ_QQRA01000028.1	9737	7845	-	259.2	331	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	NZ_QQRA01000010.1	116	2728	+	647.0	456	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	NZ_QQRA01000001.1	5673	7757	+	1036.6	579	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	NZ_QQRA01000001.1	63872	66532	+	771.7	634	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Complete	NZ_QQRA01000002.1	59148	56497	-	821.6	620	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	NZ_QQRA01000028.1	2439	4700	+	436.0	495	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	NZ_QQRA01000025.1	6944	8854	+	552.8	463	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
406at2085	Complete	NZ_QQRA01000016.1	17567	20047	+	675.5	488	https://v10-1.orthodb.org/?query=406at2085	Ribonuclease J
462at2085	Complete	NZ_QQRA01000003.1	21612	23984	+	736.7	609	https://v10-1.orthodb.org/?query=462at2085	Leucine--tRNA ligase
482at2085	Complete	NZ_QQRA01000001.1	53985	56069	+	511.6	500	https://v10-1.orthodb.org/?query=482at2085	Ribonuclease R
492at2085	Complete	NZ_QQRA01000001.1	16652	14850	-	832.9	491	https://v10-1.orthodb.org/?query=492at2085	Chaperone protein DnaK
501at2085	Complete	NZ_QQRA01000001.1	10885	9089	-	822.1	526	https://v10-1.orthodb.org/?query=501at2085	Elongation factor 4
533at2085	Complete	NZ_QQRA01000022.1	11914	10055	-	789.3	515	https://v10-1.orthodb.org/?query=533at2085	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
534at2085	Complete	NZ_QQRA01000019.1	6605	4137	-	870.0	665	https://v10-1.orthodb.org/?query=534at2085	Valine--tRNA ligase
539at2085	Complete	NZ_QQRA01000007.1	12761	14500	+	813.6	541	https://v10-1.orthodb.org/?query=539at2085	Threonine--tRNA ligase
543at2085	Complete	NZ_QQRA01000007.1	23066	26011	+	597.3	530	https://v10-1.orthodb.org/?query=543at2085	DNA-directed DNA polymerase
584at2085	Complete	NZ_QQRA01000009.1	15619	13466	-	360.3	290	https://v10-1.orthodb.org/?query=584at2085	DNA polymerase III subunit gamma/tau
697at2085	Complete	NZ_QQRA01000007.1	7087	5570	-	552.9	421	https://v10-1.orthodb.org/?query=697at2085	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
699at2085	Complete	NZ_QQRA01000003.1	21464	19425	-	729.9	532	https://v10-1.orthodb.org/?query=699at2085	UVR domain
705at2085	Complete	NZ_QQRA01000010.1	3042	4250	+	612.5	341	https://v10-1.orthodb.org/?query=705at2085	Elongation factor Tu
759at2085	Complete	NZ_QQRA01000002.1	51886	50420	-	517.1	394	https://v10-1.orthodb.org/?query=759at2085	Lysine--tRNA ligase
801at2085	Complete	NZ_QQRA01000007.1	20876	22675	+	628.7	483	https://v10-1.orthodb.org/?query=801at2085	Translation initiation factor IF-2
812at2085	Complete	NZ_QQRA01000044.1	2227	3537	+	269.5	292	https://v10-1.orthodb.org/?query=812at2085	Chromosomal replication initiator protein DnaA
