Orthogroup	MHP_MHP650_genes	MHP_116_genes
OG0000000	DR083_RS02765	ABJ972_RS02145
OG0000000	DR083_RS04555, DR083_RS04550, DR083_RS03535, DR083_RS03820, DR083_RS00790, DR083_RS03700	ABJ972_RS02100
OG0000000	DR083_RS04515	ABJ972_RS02265
OG0000000	DR083_RS04520	ABJ972_RS02270
OG0000000	DR083_RS04210, DR083_RS04215	ABJ972_RS01695
OG0000001	DR083_RS04075	ABJ972_RS01270
OG0000001	DR083_RS00540, DR083_RS00545	ABJ972_RS02675
OG0000002	DR083_RS04320	ABJ972_RS02150
OG0000002	DR083_RS04915	ABJ972_RS02105
OG0000002	DR083_RS04760	ABJ972_RS01715
OG0000003	DR083_RS04940	ABJ972_RS01765, ABJ972_RS00485
OG0000003	DR083_RS03840	ABJ972_RS01815
OG0000004	DR083_RS03460	ABJ972_RS03110
OG0000004	DR083_RS03440	ABJ972_RS03120
OG0000005	DR083_RS03065	ABJ972_RS00100
OG0000005	DR083_RS03050	ABJ972_RS00105
OG0000005	DR083_RS04870	ABJ972_RS00110
OG0000007	DR083_RS03475	ABJ972_RS02135
OG0000007	DR083_RS03470	ABJ972_RS02130
OG0000007	DR083_RS03465	ABJ972_RS02125
OG0000008	DR083_RS04510	ABJ972_RS02260
OG0000008	DR083_RS04540	ABJ972_RS02445
OG0000009	DR083_RS01225	ABJ972_RS01005
OG0000009	DR083_RS05040	ABJ972_RS00085
OG0000009	DR083_RS01930	ABJ972_RS01180
OG0000009	DR083_RS01240	ABJ972_RS00990
OG0000010	DR083_RS02305	ABJ972_RS01825
OG0000011	DR083_RS01555	ABJ972_RS01915
OG0000011	DR083_RS01550	ABJ972_RS01910
OG0000013	DR083_RS05105	ABJ972_RS02350
OG0000013	DR083_RS03885	ABJ972_RS00170
OG0000014	DR083_RS03770	ABJ972_RS00580
OG0000014	DR083_RS04890	ABJ972_RS01065
OG0000015	DR083_RS02965	ABJ972_RS01545, ABJ972_RS01610
OG0000016	DR083_RS00630	ABJ972_RS02765
OG0000016	DR083_RS00040	ABJ972_RS00155
OG0000017	DR083_RS00025	ABJ972_RS00140
OG0000017	DR083_RS00640	ABJ972_RS02775
OG0000018	DR083_RS05070, DR083_RS04835	ABJ972_RS01310
OG0000019	DR083_RS04180	ABJ972_RS02950
OG0000020	DR083_RS04635	ABJ972_RS03450
OG0000020	DR083_RS04640	ABJ972_RS03455
OG0000021	DR083_RS02215, DR083_RS03855	ABJ972_RS00490
