Orthogroup	MHP_MHP650_genes	MFC_MF22_genes
OG0000000	DR083_RS02765	DR094_RS03000
OG0000000	DR083_RS04550, DR083_RS03535, DR083_RS03820, DR083_RS00790	DR094_RS02820
OG0000000	DR083_RS04215	DR094_RS01215
OG0000001	DR083_RS04075, DR083_RS00590, DR083_RS00540, DR083_RS00545	DR094_RS00325, DR094_RS00330
OG0000002	DR083_RS02760	DR094_RS02550
OG0000002	DR083_RS04915	DR094_RS03815
OG0000002	DR083_RS04760	DR094_RS03610
OG0000003	DR083_RS04460	DR094_RS03820
OG0000007	DR083_RS03475	DR094_RS02850
OG0000007	DR083_RS03470	DR094_RS02845
OG0000007	DR083_RS03465	DR094_RS02840
OG0000011	DR083_RS01555	DR094_RS03520
OG0000011	DR083_RS01550	DR094_RS02895
OG0000013	DR083_RS05105	DR094_RS00075, DR094_RS00080
OG0000013	DR083_RS03885	DR094_RS03050
OG0000014	DR083_RS03770, DR083_RS04890	DR094_RS03555
OG0000016	DR083_RS00630	DR094_RS00380
OG0000017	DR083_RS00025	DR094_RS00975
OG0000017	DR083_RS00640	DR094_RS00390
OG0000018	DR083_RS04835	DR094_RS03735
OG0000020	DR083_RS04635	DR094_RS03600
OG0000020	DR083_RS04640	DR094_RS03595
OG0000022	DR083_RS04755	DR094_RS03605
OG0000023	DR083_RS02935	DR094_RS02170
OG0000024	DR083_RS03365, DR083_RS01215	DR094_RS00320
OG0000025	DR083_RS02105	DR094_RS01205
OG0000026	DR083_RS01120, DR083_RS02085	DR094_RS02215
OG0000027	DR083_RS02995	DR094_RS01395
OG0000027	DR083_RS04880	DR094_RS03650
OG0000029	DR083_RS02525, DR083_RS03325	DR094_RS00545
OG0000030	DR083_RS04855, DR083_RS04885	DR094_RS03655
OG0000031	DR083_RS02520	DR094_RS02590
OG0000032	DR083_RS03590, DR083_RS03215	DR094_RS01390
OG0000033	DR083_RS00310	DR094_RS00055
OG0000039	DR083_RS03505	DR094_RS00485
OG0000040	DR083_RS02780	DR094_RS02025, DR094_RS00270
OG0000042	DR083_RS00730	DR094_RS00490, DR094_RS00345
OG0000043	DR083_RS01520	DR094_RS02615
OG0000045	DR083_RS03515	DR094_RS03140, DR094_RS03135
OG0000048	DR083_RS02860	DR094_RS02695, DR094_RS02985
OG0000049	DR083_RS01660	DR094_RS03355
OG0000050	DR083_RS00350	DR094_RS03765
OG0000051	DR083_RS02195	DR094_RS01715
OG0000052	DR083_RS02690	DR094_RS01015
OG0000053	DR083_RS04665	DR094_RS03805
OG0000054	DR083_RS00375	DR094_RS00030
OG0000055	DR083_RS00005	DR094_RS03580, DR094_RS03850
OG0000056	DR083_RS00815	DR094_RS01180
OG0000057	DR083_RS03975, DR083_RS03980	DR094_RS00465
OG0000062	DR083_RS00865	DR094_RS01125
OG0000063	DR083_RS04645	DR094_RS03590
OG0000064	DR083_RS00850	DR094_RS01140
OG0000065	DR083_RS02715	DR094_RS02075
OG0000066	DR083_RS01130	DR094_RS02205
OG0000068	DR083_RS03160	DR094_RS00510
OG0000069	DR083_RS00605	DR094_RS00355
OG0000070	DR083_RS00380	DR094_RS00050
OG0000071	DR083_RS02790	DR094_RS02015
OG0000072	DR083_RS04820	DR094_RS03725
OG0000073	DR083_RS01265	DR094_RS02425
OG0000074	DR083_RS04700	DR094_RS03685
OG0000075	DR083_RS00220	DR094_RS00790
OG0000076	DR083_RS00235	DR094_RS00775
OG0000077	DR083_RS03235	DR094_RS00690
OG0000078	DR083_RS02075	DR094_RS00235
OG0000079	DR083_RS01845	DR094_RS00130
OG0000080	DR083_RS04190	DR094_RS03080
OG0000081	DR083_RS00215	DR094_RS00795
OG0000083	DR083_RS01625	DR094_RS02715
OG0000084	DR083_RS02910	DR094_RS02645
OG0000085	DR083_RS02905	DR094_RS02650
OG0000086	DR083_RS02895	DR094_RS03780
OG0000087	DR083_RS02880	DR094_RS02675
OG0000088	DR083_RS02875	DR094_RS02680
OG0000089	DR083_RS02865	DR094_RS02690
OG0000090	DR083_RS02695	DR094_RS01020
OG0000091	DR083_RS00955	DR094_RS01035
OG0000092	DR083_RS00940	DR094_RS01050
OG0000093	DR083_RS00935	DR094_RS01055
OG0000094	DR083_RS00930	DR094_RS01060
OG0000095	DR083_RS00905	DR094_RS01085
OG0000096	DR083_RS00900	DR094_RS01090
OG0000097	DR083_RS00880	DR094_RS01110
OG0000098	DR083_RS00870	DR094_RS01120
OG0000099	DR083_RS04630	DR094_RS01175
OG0000100	DR083_RS00805	DR094_RS01185
OG0000101	DR083_RS00800	DR094_RS01190
OG0000102	DR083_RS02100	DR094_RS01200
OG0000103	DR083_RS02750	DR094_RS02040
OG0000104	DR083_RS02745	DR094_RS02045
OG0000105	DR083_RS02730	DR094_RS02060
OG0000106	DR083_RS02720	DR094_RS02070
OG0000107	DR083_RS02710	DR094_RS02080
OG0000108	DR083_RS02705	DR094_RS02085
OG0000109	DR083_RS02700	DR094_RS02090
OG0000110	DR083_RS03140	DR094_RS02095
OG0000111	DR083_RS03135	DR094_RS02100
OG0000112	DR083_RS03125	DR094_RS02110
OG0000113	DR083_RS03315	DR094_RS03730
OG0000114	DR083_RS03305	DR094_RS02135
OG0000115	DR083_RS03290	DR094_RS02145
OG0000116	DR083_RS01185	DR094_RS02155
OG0000117	DR083_RS01180	DR094_RS02160
OG0000118	DR083_RS01145	DR094_RS02190
OG0000119	DR083_RS01140	DR094_RS02195
OG0000120	DR083_RS01125	DR094_RS02210
OG0000121	DR083_RS01100	DR094_RS02235
OG0000122	DR083_RS01095	DR094_RS02240
OG0000123	DR083_RS01075	DR094_RS02260
OG0000124	DR083_RS01070	DR094_RS02265
OG0000125	DR083_RS01065	DR094_RS02270
OG0000126	DR083_RS01055	DR094_RS02280
OG0000127	DR083_RS01045	DR094_RS02290
OG0000128	DR083_RS01030	DR094_RS02750
OG0000129	DR083_RS01025	DR094_RS02755
OG0000130	DR083_RS01015	DR094_RS02765
OG0000131	DR083_RS00985	DR094_RS02795
OG0000132	DR083_RS04660	DR094_RS03810
OG0000133	DR083_RS02355	DR094_RS00615
OG0000134	DR083_RS04790	DR094_RS03565
OG0000135	DR083_RS02375	DR094_RS00595
OG0000136	DR083_RS02380	DR094_RS00590
OG0000137	DR083_RS02420	DR094_RS00560
OG0000138	DR083_RS03185	DR094_RS00535
OG0000139	DR083_RS03155	DR094_RS00505
OG0000140	DR083_RS03150	DR094_RS00500
OG0000141	DR083_RS00725	DR094_RS00475
OG0000142	DR083_RS04625	DR094_RS03550
OG0000143	DR083_RS00695	DR094_RS00445
OG0000144	DR083_RS00685	DR094_RS00435
OG0000145	DR083_RS00675	DR094_RS00425
OG0000146	DR083_RS00665	DR094_RS00415
OG0000147	DR083_RS00660	DR094_RS00410
OG0000148	DR083_RS00645	DR094_RS00395
OG0000149	DR083_RS00635	DR094_RS00385
OG0000150	DR083_RS00620	DR094_RS00370
OG0000151	DR083_RS00575	DR094_RS00315
OG0000152	DR083_RS00570	DR094_RS00310
OG0000153	DR083_RS00565	DR094_RS00305
OG0000154	DR083_RS00555	DR094_RS00295
OG0000155	DR083_RS03340	DR094_RS00275
OG0000156	DR083_RS02140	DR094_RS00260
OG0000157	DR083_RS04765	DR094_RS03545
OG0000158	DR083_RS04770	DR094_RS03540
OG0000159	DR083_RS04945	DR094_RS00020
OG0000160	DR083_RS00360	DR094_RS00015
OG0000161	DR083_RS00355	DR094_RS00010
OG0000162	DR083_RS00345	DR094_RS02560
OG0000163	DR083_RS00340	DR094_RS02565
