# BUSCO version is: 5.8.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	NZ_LR214992.1	557440	553202	-	1919.5	1289	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	NZ_LR214992.1	561159	557497	-	1723.5	1198	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	NZ_LR214992.1	454895	450486	-	1367.9	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	NZ_LR214992.1	612543	615482	+	933.2	777	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Complete	NZ_LR214993.1	234982	237825	+	1169.0	770	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	NZ_LR214992.1	281249	279357	-	257.4	335	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	NZ_LR214992.1	442739	440127	-	647.0	456	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	NZ_LR214992.1	101924	99840	-	1036.6	579	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	NZ_LR214992.1	41704	39044	-	772.9	629	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Complete	NZ_LR214993.1	127485	124834	-	820.6	620	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	NZ_LR214992.1	273951	276212	+	436.3	493	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	NZ_LR214993.1	18010	19920	+	554.1	464	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
406at2085	Complete	NZ_LR214993.1	232529	234967	+	674.8	488	https://v10-1.orthodb.org/?query=406at2085	Ribonuclease J
462at2085	Complete	NZ_LR214992.1	602373	600001	-	737.0	609	https://v10-1.orthodb.org/?query=462at2085	Leucine--tRNA ligase
482at2085	Complete	NZ_LR214992.1	51660	49576	-	508.7	501	https://v10-1.orthodb.org/?query=482at2085	Ribonuclease R
492at2085	Complete	NZ_LR214992.1	88993	90795	+	833.0	489	https://v10-1.orthodb.org/?query=492at2085	Chaperone protein DnaK
501at2085	Complete	NZ_LR214992.1	94756	96552	+	822.7	526	https://v10-1.orthodb.org/?query=501at2085	Elongation factor 4
533at2085	Complete	NZ_LR214992.1	2775	4634	+	785.8	515	https://v10-1.orthodb.org/?query=533at2085	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
534at2085	Complete	NZ_LR214992.1	643518	645986	+	869.1	665	https://v10-1.orthodb.org/?query=534at2085	Valine--tRNA ligase
539at2085	Complete	NZ_LR214992.1	519193	517454	-	814.8	540	https://v10-1.orthodb.org/?query=539at2085	Threonine--tRNA ligase
543at2085	Complete	NZ_LR214992.1	508885	505928	-	594.3	530	https://v10-1.orthodb.org/?query=543at2085	DNA-directed DNA polymerase
584at2085	Complete	NZ_LR214993.1	52622	50457	-	360.2	289	https://v10-1.orthodb.org/?query=584at2085	DNA polymerase III subunit gamma/tau
697at2085	Complete	NZ_LR214992.1	524867	526384	+	553.1	421	https://v10-1.orthodb.org/?query=697at2085	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
699at2085	Complete	NZ_LR214992.1	602521	604560	+	728.1	532	https://v10-1.orthodb.org/?query=699at2085	UVR domain
705at2085	Complete	NZ_LR214992.1	439832	438624	-	613.2	341	https://v10-1.orthodb.org/?query=705at2085	Elongation factor Tu
759at2085	Complete	NZ_LR214993.1	120225	118759	-	518.5	394	https://v10-1.orthodb.org/?query=759at2085	Lysine--tRNA ligase
801at2085	Complete	NZ_LR214992.1	511076	509277	-	628.7	483	https://v10-1.orthodb.org/?query=801at2085	Translation initiation factor IF-2
812at2085	Complete	NZ_LR214992.1	1	1392	+	270.0	295	https://v10-1.orthodb.org/?query=812at2085	Chromosomal replication initiator protein DnaA
886at2085	Complete	NZ_LR214993.1	173917	172514	-	547.9	372	https://v10-1.orthodb.org/?query=886at2085	Glutamate--tRNA ligase
887at2085	Complete	NZ_LR214992.1	62727	64250	+	664.0	397	https://v10-1.orthodb.org/?query=887at2085	ATP synthase subunit alpha
