NZ_QQRE01000010.1	+	325	822	DR093_RS02860
NZ_QQRE01000010.1	+	836	1201	DR093_RS02865
NZ_QQRE01000010.1	+	1389	5042	DR093_RS02870
NZ_QQRE01000010.1	+	5100	9335	DR093_RS02875
NZ_QQRE01000010.1	+	9340	9759	DR093_RS02880
NZ_QQRE01000011.1	+	409	1599	DR093_RS02885
NZ_QQRE01000011.1	+	1583	2353	DR093_RS02890
NZ_QQRE01000011.1	+	2346	4043	DR093_RS02895
NZ_QQRE01000011.1	+	4161	4637	DR093_RS02900
NZ_QQRE01000011.1	+	4805	5941	DR093_RS04035
NZ_QQRE01000011.1	+	5860	6789	DR093_RS02910
NZ_QQRE01000011.1	-	7187	7414	DR093_RS02915
NZ_QQRE01000011.1	-	7431	8880	DR093_RS02920
NZ_QQRE01000012.1	+	517	2748	DR093_RS04040
NZ_QQRE01000012.1	+	2778	4877	DR093_RS04045
NZ_QQRE01000012.1	+	4903	5871	DR093_RS02940
NZ_QQRE01000012.1	+	5849	8026	DR093_RS04050
NZ_QQRE01000012.1	+	8026	8378	DR093_RS02950
NZ_QQRE01000013.1	+	1	666	DR093_RS02955
NZ_QQRE01000013.1	+	629	1594	DR093_RS02960
NZ_QQRE01000013.1	+	1598	1765	DR093_RS03255
NZ_QQRE01000013.1	-	1868	4663	DR093_RS04055
NZ_QQRE01000013.1	-	4689	4882	DR093_RS02970
NZ_QQRE01000014.1	+	194	1768	DR093_RS02975
NZ_QQRE01000014.1	-	1955	2704	DR093_RS02980
NZ_QQRE01000014.1	-	2722	4254	DR093_RS02985
NZ_QQRE01000015.1	+	231	1781	DR093_RS02990
NZ_QQRE01000015.1	+	1813	2145	DR093_RS02995
NZ_QQRE01000015.1	-	2213	3744	DR093_RS03260
NZ_QQRE01000016.1	-	172	756	DR093_RS03005
NZ_QQRE01000016.1	-	915	3353	DR093_RS04060
NZ_QQRE01000016.1	-	3334	3691	DR093_RS03015
NZ_QQRE01000017.1	-	258	1784	DR093_RS03770
NZ_QQRE01000018.1	+	1	276	DR093_RS03025
NZ_QQRE01000018.1	+	329	1617	DR093_RS03030
NZ_QQRE01000001.1	-	1	1040	DR093_RS00005
NZ_QQRE01000001.1	+	1609	2247	DR093_RS00010
NZ_QQRE01000001.1	+	2264	2746	DR093_RS00015
NZ_QQRE01000001.1	+	2746	4308	DR093_RS03775
NZ_QQRE01000001.1	+	4396	5361	DR093_RS00025
NZ_QQRE01000001.1	+	5382	7298	DR093_RS00030
NZ_QQRE01000001.1	+	7308	9779	DR093_RS00035
NZ_QQRE01000001.1	-	9791	10852	DR093_RS00040
NZ_QQRE01000001.1	-	10914	13265	DR093_RS00045
NZ_QQRE01000001.1	-	13380	15209	DR093_RS00050
NZ_QQRE01000001.1	-	15199	15537	DR093_RS00055
NZ_QQRE01000001.1	-	15553	15696	DR093_RS00060
NZ_QQRE01000001.1	+	15904	17295	DR093_RS00065
NZ_QQRE01000001.1	+	17446	18582	DR093_RS00070
NZ_QQRE01000001.1	+	18693	20552	DR093_RS00075
NZ_QQRE01000001.1	+	20552	21010	DR093_RS00080
NZ_QQRE01000001.1	+	21024	21941	DR093_RS04150
NZ_QQRE01000001.1	+	22017	22991	DR093_RS04155
NZ_QQRE01000001.1	+	23107	23676	DR093_RS00095
NZ_QQRE01000001.1	+	23761	24762	DR093_RS00100
NZ_QQRE01000001.1	+	24901	26922	DR093_RS00105
NZ_QQRE01000001.1	+	27028	28035	DR093_RS00110
NZ_QQRE01000001.1	+	28038	28793	DR093_RS00115
NZ_QQRE01000001.1	+	28777	30381	DR093_RS00120
NZ_QQRE01000001.1	+	30385	30630	DR093_RS00125
NZ_QQRE01000001.1	+	30661	31524	DR093_RS00130
NZ_QQRE01000001.1	+	31531	32403	DR093_RS00135
NZ_QQRE01000001.1	+	33031	33439	DR093_RS00140
NZ_QQRE01000001.1	+	33622	33915	DR093_RS00145
NZ_QQRE01000001.1	+	33908	35227	DR093_RS00150
NZ_QQRE01000001.1	+	35220	36617	DR093_RS00155
NZ_QQRE01000001.1	-	36689	37051	DR093_RS00160
NZ_QQRE01000001.1	-	37044	38375	DR093_RS00165
NZ_QQRE01000001.1	-	38395	39396	DR093_RS00170
NZ_QQRE01000001.1	+	39689	40141	DR093_RS00175
NZ_QQRE01000001.1	-	40233	40847	DR093_RS00180
NZ_QQRE01000001.1	-	40819	43479	DR093_RS00185
NZ_QQRE01000001.1	-	43482	46034	DR093_RS00190
NZ_QQRE01000001.1	-	46027	47952	DR093_RS00195
NZ_QQRE01000001.1	+	48158	49168	DR093_RS00200
NZ_QQRE01000001.1	+	49246	51114	DR093_RS03220
NZ_QQRE01000001.1	-	51163	53247	DR093_RS00210
NZ_QQRE01000001.1	-	53255	53488	DR093_RS00215
NZ_QQRE01000001.1	-	53552	55012	DR093_RS03785
NZ_QQRE01000001.1	-	55101	56114	DR093_RS00225
NZ_QQRE01000001.1	+	56368	57090	DR093_RS00230
NZ_QQRE01000001.1	+	57092	58351	DR093_RS00235
NZ_QQRE01000001.1	+	58420	58782	DR093_RS00240
NZ_QQRE01000001.1	+	58786	59994	DR093_RS00245
NZ_QQRE01000001.1	+	59996	60421	DR093_RS00250
NZ_QQRE01000001.1	+	60466	61623	DR093_RS00255
NZ_QQRE01000001.1	+	62047	62775	DR093_RS00260
NZ_QQRE01000001.1	+	62800	63108	DR093_RS00265
NZ_QQRE01000001.1	+	63140	63679	DR093_RS00270
NZ_QQRE01000001.1	+	63707	64270	DR093_RS00275
NZ_QQRE01000001.1	+	64286	65809	DR093_RS00280
NZ_QQRE01000001.1	+	65839	66669	DR093_RS00285
NZ_QQRE01000001.1	+	66689	68104	DR093_RS00290
NZ_QQRE01000001.1	+	68091	68351	DR093_RS00295
NZ_QQRE01000001.1	+	68457	68942	DR093_RS00300
NZ_QQRE01000001.1	+	69183	70178	DR093_RS00305
NZ_QQRE01000001.1	+	70181	71101	DR093_RS00310
NZ_QQRE01000001.1	+	71182	72504	DR093_RS00315
NZ_QQRE01000001.1	+	72532	73899	DR093_RS00320
NZ_QQRE01000001.1	+	73865	75727	DR093_RS00325
NZ_QQRE01000001.1	+	75727	77802	DR093_RS00330
NZ_QQRE01000001.1	+	77806	78579	DR093_RS00335
NZ_QQRE01000001.1	+	78573	79403	DR093_RS00340
NZ_QQRE01000001.1	+	79422	80666	DR093_RS00345
NZ_QQRE01000001.1	+	80728	85485	DR093_RS03790
NZ_QQRE01000001.1	+	85673	88483	DR093_RS00355
NZ_QQRE01000001.1	-	88503	90056	DR093_RS00360
NZ_QQRE01000001.1	+	90173	90481	DR093_RS00365
NZ_QQRE01000001.1	+	90672	92474	DR093_RS00370
NZ_QQRE01000001.1	+	92661	93791	DR093_RS00375
NZ_QQRE01000001.1	+	93853	94536	DR093_RS00380
NZ_QQRE01000001.1	+	94561	95874	DR093_RS00385
NZ_QQRE01000001.1	+	95914	96186	DR093_RS00390
NZ_QQRE01000001.1	+	96198	96428	DR093_RS00395
NZ_QQRE01000001.1	+	96429	98225	DR093_RS00400
NZ_QQRE01000001.1	+	98290	99261	DR093_RS00405
NZ_QQRE01000001.1	-	99606	101690	DR093_RS00410
NZ_QQRE01000001.1	-	101703	102173	DR093_RS00415
NZ_QQRE01000001.1	-	102217	102642	DR093_RS00420
NZ_QQRE01000001.1	-	102775	103155	DR093_RS00425
NZ_QQRE01000001.1	-	103148	103672	DR093_RS00430
NZ_QQRE01000001.1	-	103663	104163	DR093_RS00435
NZ_QQRE01000001.1	+	104727	106085	DR093_RS00440
NZ_QQRE01000001.1	+	106269	107642	DR093_RS00445
NZ_QQRE01000001.1	-	107714	108997	DR093_RS00450
NZ_QQRE01000001.1	-	108999	109697	DR093_RS00455
NZ_QQRE01000001.1	-	110371	113370	DR093_RS00460
NZ_QQRE01000001.1	+	113604	113885	DR093_RS00465
NZ_QQRE01000001.1	-	114045	114120	DR093_RS00470
NZ_QQRE01000001.1	-	114122	114197	DR093_RS00475
NZ_QQRE01000001.1	-	114200	114274	DR093_RS00480
