Orthogroup	MFC_MF29_genes	MHP_MHP709_genes
OG0000000	DR095_RS03080	DR088_RS03530
OG0000001	DR095_RS00305, DR095_RS00300	DR088_RS00985, DR088_RS00215, DR088_RS03735, DR088_RS03730
OG0000002	DR095_RS04030	DR088_RS03455
OG0000002	DR095_RS03820	DR088_RS04510
OG0000003	DR095_RS04020	DR088_RS04580
OG0000007	DR095_RS03020	DR088_RS03260
OG0000007	DR095_RS03025	DR088_RS03265
OG0000007	DR095_RS03035	DR088_RS03275
OG0000008	DR095_RS03220	DR088_RS03690
OG0000011	DR095_RS03240, DR095_RS03235	DR088_RS00560
OG0000011	DR095_RS03230	DR088_RS00555
OG0000013	DR095_RS00580, DR095_RS00575	DR088_RS02380
OG0000013	DR095_RS03215	DR088_RS03910
OG0000014	DR095_RS03760	DR088_RS00785, DR088_RS04355
OG0000016	DR095_RS00250	DR088_RS00255
OG0000017	DR095_RS01000	DR088_RS01370
OG0000017	DR095_RS00240	DR088_RS00265
OG0000018	DR095_RS03850, DR095_RS03835	DR088_RS04550
OG0000019	DR095_RS03740	DR088_RS04255
OG0000020	DR095_RS03810	DR088_RS04465
OG0000020	DR095_RS03805	DR088_RS04470
OG0000022	DR095_RS03815	DR088_RS04515
OG0000023	DR095_RS01405, DR095_RS03490, DR095_RS01955	DR088_RS02595
OG0000024	DR095_RS00310	DR088_RS00160, DR088_RS00975
OG0000025	DR095_RS01230	DR088_RS02305
OG0000026	DR095_RS01450	DR088_RS02640, DR088_RS02325
OG0000027	DR095_RS03960	DR088_RS04500
OG0000029	DR095_RS00085	DR088_RS01545, DR088_RS00770
OG0000030	DR095_RS03965	DR088_RS04445, DR088_RS04505
OG0000031	DR095_RS01640, DR095_RS02710	DR088_RS03335
OG0000033	DR095_RS00600, DR095_RS03210	DR088_RS02375
OG0000039	DR095_RS00145	DR088_RS03410
OG0000040	DR095_RS01945, DR095_RS00375, DR095_RS00380	DR088_RS02000
OG0000042	DR095_RS00140, DR095_RS00285	DR088_RS03180
OG0000043	DR095_RS01635, DR095_RS02735	DR088_RS00525
OG0000045	DR095_RS03295, DR095_RS03300	DR088_RS03415
OG0000048	DR095_RS03095, DR095_RS02830	DR088_RS00705
OG0000049	DR095_RS01755	DR088_RS01390
OG0000050	DR095_RS03970	DR088_RS02980
OG0000051	DR095_RS01545	DR088_RS00080
OG0000052	DR095_RS01040	DR088_RS01925
OG0000053	DR095_RS03995, DR095_RS01535	DR088_RS04530
OG0000054	DR095_RS00625	DR088_RS03005
OG0000055	DR095_RS01035	DR088_RS03550
OG0000056	DR095_RS01205	DR088_RS02115
OG0000057	DR095_RS00165	DR088_RS00335
OG0000062	DR095_RS01150	DR088_RS01815
OG0000063	DR095_RS01155	DR088_RS01810
OG0000064	DR095_RS01165	DR088_RS01800
OG0000065	DR095_RS01310	DR088_RS02890
OG0000066	DR095_RS01440	DR088_RS02630
OG0000067	DR095_RS00010	DR088_RS03105
OG0000068	DR095_RS00120	DR088_RS00735
OG0000069	DR095_RS00275	DR088_RS00230
OG0000070	DR095_RS00605	DR088_RS03010
OG0000071	DR095_RS01935	DR088_RS01990
OG0000072	DR095_RS03885	DR088_RS04430
OG0000073	DR095_RS02080	DR088_RS02825
OG0000074	DR095_RS03915	DR088_RS04395
OG0000075	DR095_RS00815	DR088_RS01175
OG0000076	DR095_RS00800	DR088_RS01160
OG0000077	DR095_RS00715	DR088_RS01070
OG0000078	DR095_RS00415	DR088_RS02335
OG0000079	DR095_RS00525	DR088_RS03130
OG0000080	DR095_RS03375	DR088_RS03700
OG0000081	DR095_RS00820	DR088_RS01180
OG0000082	DR095_RS00585	DR088_RS04125, DR088_RS04120
OG0000083	DR095_RS03045	DR088_RS00630
OG0000084	DR095_RS02880	DR088_RS00655
OG0000085	DR095_RS02875	DR088_RS00660
OG0000086	DR095_RS03990	DR088_RS00670
OG0000087	DR095_RS02850	DR088_RS00685
OG0000088	DR095_RS02845	DR088_RS00690
OG0000089	DR095_RS02835	DR088_RS00700
OG0000090	DR095_RS01045	DR088_RS01920
OG0000091	DR095_RS01060	DR088_RS01905
OG0000092	DR095_RS01075	DR088_RS01890
OG0000093	DR095_RS01080	DR088_RS01885
OG0000094	DR095_RS01085	DR088_RS01880
OG0000095	DR095_RS01110	DR088_RS01855
OG0000096	DR095_RS01115	DR088_RS01850
OG0000097	DR095_RS01135	DR088_RS01830
OG0000098	DR095_RS01145	DR088_RS01820
OG0000099	DR095_RS01200	DR088_RS04460
OG0000100	DR095_RS01210	DR088_RS02105
OG0000101	DR095_RS01215	DR088_RS02100
OG0000102	DR095_RS01225	DR088_RS02310
OG0000103	DR095_RS01275	DR088_RS02855
OG0000104	DR095_RS01280	DR088_RS02860
OG0000105	DR095_RS01295	DR088_RS02875
OG0000106	DR095_RS01305	DR088_RS02885
OG0000107	DR095_RS01315	DR088_RS02895
OG0000108	DR095_RS01320	DR088_RS02900
OG0000109	DR095_RS01325	DR088_RS02905
OG0000110	DR095_RS01330	DR088_RS02395
OG0000111	DR095_RS01335	DR088_RS02400
OG0000112	DR095_RS01345	DR088_RS02410
OG0000113	DR095_RS03830	DR088_RS04525
OG0000114	DR095_RS01370	DR088_RS02440
OG0000115	DR095_RS01380	DR088_RS02455
OG0000116	DR095_RS01390	DR088_RS01000
OG0000117	DR095_RS01395	DR088_RS01005
OG0000118	DR095_RS01425	DR088_RS02615
OG0000119	DR095_RS01430	DR088_RS02620
OG0000120	DR095_RS01445	DR088_RS02635
OG0000121	DR095_RS01470	DR088_RS02660
OG0000122	DR095_RS01475	DR088_RS02665
OG0000123	DR095_RS01495	DR088_RS02685
OG0000124	DR095_RS01500	DR088_RS02690
OG0000125	DR095_RS01505	DR088_RS02695
OG0000126	DR095_RS01515	DR088_RS02465
OG0000127	DR095_RS01525	DR088_RS02475
OG0000128	DR095_RS02900	DR088_RS02490
OG0000129	DR095_RS02905	DR088_RS02495
OG0000130	DR095_RS02915	DR088_RS02505
OG0000131	DR095_RS02945	DR088_RS04535
OG0000132	DR095_RS04000	DR088_RS04540
