Orthogroup	MHP_MHP691_genes	MHP_98_genes
OG0000000	DR087_RS04815	GOM18_RS02460
OG0000000	DR087_RS03570	GOM18_RS00685
OG0000001	DR087_RS03325	GOM18_RS03240
OG0000001	DR087_RS03335	GOM18_RS03230
OG0000001	DR087_RS04015	GOM18_RS03125
OG0000001	DR087_RS03255	GOM18_RS04125
OG0000002	DR087_RS03810	GOM18_RS02350
OG0000002	DR087_RS04755	GOM18_RS04550
OG0000003	DR087_RS01665	GOM18_RS03425
OG0000004	DR087_RS00850	GOM18_RS00895
OG0000004	DR087_RS00840	GOM18_RS00880
OG0000005	DR087_RS00530	GOM18_RS03145
OG0000005	DR087_RS00540	GOM18_RS03600
OG0000005	DR087_RS04465	GOM18_RS04540
OG0000006	DR087_RS04360	GOM18_RS01950
OG0000006	DR087_RS04080	GOM18_RS02495
OG0000008	DR087_RS04355	GOM18_RS03975
OG0000009	DR087_RS00515	GOM18_RS00665
OG0000010	DR087_RS01605	GOM18_RS03360
OG0000010	DR087_RS03875	GOM18_RS03805
OG0000011	DR087_RS04590	GOM18_RS03250
OG0000011	DR087_RS01515	GOM18_RS03255
OG0000012	DR087_RS03740	GOM18_RS03340
OG0000013	DR087_RS01680	GOM18_RS02545
OG0000013	DR087_RS04185	GOM18_RS03935
OG0000014	DR087_RS03505	GOM18_RS03570, GOM18_RS01700
OG0000015	DR087_RS04110	GOM18_RS04215
OG0000015	DR087_RS00350, DR087_RS03240	GOM18_RS02565
OG0000016	DR087_RS01400	GOM18_RS01215
OG0000016	DR087_RS02395	GOM18_RS01280
OG0000017	DR087_RS02410	GOM18_RS01265
OG0000017	DR087_RS01410	GOM18_RS01205
OG0000020	DR087_RS04440	GOM18_RS04290
OG0000020	DR087_RS04445	GOM18_RS03770, GOM18_RS03765
OG0000021	DR087_RS03470, DR087_RS03640	GOM18_RS03345
OG0000021	DR087_RS02025	GOM18_RS03065
OG0000022	DR087_RS02045	GOM18_RS03040
OG0000022	DR087_RS04630	GOM18_RS04500
OG0000024	DR087_RS03250	GOM18_RS03075
OG0000025	DR087_RS04625	GOM18_RS04510
OG0000025	DR087_RS02095	GOM18_RS04505
OG0000026	DR087_RS01165	GOM18_RS02790
OG0000026	DR087_RS02075	GOM18_RS03010
OG0000027	DR087_RS04635	GOM18_RS04335
OG0000027	DR087_RS04475	GOM18_RS04320
OG0000028	DR087_RS04675, DR087_RS01670	GOM18_RS01870
OG0000029	DR087_RS02775	GOM18_RS01705
OG0000029	DR087_RS03175	GOM18_RS03580
OG0000030	DR087_RS04640	GOM18_RS04340
OG0000030	DR087_RS04470	GOM18_RS04325
OG0000031	DR087_RS03210	GOM18_RS03625
OG0000032	DR087_RS03235	GOM18_RS02560
OG0000032	DR087_RS00575	GOM18_RS04565
OG0000035	DR087_RS00855	GOM18_RS00885
OG0000035	DR087_RS00865	GOM18_RS00900
OG0000036	DR087_RS00550	GOM18_RS03585
OG0000037	DR087_RS04725	GOM18_RS02550
OG0000039	DR087_RS03190, DR087_RS03195	GOM18_RS03565
OG0000040	DR087_RS02165	GOM18_RS00810
OG0000041	DR087_RS03625	GOM18_RS00100
OG0000042	DR087_RS03360	GOM18_RS01120
OG0000043	DR087_RS01545	GOM18_RS03285
OG0000044	DR087_RS04800	GOM18_RS04585
OG0000045	DR087_RS03185	GOM18_RS03555
OG0000048	DR087_RS00140	GOM18_RS02325
OG0000049	DR087_RS01000	GOM18_RS01035
OG0000050	DR087_RS02450	GOM18_RS01900
OG0000051	DR087_RS01275	GOM18_RS02100
OG0000052	DR087_RS00505	GOM18_RS00655
OG0000053	DR087_RS04540	GOM18_RS04480
OG0000054	DR087_RS02475	GOM18_RS01925
OG0000055	DR087_RS00555	GOM18_RS01245
OG0000056	DR087_RS00765	GOM18_RS00495
OG0000057	DR087_RS01485	GOM18_RS01135
OG0000058	DR087_RS00275, DR087_RS00280	GOM18_RS00090
OG0000059	DR087_RS03825	GOM18_RS03660
OG0000060	DR087_RS00510	GOM18_RS03800
OG0000061	DR087_RS01595	GOM18_RS03350
OG0000062	DR087_RS00395	GOM18_RS00545
OG0000063	DR087_RS04450	GOM18_RS04295
OG0000064	DR087_RS00380	GOM18_RS00530
OG0000065	DR087_RS00215	GOM18_RS02395
OG0000066	DR087_RS01175	GOM18_RS02800
OG0000067	DR087_RS03450	GOM18_RS01630
OG0000068	DR087_RS03140	GOM18_RS03445
OG0000069	DR087_RS01375	GOM18_RS01240, GOM18_RS03140
OG0000070	DR087_RS02480	GOM18_RS01930
OG0000071	DR087_RS00780	GOM18_RS00820
OG0000072	DR087_RS02175	GOM18_RS04355
OG0000073	DR087_RS02200	GOM18_RS00135
OG0000074	DR087_RS04685	GOM18_RS04260
OG0000075	DR087_RS01860	GOM18_RS01450
OG0000076	DR087_RS01875	GOM18_RS01465
OG0000077	DR087_RS03060	GOM18_RS01550
OG0000078	DR087_RS02065	GOM18_RS03020
OG0000079	DR087_RS02980	GOM18_RS02005
OG0000080	DR087_RS04005	GOM18_RS03980
OG0000081	DR087_RS01855	GOM18_RS01445
OG0000083	DR087_RS00065	GOM18_RS02245
OG0000084	DR087_RS00090	GOM18_RS02275
OG0000085	DR087_RS00095	GOM18_RS02280
OG0000086	DR087_RS00105	GOM18_RS02290
OG0000087	DR087_RS00120	GOM18_RS02305
OG0000088	DR087_RS00125	GOM18_RS02310
OG0000089	DR087_RS00135	GOM18_RS02320
OG0000090	DR087_RS00500	GOM18_RS00650
OG0000091	DR087_RS00485	GOM18_RS00635
OG0000092	DR087_RS00470	GOM18_RS00620
OG0000093	DR087_RS00465	GOM18_RS00615
OG0000094	DR087_RS00460	GOM18_RS00610
OG0000095	DR087_RS00435	GOM18_RS00585
OG0000096	DR087_RS00430	GOM18_RS00580
OG0000097	DR087_RS00410	GOM18_RS00560
OG0000098	DR087_RS00400	GOM18_RS00550
OG0000099	DR087_RS00775	GOM18_RS04285
OG0000100	DR087_RS00750	GOM18_RS00485
OG0000101	DR087_RS00745	GOM18_RS00480
OG0000102	DR087_RS02090	GOM18_RS02995
OG0000103	DR087_RS00180	GOM18_RS02360
OG0000104	DR087_RS00185	GOM18_RS02365
OG0000105	DR087_RS00200	GOM18_RS02380
OG0000106	DR087_RS00210	GOM18_RS02390
OG0000107	DR087_RS00220	GOM18_RS02400
OG0000108	DR087_RS00225	GOM18_RS02405
OG0000109	DR087_RS00230	GOM18_RS02410
OG0000110	DR087_RS01695	GOM18_RS02525
OG0000111	DR087_RS01700	GOM18_RS02520
OG0000112	DR087_RS01710	GOM18_RS02510
OG0000113	DR087_RS04610	GOM18_RS02490
OG0000114	DR087_RS01740	GOM18_RS02480
OG0000115	DR087_RS01750	GOM18_RS02470
OG0000116	DR087_RS03310	GOM18_RS02855
OG0000117	DR087_RS03305	GOM18_RS02850
OG0000118	DR087_RS01190	GOM18_RS02815
OG0000119	DR087_RS01185	GOM18_RS02810
OG0000120	DR087_RS01170	GOM18_RS02795
OG0000121	DR087_RS01145	GOM18_RS02775
OG0000122	DR087_RS01140	GOM18_RS02770
OG0000123	DR087_RS01120	GOM18_RS02750
OG0000124	DR087_RS01115	GOM18_RS02745
OG0000125	DR087_RS01110	GOM18_RS02740
OG0000126	DR087_RS01100	GOM18_RS02730
OG0000127	DR087_RS01090	GOM18_RS02720
OG0000128	DR087_RS01075	GOM18_RS02705
OG0000129	DR087_RS01070	GOM18_RS02700
OG0000130	DR087_RS01060	GOM18_RS02690
OG0000131	DR087_RS04535	GOM18_RS04475
OG0000132	DR087_RS04530	GOM18_RS04470
OG0000133	DR087_RS02865	GOM18_RS01635
OG0000134	DR087_RS02870	GOM18_RS01640
OG0000135	DR087_RS02885	GOM18_RS01655
OG0000136	DR087_RS02890	GOM18_RS01660
OG0000137	DR087_RS02930	GOM18_RS01690
OG0000138	DR087_RS03165	GOM18_RS03470
OG0000139	DR087_RS03135	GOM18_RS03440
OG0000140	DR087_RS03130	GOM18_RS03435
OG0000141	DR087_RS01495	GOM18_RS01125
OG0000142	DR087_RS04585	GOM18_RS04380
OG0000143	DR087_RS01465	GOM18_RS01150
OG0000144	DR087_RS01455	GOM18_RS01160
OG0000145	DR087_RS01445	GOM18_RS01170
OG0000146	DR087_RS01435	GOM18_RS01180
OG0000147	DR087_RS01430	GOM18_RS01185
OG0000148	DR087_RS01415	GOM18_RS01200
OG0000149	DR087_RS01405	GOM18_RS01210
OG0000150	DR087_RS01390	GOM18_RS01225
OG0000151	DR087_RS03290	GOM18_RS03115
OG0000152	DR087_RS03285	GOM18_RS03110
OG0000153	DR087_RS03280	GOM18_RS03105
OG0000154	DR087_RS03270	GOM18_RS03095
OG0000155	DR087_RS03545	GOM18_RS02160
OG0000156	DR087_RS01225	GOM18_RS02150
OG0000157	DR087_RS04555	GOM18_RS04415
OG0000158	DR087_RS04560	GOM18_RS04410
OG0000159	DR087_RS04805	GOM18_RS01915
OG0000160	DR087_RS02460	GOM18_RS01910
OG0000161	DR087_RS02455	GOM18_RS01905
OG0000162	DR087_RS02445	GOM18_RS01895
OG0000163	DR087_RS02440	GOM18_RS01890
OG0000164	DR087_RS03205	GOM18_RS03635
OG0000165	DR087_RS01520	GOM18_RS03260
OG0000166	DR087_RS00005	GOM18_RS02185
OG0000167	DR087_RS00020	GOM18_RS02200
OG0000168	DR087_RS00025	GOM18_RS02205
OG0000169	DR087_RS01010	GOM18_RS01040
OG0000170	DR087_RS00990	GOM18_RS01025
OG0000171	DR087_RS00980	GOM18_RS01015
OG0000172	DR087_RS00975	GOM18_RS01010
OG0000173	DR087_RS00970	GOM18_RS01005
OG0000174	DR087_RS00965	GOM18_RS01000
OG0000175	DR087_RS00950	GOM18_RS00985
OG0000176	DR087_RS00900	GOM18_RS00935
OG0000177	DR087_RS00895	GOM18_RS00930
OG0000178	DR087_RS00890	GOM18_RS00925
OG0000179	DR087_RS00880	GOM18_RS00915
OG0000180	DR087_RS00875	GOM18_RS00910
OG0000181	DR087_RS04520	GOM18_RS04365
