NZ_QQRK01000010.1	+	509	1237
NZ_QQRK01000010.1	+	1265	1570
NZ_QQRK01000010.1	+	1624	2190
NZ_QQRK01000010.1	+	2190	2753
NZ_QQRK01000010.1	+	2772	4295
NZ_QQRK01000010.1	+	4324	5154
NZ_QQRK01000010.1	+	5172	6587
NZ_QQRK01000010.1	+	6574	6834
NZ_QQRK01000010.1	+	6942	7427
NZ_QQRK01000010.1	+	7650	8606
NZ_QQRK01000010.1	+	8631	9542
NZ_QQRK01000010.1	+	9627	10949
NZ_QQRK01000010.1	+	10977	12344
NZ_QQRK01000010.1	+	12337	14178
NZ_QQRK01000010.1	+	14199	16229
NZ_QQRK01000010.1	+	16236	17009
NZ_QQRK01000010.1	+	17003	17833
NZ_QQRK01000010.1	+	17851	19095
NZ_QQRK01000010.1	+	19168	23868
NZ_QQRK01000010.1	+	23982	26819
NZ_QQRK01000010.1	-	26877	28427
NZ_QQRK01000010.1	+	28545	28853
NZ_QQRK01000010.1	+	29041	30843
NZ_QQRK01000010.1	+	31071	32195
NZ_QQRK01000010.1	+	32254	32943
NZ_QQRK01000010.1	+	32961	34262
NZ_QQRK01000010.1	+	34314	34586
NZ_QQRK01000010.1	+	34589	34819
NZ_QQRK01000010.1	+	34820	36616
NZ_QQRK01000010.1	+	36687	37634
NZ_QQRK01000011.1	-	1	2375
NZ_QQRK01000011.1	-	2386	8529
NZ_QQRK01000011.1	-	8516	9847
NZ_QQRK01000011.1	-	9837	11249
NZ_QQRK01000011.1	-	11251	12216
NZ_QQRK01000011.1	-	12216	13316
NZ_QQRK01000011.1	-	13775	14827
NZ_QQRK01000011.1	+	14997	16613
NZ_QQRK01000011.1	+	16657	17985
NZ_QQRK01000011.1	-	17974	18804
NZ_QQRK01000011.1	-	18806	20272
NZ_QQRK01000011.1	-	20395	22542
NZ_QQRK01000011.1	-	22582	23475
NZ_QQRK01000011.1	-	23453	24007
NZ_QQRK01000011.1	-	24041	24469
NZ_QQRK01000011.1	-	24476	24907
NZ_QQRK01000011.1	-	24883	27534
NZ_QQRK01000011.1	+	27609	28292
NZ_QQRK01000011.1	-	28609	29225
NZ_QQRK01000012.1	-	188	319
NZ_QQRK01000012.1	+	439	1503
NZ_QQRK01000012.1	-	2602	2850
NZ_QQRK01000012.1	+	3182	4615
NZ_QQRK01000012.1	+	4608	5342
NZ_QQRK01000012.1	+	5356	5598
NZ_QQRK01000012.1	-	5933	7885
NZ_QQRK01000012.1	-	7962	10244
NZ_QQRK01000012.1	-	10210	11004
NZ_QQRK01000012.1	-	11318	11467
NZ_QQRK01000012.1	+	11607	17534
NZ_QQRK01000012.1	-	17840	19012
NZ_QQRK01000012.1	-	19015	20046
NZ_QQRK01000012.1	-	20049	20912
NZ_QQRK01000012.1	-	20893	21225
NZ_QQRK01000012.1	+	21638	22474
NZ_QQRK01000012.1	+	22477	24795
NZ_QQRK01000012.1	+	24885	26837
NZ_QQRK01000012.1	+	26985	27826
NZ_QQRK01000013.1	-	365	1978
NZ_QQRK01000013.1	-	1989	3080
NZ_QQRK01000013.1	+	4249	5898
NZ_QQRK01000013.1	-	5936	8410
NZ_QQRK01000013.1	-	8424	10922
NZ_QQRK01000013.1	+	11348	11845
NZ_QQRK01000013.1	+	11857	12222
NZ_QQRK01000013.1	+	12429	16091
NZ_QQRK01000013.1	+	16148	20386
NZ_QQRK01000013.1	+	20393	20812
NZ_QQRK01000013.1	+	20874	22094
NZ_QQRK01000013.1	+	22620	24707
NZ_QQRK01000013.1	+	24730	27186
NZ_QQRK01000014.1	+	1	553
NZ_QQRK01000014.1	+	522	1223
NZ_QQRK01000014.1	-	1388	1582
NZ_QQRK01000014.1	-	1638	1991
NZ_QQRK01000014.1	-	2037	2231
NZ_QQRK01000014.1	-	2224	2877
NZ_QQRK01000014.1	-	3113	4549
NZ_QQRK01000014.1	-	4645	5436
NZ_QQRK01000014.1	+	5511	5786
NZ_QQRK01000014.1	-	5815	6885
NZ_QQRK01000014.1	-	6937	7596
NZ_QQRK01000014.1	+	7748	8047
NZ_QQRK01000014.1	+	8056	8310
NZ_QQRK01000014.1	-	8570	9394
NZ_QQRK01000014.1	+	9523	9619
NZ_QQRK01000014.1	+	9647	10750
NZ_QQRK01000014.1	+	10963	12417
NZ_QQRK01000014.1	+	12543	13490
NZ_QQRK01000014.1	-	13751	13834
NZ_QQRK01000014.1	+	13943	16735
NZ_QQRK01000014.1	+	16780	17865
NZ_QQRK01000014.1	+	17852	18568
NZ_QQRK01000014.1	+	18629	20032
NZ_QQRK01000014.1	+	20023	20445
NZ_QQRK01000014.1	+	20438	20962
NZ_QQRK01000014.1	+	20952	21707
NZ_QQRK01000014.1	-	21714	21788
NZ_QQRK01000014.1	+	21847	22452
NZ_QQRK01000014.1	+	22436	23086
NZ_QQRK01000014.1	+	23096	23908
NZ_QQRK01000015.1	-	96	1253
NZ_QQRK01000015.1	-	1298	1630
NZ_QQRK01000015.1	-	1725	2933
NZ_QQRK01000015.1	-	2937	3308
NZ_QQRK01000015.1	-	3393	4652
NZ_QQRK01000015.1	-	4654	5463
NZ_QQRK01000015.1	+	5617	6630
NZ_QQRK01000015.1	+	6752	8173
NZ_QQRK01000015.1	+	8227	8460
NZ_QQRK01000015.1	+	8466	10550
NZ_QQRK01000015.1	-	10650	12569
NZ_QQRK01000015.1	-	12668	13678
NZ_QQRK01000015.1	+	13889	15817
NZ_QQRK01000015.1	+	15810	18350
NZ_QQRK01000015.1	+	18350	21010
NZ_QQRK01000015.1	+	20988	21581
NZ_QQRK01000015.1	-	21698	22201
NZ_QQRK01000016.1	-	1	4749
NZ_QQRK01000016.1	-	5091	5687
NZ_QQRK01000016.1	-	5829	6626
NZ_QQRK01000016.1	-	6703	6778
NZ_QQRK01000016.1	-	6879	8015
NZ_QQRK01000016.1	-	8103	8990
NZ_QQRK01000016.1	-	9111	17066
NZ_QQRK01000016.1	+	17258	17842
NZ_QQRK01000016.1	+	17856	18461
