Orthogroup	MFC_MF11_genes	MHP_MHP691_genes
OG0000000	DR093_RS03040	DR087_RS03475
OG0000001	DR093_RS00830, DR093_RS00825	DR087_RS03325, DR087_RS03335, DR087_RS04015, DR087_RS04300, DR087_RS03255
OG0000002	DR093_RS04025	DR087_RS04740
OG0000002	DR093_RS03845	DR087_RS04755
OG0000003	DR093_RS04030	DR087_RS04750
OG0000007	DR093_RS02845	DR087_RS03535
OG0000007	DR093_RS02840	DR087_RS03530
OG0000007	DR093_RS02835	DR087_RS04335, DR087_RS03525
OG0000011	DR093_RS03025	DR087_RS01510, DR087_RS04590
OG0000011	DR093_RS03260	DR087_RS01515
OG0000013	DR093_RS01095, DR093_RS01090	DR087_RS01680
OG0000013	DR093_RS03220	DR087_RS04185
OG0000014	DR093_RS03805	DR087_RS03505, DR087_RS03520
OG0000016	DR093_RS00770	DR087_RS01400
OG0000016	DR093_RS00190	DR087_RS02395
OG0000017	DR093_RS00175	DR087_RS02410
OG0000017	DR093_RS00760	DR087_RS01410
OG0000018	DR093_RS03935	DR087_RS04435
OG0000020	DR093_RS03835	DR087_RS04440
OG0000020	DR093_RS03830	DR087_RS04445
OG0000022	DR093_RS03840	DR087_RS04630
OG0000023	DR093_RS01985	DR087_RS01210, DR087_RS00330
OG0000024	DR093_RS00835	DR087_RS03250
OG0000025	DR093_RS01230	DR087_RS02095
OG0000026	DR093_RS02030	DR087_RS01165, DR087_RS02075
OG0000027	DR093_RS01425	DR087_RS04635
OG0000027	DR093_RS03885	DR087_RS04475
OG0000029	DR093_RS00605	DR087_RS02775, DR087_RS03175
OG0000030	DR093_RS03890	DR087_RS04640, DR087_RS04470
OG0000031	DR093_RS02685	DR087_RS03210
OG0000032	DR093_RS01420	DR087_RS03235, DR087_RS00575
OG0000033	DR093_RS01115	DR087_RS04070
OG0000039	DR093_RS00665	DR087_RS03190
OG0000040	DR093_RS02380, DR093_RS03230	DR087_RS02165
OG0000042	DR093_RS00660, DR093_RS03365, DR093_RS00810	DR087_RS03360
OG0000043	DR093_RS02660	DR087_RS01545
OG0000045	DR093_RS00670	DR087_RS03185
OG0000047	DR093_RS00840	DR087_RS00340
OG0000048	DR093_RS03685, DR093_RS03690	DR087_RS00140
OG0000049	DR093_RS03590	DR087_RS01000
OG0000050	DR093_RS04015	DR087_RS02450
OG0000051	DR093_RS01745	DR087_RS01275
OG0000052	DR093_RS00140	DR087_RS00505
OG0000053	DR093_RS03940	DR087_RS04540
OG0000054	DR093_RS01140	DR087_RS02475
OG0000056	DR093_RS01205	DR087_RS00765
OG0000057	DR093_RS00685	DR087_RS01485
OG0000062	DR093_RS00025	DR087_RS00395
OG0000063	DR093_RS03775	DR087_RS04450
OG0000064	DR093_RS00010	DR087_RS00380
OG0000065	DR093_RS01890	DR087_RS00215
OG0000066	DR093_RS02020	DR087_RS01175
OG0000067	DR093_RS00530	DR087_RS02860
OG0000068	DR093_RS00640	DR087_RS03140
OG0000069	DR093_RS00795	DR087_RS01375
OG0000070	DR093_RS01120	DR087_RS02480
OG0000071	DR093_RS02370	DR087_RS00780
OG0000072	DR093_RS03980	DR087_RS02175
OG0000073	DR093_RS02505	DR087_RS02200
OG0000074	DR093_RS03915	DR087_RS04685
OG0000075	DR093_RS00360	DR087_RS01860
OG0000077	DR093_RS00460	DR087_RS03060
