Orthogroup	MHP_116_genes	MHP_MHP653_genes
OG0000000	ABJ972_RS02145	DR096_RS03590
OG0000000	ABJ972_RS02085	DR096_RS03425
OG0000000	ABJ972_RS02100	DR096_RS04410
OG0000000	ABJ972_RS02265	DR096_RS03550
OG0000000	ABJ972_RS02270	DR096_RS04445
OG0000000	ABJ972_RS01695	DR096_RS04160, DR096_RS02065, DR096_RS03340
OG0000001	ABJ972_RS01270	DR096_RS01680
OG0000001	ABJ972_RS01265	DR096_RS01685
OG0000001	ABJ972_RS02675	DR096_RS04085
OG0000002	ABJ972_RS02150	DR096_RS04275
OG0000002	ABJ972_RS02105	DR096_RS04810
OG0000002	ABJ972_RS01715	DR096_RS04795
OG0000003	ABJ972_RS01765	DR096_RS03740
OG0000003	ABJ972_RS02140	DR096_RS04435
OG0000003	ABJ972_RS01815	DR096_RS04825
OG0000005	ABJ972_RS00100	DR096_RS02575
OG0000005	ABJ972_RS00105	DR096_RS02565
OG0000005	ABJ972_RS00110	DR096_RS02560, DR096_RS04715
OG0000006	ABJ972_RS02440	DR096_RS04365
OG0000006	ABJ972_RS02305	DR096_RS01695
OG0000007	ABJ972_RS02135	DR096_RS03505
OG0000007	ABJ972_RS02130	DR096_RS03510
OG0000007	ABJ972_RS02125	DR096_RS00630
OG0000008	ABJ972_RS02445	DR096_RS04360
OG0000009	ABJ972_RS00085	DR096_RS02590
OG0000009	ABJ972_RS01180	DR096_RS02300
OG0000010	ABJ972_RS01825	DR096_RS00395
OG0000010	ABJ972_RS00095	DR096_RS02570
OG0000011	ABJ972_RS01915	DR096_RS00490
OG0000011	ABJ972_RS01910	DR096_RS00485
OG0000012	ABJ972_RS01840	DR096_RS03785
OG0000013	ABJ972_RS02350	DR096_RS04100
OG0000013	ABJ972_RS00170	DR096_RS03875
OG0000014	ABJ972_RS00580	DR096_RS03315
OG0000014	ABJ972_RS01065	DR096_RS04790
OG0000015	ABJ972_RS01545, ABJ972_RS01610	DR096_RS01405
OG0000016	ABJ972_RS02765	DR096_RS01150
OG0000016	ABJ972_RS00155	DR096_RS00345
OG0000017	ABJ972_RS00140	DR096_RS00360
OG0000017	ABJ972_RS02775	DR096_RS01140
OG0000018	ABJ972_RS01310	DR096_RS04640
OG0000019	ABJ972_RS02935	DR096_RS03940
OG0000020	ABJ972_RS03450	DR096_RS03230
OG0000020	ABJ972_RS03455	DR096_RS04775
OG0000022	ABJ972_RS01635	DR096_RS01995
OG0000022	ABJ972_RS01690	DR096_RS04665
