Orthogroup	MHP_116_genes	MHP_KM014_genes
OG0000000	ABJ972_RS02085	CIB43_RS03015
OG0000000	ABJ972_RS02100	CIB43_RS03040
OG0000000	ABJ972_RS02080	CIB43_RS03010
OG0000000	ABJ972_RS01695	CIB43_RS02595, CIB43_RS02600
OG0000001	ABJ972_RS01265	CIB43_RS02150
OG0000001	ABJ972_RS02675	CIB43_RS03670
OG0000002	ABJ972_RS02150	CIB43_RS03100
OG0000002	ABJ972_RS01715	CIB43_RS02610
OG0000003	ABJ972_RS01765, ABJ972_RS00485	CIB43_RS01390
OG0000003	ABJ972_RS01815	CIB43_RS02725
OG0000004	ABJ972_RS03105	CIB43_RS00290
OG0000004	ABJ972_RS03100	CIB43_RS00275
OG0000005	ABJ972_RS00100	CIB43_RS00810
OG0000006	ABJ972_RS02440	CIB43_RS03435
OG0000006	ABJ972_RS02305, ABJ972_RS02275	CIB43_RS03420
OG0000007	ABJ972_RS02135	CIB43_RS03095
OG0000007	ABJ972_RS02130	CIB43_RS03080
OG0000007	ABJ972_RS02125	CIB43_RS03075
OG0000008	ABJ972_RS02260	CIB43_RS03225
OG0000009	ABJ972_RS00085	CIB43_RS00790
OG0000009	ABJ972_RS00990	CIB43_RS01550
OG0000010	ABJ972_RS01825	CIB43_RS02735
OG0000010	ABJ972_RS00095	CIB43_RS00795
OG0000011	ABJ972_RS01915	CIB43_RS02845, CIB43_RS02850
OG0000014	ABJ972_RS00580	CIB43_RS01485
OG0000014	ABJ972_RS01075	CIB43_RS01955
OG0000015	ABJ972_RS01545	CIB43_RS01220
OG0000016	ABJ972_RS02765	CIB43_RS03755
OG0000017	ABJ972_RS00140	CIB43_RS00855
OG0000017	ABJ972_RS02775	CIB43_RS03765
OG0000018	ABJ972_RS01310	CIB43_RS02195, CIB43_RS01250, CIB43_RS01185
OG0000019	ABJ972_RS02935	CIB43_RS00115
OG0000019	ABJ972_RS02950	CIB43_RS03950, CIB43_RS00005
OG0000020	ABJ972_RS03455	CIB43_RS00635
OG0000021	ABJ972_RS00490	CIB43_RS02635
OG0000022	ABJ972_RS01690	CIB43_RS02590
OG0000024	ABJ972_RS01260	CIB43_RS02140
OG0000025	ABJ972_RS01685	CIB43_RS02585
OG0000026	ABJ972_RS01665	CIB43_RS02565
OG0000028	ABJ972_RS02360	CIB43_RS03325
OG0000035	ABJ972_RS03115	CIB43_RS00280
OG0000037	ABJ972_RS01560	CIB43_RS02465
OG0000039	ABJ972_RS01595	CIB43_RS02500
OG0000041	ABJ972_RS01000	CIB43_RS03980
OG0000042	ABJ972_RS02860	CIB43_RS03855
OG0000043	ABJ972_RS01880	CIB43_RS02825
OG0000043	ABJ972_RS01880	CIB43_RS00070
OG0000045	ABJ972_RS01600	CIB43_RS02520
OG0000048	ABJ972_RS02065	CIB43_RS02995
OG0000049	ABJ972_RS02960	CIB43_RS00150
OG0000051	ABJ972_RS02590	CIB43_RS03575
OG0000052	ABJ972_RS00075	CIB43_RS00775
OG0000053	ABJ972_RS01435	CIB43_RS02315
OG0000054	ABJ972_RS02415	CIB43_RS03395
OG0000055	ABJ972_RS00120	CIB43_RS00835
OG0000056	ABJ972_RS03435	CIB43_RS00630, CIB43_RS03960
OG0000057	ABJ972_RS02845	CIB43_RS03840
OG0000060	ABJ972_RS01185	CIB43_RS00780
OG0000061	ABJ972_RS01835	CIB43_RS02745
OG0000062	ABJ972_RS03485, ABJ972_RS03515	CIB43_RS00675
OG0000063	ABJ972_RS03510, ABJ972_RS03480	CIB43_RS00660
OG0000064	ABJ972_RS03470	CIB43_RS00650
OG0000065	ABJ972_RS02200	CIB43_RS03145
OG0000068	ABJ972_RS01025	CIB43_RS01520
OG0000069	ABJ972_RS02740	CIB43_RS03740
OG0000070	ABJ972_RS02420	CIB43_RS03400
OG0000071	ABJ972_RS03180	CIB43_RS00360
OG0000072	ABJ972_RS03185	CIB43_RS00375
OG0000073	ABJ972_RS00965	CIB43_RS01580
OG0000075	ABJ972_RS00325	CIB43_RS01060
OG0000077	ABJ972_RS00425	CIB43_RS01330
OG0000078	ABJ972_RS01655	CIB43_RS02560
OG0000079	ABJ972_RS02495	CIB43_RS03480
OG0000080	ABJ972_RS02540	CIB43_RS03525
OG0000081	ABJ972_RS00320	CIB43_RS01055
OG0000082	ABJ972_RS02345	CIB43_RS03315
OG0000083	ABJ972_RS01985	CIB43_RS02935
OG0000084	ABJ972_RS02015	CIB43_RS02955
OG0000086	ABJ972_RS02030	CIB43_RS02970
OG0000087	ABJ972_RS02045	CIB43_RS02975
OG0000088	ABJ972_RS02050	CIB43_RS02980
OG0000089	ABJ972_RS02060	CIB43_RS02990
OG0000090	ABJ972_RS00070	CIB43_RS00770
OG0000091	ABJ972_RS00055	CIB43_RS00760
OG0000092	ABJ972_RS00040	CIB43_RS00745
OG0000093	ABJ972_RS00035	CIB43_RS00735
OG0000094	ABJ972_RS00030	CIB43_RS00730
OG0000095	ABJ972_RS00005	CIB43_RS00715
OG0000096	ABJ972_RS03550	CIB43_RS00700
OG0000097	ABJ972_RS03530	CIB43_RS00690
OG0000100	ABJ972_RS03425	CIB43_RS00610
OG0000101	ABJ972_RS03420	CIB43_RS00600
OG0000102	ABJ972_RS01680	CIB43_RS02580
OG0000103	ABJ972_RS02165	CIB43_RS03110
OG0000104	ABJ972_RS02170	CIB43_RS03120
OG0000105	ABJ972_RS02185	CIB43_RS03130
OG0000106	ABJ972_RS02195	CIB43_RS03140
OG0000107	ABJ972_RS02205	CIB43_RS03150
OG0000108	ABJ972_RS02210	CIB43_RS03155
OG0000109	ABJ972_RS02215	CIB43_RS03160
OG0000110	ABJ972_RS02335	CIB43_RS03290
OG0000111	ABJ972_RS02330	CIB43_RS03285
OG0000112	ABJ972_RS02320	CIB43_RS03280
OG0000113	ABJ972_RS02300	CIB43_RS03260
OG0000114	ABJ972_RS02290	CIB43_RS03245
OG0000115	ABJ972_RS02280	CIB43_RS03230
OG0000116	ABJ972_RS01285	CIB43_RS02165
OG0000117	ABJ972_RS01290	CIB43_RS02170
OG0000118	ABJ972_RS01325	CIB43_RS02205
OG0000119	ABJ972_RS01330	CIB43_RS02210
OG0000120	ABJ972_RS01345	CIB43_RS02230
OG0000121	ABJ972_RS01370	CIB43_RS02250
OG0000122	ABJ972_RS01375	CIB43_RS02255
OG0000123	ABJ972_RS01395	CIB43_RS02275
OG0000124	ABJ972_RS01400	CIB43_RS02280
OG0000125	ABJ972_RS01405	CIB43_RS02285
OG0000126	ABJ972_RS01415	CIB43_RS02295
OG0000127	ABJ972_RS01425	CIB43_RS02305
OG0000128	ABJ972_RS01440	CIB43_RS02320
OG0000129	ABJ972_RS01445	CIB43_RS02330
OG0000130	ABJ972_RS01455	CIB43_RS02335
OG0000131	ABJ972_RS01485	CIB43_RS02370
OG0000132	ABJ972_RS01500	CIB43_RS02385
OG0000133	ABJ972_RS00515	CIB43_RS01415
OG0000134	ABJ972_RS00520	CIB43_RS01425
OG0000135	ABJ972_RS00535	CIB43_RS01435
OG0000136	ABJ972_RS00540	CIB43_RS01440
OG0000137	ABJ972_RS00570	CIB43_RS01470
OG0000138	ABJ972_RS01050	CIB43_RS01495
OG0000139	ABJ972_RS01020	CIB43_RS01525
OG0000140	ABJ972_RS01015	CIB43_RS01540
OG0000141	ABJ972_RS02855	CIB43_RS03850
OG0000142	ABJ972_RS02850	CIB43_RS03845
OG0000143	ABJ972_RS02830	CIB43_RS03835
OG0000144	ABJ972_RS02820	CIB43_RS03815
OG0000145	ABJ972_RS02810	CIB43_RS03805
OG0000146	ABJ972_RS02800	CIB43_RS03790
OG0000147	ABJ972_RS02795	CIB43_RS03785
OG0000148	ABJ972_RS02780	CIB43_RS03780
OG0000149	ABJ972_RS02770	CIB43_RS03760
OG0000150	ABJ972_RS02755	CIB43_RS03745
OG0000151	ABJ972_RS02705	CIB43_RS03700
OG0000152	ABJ972_RS02700	CIB43_RS03695
OG0000153	ABJ972_RS02695	CIB43_RS03690
OG0000154	ABJ972_RS02685	CIB43_RS03680
OG0000155	ABJ972_RS02650	CIB43_RS03645
OG0000156	ABJ972_RS02645	CIB43_RS03635
OG0000157	ABJ972_RS02635	CIB43_RS03625
OG0000158	ABJ972_RS02625	CIB43_RS03620
OG0000159	ABJ972_RS02405	CIB43_RS03385
OG0000160	ABJ972_RS02400	CIB43_RS03380
OG0000161	ABJ972_RS02395	CIB43_RS03375
OG0000163	ABJ972_RS02380	CIB43_RS03370
OG0000164	ABJ972_RS01585	CIB43_RS02495
OG0000165	ABJ972_RS01905	CIB43_RS02840
OG0000166	ABJ972_RS01925	CIB43_RS02860
OG0000167	ABJ972_RS01940	CIB43_RS02875
OG0000168	ABJ972_RS01945	CIB43_RS02880
OG0000169	ABJ972_RS02955	CIB43_RS00130
OG0000171	ABJ972_RS02980	CIB43_RS00155
OG0000172	ABJ972_RS02985	CIB43_RS00160
OG0000173	ABJ972_RS02990	CIB43_RS00165
OG0000174	ABJ972_RS02995	CIB43_RS00170
OG0000175	ABJ972_RS03010	CIB43_RS00190
OG0000176	ABJ972_RS03055	CIB43_RS00235
OG0000177	ABJ972_RS03060	CIB43_RS00240
OG0000178	ABJ972_RS03065	CIB43_RS00245
OG0000179	ABJ972_RS03075	CIB43_RS00255
OG0000180	ABJ972_RS03080	CIB43_RS00260
OG0000181	ABJ972_RS03130	CIB43_RS00310
OG0000182	ABJ972_RS03140	CIB43_RS00320
OG0000183	ABJ972_RS03175	CIB43_RS00355
OG0000184	ABJ972_RS03220	CIB43_RS00430
OG0000185	ABJ972_RS03205	CIB43_RS00380
OG0000186	ABJ972_RS01510	CIB43_RS02400
OG0000187	ABJ972_RS01525	CIB43_RS02410
OG0000188	ABJ972_RS01535	CIB43_RS02425
OG0000189	ABJ972_RS02250	CIB43_RS03200
OG0000190	ABJ972_RS02245	CIB43_RS03195
OG0000191	ABJ972_RS02225	CIB43_RS03180
OG0000192	ABJ972_RS01205	CIB43_RS02085
OG0000193	ABJ972_RS01195	CIB43_RS02075
OG0000194	ABJ972_RS00980	CIB43_RS01560
OG0000195	ABJ972_RS00975	CIB43_RS01565
OG0000196	ABJ972_RS00955	CIB43_RS01585
OG0000197	ABJ972_RS00950	CIB43_RS01590
OG0000198	ABJ972_RS00930	CIB43_RS01605
OG0000199	ABJ972_RS00925	CIB43_RS01615
OG0000200	ABJ972_RS00910	CIB43_RS01630
OG0000201	ABJ972_RS00900	CIB43_RS01635
OG0000202	ABJ972_RS00845	CIB43_RS01690
OG0000203	ABJ972_RS00840	CIB43_RS01695
OG0000204	ABJ972_RS00835	CIB43_RS01700
OG0000205	ABJ972_RS00830	CIB43_RS01705
OG0000206	ABJ972_RS00810	CIB43_RS01735
OG0000207	ABJ972_RS00795	CIB43_RS01740
OG0000208	ABJ972_RS00790	CIB43_RS01745
OG0000209	ABJ972_RS00785	CIB43_RS01750
OG0000210	ABJ972_RS00740	CIB43_RS01800
OG0000211	ABJ972_RS00730	CIB43_RS01805
OG0000212	ABJ972_RS00720	CIB43_RS01815
OG0000213	ABJ972_RS00715	CIB43_RS01820
OG0000214	ABJ972_RS00710	CIB43_RS01825
OG0000215	ABJ972_RS00705	CIB43_RS01830
OG0000216	ABJ972_RS00700	CIB43_RS01835
OG0000217	ABJ972_RS00695	CIB43_RS01845
OG0000218	ABJ972_RS00685	CIB43_RS01850
OG0000219	ABJ972_RS00680	CIB43_RS01855
OG0000220	ABJ972_RS00675	CIB43_RS01860
OG0000221	ABJ972_RS00670	CIB43_RS01865
OG0000222	ABJ972_RS00665	CIB43_RS01870
OG0000223	ABJ972_RS00660	CIB43_RS01875
OG0000225	ABJ972_RS00640	CIB43_RS01895
OG0000226	ABJ972_RS00635	CIB43_RS01900
OG0000227	ABJ972_RS00630	CIB43_RS01905
OG0000228	ABJ972_RS00625	CIB43_RS01910
OG0000229	ABJ972_RS00620	CIB43_RS01915
OG0000230	ABJ972_RS00615	CIB43_RS01920
OG0000231	ABJ972_RS00605	CIB43_RS01935
OG0000232	ABJ972_RS00595	CIB43_RS01940
OG0000233	ABJ972_RS01080	CIB43_RS01965
OG0000234	ABJ972_RS01115	CIB43_RS02000
OG0000235	ABJ972_RS01125	CIB43_RS02005
OG0000236	ABJ972_RS01130	CIB43_RS02010
OG0000237	ABJ972_RS01135	CIB43_RS02015
OG0000238	ABJ972_RS01140	CIB43_RS02025
OG0000239	ABJ972_RS02865	CIB43_RS03860
OG0000240	ABJ972_RS02870	CIB43_RS03870
OG0000241	ABJ972_RS02880	CIB43_RS03875
OG0000242	ABJ972_RS02885	CIB43_RS03880
OG0000243	ABJ972_RS02890	CIB43_RS03885
OG0000244	ABJ972_RS02900	CIB43_RS03900
OG0000245	ABJ972_RS02910	CIB43_RS03905
OG0000246	ABJ972_RS00125	CIB43_RS00845
OG0000247	ABJ972_RS00135	CIB43_RS00850
OG0000248	ABJ972_RS00145	CIB43_RS00875
OG0000250	ABJ972_RS00165	CIB43_RS00885
OG0000251	ABJ972_RS00195	CIB43_RS00925
OG0000252	ABJ972_RS00205	CIB43_RS00930
OG0000253	ABJ972_RS00210	CIB43_RS00940
OG0000254	ABJ972_RS00220	CIB43_RS00950
OG0000255	ABJ972_RS00225	CIB43_RS00955
OG0000256	ABJ972_RS00230	CIB43_RS00960
OG0000257	ABJ972_RS00255	CIB43_RS00985
OG0000258	ABJ972_RS00265	CIB43_RS01015
OG0000259	ABJ972_RS00295	CIB43_RS01030
OG0000260	ABJ972_RS00305	CIB43_RS01045
OG0000262	ABJ972_RS00330	CIB43_RS01075
OG0000263	ABJ972_RS00345	CIB43_RS01080
OG0000264	ABJ972_RS00360	CIB43_RS01100
OG0000265	ABJ972_RS00370	CIB43_RS01110
OG0000266	ABJ972_RS00385	CIB43_RS01120
OG0000267	ABJ972_RS00400	CIB43_RS01135
OG0000268	ABJ972_RS00405	CIB43_RS01305
OG0000269	ABJ972_RS00420	CIB43_RS01320
OG0000270	ABJ972_RS03395	CIB43_RS00575
OG0000271	ABJ972_RS03390	CIB43_RS00570
OG0000272	ABJ972_RS03385	CIB43_RS00565
OG0000273	ABJ972_RS03380	CIB43_RS00560
OG0000274	ABJ972_RS03360	CIB43_RS00545
OG0000275	ABJ972_RS03355	CIB43_RS00535
OG0000276	ABJ972_RS03350	CIB43_RS00530
OG0000277	ABJ972_RS03340	CIB43_RS00525
OG0000278	ABJ972_RS03335	CIB43_RS00515
OG0000279	ABJ972_RS03325	CIB43_RS00510
OG0000280	ABJ972_RS03320	CIB43_RS00500
OG0000281	ABJ972_RS03315	CIB43_RS00495
OG0000283	ABJ972_RS03285	CIB43_RS00475
OG0000284	ABJ972_RS03280	CIB43_RS00460
OG0000285	ABJ972_RS03275	CIB43_RS00455
OG0000286	ABJ972_RS02365	CIB43_RS03345
OG0000287	ABJ972_RS02455	CIB43_RS03440
OG0000288	ABJ972_RS02465	CIB43_RS03450
OG0000289	ABJ972_RS02470	CIB43_RS03455
OG0000290	ABJ972_RS02580	CIB43_RS03565
OG0000291	ABJ972_RS02570	CIB43_RS03560
OG0000292	ABJ972_RS02565	CIB43_RS03550
OG0000293	ABJ972_RS02560	CIB43_RS03545
OG0000294	ABJ972_RS02550	CIB43_RS03540
OG0000295	ABJ972_RS02545	CIB43_RS03530
OG0000296	ABJ972_RS02505	CIB43_RS03495
OG0000297	ABJ972_RS02500	CIB43_RS03485
OG0000298	ABJ972_RS00160	CIB43_RS00880
OG0000299	ABJ972_RS00180	CIB43_RS00915
OG0000300	ABJ972_RS00355	CIB43_RS01090
OG0000301	ABJ972_RS00390	CIB43_RS01125
OG0000302	ABJ972_RS00395	CIB43_RS01130
OG0000303	ABJ972_RS00545	CIB43_RS01455
OG0000304	ABJ972_RS00590	CIB43_RS01950
OG0000305	ABJ972_RS02805	CIB43_RS03795
OG0000306	ABJ972_RS02730	CIB43_RS03725
OG0000307	ABJ972_RS02690	CIB43_RS03685
OG0000308	ABJ972_RS02600	CIB43_RS03600
OG0000309	ABJ972_RS02535	CIB43_RS03520
OG0000310	ABJ972_RS02460	CIB43_RS03445
OG0000311	ABJ972_RS02425	CIB43_RS03405
OG0000312	ABJ972_RS02410	CIB43_RS03390
OG0000313	ABJ972_RS01575	CIB43_RS02485
OG0000314	ABJ972_RS01920	CIB43_RS02855
OG0000315	ABJ972_RS01950	CIB43_RS02885
OG0000316	ABJ972_RS01960	CIB43_RS02895
OG0000317	ABJ972_RS02055	CIB43_RS02985
OG0000318	ABJ972_RS01965	CIB43_RS02900
OG0000319	ABJ972_RS02180	CIB43_RS03125
OG0000320	ABJ972_RS02310	CIB43_RS03270
OG0000321	ABJ972_RS01320	CIB43_RS02200
OG0000322	ABJ972_RS01365	CIB43_RS02245
OG0000323	ABJ972_RS01495	CIB43_RS02375
OG0000324	ABJ972_RS02220	CIB43_RS03170
OG0000325	ABJ972_RS00970	CIB43_RS01570
OG0000326	ABJ972_RS00870	CIB43_RS01665
OG0000327	ABJ972_RS00865	CIB43_RS01670
OG0000328	ABJ972_RS00780	CIB43_RS01760
OG0000329	ABJ972_RS00760	CIB43_RS01775
OG0000330	ABJ972_RS01090	CIB43_RS01970
OG0000331	ABJ972_RS02895	CIB43_RS03890
OG0000332	ABJ972_RS03020	CIB43_RS00200
OG0000333	ABJ972_RS03030	CIB43_RS00210
OG0000334	ABJ972_RS03135	CIB43_RS00315
OG0000335	ABJ972_RS03145	CIB43_RS00340
OG0000336	ABJ972_RS03305	CIB43_RS00485
OG0000337	ABJ972_RS03505	CIB43_RS00655
OG0000338	ABJ972_RS03545	CIB43_RS00695
OG0000339	ABJ972_RS02285	CIB43_RS03235
OG0000340	ABJ972_RS01300	CIB43_RS02185
OG0000341	ABJ972_RS02240	CIB43_RS03190
OG0000342	ABJ972_RS00935	CIB43_RS01600
OG0000343	ABJ972_RS03040	CIB43_RS00215
OG0000344	ABJ972_RS00560	CIB43_RS01465
OG0000345	ABJ972_RS00645	CIB43_RS01890
OG0000346	ABJ972_RS03310	CIB43_RS00490
OG0000347	ABJ972_RS01390	CIB43_RS02270
OG0000348	ABJ972_RS00860	CIB43_RS01685
OG0000349	ABJ972_RS03370	CIB43_RS00550
OG0000350	ABJ972_RS02680	CIB43_RS03675
OG0000351	ABJ972_RS00480	CIB43_RS01385
OG0000352	ABJ972_RS01900	CIB43_RS02830
OG0000353	ABJ972_RS01360	CIB43_RS02240
OG0000354	ABJ972_RS01035	CIB43_RS01515
OG0000355	ABJ972_RS01875	CIB43_RS02805
OG0000356	ABJ972_RS01955	CIB43_RS02890
OG0000357	ABJ972_RS03000	CIB43_RS00175
OG0000358	ABJ972_RS03005	CIB43_RS00180
OG0000359	ABJ972_RS00890	CIB43_RS01650
OG0000360	ABJ972_RS00260	CIB43_RS00990
OG0000361	ABJ972_RS00290	CIB43_RS01020
OG0000362	ABJ972_RS02480	CIB43_RS03475
OG0000363	ABJ972_RS01430	CIB43_RS02310
OG0000369	ABJ972_RS00025	CIB43_RS00725
OG0000370	ABJ972_RS00020	CIB43_RS00720
OG0000378	ABJ972_RS01280	CIB43_RS02160
OG0000379	ABJ972_RS01355	CIB43_RS02235
OG0000380	ABJ972_RS01380	CIB43_RS02260
OG0000381	ABJ972_RS01420	CIB43_RS02300
OG0000385	ABJ972_RS00505	CIB43_RS01405
OG0000389	ABJ972_RS01055	CIB43_RS01490
OG0000394	ABJ972_RS02660	CIB43_RS03660
OG0000396	ABJ972_RS02370	CIB43_RS03350
OG0000403	ABJ972_RS03045	CIB43_RS00220
OG0000404	ABJ972_RS03070	CIB43_RS00250
OG0000405	ABJ972_RS03090	CIB43_RS00265
OG0000409	ABJ972_RS03165	CIB43_RS00345
OG0000412	ABJ972_RS03210	CIB43_RS00390
OG0000417	ABJ972_RS02235	CIB43_RS03185
OG0000428	ABJ972_RS00750	CIB43_RS01785
OG0000429	ABJ972_RS00655	CIB43_RS01885
OG0000430	ABJ972_RS00610	CIB43_RS01925
OG0000434	ABJ972_RS01105	CIB43_RS01985
OG0000436	ABJ972_RS01145	CIB43_RS02030
OG0000437	ABJ972_RS01155	CIB43_RS02065
OG0000441	ABJ972_RS02915	CIB43_RS03910
OG0000451	ABJ972_RS00350	CIB43_RS01085
OG0000453	ABJ972_RS00410	CIB43_RS01315
OG0000457	ABJ972_RS03270	CIB43_RS00450
OG0000459	ABJ972_RS02475	CIB43_RS03460
OG0000463	ABJ972_RS02520	CIB43_RS03515
OG0000464	ABJ972_RS02515	CIB43_RS03500
OG0000466	ABJ972_RS00380	CIB43_RS01115
OG0000468	ABJ972_RS01930	CIB43_RS02870
OG0000471	ABJ972_RS00745	CIB43_RS01790
OG0000473	ABJ972_RS03400	CIB43_RS00580
OG0000474	ABJ972_RS03405	CIB43_RS00585
OG0000475	ABJ972_RS03410	CIB43_RS00595
OG0000482	ABJ972_RS01200	CIB43_RS02080
OG0000485	ABJ972_RS01150	CIB43_RS02035
OG0000486	ABJ972_RS02255	CIB43_RS03205
OG0000487	ABJ972_RS01970	CIB43_RS02915
OG0000488	ABJ972_RS02010	CIB43_RS02940
OG0000489	ABJ972_RS00050	CIB43_RS00750
OG0000491	ABJ972_RS01335	CIB43_RS02220
OG0000492	ABJ972_RS01410	CIB43_RS02290
OG0000495	ABJ972_RS02760	CIB43_RS03750
OG0000502	ABJ972_RS01190	CIB43_RS02070
OG0000504	ABJ972_RS00770	CIB43_RS01770
OG0000506	ABJ972_RS00725	CIB43_RS01810
OG0000508	ABJ972_RS00235	CIB43_RS00980
OG0000517	ABJ972_RS00065	CIB43_RS00765
OG0000519	ABJ972_RS00880	CIB43_RS01660
OG0000520	ABJ972_RS00755	CIB43_RS01780
OG0000523	ABJ972_RS03265	CIB43_RS00445
OG0000526	ABJ972_RS01800, ABJ972_RS01810	CIB43_RS02720
OG0000527	ABJ972_RS01725	CIB43_RS02640
OG0000529	ABJ972_RS02190	CIB43_RS03135
OG0000530	ABJ972_RS02295	CIB43_RS03250
OG0000531	ABJ972_RS01385	CIB43_RS02265
OG0000537	ABJ972_RS00945	CIB43_RS01595
OG0000538	ABJ972_RS01110	CIB43_RS01990
OG0000544	ABJ972_RS01240	CIB43_RS02125
OG0000545	ABJ972_RS01790	CIB43_RS02715
OG0000546	ABJ972_RS02710	CIB43_RS03705
OG0000552	ABJ972_RS03050	CIB43_RS00225
OG0000553	ABJ972_RS02620	CIB43_RS03610
OG0000554	ABJ972_RS02340	CIB43_RS03295
OG0000557	ABJ972_RS01250	CIB43_RS02130
OG0000558	ABJ972_RS01220	CIB43_RS02100
OG0000559	ABJ972_RS01675	CIB43_RS02575
OG0000560	ABJ972_RS01780	CIB43_RS02680
OG0000561	ABJ972_RS01095	CIB43_RS01980
OG0000562	ABJ972_RS01785	CIB43_RS02685
OG0000563	ABJ972_RS01770	CIB43_RS02670
OG0000564	ABJ972_RS01275	CIB43_RS02155
OG0000565	ABJ972_RS01845	CIB43_RS02760
OG0000566	ABJ972_RS01830	CIB43_RS02740
OG0000568	ABJ972_RS00985	CIB43_RS01555
OG0000569	ABJ972_RS01225	CIB43_RS02105
OG0000570	ABJ972_RS01230	CIB43_RS02110
OG0000571	ABJ972_RS01235	CIB43_RS02115
OG0000572	ABJ972_RS01255	CIB43_RS02135
OG0000573	ABJ972_RS01670	CIB43_RS02570
OG0000574	ABJ972_RS01295	CIB43_RS02175
OG0000575	ABJ972_RS01210	CIB43_RS02090
OG0000576	ABJ972_RS01630	CIB43_RS02530
OG0000577	ABJ972_RS02595	CIB43_RS03580
OG0000579	ABJ972_RS01735	CIB43_RS02660
OG0000580	ABJ972_RS02715	CIB43_RS03710
OG0000581	ABJ972_RS01730	CIB43_RS02645
OG0000585	ABJ972_RS02155	CIB43_RS03105
OG0000588	ABJ972_RS01620	CIB43_RS02525
OG0000589	ABJ972_RS02110	CIB43_RS03055
OG0000592	ABJ972_RS02585	CIB43_RS03570
OG0000594	ABJ972_RS01215	CIB43_RS02095
OG0000595	ABJ972_RS02925	CIB43_RS03920
OG0000597	ABJ972_RS02920	CIB43_RS03915
OG0000601	ABJ972_RS01775	CIB43_RS02675
OG0000606	ABJ972_RS01740	CIB43_RS02655
OG0000609	ABJ972_RS01820	CIB43_RS02730
