Orthogroup	MHP_116_genes	MHP_MHP679_genes
OG0000000	ABJ972_RS02085	DR086_RS03500
OG0000000	ABJ972_RS02265	DR086_RS04585, DR086_RS03600
OG0000000	ABJ972_RS01695	DR086_RS04250, DR086_RS04245
OG0000001	ABJ972_RS01270	DR086_RS03435
OG0000001	ABJ972_RS02675	DR086_RS03200, DR086_RS03195
OG0000002	ABJ972_RS02150	DR086_RS04310
OG0000002	ABJ972_RS02105	DR086_RS05060
OG0000002	ABJ972_RS01715	DR086_RS04880
OG0000003	ABJ972_RS00485	DR086_RS03690
OG0000003	ABJ972_RS02140	DR086_RS04545
OG0000003	ABJ972_RS01815	DR086_RS05085
OG0000004	ABJ972_RS03105, ABJ972_RS03100, ABJ972_RS03110	DR086_RS03630
OG0000004	ABJ972_RS03120	DR086_RS03555
OG0000004	ABJ972_RS02940	DR086_RS00615
OG0000005	ABJ972_RS00100	DR086_RS03245
OG0000005	ABJ972_RS00105	DR086_RS03255
OG0000005	ABJ972_RS00110	DR086_RS05035
OG0000006	ABJ972_RS02440	DR086_RS04315
OG0000006	ABJ972_RS02305	DR086_RS04535
OG0000007	ABJ972_RS02135	DR086_RS03485
OG0000007	ABJ972_RS02125	DR086_RS03495
OG0000008	ABJ972_RS01615	DR086_RS04265
OG0000008	ABJ972_RS02445	DR086_RS02140
OG0000009	ABJ972_RS01180	DR086_RS04375
OG0000010	ABJ972_RS01825	DR086_RS00810
OG0000011	ABJ972_RS01915	DR086_RS00450
OG0000011	ABJ972_RS01910	DR086_RS00445
OG0000012	ABJ972_RS02160	DR086_RS03775
OG0000012	ABJ972_RS01840	DR086_RS03950
OG0000013	ABJ972_RS02350	DR086_RS03105
OG0000013	ABJ972_RS00170	DR086_RS04005
OG0000014	ABJ972_RS01075	DR086_RS03610
OG0000014	ABJ972_RS01065	DR086_RS04970
OG0000015	ABJ972_RS01610	DR086_RS03685
OG0000016	ABJ972_RS02765	DR086_RS01050
OG0000016	ABJ972_RS00155	DR086_RS00030
OG0000017	ABJ972_RS00140	DR086_RS00015
OG0000017	ABJ972_RS02775	DR086_RS01060
OG0000018	ABJ972_RS01310	DR086_RS04915, DR086_RS04795
OG0000019	ABJ972_RS02935, ABJ972_RS02950	DR086_RS04570
OG0000020	ABJ972_RS03455	DR086_RS02470
