EXC50_RS00005	IDNCTC10127	+	1	1392
EXC50_RS00010	IDNCTC10127	+	1537	2673
EXC50_RS00015	IDNCTC10127	+	2775	4634
EXC50_RS00020	IDNCTC10127	+	4634	5092
EXC50_RS00025	IDNCTC10127	+	5106	6089
EXC50_RS00030	IDNCTC10127	+	6082	7053
EXC50_RS00035	IDNCTC10127	+	7156	7725
EXC50_RS00040	IDNCTC10127	+	7815	8816
EXC50_RS00045	IDNCTC10127	+	8985	11006
EXC50_RS00050	IDNCTC10127	+	11091	12098
EXC50_RS00055	IDNCTC10127	+	12101	12847
EXC50_RS00060	IDNCTC10127	+	12831	14435
EXC50_RS00065	IDNCTC10127	+	14440	14685
EXC50_RS00070	IDNCTC10127	+	14754	15617
EXC50_RS00075	IDNCTC10127	+	15624	16469
EXC50_RS03960	IDNCTC10127	+	16503	17585
EXC50_RS00085	IDNCTC10127	+	17729	18595
EXC50_RS00090	IDNCTC10127	+	18741	19355
EXC50_RS00095	IDNCTC10127	+	19664	19888
EXC50_RS00100	IDNCTC10127	+	20052	22328
EXC50_RS00105	IDNCTC10127	+	22521	24764
EXC50_RS00110	IDNCTC10127	+	24838	27165
EXC50_RS00115	IDNCTC10127	+	27152	27973
EXC50_RS00120	IDNCTC10127	+	28142	30424
EXC50_RS00125	IDNCTC10127	+	30535	32862
EXC50_RS00130	IDNCTC10127	+	32849	33652
EXC50_RS00135	IDNCTC10127	+	34030	34512
EXC50_RS00140	IDNCTC10127	+	34619	34912
EXC50_RS00145	IDNCTC10127	+	34905	36224
EXC50_RS00150	IDNCTC10127	+	36217	37617
EXC50_RS00155	IDNCTC10127	+	37853	38356
EXC50_RS00160	IDNCTC10127	+	38473	39072
EXC50_RS00165	IDNCTC10127	+	39044	41704
EXC50_RS00170	IDNCTC10127	+	41704	44244
EXC50_RS00175	IDNCTC10127	+	44237	46162
EXC50_RS00180	IDNCTC10127	+	46372	47382
EXC50_RS03965	IDNCTC10127	+	47481	49475
EXC50_RS00195	IDNCTC10127	+	49576	51660
EXC50_RS00200	IDNCTC10127	+	51666	51899
EXC50_RS00205	IDNCTC10127	+	51953	53374
EXC50_RS00210	IDNCTC10127	+	53496	54509
EXC50_RS00215	IDNCTC10127	+	54662	55471
EXC50_RS00220	IDNCTC10127	+	55473	56732
EXC50_RS00225	IDNCTC10127	+	56817	57188
EXC50_RS00230	IDNCTC10127	+	57192	58400
EXC50_RS00235	IDNCTC10127	+	58495	58827
EXC50_RS00240	IDNCTC10127	+	58872	60029
EXC50_RS00250	IDNCTC10127	+	60465	61193
EXC50_RS00255	IDNCTC10127	+	61221	61526
EXC50_RS00260	IDNCTC10127	+	61580	62146
EXC50_RS00265	IDNCTC10127	+	62146	62709
EXC50_RS00270	IDNCTC10127	+	62727	64250
EXC50_RS00275	IDNCTC10127	+	64279	65109
EXC50_RS00280	IDNCTC10127	+	65127	66542
EXC50_RS00285	IDNCTC10127	+	66529	66789
EXC50_RS00290	IDNCTC10127	+	66898	67383
EXC50_RS00295	IDNCTC10127	+	67599	68555
EXC50_RS00300	IDNCTC10127	+	68580	69491
EXC50_RS00305	IDNCTC10127	+	69576	70898
EXC50_RS00310	IDNCTC10127	+	70925	72292
EXC50_RS00315	IDNCTC10127	+	72285	74129
EXC50_RS00320	IDNCTC10127	+	74150	76180
EXC50_RS00325	IDNCTC10127	+	76187	76960
EXC50_RS00330	IDNCTC10127	+	76954	77784
EXC50_RS00335	IDNCTC10127	+	77801	79045
EXC50_RS00340	IDNCTC10127	+	79118	83818
EXC50_RS00350	IDNCTC10127	+	83933	86770
EXC50_RS00355	IDNCTC10127	+	86828	88378
EXC50_RS00360	IDNCTC10127	+	88496	88804
EXC50_RS00365	IDNCTC10127	+	88993	90795
EXC50_RS00370	IDNCTC10127	+	91007	92131
EXC50_RS00375	IDNCTC10127	+	92190	92879
EXC50_RS00380	IDNCTC10127	+	92897	94198
EXC50_RS00385	IDNCTC10127	+	94250	94522
EXC50_RS00390	IDNCTC10127	+	94525	94755
EXC50_RS00395	IDNCTC10127	+	94756	96552
EXC50_RS00400	IDNCTC10127	+	96623	97570
EXC50_RS00405	IDNCTC10127	+	97905	99563
EXC50_RS00410	IDNCTC10127	+	99840	101924
