Orthogroup	MFC_MF18_genes	MHP_MHP699_genes
OG0000000	DR082_RS03460, DR082_RS03455	DR100_RS04215
OG0000001	DR082_RS00825, DR082_RS00820	DR100_RS03930, DR100_RS01790, DR100_RS03285, DR100_RS03280
OG0000002	DR082_RS02920	DR100_RS04890
OG0000002	DR082_RS03830	DR100_RS04740
OG0000003	DR082_RS03925	DR100_RS04885
OG0000007	DR082_RS02890	DR100_RS03495
OG0000007	DR082_RS02895	DR100_RS03500
OG0000007	DR082_RS03930	DR100_RS03510
OG0000011	DR082_RS03895, DR082_RS03545	DR100_RS01970
OG0000011	DR082_RS02625	DR100_RS01975
OG0000013	DR082_RS01090, DR082_RS01085	DR100_RS02295
OG0000013	DR082_RS03095	DR100_RS03970
OG0000014	DR082_RS03685	DR100_RS03645, DR100_RS04585
OG0000016	DR082_RS00770	DR100_RS01750
OG0000017	DR082_RS00175	DR100_RS00700
OG0000017	DR082_RS00760	DR100_RS01740
OG0000018	DR082_RS03790	DR100_RS04715
OG0000020	DR082_RS03840	DR100_RS03705
OG0000020	DR082_RS03845	DR100_RS04650
OG0000022	DR082_RS03835	DR100_RS04745
OG0000023	DR082_RS02000	DR100_RS00240, DR100_RS01625
OG0000024	DR082_RS00830	DR100_RS03275, DR100_RS00195
OG0000025	DR082_RS02390	DR100_RS02170
OG0000026	DR082_RS02045	DR100_RS00285, DR100_RS02190
OG0000027	DR082_RS02575	DR100_RS04850
OG0000027	DR082_RS03875	DR100_RS04690
OG0000029	DR082_RS00605	DR100_RS03520, DR100_RS00725
OG0000030	DR082_RS03880	DR100_RS04855, DR100_RS04695
OG0000031	DR082_RS01195	DR100_RS01570, DR100_RS03415
OG0000032	DR082_RS02570	DR100_RS03450, DR100_RS03775
OG0000039	DR082_RS00665	DR100_RS04510, DR100_RS03660
OG0000040	DR082_RS01855, DR082_RS00885	DR100_RS03895
OG0000042	DR082_RS00660, DR082_RS00805	DR100_RS03115
OG0000043	DR082_RS02595	DR100_RS02005
OG0000045	DR082_RS03225, DR082_RS03230	DR100_RS03545
OG0000047	DR082_RS00835	DR100_RS01635
OG0000048	DR082_RS03010, DR082_RS02750	DR100_RS02540
OG0000049	DR082_RS01640, DR082_RS03345	DR100_RS01465
OG0000050	DR082_RS01160	DR100_RS02715
OG0000051	DR082_RS01520	DR100_RS01815
OG0000052	DR082_RS03660	DR100_RS01115
OG0000053	DR082_RS03920	DR100_RS04755
OG0000054	DR082_RS01135	DR100_RS02740
OG0000055	DR082_RS03970	DR100_RS01060
OG0000056	DR082_RS02415	DR100_RS01270
OG0000057	DR082_RS00685	DR100_RS01665
OG0000062	DR082_RS00025	DR100_RS01225
OG0000063	DR082_RS00020	DR100_RS04645
OG0000064	DR082_RS00010	DR100_RS01240
