Orthogroup	MFC_MF18_genes	MHP_MHP650_genes
OG0000000	DR082_RS03155	DR083_RS02765
OG0000000	DR082_RS03455	DR083_RS04215
OG0000001	DR082_RS00825, DR082_RS00820	DR083_RS04075, DR083_RS00590, DR083_RS00540, DR083_RS00545
OG0000002	DR082_RS03795	DR083_RS02760
OG0000002	DR082_RS02920	DR083_RS04915
OG0000002	DR082_RS03830	DR083_RS04760
OG0000003	DR082_RS03925	DR083_RS04460
OG0000007	DR082_RS02890	DR083_RS03475
OG0000007	DR082_RS02895	DR083_RS03470
OG0000007	DR082_RS03930	DR083_RS03465
OG0000011	DR082_RS03895, DR082_RS03545	DR083_RS01555
OG0000011	DR082_RS02625	DR083_RS01550
OG0000013	DR082_RS01090, DR082_RS01085	DR083_RS05105
OG0000013	DR082_RS03095	DR083_RS03885
OG0000014	DR082_RS03685	DR083_RS03770, DR083_RS04890
OG0000016	DR082_RS00770	DR083_RS00630
OG0000017	DR082_RS00175	DR083_RS00025
OG0000017	DR082_RS00760	DR083_RS00640
OG0000018	DR082_RS03790	DR083_RS04835
OG0000020	DR082_RS03840	DR083_RS04635
OG0000020	DR082_RS03845	DR083_RS04640
OG0000022	DR082_RS03835	DR083_RS04755
OG0000023	DR082_RS02000	DR083_RS02935
OG0000024	DR082_RS00830	DR083_RS03365, DR083_RS01215
OG0000025	DR082_RS02390	DR083_RS02105
OG0000026	DR082_RS02045	DR083_RS01120, DR083_RS02085
OG0000027	DR082_RS02575	DR083_RS02995
OG0000027	DR082_RS03875	DR083_RS04880
OG0000029	DR082_RS00605	DR083_RS02525, DR083_RS03325
OG0000030	DR082_RS03880	DR083_RS04855, DR083_RS04885
OG0000031	DR082_RS01195	DR083_RS02520
OG0000032	DR082_RS02570	DR083_RS03590, DR083_RS03215
OG0000033	DR082_RS01110	DR083_RS00310
OG0000039	DR082_RS00665	DR083_RS03505
OG0000040	DR082_RS01855, DR082_RS00885	DR083_RS02780
OG0000042	DR082_RS00660, DR082_RS00805	DR083_RS00730
OG0000043	DR082_RS02595	DR083_RS01520
OG0000045	DR082_RS03225, DR082_RS03230	DR083_RS03515
OG0000047	DR082_RS00835	DR083_RS03630, DR083_RS02945
OG0000048	DR082_RS03010, DR082_RS02750	DR083_RS02860
OG0000049	DR082_RS01640, DR082_RS03345	DR083_RS01660
OG0000050	DR082_RS01160	DR083_RS00350
OG0000051	DR082_RS01520	DR083_RS02195
OG0000052	DR082_RS03660	DR083_RS02690
OG0000053	DR082_RS03920	DR083_RS04665
OG0000054	DR082_RS01135	DR083_RS00375
OG0000055	DR082_RS03970	DR083_RS00005
OG0000056	DR082_RS02415	DR083_RS00815
OG0000057	DR082_RS00685	DR083_RS03975, DR083_RS03980
OG0000062	DR082_RS00025	DR083_RS00865
OG0000063	DR082_RS00020	DR083_RS04645
OG0000064	DR082_RS00010	DR083_RS00850
OG0000065	DR082_RS01905	DR083_RS02715
OG0000066	DR082_RS02035	DR083_RS01130
OG0000068	DR082_RS00640	DR083_RS03160
OG0000069	DR082_RS00795	DR083_RS00605
OG0000070	DR082_RS01115	DR083_RS00380
OG0000071	DR082_RS01840	DR083_RS02790
OG0000072	DR082_RS03775	DR083_RS04820
OG0000073	DR082_RS02205	DR083_RS01265
OG0000074	DR082_RS03730	DR083_RS04700
OG0000075	DR082_RS00360	DR083_RS00220
OG0000076	DR082_RS00375	DR083_RS00235
OG0000077	DR082_RS00460	DR083_RS03235
OG0000078	DR082_RS00920	DR083_RS02075
OG0000079	DR082_RS01035	DR083_RS01845
OG0000080	DR082_RS03280	DR083_RS04190
OG0000081	DR082_RS00355	DR083_RS00215
OG0000083	DR082_RS02990	DR083_RS01625
OG0000084	DR082_RS02700	DR083_RS02910
OG0000085	DR082_RS03060, DR082_RS02705	DR083_RS02905
OG0000086	DR082_RS03910	DR083_RS02895
OG0000087	DR082_RS02730	DR083_RS02880
OG0000088	DR082_RS02735	DR083_RS02875
OG0000089	DR082_RS02745	DR083_RS02865
OG0000090	DR082_RS00130	DR083_RS02695
OG0000091	DR082_RS00115	DR083_RS00955
OG0000092	DR082_RS00100	DR083_RS00940
OG0000093	DR082_RS00095	DR083_RS00935
OG0000094	DR082_RS00090	DR083_RS00930
OG0000095	DR082_RS00065	DR083_RS00905
OG0000096	DR082_RS00060	DR083_RS00900
OG0000097	DR082_RS00040	DR083_RS00880
OG0000098	DR082_RS00030	DR083_RS00870
OG0000099	DR082_RS02420	DR083_RS04630
OG0000100	DR082_RS02410	DR083_RS00805
OG0000101	DR082_RS02405	DR083_RS00800
OG0000102	DR082_RS02395	DR083_RS02100
OG0000103	DR082_RS01870	DR083_RS02750
OG0000104	DR082_RS01875	DR083_RS02745
OG0000105	DR082_RS01890	DR083_RS02730
OG0000106	DR082_RS01900	DR083_RS02720
OG0000107	DR082_RS01910	DR083_RS02710
OG0000108	DR082_RS01915	DR083_RS02705
OG0000109	DR082_RS01920	DR083_RS02700
OG0000110	DR082_RS01925	DR083_RS03140
OG0000111	DR082_RS01930	DR083_RS03135
OG0000112	DR082_RS01940	DR083_RS03125
OG0000113	DR082_RS03785	DR083_RS03315
OG0000114	DR082_RS01965	DR083_RS03305
OG0000115	DR082_RS01975	DR083_RS03290
OG0000116	DR082_RS01985	DR083_RS01185
OG0000117	DR082_RS01990	DR083_RS01180
OG0000118	DR082_RS02020	DR083_RS01145
OG0000119	DR082_RS02025	DR083_RS01140
OG0000120	DR082_RS02040	DR083_RS01125
OG0000121	DR082_RS02065	DR083_RS01100
OG0000122	DR082_RS02080	DR083_RS01095
OG0000123	DR082_RS02870	DR083_RS01075
OG0000124	DR082_RS02865	DR083_RS01070
OG0000125	DR082_RS02860	DR083_RS01065
OG0000126	DR082_RS02850	DR083_RS01055
OG0000127	DR082_RS02840	DR083_RS01045
OG0000128	DR082_RS02820	DR083_RS01030
OG0000129	DR082_RS02815	DR083_RS01025
OG0000130	DR082_RS02805	DR083_RS01015
OG0000131	DR082_RS02775	DR083_RS00985
OG0000132	DR082_RS03915	DR083_RS04660
OG0000133	DR082_RS00535	DR083_RS02355
OG0000134	DR082_RS03675	DR083_RS04790
OG0000135	DR082_RS00555	DR083_RS02375
OG0000136	DR082_RS00560	DR083_RS02380
OG0000137	DR082_RS00590	DR083_RS02420
OG0000138	DR082_RS00615	DR083_RS03185
OG0000139	DR082_RS00645	DR083_RS03155
OG0000140	DR082_RS00650	DR083_RS03150
OG0000141	DR082_RS00675	DR083_RS00725
OG0000142	DR082_RS03690	DR083_RS04625
OG0000143	DR082_RS00705	DR083_RS00695
OG0000144	DR082_RS00715	DR083_RS00685
OG0000145	DR082_RS00725	DR083_RS00675
OG0000146	DR082_RS00735	DR083_RS00665
OG0000147	DR082_RS00740	DR083_RS00660
OG0000148	DR082_RS00755	DR083_RS00645
OG0000149	DR082_RS00765	DR083_RS00635
OG0000150	DR082_RS00780	DR083_RS00620
OG0000151	DR082_RS00840	DR083_RS00575
OG0000152	DR082_RS00845	DR083_RS00570
OG0000153	DR082_RS00850	DR083_RS00565
OG0000154	DR082_RS00860	DR083_RS00555
OG0000155	DR082_RS00880	DR083_RS03340
OG0000156	DR082_RS00895	DR083_RS02140
OG0000157	DR082_RS03695	DR083_RS04765
OG0000158	DR082_RS03700	DR083_RS04770
OG0000159	DR082_RS01145	DR083_RS04945
OG0000160	DR082_RS01150	DR083_RS00360
OG0000161	DR082_RS01155	DR083_RS00355
