query	grouping_confidence	location_confidence	orientation_confidence
NZ_KZ266943.1	1.0	1.0	1.0
NZ_KZ266894.1	1.0	1.0	1.0
NZ_KZ266923.1	1.0	1.0	1.0
NZ_KZ266934.1	1.0	1.0	1.0
NZ_KZ266906.1	1.0	1.0	1.0
NZ_KZ266924.1	1.0	1.0	1.0
NZ_KZ266916.1	1.0	1.0	1.0
NZ_KZ266901.1	1.0	1.0	1.0
NZ_KZ266922.1	1.0	1.0	1.0
NZ_KZ266905.1	1.0	1.0	1.0
NZ_KZ266898.1	1.0	1.0	1.0
NZ_KZ266926.1	1.0	1.0	1.0
NZ_KZ266921.1	1.0	0.5432729696700367	0.9880368098159509
NZ_KZ266903.1	1.0	1.0	1.0
NZ_KZ266950.1	1.0	1.0	1.0
NZ_KZ266948.1	1.0	1.0	1.0
NZ_KZ266896.1	1.0	1.0	1.0
NZ_KZ266911.1	1.0	1.0	1.0
NZ_KZ266933.1	1.0	0.010527431703056365	1.0
NZ_KZ266914.1	1.0	1.0	1.0
NZ_KZ266919.1	1.0	1.0	1.0
NZ_KZ266942.1	1.0	1.0	1.0
NZ_KZ266928.1	1.0	1.0	1.0
NZ_KZ266910.1	1.0	1.0	1.0
NZ_KZ266907.1	1.0	1.0	1.0
NZ_KZ266912.1	1.0	1.0	1.0
NZ_KZ266929.1	1.0	1.0	1.0
NZ_KZ266897.1	1.0	1.0	1.0
NZ_KZ266908.1	1.0	1.0	1.0
NZ_KZ266925.1	1.0	1.0	1.0
NZ_KZ266899.1	1.0	1.0	1.0
NZ_KZ266900.1	1.0	0.07933563203533969	1.0
NZ_KZ266915.1	1.0	1.0	1.0
NZ_KZ266917.1	1.0	1.0	1.0
NZ_KZ266895.1	1.0	1.0	1.0
NZ_KZ266902.1	1.0	0.04376495761985239	1.0
