FEF30_RS00005	NZ_VBRW01000001.1	-	1	313	FEF30_RS00005	IDUFV01	+	1	313
FEF30_RS00010	NZ_VBRW01000001.1	-	374	793	FEF30_RS00010	IDUFV01	+	374	793
FEF30_RS00015	NZ_VBRW01000001.1	-	800	5038	FEF30_RS00015	IDUFV01	+	800	5038
FEF30_RS00020	NZ_VBRW01000001.1	-	5095	8757	FEF30_RS00020	IDUFV01	+	5095	8757
FEF30_RS00025	NZ_VBRW01000001.1	-	8964	9329	FEF30_RS00025	IDUFV01	+	8964	9329
FEF30_RS00030	NZ_VBRW01000001.1	-	9341	9838	FEF30_RS00030	IDUFV01	+	9341	9838
FEF30_RS04100	NZ_VBRW01000001.1	+	10273	12771	FEF30_RS04100	IDUFV01	+	10273	12771
FEF30_RS00040	NZ_VBRW01000001.1	+	12785	15259	FEF30_RS00040	IDUFV01	+	12785	15259
FEF30_RS04105	NZ_VBRW01000001.1	-	15309	16958	FEF30_RS04105	IDUFV01	+	15309	16958
FEF30_RS04110	NZ_VBRW01000001.1	+	17613	19223	FEF30_RS04110	IDUFV01	+	17613	19223
FEF30_RS04115	NZ_VBRW01000001.1	+	19234	20847	FEF30_RS04115	IDUFV01	+	19234	20847
FEF30_RS00060	NZ_VBRW01000001.1	+	21116	21415	FEF30_RS00060	IDUFV01	+	21116	21415
FEF30_RS00065	NZ_VBRW01000001.1	-	21588	23945	FEF30_RS00065	IDUFV01	+	21588	23945
FEF30_RS04120	NZ_VBRW01000001.1	+	24285	25895	FEF30_RS04120	IDUFV01	+	24285	25895
FEF30_RS04125	NZ_VBRW01000001.1	+	25904	27523	FEF30_RS04125	IDUFV01	+	25904	27523
FEF30_RS00080	NZ_VBRW01000001.1	-	27611	29365	FEF30_RS00080	IDUFV01	+	27611	29365
FEF30_RS00085	NZ_VBRW01000001.1	-	29486	31630	FEF30_RS00085	IDUFV01	+	29486	31630
FEF30_RS04130	NZ_VBRW01000001.1	+	31986	32723	FEF30_RS04130	IDUFV01	+	31986	32723
FEF30_RS00095	NZ_VBRW01000001.1	+	32723	33472	FEF30_RS00095	IDUFV01	+	32723	33472
FEF30_RS00100	NZ_VBRW01000001.1	+	33462	34049	FEF30_RS00100	IDUFV01	+	33462	34049
FEF30_RS04135	NZ_VBRW01000001.1	+	34056	36893	FEF30_RS04135	IDUFV01	+	34056	36893
FEF30_RS00110	NZ_VBRW01000001.1	-	36877	37845	FEF30_RS00110	IDUFV01	+	36877	37845
FEF30_RS00115	NZ_VBRW01000001.1	+	37929	38019	FEF30_RS00115	IDUFV01	+	37929	38019
FEF30_RS04140	NZ_VBRW01000001.1	-	38381	38953	FEF30_RS04140	IDUFV01	+	38381	38953
FEF30_RS00125	NZ_VBRW01000001.1	-	38973	39197	FEF30_RS00125	IDUFV01	+	38973	39197
FEF30_RS00130	NZ_VBRW01000001.1	-	39211	39351	FEF30_RS00130	IDUFV01	+	39211	39351
FEF30_RS00135	NZ_VBRW01000001.1	-	39402	39947	FEF30_RS00135	IDUFV01	+	39402	39947
FEF30_RS00140	NZ_VBRW01000001.1	-	39968	40669	FEF30_RS00140	IDUFV01	+	39968	40669
FEF30_RS00145	NZ_VBRW01000001.1	-	40703	41917	FEF30_RS00145	IDUFV01	+	40703	41917
FEF30_RS00150	NZ_VBRW01000001.1	-	41904	42587	FEF30_RS00150	IDUFV01	+	41904	42587
FEF30_RS00155	NZ_VBRW01000001.1	-	42571	43803	FEF30_RS00155	IDUFV01	+	42571	43803
FEF30_RS00160	NZ_VBRW01000001.1	-	43803	45194	FEF30_RS00160	IDUFV01	+	43803	45194
FEF30_RS00165	NZ_VBRW01000001.1	-	45187	45624	FEF30_RS00165	IDUFV01	+	45187	45624
FEF30_RS04145	NZ_VBRW01000001.1	-	45605	47545	FEF30_RS04145	IDUFV01	+	45605	47545
FEF30_RS00175	NZ_VBRW01000001.1	-	47606	49978	FEF30_RS00175	IDUFV01	+	47606	49978
