# BUSCO version is: 5.8.0 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2024-01-08, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17at2085	Complete	NC_007332.1	821610	817372	-	1920.9	1289	https://v10-1.orthodb.org/?query=17at2085	DNA-directed RNA polymerase subunit beta'
53at2085	Complete	NC_007332.1	825329	821667	-	1725.4	1198	https://v10-1.orthodb.org/?query=53at2085	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
56at2085	Complete	NC_007332.1	713933	709524	-	1361.0	1032	https://v10-1.orthodb.org/?query=56at2085	DNA polymerase III PolC-type
78at2085	Complete	NC_007332.1	878565	881594	+	938.3	777	https://v10-1.orthodb.org/?query=78at2085	SMCs flexible hinge
111at2085	Complete	NC_007332.1	119575	116732	-	1167.5	770	https://v10-1.orthodb.org/?query=111at2085	UvrABC system protein A
118at2085	Complete	NC_007332.1	513068	511176	-	257.8	358	https://v10-1.orthodb.org/?query=118at2085	Domain of unknown functionDUF2779
147at2085	Complete	NC_007332.1	701779	699167	-	647.0	456	https://v10-1.orthodb.org/?query=147at2085	Lon protease
148at2085	Complete	NC_007332.1	98822	96738	-	1036.6	579	https://v10-1.orthodb.org/?query=148at2085	Elongation factor G
157at2085	Complete	NC_007332.1	40518	37858	-	772.8	628	https://v10-1.orthodb.org/?query=157at2085	Isoleucine--tRNA ligase
163at2085	Complete	NC_007332.1	229048	231699	+	820.7	620	https://v10-1.orthodb.org/?query=163at2085	Alanine--tRNA ligase
218at2085	Complete	NC_007332.1	505770	508031	+	436.4	495	https://v10-1.orthodb.org/?query=218at2085	DNA helicase
244at2085	Complete	NC_007332.1	344559	342649	-	552.5	463	https://v10-1.orthodb.org/?query=244at2085	DNA topoisomerase I, type IA
406at2085	Complete	NC_007332.1	122033	119568	-	675.3	488	https://v10-1.orthodb.org/?query=406at2085	Ribonuclease J
462at2085	Complete	NC_007332.1	868475	866103	-	736.7	609	https://v10-1.orthodb.org/?query=462at2085	Leucine--tRNA ligase
482at2085	Complete	NC_007332.1	50510	48426	-	511.6	500	https://v10-1.orthodb.org/?query=482at2085	Ribonuclease R
