NB623_RS00005	NZ_CP098241.1	+	1	1392	NB623_RS00005	ID111A	+	1	1392	+
NB623_RS00010	NZ_CP098241.1	+	1537	2673	NB623_RS00010	ID111A	+	1537	2673	+
NB623_RS00015	NZ_CP098241.1	+	2777	4636	NB623_RS00015	ID111A	+	2777	4636	+
NB623_RS00020	NZ_CP098241.1	+	4636	5094	NB623_RS00020	ID111A	+	4636	5094	+
NB623_RS00025	NZ_CP098241.1	+	5108	6091	NB623_RS00025	ID111A	+	5108	6091	+
NB623_RS00030	NZ_CP098241.1	+	6084	7055	NB623_RS00030	ID111A	+	6084	7055	+
NB623_RS00035	NZ_CP098241.1	+	7158	7727	NB623_RS00035	ID111A	+	7158	7727	+
NB623_RS00040	NZ_CP098241.1	+	7817	8818	NB623_RS00040	ID111A	+	7817	8818	+
NB623_RS00045	NZ_CP098241.1	+	8948	10968	NB623_RS00045	ID111A	+	8948	10968	+
NB623_RS00050	NZ_CP098241.1	+	11053	12061	NB623_RS00050	ID111A	+	11053	12061	+
NB623_RS00055	NZ_CP098241.1	+	12064	12810	NB623_RS00055	ID111A	+	12064	12810	+
NB623_RS00060	NZ_CP098241.1	+	12794	14398	NB623_RS00060	ID111A	+	12794	14398	+
NB623_RS00065	NZ_CP098241.1	+	14403	14729	NB623_RS00065	ID111A	+	14403	14729	+
NB623_RS00070	NZ_CP098241.1	+	14720	15583	NB623_RS00070	ID111A	+	14720	15583	+
NB623_RS00075	NZ_CP098241.1	+	15590	16171	NB623_RS00075	ID111A	+	15590	16171	+
NB623_RS00080	NZ_CP098241.1	+	16156	16434	NB623_RS00080	ID111A	+	16156	16434	+
NB623_RS00085	NZ_CP098241.1	-	16468	16593	NB623_RS00085	ID111A	+	16468	16593	-
NB623_RS00090	NZ_CP098241.1	+	16869	17150	NB623_RS00090	ID111A	+	16869	17150	+
NB623_RS00095	NZ_CP098241.1	+	17296	17910	NB623_RS00095	ID111A	+	17296	17910	+
NB623_RS00100	NZ_CP098241.1	-	18161	18546	NB623_RS00100	ID111A	+	18161	18546	-
NB623_RS00105	NZ_CP098241.1	-	18605	20881	NB623_RS00105	ID111A	+	18605	20881	-
NB623_RS00110	NZ_CP098241.1	-	21074	23314	NB623_RS00110	ID111A	+	21074	23314	-
NB623_RS00115	NZ_CP098241.1	-	23388	25715	NB623_RS00115	ID111A	+	23388	25715	-
NB623_RS00120	NZ_CP098241.1	-	25702	26523	NB623_RS00120	ID111A	+	25702	26523	-
NB623_RS00125	NZ_CP098241.1	+	26857	27336	NB623_RS00125	ID111A	+	26857	27336	+
NB623_RS00130	NZ_CP098241.1	+	27538	27831	NB623_RS00130	ID111A	+	27538	27831	+
NB623_RS00135	NZ_CP098241.1	+	27824	29143	NB623_RS00135	ID111A	+	27824	29143	+
NB623_RS00140	NZ_CP098241.1	+	29136	30536	NB623_RS00140	ID111A	+	29136	30536	+
NB623_RS00145	NZ_CP098241.1	+	30772	31275	NB623_RS00145	ID111A	+	30772	31275	+
NB623_RS00150	NZ_CP098241.1	-	31392	31985	NB623_RS00150	ID111A	+	31392	31985	-
NB623_RS00155	NZ_CP098241.1	-	31963	34623	NB623_RS00155	ID111A	+	31963	34623	-
NB623_RS00160	NZ_CP098241.1	-	34623	37163	NB623_RS00160	ID111A	+	34623	37163	-
NB623_RS00165	NZ_CP098241.1	-	37156	39084	NB623_RS00165	ID111A	+	37156	39084	-
NB623_RS00170	NZ_CP098241.1	+	39294	40304	NB623_RS00170	ID111A	+	39294	40304	+
NB623_RS00175	NZ_CP098241.1	+	40433	42557	NB623_RS00175	ID111A	+	40433	42557	+
NB623_RS00180	NZ_CP098241.1	-	42657	44741	NB623_RS00180	ID111A	+	42657	44741	-
NB623_RS00185	NZ_CP098241.1	-	44747	44980	NB623_RS00185	ID111A	+	44747	44980	-
NB623_RS00190	NZ_CP098241.1	-	45034	46560	NB623_RS00190	ID111A	+	45034	46560	-
NB623_RS00195	NZ_CP098241.1	-	46577	47590	NB623_RS00195	ID111A	+	46577	47590	-
NB623_RS00200	NZ_CP098241.1	+	47830	48552	NB623_RS00200	ID111A	+	47830	48552	+
NB623_RS00205	NZ_CP098241.1	+	48554	49814	NB623_RS00205	ID111A	+	48554	49814	+
NB623_RS00210	NZ_CP098241.1	+	49899	50270	NB623_RS00210	ID111A	+	49899	50270	+
NB623_RS00215	NZ_CP098241.1	+	50274	51482	NB623_RS00215	ID111A	+	50274	51482	+
NB623_RS00220	NZ_CP098241.1	+	51577	51909	NB623_RS00220	ID111A	+	51577	51909	+
NB623_RS00225	NZ_CP098241.1	+	51954	53111	NB623_RS00225	ID111A	+	51954	53111	+
NB623_RS00230	NZ_CP098241.1	+	53548	54276	NB623_RS00230	ID111A	+	53548	54276	+
NB623_RS00235	NZ_CP098241.1	+	54304	54609	NB623_RS00235	ID111A	+	54304	54609	+
NB623_RS00240	NZ_CP098241.1	+	54663	55228	NB623_RS00240	ID111A	+	54663	55228	+
NB623_RS00245	NZ_CP098241.1	+	55228	55791	NB623_RS00245	ID111A	+	55228	55791	+
NB623_RS00250	NZ_CP098241.1	+	55810	57333	NB623_RS00250	ID111A	+	55810	57333	+
NB623_RS00255	NZ_CP098241.1	+	57431	58193	NB623_RS00255	ID111A	+	57431	58193	+
NB623_RS00260	NZ_CP098241.1	+	58211	59626	NB623_RS00260	ID111A	+	58211	59626	+
NB623_RS00265	NZ_CP098241.1	+	59613	59873	NB623_RS00265	ID111A	+	59613	59873	+
NB623_RS00270	NZ_CP098241.1	+	59981	60466	NB623_RS00270	ID111A	+	59981	60466	+
NB623_RS00275	NZ_CP098241.1	+	60682	61638	NB623_RS00275	ID111A	+	60682	61638	+
NB623_RS00280	NZ_CP098241.1	+	61663	62574	NB623_RS00280	ID111A	+	61663	62574	+
NB623_RS00285	NZ_CP098241.1	+	62659	63981	NB623_RS00285	ID111A	+	62659	63981	+
NB623_RS00290	NZ_CP098241.1	+	64009	65376	NB623_RS00290	ID111A	+	64009	65376	+
NB623_RS00295	NZ_CP098241.1	+	65369	67210	NB623_RS00295	ID111A	+	65369	67210	+
NB623_RS00300	NZ_CP098241.1	+	67792	69261	NB623_RS00300	ID111A	+	67792	69261	+
NB623_RS00305	NZ_CP098241.1	+	69268	70041	NB623_RS00305	ID111A	+	69268	70041	+
NB623_RS00310	NZ_CP098241.1	+	70035	70865	NB623_RS00310	ID111A	+	70035	70865	+
NB623_RS00315	NZ_CP098241.1	+	70883	72127	NB623_RS00315	ID111A	+	70883	72127	+
NB623_RS00320	NZ_CP098241.1	+	72200	76900	NB623_RS00320	ID111A	+	72200	76900	+
NB623_RS00325	NZ_CP098241.1	+	77014	79851	NB623_RS00325	ID111A	+	77014	79851	+
NB623_RS00330	NZ_CP098241.1	-	79909	81459	NB623_RS00330	ID111A	+	79909	81459	-
NB623_RS00335	NZ_CP098241.1	+	81577	81885	NB623_RS00335	ID111A	+	81577	81885	+
NB623_RS00340	NZ_CP098241.1	+	82073	83874	NB623_RS00340	ID111A	+	82073	83874	+
NB623_RS00345	NZ_CP098241.1	+	84098	85222	NB623_RS00345	ID111A	+	84098	85222	+
NB623_RS00350	NZ_CP098241.1	+	85281	85970	NB623_RS00350	ID111A	+	85281	85970	+
NB623_RS00355	NZ_CP098241.1	+	85988	87289	NB623_RS00355	ID111A	+	85988	87289	+
NB623_RS00360	NZ_CP098241.1	+	87341	87613	NB623_RS00360	ID111A	+	87341	87613	+
NB623_RS00365	NZ_CP098241.1	+	87616	87846	NB623_RS00365	ID111A	+	87616	87846	+
NB623_RS00370	NZ_CP098241.1	+	87847	89643	NB623_RS00370	ID111A	+	87847	89643	+
NB623_RS00375	NZ_CP098241.1	+	89714	90661	NB623_RS00375	ID111A	+	89714	90661	+
NB623_RS00380	NZ_CP098241.1	-	90978	93062	NB623_RS00380	ID111A	+	90978	93062	-
NB623_RS00385	NZ_CP098241.1	-	93075	93545	NB623_RS00385	ID111A	+	93075	93545	-
NB623_RS00390	NZ_CP098241.1	-	93598	94017	NB623_RS00390	ID111A	+	93598	94017	-
NB623_RS00395	NZ_CP098241.1	-	94148	94528	NB623_RS00395	ID111A	+	94148	94528	-
NB623_RS00400	NZ_CP098241.1	-	94532	95044	NB623_RS00400	ID111A	+	94532	95044	-
NB623_RS00405	NZ_CP098241.1	-	95035	95535	NB623_RS00405	ID111A	+	95035	95535	-
NB623_RS00410	NZ_CP098241.1	+	95799	97154	NB623_RS00410	ID111A	+	95799	97154	+
NB623_RS00415	NZ_CP098241.1	+	97361	98743	NB623_RS00415	ID111A	+	97361	98743	+
NB623_RS00420	NZ_CP098241.1	-	98932	100215	NB623_RS00420	ID111A	+	98932	100215	-
NB623_RS00425	NZ_CP098241.1	-	100220	100918	NB623_RS00425	ID111A	+	100220	100918	-
NB623_RS00430	NZ_CP098241.1	-	101633	104584	NB623_RS00430	ID111A	+	101633	104584	-
NB623_RS00435	NZ_CP098241.1	-	104895	104970	NB623_RS00435	ID111A	+	104895	104970	-
NB623_RS00440	NZ_CP098241.1	-	104972	105047	NB623_RS00440	ID111A	+	104972	105047	-
NB623_RS00445	NZ_CP098241.1	-	105050	105124	NB623_RS00445	ID111A	+	105050	105124	-
NB623_RS00450	NZ_CP098241.1	-	105176	105266	NB623_RS00450	ID111A	+	105176	105266	-
NB623_RS00455	NZ_CP098241.1	-	105271	105346	NB623_RS00455	ID111A	+	105271	105346	-
NB623_RS00460	NZ_CP098241.1	-	105407	105483	NB623_RS00460	ID111A	+	105407	105483	-
NB623_RS00465	NZ_CP098241.1	-	105488	105564	NB623_RS00465	ID111A	+	105488	105564	-
NB623_RS00470	NZ_CP098241.1	-	105571	105647	NB623_RS00470	ID111A	+	105571	105647	-
NB623_RS00475	NZ_CP098241.1	-	105729	105805	NB623_RS00475	ID111A	+	105729	105805	-
NB623_RS00480	NZ_CP098241.1	+	105856	106674	NB623_RS00480	ID111A	+	105856	106674	+
NB623_RS00485	NZ_CP098241.1	-	106960	108432	NB623_RS00485	ID111A	+	106960	108432	-
NB623_RS00490	NZ_CP098241.1	-	108422	109015	NB623_RS00490	ID111A	+	108422	109015	-
NB623_RS00495	NZ_CP098241.1	-	109097	109621	NB623_RS00495	ID111A	+	109097	109621	-
NB623_RS00500	NZ_CP098241.1	-	109757	110503	NB623_RS00500	ID111A	+	109757	110503	-
NB623_RS00505	NZ_CP098241.1	+	110822	111077	NB623_RS00505	ID111A	+	110822	111077	+
NB623_RS00510	NZ_CP098241.1	+	111351	112067	NB623_RS00510	ID111A	+	111351	112067	+
NB623_RS00515	NZ_CP098241.1	-	112452	115295	NB623_RS00515	ID111A	+	112452	115295	-
NB623_RS00520	NZ_CP098241.1	-	115288	117758	NB623_RS00520	ID111A	+	115288	117758	-
NB623_RS00525	NZ_CP098241.1	-	117954	118286	NB623_RS00525	ID111A	+	117954	118286	-
NB623_RS00530	NZ_CP098241.1	+	118442	120007	NB623_RS00530	ID111A	+	118442	120007	+
NB623_RS00535	NZ_CP098241.1	-	120030	120617	NB623_RS00535	ID111A	+	120030	120617	-
NB623_RS00540	NZ_CP098241.1	+	120773	120846	NB623_RS00540	ID111A	+	120773	120846	+
NB623_RS00545	NZ_CP098241.1	+	120990	121481	NB623_RS00545	ID111A	+	120990	121481	+
NB623_RS00550	NZ_CP098241.1	+	122005	122991	NB623_RS00550	ID111A	+	122005	122991	+
NB623_RS00555	NZ_CP098241.1	+	123128	124045	NB623_RS00555	ID111A	+	123128	124045	+
NB623_RS00560	NZ_CP098241.1	+	124071	127505	NB623_RS00560	ID111A	+	124071	127505	+
NB623_RS00565	NZ_CP098241.1	+	127514	130444	NB623_RS00565	ID111A	+	127514	130444	+
NB623_RS00570	NZ_CP098241.1	-	130449	132527	NB623_RS00570	ID111A	+	130449	132527	-
NB623_RS00575	NZ_CP098241.1	+	132710	133438	NB623_RS00575	ID111A	+	132710	133438	+
NB623_RS00580	NZ_CP098241.1	+	133557	133823	NB623_RS00580	ID111A	+	133557	133823	+
NB623_RS00585	NZ_CP098241.1	+	133970	134353	NB623_RS00585	ID111A	+	133970	134353	+
NB623_RS00590	NZ_CP098241.1	-	134418	137356	NB623_RS00590	ID111A	+	134418	137356	-
NB623_RS00595	NZ_CP098241.1	-	137592	138191	NB623_RS00595	ID111A	+	137592	138191	-
NB623_RS00600	NZ_CP098241.1	-	138417	141260	NB623_RS00600	ID111A	+	138417	141260	-
NB623_RS00605	NZ_CP098241.1	-	141281	144439	NB623_RS00605	ID111A	+	141281	144439	-
NB623_RS00610	NZ_CP098241.1	-	144699	146618	NB623_RS00610	ID111A	+	144699	146618	-
NB623_RS00615	NZ_CP098241.1	-	147092	148060	NB623_RS00615	ID111A	+	147092	148060	-
NB623_RS00620	NZ_CP098241.1	-	148122	148197	NB623_RS00620	ID111A	+	148122	148197	-
NB623_RS00625	NZ_CP098241.1	-	148201	148286	NB623_RS00625	ID111A	+	148201	148286	-
NB623_RS00630	NZ_CP098241.1	+	148511	149728	NB623_RS00630	ID111A	+	148511	149728	+
NB623_RS00635	NZ_CP098241.1	+	149813	151402	NB623_RS00635	ID111A	+	149813	151402	+
NB623_RS00640	NZ_CP098241.1	+	151415	151930	NB623_RS00640	ID111A	+	151415	151930	+
NB623_RS00645	NZ_CP098241.1	+	152121	153245	NB623_RS00645	ID111A	+	152121	153245	+
NB623_RS00650	NZ_CP098241.1	+	153245	154249	NB623_RS00650	ID111A	+	153245	154249	+
NB623_RS00655	NZ_CP098241.1	-	154365	154440	NB623_RS00655	ID111A	+	154365	154440	-
NB623_RS00660	NZ_CP098241.1	+	155072	155689	NB623_RS00660	ID111A	+	155072	155689	+
NB623_RS00665	NZ_CP098241.1	+	155637	155900	NB623_RS00665	ID111A	+	155637	155900	+
NB623_RS00670	NZ_CP098241.1	+	155909	156658	NB623_RS00670	ID111A	+	155909	156658	+
NB623_RS00675	NZ_CP098241.1	-	156748	156873	NB623_RS00675	ID111A	+	156748	156873	-
NB623_RS00680	NZ_CP098241.1	+	157440	158312	NB623_RS00680	ID111A	+	157440	158312	+
NB623_RS00685	NZ_CP098241.1	+	158281	158985	NB623_RS00685	ID111A	+	158281	158985	+
NB623_RS00690	NZ_CP098241.1	-	159150	159344	NB623_RS00690	ID111A	+	159150	159344	-
NB623_RS00695	NZ_CP098241.1	-	159400	159753	NB623_RS00695	ID111A	+	159400	159753	-
NB623_RS00700	NZ_CP098241.1	-	159798	159992	NB623_RS00700	ID111A	+	159798	159992	-
NB623_RS00705	NZ_CP098241.1	-	160144	160389	NB623_RS00705	ID111A	+	160144	160389	-
NB623_RS00710	NZ_CP098241.1	-	160299	160637	NB623_RS00710	ID111A	+	160299	160637	-
NB623_RS00715	NZ_CP098241.1	-	160872	162308	NB623_RS00715	ID111A	+	160872	162308	-
NB623_RS00720	NZ_CP098241.1	-	162404	163195	NB623_RS00720	ID111A	+	162404	163195	-
NB623_RS00725	NZ_CP098241.1	+	163270	163545	NB623_RS00725	ID111A	+	163270	163545	+
NB623_RS00730	NZ_CP098241.1	-	163574	164642	NB623_RS00730	ID111A	+	163574	164642	-
NB623_RS00735	NZ_CP098241.1	-	164694	165353	NB623_RS00735	ID111A	+	164694	165353	-
NB623_RS00740	NZ_CP098241.1	+	165504	165803	NB623_RS00740	ID111A	+	165504	165803	+
NB623_RS00745	NZ_CP098241.1	+	165811	166065	NB623_RS00745	ID111A	+	165811	166065	+
NB623_RS00750	NZ_CP098241.1	-	166323	167147	NB623_RS00750	ID111A	+	166323	167147	-
NB623_RS00755	NZ_CP098241.1	+	167276	167372	NB623_RS00755	ID111A	+	167276	167372	+
NB623_RS00760	NZ_CP098241.1	+	167399	168502	NB623_RS00760	ID111A	+	167399	168502	+
NB623_RS00765	NZ_CP098241.1	+	168715	170169	NB623_RS00765	ID111A	+	168715	170169	+
NB623_RS00770	NZ_CP098241.1	+	170294	171241	NB623_RS00770	ID111A	+	170294	171241	+
NB623_RS00775	NZ_CP098241.1	-	171501	171584	NB623_RS00775	ID111A	+	171501	171584	-
NB623_RS00780	NZ_CP098241.1	+	171646	173856	NB623_RS00780	ID111A	+	171646	173856	+
NB623_RS00785	NZ_CP098241.1	+	173925	174485	NB623_RS00785	ID111A	+	173925	174485	+
NB623_RS00790	NZ_CP098241.1	+	174530	175615	NB623_RS00790	ID111A	+	174530	175615	+
NB623_RS00795	NZ_CP098241.1	+	175602	176318	NB623_RS00795	ID111A	+	175602	176318	+
NB623_RS00800	NZ_CP098241.1	+	176379	177782	NB623_RS00800	ID111A	+	176379	177782	+
NB623_RS00805	NZ_CP098241.1	+	177773	178330	NB623_RS00805	ID111A	+	177773	178330	+
NB623_RS00810	NZ_CP098241.1	+	178349	178873	NB623_RS00810	ID111A	+	178349	178873	+
NB623_RS00815	NZ_CP098241.1	+	178860	179618	NB623_RS00815	ID111A	+	178860	179618	+
NB623_RS00820	NZ_CP098241.1	-	179625	179699	NB623_RS00820	ID111A	+	179625	179699	-
NB623_RS00825	NZ_CP098241.1	+	179758	180363	NB623_RS00825	ID111A	+	179758	180363	+
NB623_RS00830	NZ_CP098241.1	+	180347	180997	NB623_RS00830	ID111A	+	180347	180997	+
NB623_RS00835	NZ_CP098241.1	+	181007	181819	NB623_RS00835	ID111A	+	181007	181819	+
NB623_RS00840	NZ_CP098241.1	+	181835	183070	NB623_RS00840	ID111A	+	181835	183070	+
NB623_RS00845	NZ_CP098241.1	+	183266	184594	NB623_RS00845	ID111A	+	183266	184594	+
NB623_RS00850	NZ_CP098241.1	+	184739	185161	NB623_RS00850	ID111A	+	184739	185161	+
NB623_RS00855	NZ_CP098241.1	-	185237	185887	NB623_RS00855	ID111A	+	185237	185887	-
NB623_RS00860	NZ_CP098241.1	-	185868	186725	NB623_RS00860	ID111A	+	185868	186725	-
NB623_RS00865	NZ_CP098241.1	-	186726	187319	NB623_RS00865	ID111A	+	186726	187319	-
NB623_RS00870	NZ_CP098241.1	-	187300	187860	NB623_RS00870	ID111A	+	187300	187860	-
NB623_RS00875	NZ_CP098241.1	-	187887	188567	NB623_RS00875	ID111A	+	187887	188567	-
NB623_RS00880	NZ_CP098241.1	-	189047	189928	NB623_RS00880	ID111A	+	189047	189928	-
NB623_RS00885	NZ_CP098241.1	-	189935	190330	NB623_RS00885	ID111A	+	189935	190330	-
NB623_RS00890	NZ_CP098241.1	-	190330	190782	NB623_RS00890	ID111A	+	190330	190782	-
NB623_RS00895	NZ_CP098241.1	-	190800	191183	NB623_RS00895	ID111A	+	190800	191183	-
NB623_RS00900	NZ_CP098241.1	-	191155	193194	NB623_RS00900	ID111A	+	191155	193194	-
NB623_RS00905	NZ_CP098241.1	+	193272	194468	NB623_RS00905	ID111A	+	193272	194468	+
NB623_RS00910	NZ_CP098241.1	+	194802	195452	NB623_RS00910	ID111A	+	194802	195452	+
NB623_RS00915	NZ_CP098241.1	+	195424	195885	NB623_RS00915	ID111A	+	195424	195885	+
NB623_RS00920	NZ_CP098241.1	+	195886	196599	NB623_RS00920	ID111A	+	195886	196599	+
NB623_RS00925	NZ_CP098241.1	+	196592	197737	NB623_RS00925	ID111A	+	196592	197737	+
NB623_RS00930	NZ_CP098241.1	+	197730	198158	NB623_RS00930	ID111A	+	197730	198158	+
NB623_RS00935	NZ_CP098241.1	+	198139	198861	NB623_RS00935	ID111A	+	198139	198861	+
NB623_RS00940	NZ_CP098241.1	+	199369	200415	NB623_RS00940	ID111A	+	199369	200415	+
NB623_RS00945	NZ_CP098241.1	+	200378	201397	NB623_RS00945	ID111A	+	200378	201397	+
NB623_RS00950	NZ_CP098241.1	+	201364	201954	NB623_RS00950	ID111A	+	201364	201954	+
NB623_RS00955	NZ_CP098241.1	+	202152	202295	NB623_RS00955	ID111A	+	202152	202295	+
NB623_RS00960	NZ_CP098241.1	+	202512	202760	NB623_RS00960	ID111A	+	202512	202760	+
NB623_RS00965	NZ_CP098241.1	+	202813	202962	NB623_RS00965	ID111A	+	202813	202962	+
NB623_RS00970	NZ_CP098241.1	+	202985	204450	NB623_RS00970	ID111A	+	202985	204450	+
NB623_RS00975	NZ_CP098241.1	-	204521	204853	NB623_RS00975	ID111A	+	204521	204853	-
NB623_RS00980	NZ_CP098241.1	+	205261	205677	NB623_RS00980	ID111A	+	205261	205677	+
NB623_RS00985	NZ_CP098241.1	+	205758	205943	NB623_RS00985	ID111A	+	205758	205943	+
NB623_RS00990	NZ_CP098241.1	+	206005	207349	NB623_RS00990	ID111A	+	206005	207349	+
NB623_RS00995	NZ_CP098241.1	+	207462	209120	NB623_RS00995	ID111A	+	207462	209120	+
NB623_RS01000	NZ_CP098241.1	+	209216	209536	NB623_RS01000	ID111A	+	209216	209536	+
