Orthogroup	MHP_1257_genes	MHP_7422_genes
OG0000000	ABKJ22_RS02265, ABKJ22_RS02260, ABKJ22_RS02255	MHL_RS02190
OG0000000	ABKJ22_RS02090	MHL_RS03905, MHL_RS02380, MHL_RS04190
OG0000000	ABKJ22_RS01715	MHL_RS03710
OG0000001	ABKJ22_RS02690	MHL_RS03875
OG0000001	ABKJ22_RS02685	MHL_RS04080
OG0000002	ABKJ22_RS02205	MHL_RS04055
OG0000002	ABKJ22_RS02250	MHL_RS02195
OG0000002	ABKJ22_RS01720	MHL_RS01800
OG0000003	ABKJ22_RS02215	MHL_RS02255
OG0000003	ABKJ22_RS01825	MHL_RS03835
OG0000004	ABKJ22_RS02940	MHL_RS03205, MHL_RS03215
OG0000005	ABKJ22_RS00095	MHL_RS00105
OG0000005	ABKJ22_RS00115	MHL_RS00125
OG0000005	ABKJ22_RS00100	MHL_RS04205
OG0000005	ABKJ22_RS00105	MHL_RS00115
OG0000005	ABKJ22_RS00120	MHL_RS00130
OG0000006	ABKJ22_RS02450	MHL_RS03635
OG0000006	ABKJ22_RS02310	MHL_RS02420
OG0000006	ABKJ22_RS02280	MHL_RS02390
OG0000007	ABKJ22_RS02220	MHL_RS02250
OG0000007	ABKJ22_RS02225	MHL_RS02245
OG0000007	ABKJ22_RS02230	MHL_RS02240
OG0000008	ABKJ22_RS02100	MHL_RS02375
OG0000008	ABKJ22_RS01635	MHL_RS04180
OG0000008	ABKJ22_RS02455	MHL_RS04065
OG0000009	ABKJ22_RS01035	MHL_RS00755
OG0000009	ABKJ22_RS00085	MHL_RS00090
OG0000009	ABKJ22_RS01020	MHL_RS00770
OG0000010	ABKJ22_RS01835	MHL_RS01930
OG0000011	ABKJ22_RS01925	MHL_RS04185
OG0000011	ABKJ22_RS01920	MHL_RS02020
OG0000012	ABKJ22_RS01200	MHL_RS03845
OG0000013	ABKJ22_RS02355	MHL_RS02470
OG0000013	ABKJ22_RS00180	MHL_RS03925
OG0000014	ABKJ22_RS00595	MHL_RS00590
OG0000014	ABKJ22_RS01105	MHL_RS01170
OG0000014	ABKJ22_RS01095	MHL_RS00695
OG0000015	ABKJ22_RS01630	MHL_RS01645
OG0000015	ABKJ22_RS01575	MHL_RS01720
OG0000016	ABKJ22_RS02785	MHL_RS02885
OG0000016	ABKJ22_RS00165	MHL_RS00175
OG0000017	ABKJ22_RS00150	MHL_RS00160
OG0000017	ABKJ22_RS02795	MHL_RS02895
OG0000018	ABKJ22_RS01340	MHL_RS01405
OG0000020	ABKJ22_RS03435	MHL_RS03545
OG0000020	ABKJ22_RS03440	MHL_RS03550
OG0000021	ABKJ22_RS00510	MHL_RS03930
OG0000022	ABKJ22_RS01655	MHL_RS01740
OG0000022	ABKJ22_RS01710	MHL_RS01790
OG0000024	ABKJ22_RS02680	MHL_RS02790
OG0000024	ABKJ22_RS01290	MHL_RS01355
OG0000025	ABKJ22_RS01660	MHL_RS01745
OG0000025	ABKJ22_RS01705	MHL_RS01785
OG0000026	ABKJ22_RS01380	MHL_RS01445
OG0000027	ABKJ22_RS03225	MHL_RS03755
OG0000027	ABKJ22_RS03240	MHL_RS03360
OG0000028	ABKJ22_RS02365	MHL_RS02480
OG0000029	ABKJ22_RS00600	MHL_RS01165
OG0000029	ABKJ22_RS01090	MHL_RS00700
OG0000030	ABKJ22_RS03215	MHL_RS03335
OG0000030	ABKJ22_RS03235	MHL_RS03355
OG0000032	ABKJ22_RS01585	MHL_RS04000
OG0000032	ABKJ22_RS03230	MHL_RS03350
OG0000033	ABKJ22_RS02360	MHL_RS02475
OG0000035	ABKJ22_RS03095	MHL_RS03195
OG0000036	ABKJ22_RS00110	MHL_RS00120
OG0000036	ABKJ22_RS00125	MHL_RS00135
OG0000038	ABKJ22_RS01775	MHL_RS01870
OG0000039	ABKJ22_RS01615	MHL_RS01705
OG0000041	ABKJ22_RS01030	MHL_RS00760
OG0000043	ABKJ22_RS01890	MHL_RS01990
OG0000043	ABKJ22_RS01890	MHL_RS00625
OG0000044	ABKJ22_RS01670	MHL_RS04220
OG0000045	ABKJ22_RS01620	MHL_RS01710
OG0000046	ABKJ22_RS03170	MHL_RS03290
OG0000048	ABKJ22_RS02075	MHL_RS02170
OG0000049	ABKJ22_RS02955	MHL_RS03060
OG0000050	ABKJ22_RS02395	MHL_RS02510
OG0000052	ABKJ22_RS00075	MHL_RS00080
OG0000053	ABKJ22_RS01465	MHL_RS01530
OG0000054	ABKJ22_RS02420	MHL_RS02535
OG0000055	ABKJ22_RS00130	MHL_RS00140
OG0000056	ABKJ22_RS03415	MHL_RS03530
OG0000057	ABKJ22_RS02865	MHL_RS02970
OG0000060	ABKJ22_RS00080	MHL_RS04115
OG0000061	ABKJ22_RS01845	MHL_RS01940
OG0000062	ABKJ22_RS03470	MHL_RS03580
OG0000063	ABKJ22_RS03465	MHL_RS03575
OG0000064	ABKJ22_RS03455	MHL_RS03565
OG0000065	ABKJ22_RS02160	MHL_RS02310
OG0000066	ABKJ22_RS01370	MHL_RS01435
OG0000067	ABKJ22_RS00525	MHL_RS00525
OG0000068	ABKJ22_RS01055	MHL_RS00735
OG0000069	ABKJ22_RS02760	MHL_RS02860
OG0000070	ABKJ22_RS02425	MHL_RS02540
OG0000071	ABKJ22_RS03155	MHL_RS03275
OG0000072	ABKJ22_RS03160	MHL_RS03280
OG0000073	ABKJ22_RS00995	MHL_RS00795
OG0000074	ABKJ22_RS00800	MHL_RS03950, MHL_RS04210
OG0000075	ABKJ22_RS00335	MHL_RS00345
OG0000076	ABKJ22_RS00350	MHL_RS00360
OG0000077	ABKJ22_RS00445	MHL_RS00450
OG0000078	ABKJ22_RS01675	MHL_RS01755
OG0000079	ABKJ22_RS02505	MHL_RS02615
OG0000080	ABKJ22_RS02550	MHL_RS03870
OG0000081	ABKJ22_RS00330	MHL_RS00340
OG0000082	ABKJ22_RS02350	MHL_RS02460
OG0000083	ABKJ22_RS01995	MHL_RS02095
OG0000084	ABKJ22_RS02025	MHL_RS02120
OG0000085	ABKJ22_RS02030	MHL_RS02125
OG0000086	ABKJ22_RS02040	MHL_RS02135
OG0000087	ABKJ22_RS02055	MHL_RS02150
OG0000088	ABKJ22_RS02060	MHL_RS02155
OG0000089	ABKJ22_RS02070	MHL_RS02165
OG0000090	ABKJ22_RS00070	MHL_RS00075
