Orthogroup	MHP_UFV01_genes	MHP_232_genes
OG0000000	FEF30_RS02570	MHP_RS02080
OG0000000	FEF30_RS02495	MHP_RS04000
OG0000000	FEF30_RS02690	MHP_RS02190
OG0000000	FEF30_RS02695	MHP_RS03915
OG0000000	FEF30_RS02035	MHP_RS03825
OG0000001	FEF30_RS01595	MHP_RS00720, MHP_RS00725
OG0000001	FEF30_RS03180	MHP_RS03580
OG0000001	FEF30_RS03130	MHP_RS03935
OG0000001	FEF30_RS03125	MHP_RS02610
OG0000002	FEF30_RS02580	MHP_RS03905
OG0000002	FEF30_RS02575	MHP_RS03800
OG0000002	FEF30_RS04295	MHP_RS01720
OG0000004	FEF30_RS03550	MHP_RS03135
OG0000005	FEF30_RS00415	MHP_RS00100
OG0000005	FEF30_RS00435	MHP_RS00120
OG0000005	FEF30_RS04180	MHP_RS00105
OG0000005	FEF30_RS00425	MHP_RS00110
OG0000005	FEF30_RS04185	MHP_RS00125
OG0000006	FEF30_RS02880	MHP_RS02365
OG0000006	FEF30_RS02730	MHP_RS02230
OG0000008	FEF30_RS02685	MHP_RS03725, MHP_RS03910
OG0000008	FEF30_RS01955	MHP_RS01640
OG0000008	FEF30_RS02885	MHP_RS03920
OG0000009	FEF30_RS00980	MHP_RS01325
OG0000009	FEF30_RS01500	MHP_RS03870
OG0000009	FEF30_RS00990	MHP_RS01315
OG0000010	FEF30_RS02240	MHP_RS01830
OG0000010	FEF30_RS04280	MHP_RS00445
OG0000011	FEF30_RS02330	MHP_RS01915
OG0000011	FEF30_RS02325	MHP_RS01910
OG0000012	FEF30_RS03655	MHP_RS00400
OG0000013	FEF30_RS02775	MHP_RS02275
OG0000013	FEF30_RS00500	MHP_RS03840
OG0000014	FEF30_RS01400	MHP_RS00920
OG0000014	FEF30_RS04210	MHP_RS01385
OG0000016	FEF30_RS03220	MHP_RS02785
OG0000016	FEF30_RS00485	MHP_RS00180
OG0000017	FEF30_RS00470	MHP_RS00165
OG0000017	FEF30_RS03230	MHP_RS02795
OG0000019	FEF30_RS03670	MHP_RS02965
OG0000020	FEF30_RS00265	MHP_RS03465
OG0000020	FEF30_RS03755	MHP_RS03470
OG0000021	FEF30_RS02170	MHP_RS01755
OG0000022	FEF30_RS01975	MHP_RS01655
OG0000022	FEF30_RS04290	MHP_RS01705
OG0000024	FEF30_RS03120	MHP_RS02605
OG0000024	FEF30_RS01585	MHP_RS00730
OG0000025	FEF30_RS04285	MHP_RS01660
OG0000025	FEF30_RS02025	MHP_RS01700
OG0000026	FEF30_RS01680	MHP_RS00640
OG0000026	FEF30_RS02005	MHP_RS01680
OG0000027	FEF30_RS00060	MHP_RS03675
OG0000027	FEF30_RS04125	MHP_RS03280
OG0000028	FEF30_RS02785, FEF30_RS02790	MHP_RS02285
OG0000029	FEF30_RS01390	MHP_RS00925
OG0000029	FEF30_RS00925	MHP_RS01380
OG0000030	FEF30_RS04110	MHP_RS03260
OG0000030	FEF30_RS04120	MHP_RS03275
OG0000032	FEF30_RS00065	MHP_RS03960
OG0000033	FEF30_RS02780	MHP_RS02280
OG0000035	FEF30_RS03545	MHP_RS03130
OG0000036	FEF30_RS00430	MHP_RS00115
