Orthogroup	MHP_UFV01_genes	MHP_116_genes
OG0000000	FEF30_RS02570	ABJ972_RS02145
OG0000000	FEF30_RS02505, FEF30_RS02500	ABJ972_RS02100
OG0000000	FEF30_RS02495	ABJ972_RS02080
OG0000000	FEF30_RS02690	ABJ972_RS02265
OG0000000	FEF30_RS02695	ABJ972_RS02270
OG0000000	FEF30_RS02035	ABJ972_RS01695
OG0000001	FEF30_RS01595	ABJ972_RS01270
OG0000001	FEF30_RS01590	ABJ972_RS01265
OG0000001	FEF30_RS03130, FEF30_RS03125	ABJ972_RS02675
OG0000002	FEF30_RS02580	ABJ972_RS02150
OG0000002	FEF30_RS04340	ABJ972_RS02105
OG0000002	FEF30_RS04295	ABJ972_RS01715
OG0000004	FEF30_RS03540	ABJ972_RS03105
OG0000004	FEF30_RS03550	ABJ972_RS03120
OG0000005	FEF30_RS00415	ABJ972_RS00100
OG0000005	FEF30_RS04180	ABJ972_RS00105
OG0000005	FEF30_RS00425, FEF30_RS04185	ABJ972_RS00110
OG0000006	FEF30_RS02700	ABJ972_RS02275
OG0000007	FEF30_RS02555	ABJ972_RS02135
OG0000007	FEF30_RS02545	ABJ972_RS02130
OG0000007	FEF30_RS02540	ABJ972_RS02125
OG0000008	FEF30_RS02685	ABJ972_RS02260
OG0000008	FEF30_RS01955	ABJ972_RS01615
OG0000008	FEF30_RS02885	ABJ972_RS02445
OG0000009	FEF30_RS00980	ABJ972_RS01005
OG0000009	FEF30_RS01500	ABJ972_RS01180
OG0000009	FEF30_RS00990	ABJ972_RS00990
OG0000010	FEF30_RS02240	ABJ972_RS01825
OG0000011	FEF30_RS02330	ABJ972_RS01915
OG0000011	FEF30_RS02325	ABJ972_RS01910
OG0000013	FEF30_RS02775	ABJ972_RS02350
OG0000013	FEF30_RS00500	ABJ972_RS00170
OG0000014	FEF30_RS00910	ABJ972_RS00580
OG0000014	FEF30_RS01400	ABJ972_RS01075
OG0000014	FEF30_RS04210	ABJ972_RS01065
OG0000016	FEF30_RS03220	ABJ972_RS02765
OG0000016	FEF30_RS00485	ABJ972_RS00155
OG0000017	FEF30_RS00470	ABJ972_RS00140
OG0000017	FEF30_RS03230	ABJ972_RS02775
OG0000018	FEF30_RS04255, FEF30_RS02065, FEF30_RS02070	ABJ972_RS01310
OG0000020	FEF30_RS00265	ABJ972_RS03450
OG0000020	FEF30_RS03755	ABJ972_RS03455
OG0000021	FEF30_RS02170	ABJ972_RS01720
OG0000022	FEF30_RS01975	ABJ972_RS01635
OG0000022	FEF30_RS04290	ABJ972_RS01690
OG0000023	FEF30_RS01630	ABJ972_RS01305
OG0000024	FEF30_RS03120	ABJ972_RS02670
OG0000024	FEF30_RS01585	ABJ972_RS01260
OG0000025	FEF30_RS04285	ABJ972_RS01640
OG0000025	FEF30_RS02025	ABJ972_RS01685
OG0000026	FEF30_RS01680	ABJ972_RS01350
OG0000026	FEF30_RS02005	ABJ972_RS01665
OG0000027	FEF30_RS00060	ABJ972_RS03260
OG0000029	FEF30_RS01390	ABJ972_RS00585
OG0000029	FEF30_RS00925	ABJ972_RS01060
OG0000030	FEF30_RS04110	ABJ972_RS03245
OG0000035	FEF30_RS03545	ABJ972_RS03115
OG0000036	FEF30_RS00445	ABJ972_RS00115
OG0000039	FEF30_RS01930	ABJ972_RS01595
OG0000040	FEF30_RS03620	ABJ972_RS03190
OG0000041	FEF30_RS00985	ABJ972_RS01000
OG0000042	FEF30_RS03315	ABJ972_RS02860
OG0000043	FEF30_RS02295, FEF30_RS02105	ABJ972_RS01880
OG0000044	FEF30_RS04460	ABJ972_RS01650
OG0000045	FEF30_RS01935, FEF30_RS01940	ABJ972_RS01600
OG0000046	FEF30_RS04495	ABJ972_RS03200
OG0000048	FEF30_RS02480	ABJ972_RS02065
OG0000049	FEF30_RS03400	ABJ972_RS02960
OG0000050	FEF30_RS02820	ABJ972_RS02390
OG0000051	FEF30_RS03030	ABJ972_RS02590
OG0000052	FEF30_RS00405	ABJ972_RS00075
OG0000053	FEF30_RS04260	ABJ972_RS01435
OG0000054	FEF30_RS02845	ABJ972_RS02415
OG0000055	FEF30_RS00450	ABJ972_RS00120
OG0000056	FEF30_RS00250	ABJ972_RS03435
OG0000057	FEF30_RS03300	ABJ972_RS02845
OG0000060	FEF30_RS01505	ABJ972_RS01185
OG0000061	FEF30_RS01900	ABJ972_RS01835
OG0000062	FEF30_RS00295	ABJ972_RS03485, ABJ972_RS03515
OG0000063	FEF30_RS04165	ABJ972_RS03510, ABJ972_RS03480
OG0000064	FEF30_RS00280	ABJ972_RS03470
OG0000065	FEF30_RS02625	ABJ972_RS02200
OG0000066	FEF30_RS01670	ABJ972_RS01340
OG0000067	FEF30_RS00835	ABJ972_RS00510
OG0000068	FEF30_RS00960	ABJ972_RS01025
OG0000069	FEF30_RS03195	ABJ972_RS02740
OG0000070	FEF30_RS02850	ABJ972_RS02420
OG0000071	FEF30_RS03610	ABJ972_RS03180
OG0000072	FEF30_RS04405	ABJ972_RS03185
OG0000073	FEF30_RS01015	ABJ972_RS00965
OG0000074	FEF30_RS04230	ABJ972_RS00765
OG0000075	FEF30_RS00655	ABJ972_RS00325
OG0000076	FEF30_RS00670	ABJ972_RS00340
OG0000077	FEF30_RS00755	ABJ972_RS00425
OG0000078	FEF30_RS01995	ABJ972_RS01655
OG0000079	FEF30_RS02935	ABJ972_RS02495
OG0000080	FEF30_RS02980	ABJ972_RS02540
OG0000081	FEF30_RS00650	ABJ972_RS00320
OG0000082	FEF30_RS02770	ABJ972_RS02345
OG0000083	FEF30_RS02400	ABJ972_RS01985
OG0000084	FEF30_RS02430	ABJ972_RS02015
OG0000085	FEF30_RS02435	ABJ972_RS02020
OG0000086	FEF30_RS02445	ABJ972_RS02030
OG0000087	FEF30_RS02460	ABJ972_RS02045
OG0000088	FEF30_RS02465	ABJ972_RS02050
OG0000089	FEF30_RS02475	ABJ972_RS02060
OG0000090	FEF30_RS00400	ABJ972_RS00070
OG0000091	FEF30_RS00385	ABJ972_RS00055
OG0000092	FEF30_RS00370	ABJ972_RS00040
OG0000093	FEF30_RS00365	ABJ972_RS00035
OG0000094	FEF30_RS00360	ABJ972_RS00030
OG0000095	FEF30_RS00335	ABJ972_RS00005
OG0000096	FEF30_RS00330	ABJ972_RS03550
OG0000097	FEF30_RS00310	ABJ972_RS03530
OG0000098	FEF30_RS00300	ABJ972_RS03520
OG0000099	FEF30_RS04160	ABJ972_RS03440
OG0000100	FEF30_RS00240	ABJ972_RS03425
OG0000101	FEF30_RS00235	ABJ972_RS03420
OG0000102	FEF30_RS02020	ABJ972_RS01680
OG0000103	FEF30_RS02590	ABJ972_RS02165
OG0000104	FEF30_RS02595	ABJ972_RS02170
OG0000105	FEF30_RS02610	ABJ972_RS02185
