Orthogroup	MHP_UFV01_genes	MHP_7422_genes
OG0000000	FEF30_RS02505, FEF30_RS02500	MHL_RS02190
OG0000000	FEF30_RS04350	MHL_RS03905
OG0000000	FEF30_RS02690	MHL_RS02380
OG0000000	FEF30_RS02695	MHL_RS04190
OG0000001	FEF30_RS01595	MHL_RS03980
OG0000001	FEF30_RS03180	MHL_RS02845
OG0000001	FEF30_RS03130	MHL_RS03875
OG0000001	FEF30_RS03125	MHL_RS04080
OG0000002	FEF30_RS02580	MHL_RS04055
OG0000002	FEF30_RS04340	MHL_RS02195
OG0000002	FEF30_RS04295	MHL_RS01800
OG0000003	FEF30_RS02165	MHL_RS01875
OG0000003	FEF30_RS04345	MHL_RS02255
OG0000004	FEF30_RS03540	MHL_RS03205
OG0000004	FEF30_RS03550	MHL_RS03215
OG0000005	FEF30_RS00415	MHL_RS00105
OG0000005	FEF30_RS00435	MHL_RS00125
OG0000005	FEF30_RS04180	MHL_RS04205
OG0000005	FEF30_RS00425	MHL_RS00115
OG0000005	FEF30_RS04185	MHL_RS00130
OG0000006	FEF30_RS02880	MHL_RS03635
OG0000006	FEF30_RS02730	MHL_RS02420
OG0000006	FEF30_RS02700	MHL_RS02390
OG0000007	FEF30_RS02555	MHL_RS02250
OG0000007	FEF30_RS02545	MHL_RS02245
OG0000007	FEF30_RS02540	MHL_RS02240
OG0000008	FEF30_RS02685	MHL_RS02375
OG0000008	FEF30_RS01955	MHL_RS04180
OG0000008	FEF30_RS02885	MHL_RS04065
OG0000009	FEF30_RS00980	MHL_RS00755
OG0000009	FEF30_RS00990	MHL_RS00770
OG0000010	FEF30_RS02240	MHL_RS01930
OG0000011	FEF30_RS02330	MHL_RS04185
OG0000011	FEF30_RS02325	MHL_RS02020
OG0000013	FEF30_RS02775	MHL_RS02470
OG0000013	FEF30_RS00500	MHL_RS03925
OG0000014	FEF30_RS00910	MHL_RS00590
OG0000014	FEF30_RS01400	MHL_RS01170
OG0000014	FEF30_RS04210	MHL_RS00695
OG0000015	FEF30_RS01950	MHL_RS01645
OG0000015	FEF30_RS02045	MHL_RS00685
OG0000016	FEF30_RS03220	MHL_RS02885
OG0000016	FEF30_RS00485	MHL_RS00175
OG0000017	FEF30_RS00470	MHL_RS00160
OG0000017	FEF30_RS03230	MHL_RS02895
OG0000018	FEF30_RS02065, FEF30_RS02070	MHL_RS00665
OG0000020	FEF30_RS00265	MHL_RS03545
OG0000020	FEF30_RS03755	MHL_RS03550
OG0000022	FEF30_RS01975	MHL_RS01740
OG0000022	FEF30_RS04290	MHL_RS01790
OG0000023	FEF30_RS02055	MHL_RS00675, MHL_RS03935
OG0000024	FEF30_RS03120	MHL_RS02790
OG0000024	FEF30_RS01585	MHL_RS01355
OG0000025	FEF30_RS04285	MHL_RS01745
OG0000025	FEF30_RS02025	MHL_RS01785
OG0000026	FEF30_RS01680	MHL_RS01445
OG0000027	FEF30_RS00060	MHL_RS03755
OG0000027	FEF30_RS04125	MHL_RS03360
OG0000029	FEF30_RS01390	MHL_RS01165
OG0000029	FEF30_RS00925	MHL_RS00700
OG0000030	FEF30_RS04110	MHL_RS03335
OG0000030	FEF30_RS04120	MHL_RS03355
OG0000031	FEF30_RS01920	MHL_RS01685
OG0000031	FEF30_RS02100	MHL_RS00630
OG0000032	FEF30_RS00065	MHL_RS03350
OG0000034	FEF30_RS02525	MHL_RS04045
OG0000035	FEF30_RS03545	MHL_RS03210
OG0000036	FEF30_RS00430	MHL_RS00120
OG0000036	FEF30_RS00445	MHL_RS00135
OG0000039	FEF30_RS01930	MHL_RS01705
OG0000041	FEF30_RS00985	MHL_RS00760
OG0000042	FEF30_RS03315	MHL_RS02985
OG0000043	FEF30_RS02105	MHL_RS00625
OG0000044	FEF30_RS04460	MHL_RS04220
OG0000045	FEF30_RS01935, FEF30_RS01940	MHL_RS01710
OG0000046	FEF30_RS04495	MHL_RS04100
OG0000047	FEF30_RS02085	MHL_RS00650
OG0000048	FEF30_RS02480	MHL_RS02170
OG0000049	FEF30_RS03400	MHL_RS03060
OG0000050	FEF30_RS02820	MHL_RS02510
OG0000052	FEF30_RS00405	MHL_RS00080
OG0000053	FEF30_RS04260	MHL_RS01530
OG0000054	FEF30_RS02845	MHL_RS02535
OG0000055	FEF30_RS00450	MHL_RS00140
OG0000056	FEF30_RS00250	MHL_RS03530
OG0000057	FEF30_RS03300	MHL_RS02970
OG0000058	FEF30_RS02120	MHL_RS00610
OG0000059	FEF30_RS02110	MHL_RS00620
OG0000061	FEF30_RS01900	MHL_RS01940
OG0000062	FEF30_RS00295	MHL_RS03580
OG0000063	FEF30_RS04165	MHL_RS03575
OG0000064	FEF30_RS00280	MHL_RS03565
OG0000065	FEF30_RS02625	MHL_RS02310
OG0000066	FEF30_RS01670	MHL_RS01435
OG0000067	FEF30_RS00835	MHL_RS00525
OG0000068	FEF30_RS00960	MHL_RS00735
OG0000069	FEF30_RS03195	MHL_RS02860
OG0000070	FEF30_RS02850	MHL_RS02540
OG0000071	FEF30_RS03610	MHL_RS03275
OG0000072	FEF30_RS04405	MHL_RS03280
OG0000073	FEF30_RS01015	MHL_RS00795
OG0000074	FEF30_RS04230	MHL_RS03950, MHL_RS04210
OG0000075	FEF30_RS00655	MHL_RS00345
OG0000076	FEF30_RS00670	MHL_RS00360
OG0000077	FEF30_RS00755	MHL_RS00450
OG0000078	FEF30_RS01995	MHL_RS01755
OG0000079	FEF30_RS02935	MHL_RS02615
OG0000080	FEF30_RS02980	MHL_RS03870
OG0000081	FEF30_RS00650	MHL_RS00340
OG0000082	FEF30_RS02770	MHL_RS02460
OG0000083	FEF30_RS02400	MHL_RS02095
OG0000084	FEF30_RS02430	MHL_RS02120
OG0000085	FEF30_RS02435	MHL_RS02125
OG0000086	FEF30_RS02445	MHL_RS02135
OG0000087	FEF30_RS02460	MHL_RS02150
OG0000088	FEF30_RS02465	MHL_RS02155
OG0000089	FEF30_RS02475	MHL_RS02165
OG0000090	FEF30_RS00400	MHL_RS00075
OG0000091	FEF30_RS00385	MHL_RS00060
OG0000092	FEF30_RS00370	MHL_RS00045
OG0000093	FEF30_RS00365	MHL_RS00040
OG0000094	FEF30_RS00360	MHL_RS00035
OG0000095	FEF30_RS00335	MHL_RS00010
OG0000096	FEF30_RS00330	MHL_RS03615
OG0000097	FEF30_RS00310	MHL_RS03595
OG0000098	FEF30_RS00300	MHL_RS03585
OG0000099	FEF30_RS04160	MHL_RS03535
OG0000100	FEF30_RS00240	MHL_RS03520
OG0000101	FEF30_RS00235	MHL_RS03515
OG0000102	FEF30_RS02020	MHL_RS01780
OG0000103	FEF30_RS02590	MHL_RS02275
OG0000104	FEF30_RS02595	MHL_RS02280
OG0000105	FEF30_RS02610	MHL_RS02295
OG0000106	FEF30_RS02620	MHL_RS02305
OG0000107	FEF30_RS02630	MHL_RS02315
OG0000108	FEF30_RS02635	MHL_RS02320
OG0000109	FEF30_RS02640	MHL_RS02325
OG0000110	FEF30_RS02760	MHL_RS02450
OG0000111	FEF30_RS02755	MHL_RS02445
OG0000112	FEF30_RS02745	MHL_RS02435
OG0000113	FEF30_RS02725	MHL_RS02415
OG0000114	FEF30_RS02715	MHL_RS02405
OG0000115	FEF30_RS02705	MHL_RS02395
OG0000116	FEF30_RS01610	MHL_RS01380
OG0000117	FEF30_RS01615	MHL_RS01385
OG0000118	FEF30_RS01650	MHL_RS01420
OG0000119	FEF30_RS01655	MHL_RS01425
OG0000120	FEF30_RS01675	MHL_RS01440
OG0000121	FEF30_RS01700	MHL_RS01465
OG0000122	FEF30_RS01705	MHL_RS01470
OG0000123	FEF30_RS01725	MHL_RS01490
OG0000124	FEF30_RS01730	MHL_RS01495
OG0000125	FEF30_RS01735	MHL_RS01500
OG0000126	FEF30_RS01745	MHL_RS01510
OG0000127	FEF30_RS01755	MHL_RS01520
OG0000128	FEF30_RS01770	MHL_RS01535
OG0000129	FEF30_RS01775	MHL_RS01540
OG0000130	FEF30_RS01785	MHL_RS01550
OG0000131	FEF30_RS04265	MHL_RS01580
OG0000132	FEF30_RS04270	MHL_RS01595
OG0000133	FEF30_RS00840	MHL_RS00530
OG0000134	FEF30_RS00845	MHL_RS00535
OG0000135	FEF30_RS00860	MHL_RS00550
OG0000136	FEF30_RS00865	MHL_RS00555
OG0000137	FEF30_RS00905	MHL_RS00585
OG0000138	FEF30_RS00935	MHL_RS00710
OG0000139	FEF30_RS00965	MHL_RS00740
OG0000140	FEF30_RS00970	MHL_RS00745
OG0000141	FEF30_RS03310	MHL_RS02980
OG0000142	FEF30_RS04385	MHL_RS02975
OG0000143	FEF30_RS03285	MHL_RS02950
OG0000144	FEF30_RS03275	MHL_RS02940
OG0000145	FEF30_RS03265	MHL_RS02930
OG0000146	FEF30_RS03255	MHL_RS02920
OG0000147	FEF30_RS03250	MHL_RS02915
OG0000148	FEF30_RS03235	MHL_RS02900
OG0000149	FEF30_RS03225	MHL_RS02890
OG0000150	FEF30_RS03210	MHL_RS02875
OG0000151	FEF30_RS03160	MHL_RS02830
OG0000152	FEF30_RS03155	MHL_RS02825
OG0000153	FEF30_RS03150	MHL_RS02820
OG0000154	FEF30_RS03140	MHL_RS02810
OG0000155	FEF30_RS03100	MHL_RS02770
OG0000156	FEF30_RS03090	MHL_RS02760
OG0000157	FEF30_RS04375	MHL_RS02755
OG0000158	FEF30_RS04370	MHL_RS04195
OG0000159	FEF30_RS02835	MHL_RS02525
OG0000160	FEF30_RS02830	MHL_RS02520
OG0000161	FEF30_RS02825	MHL_RS02515
OG0000162	FEF30_RS02815	MHL_RS02505
OG0000163	FEF30_RS02810	MHL_RS02500
OG0000164	FEF30_RS01925	MHL_RS01690
OG0000165	FEF30_RS02320	MHL_RS02015
OG0000166	FEF30_RS02340	MHL_RS02035
OG0000167	FEF30_RS02355	MHL_RS02050
OG0000168	FEF30_RS02360	MHL_RS04040
OG0000169	FEF30_RS03395	MHL_RS03055
OG0000170	FEF30_RS04475	MHL_RS03070
OG0000171	FEF30_RS03420	MHL_RS03080
OG0000172	FEF30_RS03425	MHL_RS03085
OG0000173	FEF30_RS03430	MHL_RS03090
OG0000174	FEF30_RS03435	MHL_RS03095
OG0000175	FEF30_RS03450	MHL_RS03110
OG0000176	FEF30_RS03495	MHL_RS03160
OG0000177	FEF30_RS03500	MHL_RS03165
OG0000178	FEF30_RS03505	MHL_RS03170
OG0000179	FEF30_RS03515	MHL_RS03180
OG0000180	FEF30_RS03520	MHL_RS03185
OG0000181	FEF30_RS04395	MHL_RS03225
OG0000182	FEF30_RS03570	MHL_RS03235
OG0000183	FEF30_RS03605	MHL_RS03270
OG0000184	FEF30_RS00025	MHL_RS03310
OG0000185	FEF30_RS00010	MHL_RS03295
OG0000186	FEF30_RS04275	MHL_RS01605
OG0000187	FEF30_RS01855	MHL_RS01620
OG0000188	FEF30_RS01865	MHL_RS01630
OG0000189	FEF30_RS04355	MHL_RS02365
OG0000190	FEF30_RS02670	MHL_RS02360
OG0000191	FEF30_RS02650	MHL_RS02340
OG0000192	FEF30_RS01530	MHL_RS01300
OG0000193	FEF30_RS01515	MHL_RS01290
OG0000194	FEF30_RS01000	MHL_RS00780
OG0000195	FEF30_RS01005	MHL_RS00785
OG0000196	FEF30_RS01025	MHL_RS00805
OG0000197	FEF30_RS01030	MHL_RS00810
OG0000198	FEF30_RS01045	MHL_RS00825
OG0000199	FEF30_RS01050	MHL_RS00830
OG0000200	FEF30_RS01065	MHL_RS00840
OG0000201	FEF30_RS01075	MHL_RS00850
OG0000202	FEF30_RS01130	MHL_RS00905
OG0000203	FEF30_RS01135	MHL_RS00910
OG0000204	FEF30_RS01140	MHL_RS00915
OG0000205	FEF30_RS01145	MHL_RS00920
OG0000206	FEF30_RS01165	MHL_RS00940
OG0000207	FEF30_RS01180	MHL_RS00955
OG0000208	FEF30_RS01185	MHL_RS00960
OG0000209	FEF30_RS01190	MHL_RS00965
OG0000210	FEF30_RS01235	MHL_RS01010
OG0000211	FEF30_RS01245	MHL_RS01020
OG0000212	FEF30_RS01255	MHL_RS01030
OG0000213	FEF30_RS01260	MHL_RS01035
OG0000214	FEF30_RS01265	MHL_RS01040
OG0000215	FEF30_RS01270	MHL_RS01045
OG0000216	FEF30_RS01275	MHL_RS01050
OG0000217	FEF30_RS01280	MHL_RS01055
OG0000218	FEF30_RS01290	MHL_RS01065
OG0000219	FEF30_RS01295	MHL_RS01070
OG0000220	FEF30_RS01300	MHL_RS01075
OG0000221	FEF30_RS01305	MHL_RS01080
OG0000222	FEF30_RS01310	MHL_RS01085
OG0000223	FEF30_RS01315	MHL_RS01090
OG0000224	FEF30_RS01325	MHL_RS01100
OG0000225	FEF30_RS01335	MHL_RS01110
OG0000226	FEF30_RS01340	MHL_RS01115
OG0000227	FEF30_RS01345	MHL_RS01120
OG0000228	FEF30_RS04410	MHL_RS04215
OG0000229	FEF30_RS01355	MHL_RS01130
OG0000230	FEF30_RS01360	MHL_RS01135
OG0000231	FEF30_RS01370	MHL_RS01145
OG0000232	FEF30_RS01380	MHL_RS01155
OG0000233	FEF30_RS01405	MHL_RS01175
OG0000234	FEF30_RS01440	MHL_RS01210
OG0000235	FEF30_RS01450	MHL_RS01220
