Orthogroup	MHP_UFV01_genes	MHP_98_genes
OG0000000	FEF30_RS02570	GOM18_RS02340
OG0000000	FEF30_RS02495	GOM18_RS04045
OG0000000	FEF30_RS02690, FEF30_RS02695	GOM18_RS04450
OG0000000	FEF30_RS02035	GOM18_RS03685
OG0000001	FEF30_RS01595	GOM18_RS03240
OG0000001	FEF30_RS01590	GOM18_RS03230
OG0000001	FEF30_RS03180	GOM18_RS03125
OG0000001	FEF30_RS03125	GOM18_RS04125
OG0000002	FEF30_RS02580	GOM18_RS02350
OG0000002	FEF30_RS02575	GOM18_RS02345
OG0000002	FEF30_RS04295	GOM18_RS04550
OG0000003	FEF30_RS02165	GOM18_RS03520
OG0000003	FEF30_RS04200	GOM18_RS03425
OG0000004	FEF30_RS03540	GOM18_RS00895
OG0000004	FEF30_RS03550	GOM18_RS00880
OG0000005	FEF30_RS00415	GOM18_RS03145
OG0000005	FEF30_RS04180	GOM18_RS03600
OG0000005	FEF30_RS00425, FEF30_RS04185	GOM18_RS04540
OG0000006	FEF30_RS02880	GOM18_RS01950
OG0000008	FEF30_RS02685	GOM18_RS02455
OG0000008	FEF30_RS02885	GOM18_RS03975
OG0000009	FEF30_RS00980	GOM18_RS00095
OG0000009	FEF30_RS00990	GOM18_RS00110
OG0000010	FEF30_RS02240	GOM18_RS03360
OG0000010	FEF30_RS04280	GOM18_RS04460
OG0000011	FEF30_RS02330	GOM18_RS03250
OG0000011	FEF30_RS02325	GOM18_RS03255
OG0000013	FEF30_RS02775	GOM18_RS02545
OG0000013	FEF30_RS00500	GOM18_RS03935
OG0000014	FEF30_RS00910	GOM18_RS03570, GOM18_RS01700
OG0000015	FEF30_RS01950, FEF30_RS02045	GOM18_RS02565
OG0000016	FEF30_RS03220	GOM18_RS01215
OG0000016	FEF30_RS00485	GOM18_RS01280
OG0000017	FEF30_RS00470	GOM18_RS01265
OG0000017	FEF30_RS03230	GOM18_RS01205
OG0000020	FEF30_RS00265	GOM18_RS04290
OG0000020	FEF30_RS03755	GOM18_RS03770
OG0000021	FEF30_RS00820	GOM18_RS03345
OG0000022	FEF30_RS01975	GOM18_RS03040
OG0000022	FEF30_RS04290	GOM18_RS04500
OG0000024	FEF30_RS03120	GOM18_RS03075
OG0000024	FEF30_RS01585	GOM18_RS03225
OG0000025	FEF30_RS04285	GOM18_RS04510
OG0000025	FEF30_RS02025	GOM18_RS04505
OG0000026	FEF30_RS01680	GOM18_RS02790
OG0000026	FEF30_RS02005	GOM18_RS03010
OG0000027	FEF30_RS00060	GOM18_RS04335
OG0000027	FEF30_RS04125	GOM18_RS04320
OG0000029	FEF30_RS01390	GOM18_RS01705
OG0000029	FEF30_RS00925	GOM18_RS03580
OG0000030	FEF30_RS04110	GOM18_RS04340
OG0000030	FEF30_RS04120	GOM18_RS04325
OG0000032	FEF30_RS00065	GOM18_RS04565
OG0000035	FEF30_RS03545	GOM18_RS00885
OG0000036	FEF30_RS00430, FEF30_RS00445	GOM18_RS03585
OG0000038	FEF30_RS02160	GOM18_RS03645
OG0000038	FEF30_RS00810	GOM18_RS01605
OG0000039	FEF30_RS01930	GOM18_RS03565
OG0000040	FEF30_RS03620	GOM18_RS00810
OG0000041	FEF30_RS00985	GOM18_RS00100
OG0000042	FEF30_RS03315	GOM18_RS01120
OG0000043	FEF30_RS02295, FEF30_RS02105	GOM18_RS03285
OG0000044	FEF30_RS04460	GOM18_RS04585
OG0000045	FEF30_RS01935, FEF30_RS01940	GOM18_RS03555
OG0000046	FEF30_RS04495	GOM18_RS03880, GOM18_RS03875
OG0000048	FEF30_RS02480	GOM18_RS02325
OG0000049	FEF30_RS03400	GOM18_RS01035
OG0000050	FEF30_RS02820	GOM18_RS01900
OG0000051	FEF30_RS03030	GOM18_RS02100
OG0000052	FEF30_RS00405	GOM18_RS00655
OG0000053	FEF30_RS04260	GOM18_RS04480
OG0000054	FEF30_RS02845	GOM18_RS01925
OG0000055	FEF30_RS00450	GOM18_RS01245
OG0000056	FEF30_RS00250	GOM18_RS00495
OG0000057	FEF30_RS03300	GOM18_RS01135
OG0000058	FEF30_RS02120	GOM18_RS00090
OG0000059	FEF30_RS02110	GOM18_RS03660
OG0000061	FEF30_RS01900	GOM18_RS03350
OG0000062	FEF30_RS00295	GOM18_RS00545
OG0000063	FEF30_RS04165	GOM18_RS04295
OG0000064	FEF30_RS00280	GOM18_RS00530
OG0000065	FEF30_RS02625	GOM18_RS02395
OG0000066	FEF30_RS01670	GOM18_RS02800
OG0000067	FEF30_RS00835	GOM18_RS01630
OG0000068	FEF30_RS00960	GOM18_RS03445
OG0000069	FEF30_RS03195	GOM18_RS01240, GOM18_RS03140
OG0000070	FEF30_RS02850	GOM18_RS01930
OG0000071	FEF30_RS03610	GOM18_RS00820
OG0000072	FEF30_RS04405	GOM18_RS04355
OG0000073	FEF30_RS01015	GOM18_RS00135
OG0000074	FEF30_RS04230	GOM18_RS04260
OG0000076	FEF30_RS00670	GOM18_RS01465
OG0000077	FEF30_RS00755	GOM18_RS01550
OG0000078	FEF30_RS01995	GOM18_RS03020
OG0000079	FEF30_RS02935	GOM18_RS02005
OG0000080	FEF30_RS02980	GOM18_RS03980
OG0000081	FEF30_RS00650	GOM18_RS01445
OG0000083	FEF30_RS02400	GOM18_RS02245
OG0000084	FEF30_RS02430	GOM18_RS02275
OG0000085	FEF30_RS02435	GOM18_RS02280
OG0000086	FEF30_RS02445	GOM18_RS02290
OG0000087	FEF30_RS02460	GOM18_RS02305
OG0000088	FEF30_RS02465	GOM18_RS02310
OG0000089	FEF30_RS02475	GOM18_RS02320
OG0000090	FEF30_RS00400	GOM18_RS00650
OG0000091	FEF30_RS00385	GOM18_RS00635
OG0000092	FEF30_RS00370	GOM18_RS00620
OG0000093	FEF30_RS00365	GOM18_RS00615
OG0000094	FEF30_RS00360	GOM18_RS00610
OG0000095	FEF30_RS00335	GOM18_RS00585
OG0000096	FEF30_RS00330	GOM18_RS00580
OG0000097	FEF30_RS00310	GOM18_RS00560
OG0000098	FEF30_RS00300	GOM18_RS00550
OG0000099	FEF30_RS04160	GOM18_RS04285
OG0000100	FEF30_RS00240	GOM18_RS00485
OG0000101	FEF30_RS00235	GOM18_RS00480
OG0000102	FEF30_RS02020	GOM18_RS02995
OG0000103	FEF30_RS02590	GOM18_RS02360
OG0000104	FEF30_RS02595	GOM18_RS02365
OG0000105	FEF30_RS02610	GOM18_RS02380
OG0000106	FEF30_RS02620	GOM18_RS02390
OG0000107	FEF30_RS02630	GOM18_RS02400
OG0000108	FEF30_RS02635	GOM18_RS02405
OG0000109	FEF30_RS02640	GOM18_RS02410
OG0000110	FEF30_RS02760	GOM18_RS02525
OG0000111	FEF30_RS02755	GOM18_RS02520
OG0000112	FEF30_RS02745	GOM18_RS02510
OG0000113	FEF30_RS02725	GOM18_RS02490
OG0000114	FEF30_RS02715	GOM18_RS02480
OG0000115	FEF30_RS02705	GOM18_RS02470
OG0000116	FEF30_RS01610	GOM18_RS02855
OG0000117	FEF30_RS01615	GOM18_RS02850
OG0000118	FEF30_RS01650	GOM18_RS02815
OG0000119	FEF30_RS01655	GOM18_RS02810
OG0000120	FEF30_RS01675	GOM18_RS02795
OG0000121	FEF30_RS01700	GOM18_RS02775
OG0000122	FEF30_RS01705	GOM18_RS02770
OG0000123	FEF30_RS01725	GOM18_RS02750
OG0000124	FEF30_RS01730	GOM18_RS02745
OG0000125	FEF30_RS01735	GOM18_RS02740
OG0000126	FEF30_RS01745	GOM18_RS02730
OG0000127	FEF30_RS01755	GOM18_RS02720
OG0000128	FEF30_RS01770	GOM18_RS02705
OG0000129	FEF30_RS01775	GOM18_RS02700
OG0000130	FEF30_RS01785	GOM18_RS02690
OG0000131	FEF30_RS04265	GOM18_RS04475
OG0000132	FEF30_RS04270	GOM18_RS04470
OG0000133	FEF30_RS00840	GOM18_RS01635
OG0000134	FEF30_RS00845	GOM18_RS01640
OG0000135	FEF30_RS00860	GOM18_RS01655
OG0000136	FEF30_RS00865	GOM18_RS01660
OG0000137	FEF30_RS00905	GOM18_RS01690
OG0000138	FEF30_RS00935	GOM18_RS03470
OG0000139	FEF30_RS00965	GOM18_RS03440
OG0000140	FEF30_RS00970	GOM18_RS03435
OG0000141	FEF30_RS03310	GOM18_RS01125
OG0000142	FEF30_RS04385	GOM18_RS04380
OG0000143	FEF30_RS03285	GOM18_RS01150
OG0000144	FEF30_RS03275	GOM18_RS01160
OG0000145	FEF30_RS03265	GOM18_RS01170
OG0000146	FEF30_RS03255	GOM18_RS01180
OG0000147	FEF30_RS03250	GOM18_RS01185
OG0000148	FEF30_RS03235	GOM18_RS01200
OG0000149	FEF30_RS03225	GOM18_RS01210
OG0000150	FEF30_RS03210	GOM18_RS01225
OG0000151	FEF30_RS03160	GOM18_RS03115
OG0000152	FEF30_RS03155	GOM18_RS03110
OG0000153	FEF30_RS03150	GOM18_RS03105
OG0000154	FEF30_RS03140	GOM18_RS03095
OG0000155	FEF30_RS03100	GOM18_RS02160
OG0000156	FEF30_RS03090	GOM18_RS02150
OG0000157	FEF30_RS04375	GOM18_RS04415
OG0000158	FEF30_RS04370	GOM18_RS04410
OG0000159	FEF30_RS02835	GOM18_RS01915
OG0000160	FEF30_RS02830	GOM18_RS01910
OG0000161	FEF30_RS02825	GOM18_RS01905
OG0000162	FEF30_RS02815	GOM18_RS01895
OG0000163	FEF30_RS02810	GOM18_RS01890
OG0000164	FEF30_RS01925	GOM18_RS03635
OG0000165	FEF30_RS02320	GOM18_RS03260
OG0000166	FEF30_RS02340	GOM18_RS02185
OG0000167	FEF30_RS02355	GOM18_RS02200
OG0000168	FEF30_RS02360	GOM18_RS02205
OG0000169	FEF30_RS03395	GOM18_RS01040
OG0000170	FEF30_RS04475	GOM18_RS01025
OG0000171	FEF30_RS03420	GOM18_RS01015
OG0000172	FEF30_RS03425	GOM18_RS01010
OG0000173	FEF30_RS03430	GOM18_RS01005
OG0000174	FEF30_RS03435	GOM18_RS01000
OG0000175	FEF30_RS03450	GOM18_RS00985
OG0000176	FEF30_RS03495	GOM18_RS00935
OG0000177	FEF30_RS03500	GOM18_RS00930
OG0000178	FEF30_RS03505	GOM18_RS00925
OG0000179	FEF30_RS03515	GOM18_RS00915
OG0000180	FEF30_RS03520	GOM18_RS00910
OG0000181	FEF30_RS04395	GOM18_RS04365
OG0000182	FEF30_RS03570	GOM18_RS00860
OG0000183	FEF30_RS03605	GOM18_RS00825
OG0000184	FEF30_RS00025	GOM18_RS00780
OG0000185	FEF30_RS00010	GOM18_RS00795
OG0000186	FEF30_RS04275	GOM18_RS04465
OG0000187	FEF30_RS01855	GOM18_RS02595
OG0000188	FEF30_RS01865	GOM18_RS02585
OG0000189	FEF30_RS04355	GOM18_RS04445
OG0000190	FEF30_RS02670	GOM18_RS02440
OG0000191	FEF30_RS02650	GOM18_RS02420
OG0000192	FEF30_RS01530	GOM18_RS03170
OG0000193	FEF30_RS01515	GOM18_RS03155
OG0000194	FEF30_RS01000	GOM18_RS00120
OG0000195	FEF30_RS01005	GOM18_RS00125
OG0000196	FEF30_RS01025	GOM18_RS00145
OG0000197	FEF30_RS01030	GOM18_RS00150
OG0000198	FEF30_RS01045	GOM18_RS00165
OG0000199	FEF30_RS01050	GOM18_RS00170
OG0000200	FEF30_RS01065	GOM18_RS00185
OG0000201	FEF30_RS01075	GOM18_RS00195
OG0000202	FEF30_RS01130	GOM18_RS00250
OG0000203	FEF30_RS01135	GOM18_RS00255
OG0000204	FEF30_RS01140	GOM18_RS00260
OG0000205	FEF30_RS01145	GOM18_RS00265
OG0000206	FEF30_RS01165	GOM18_RS00285
OG0000207	FEF30_RS01180	GOM18_RS00300
OG0000208	FEF30_RS01185	GOM18_RS00305
OG0000209	FEF30_RS01190	GOM18_RS00310
OG0000210	FEF30_RS01235	GOM18_RS00360
OG0000211	FEF30_RS01245	GOM18_RS01855
OG0000212	FEF30_RS01255	GOM18_RS01845
OG0000213	FEF30_RS01260	GOM18_RS01840
OG0000214	FEF30_RS01265	GOM18_RS01835
OG0000215	FEF30_RS01270	GOM18_RS01830
OG0000216	FEF30_RS01275	GOM18_RS01825
OG0000217	FEF30_RS01280	GOM18_RS01820
OG0000218	FEF30_RS01290	GOM18_RS01810
OG0000219	FEF30_RS01295	GOM18_RS01805
OG0000220	FEF30_RS01300	GOM18_RS01800
OG0000221	FEF30_RS01305	GOM18_RS01795
OG0000222	FEF30_RS01310	GOM18_RS01790
OG0000223	FEF30_RS01315	GOM18_RS01785
OG0000224	FEF30_RS01325	GOM18_RS01775
OG0000225	FEF30_RS01335	GOM18_RS01765
OG0000226	FEF30_RS01340	GOM18_RS01760
OG0000227	FEF30_RS01345	GOM18_RS01755
OG0000228	FEF30_RS04410	GOM18_RS04580
OG0000229	FEF30_RS01355	GOM18_RS01745
OG0000230	FEF30_RS01360	GOM18_RS01740
OG0000231	FEF30_RS01370	GOM18_RS01730
OG0000232	FEF30_RS01380	GOM18_RS01720
OG0000233	FEF30_RS01405	GOM18_RS02880
OG0000234	FEF30_RS01440	GOM18_RS02915
OG0000235	FEF30_RS01450	GOM18_RS02925
OG0000236	FEF30_RS01455	GOM18_RS02930
OG0000237	FEF30_RS01460	GOM18_RS02935
OG0000238	FEF30_RS01465	GOM18_RS02940
OG0000239	FEF30_RS03320	GOM18_RS01115
OG0000240	FEF30_RS03325	GOM18_RS01110
OG0000241	FEF30_RS03335	GOM18_RS01100
OG0000242	FEF30_RS03340	GOM18_RS01095
OG0000243	FEF30_RS03345	GOM18_RS01090
OG0000244	FEF30_RS03355	GOM18_RS01080
OG0000245	FEF30_RS03365	GOM18_RS01070
OG0000246	FEF30_RS00455	GOM18_RS01250
OG0000247	FEF30_RS00465	GOM18_RS01260
OG0000248	FEF30_RS00475	GOM18_RS01270
OG0000249	FEF30_RS03675, FEF30_RS00480	GOM18_RS01275
OG0000250	FEF30_RS00495	GOM18_RS01290
OG0000251	FEF30_RS00525	GOM18_RS01320
OG0000252	FEF30_RS00535	GOM18_RS01330
OG0000253	FEF30_RS00540	GOM18_RS01335
OG0000254	FEF30_RS00550	GOM18_RS01345
OG0000255	FEF30_RS00555	GOM18_RS01350
OG0000256	FEF30_RS00560	GOM18_RS01355
OG0000257	FEF30_RS00585	GOM18_RS01380
OG0000258	FEF30_RS00595	GOM18_RS01390
OG0000259	FEF30_RS00625	GOM18_RS01420
OG0000260	FEF30_RS00635	GOM18_RS01430
OG0000261	FEF30_RS04195	GOM18_RS04390
OG0000262	FEF30_RS00660	GOM18_RS01455
OG0000263	FEF30_RS00675	GOM18_RS01470
OG0000264	FEF30_RS00690	GOM18_RS01485
OG0000265	FEF30_RS00700	GOM18_RS01495
OG0000266	FEF30_RS00715	GOM18_RS01510
OG0000267	FEF30_RS00730	GOM18_RS01525
OG0000268	FEF30_RS00735	GOM18_RS01530
OG0000269	FEF30_RS00750	GOM18_RS01545
OG0000270	FEF30_RS04155	GOM18_RS04280
OG0000271	FEF30_RS00205	GOM18_RS00450
OG0000272	FEF30_RS00200	GOM18_RS00445
OG0000273	FEF30_RS00195	GOM18_RS00440
OG0000274	FEF30_RS00175	GOM18_RS00420
OG0000275	FEF30_RS04145	GOM18_RS04270
OG0000276	FEF30_RS00165	GOM18_RS00410
OG0000277	FEF30_RS00155	GOM18_RS00400
OG0000278	FEF30_RS00150	GOM18_RS00395
OG0000279	FEF30_RS00140	GOM18_RS00385
OG0000280	FEF30_RS00135	GOM18_RS00380
OG0000281	FEF30_RS00130	GOM18_RS00375
OG0000282	FEF30_RS04135	GOM18_RS04310
OG0000283	FEF30_RS00100	GOM18_RS00705
OG0000284	FEF30_RS00095	GOM18_RS00710
OG0000285	FEF30_RS04130	GOM18_RS04315
OG0000286	FEF30_RS02795	GOM18_RS01875
OG0000287	FEF30_RS02895	GOM18_RS01965
OG0000288	FEF30_RS02905	GOM18_RS01975
OG0000289	FEF30_RS02910	GOM18_RS01980
OG0000290	FEF30_RS03020	GOM18_RS02090
OG0000291	FEF30_RS03010	GOM18_RS02080
OG0000292	FEF30_RS03005	GOM18_RS02075
OG0000293	FEF30_RS03000	GOM18_RS02070
OG0000294	FEF30_RS02990	GOM18_RS02060
OG0000295	FEF30_RS02985	GOM18_RS02055
OG0000296	FEF30_RS02945	GOM18_RS02015
OG0000297	FEF30_RS02940	GOM18_RS02010
OG0000298	FEF30_RS00490	GOM18_RS01285
OG0000299	FEF30_RS00510	GOM18_RS03940
OG0000300	FEF30_RS00685	GOM18_RS01480
OG0000301	FEF30_RS00720	GOM18_RS01515
OG0000302	FEF30_RS00725	GOM18_RS01520
OG0000303	FEF30_RS00870	GOM18_RS01665
OG0000304	FEF30_RS01385	GOM18_RS01710
OG0000305	FEF30_RS03260	GOM18_RS01175
OG0000306	FEF30_RS03185	GOM18_RS03130
OG0000307	FEF30_RS03145	GOM18_RS03100
OG0000308	FEF30_RS03040	GOM18_RS02110
OG0000309	FEF30_RS02975	GOM18_RS02045
OG0000310	FEF30_RS02900	GOM18_RS01970
OG0000311	FEF30_RS02855	GOM18_RS01935
OG0000312	FEF30_RS02840	GOM18_RS01920
OG0000313	FEF30_RS01915	GOM18_RS03620
OG0000314	FEF30_RS02335	GOM18_RS03245
OG0000315	FEF30_RS02365	GOM18_RS02210
OG0000316	FEF30_RS02375	GOM18_RS02220
OG0000317	FEF30_RS02470	GOM18_RS02315
OG0000318	FEF30_RS04320	GOM18_RS04425
OG0000319	FEF30_RS02605	GOM18_RS02375
OG0000320	FEF30_RS02735	GOM18_RS02500
OG0000321	FEF30_RS01645	GOM18_RS02820
OG0000322	FEF30_RS01695	GOM18_RS02780
OG0000323	FEF30_RS01825	GOM18_RS02625
OG0000324	FEF30_RS02645	GOM18_RS02415
OG0000325	FEF30_RS01010	GOM18_RS00130
OG0000326	FEF30_RS01105	GOM18_RS00225
OG0000327	FEF30_RS01110	GOM18_RS00230
