Orthogroup	MHP_UFV01_genes	MHP_11_genes
OG0000000	FEF30_RS02570	B5C39_RS02485
OG0000000	FEF30_RS02495	B5C39_RS03935
OG0000000	FEF30_RS02690	B5C39_RS02595
OG0000000	FEF30_RS02695	B5C39_RS03835
OG0000001	FEF30_RS01595	B5C39_RS01615, B5C39_RS01620
OG0000001	FEF30_RS03180	B5C39_RS03070
OG0000001	FEF30_RS03130	B5C39_RS03865
OG0000001	FEF30_RS03125	B5C39_RS03020
OG0000002	FEF30_RS02580	B5C39_RS03825
OG0000002	FEF30_RS02575	B5C39_RS03650
OG0000002	FEF30_RS04295	B5C39_RS03240
OG0000004	FEF30_RS03540	B5C39_RS00380
OG0000004	FEF30_RS03550	B5C39_RS00400
OG0000005	FEF30_RS00415	B5C39_RS00915
OG0000005	FEF30_RS00435	B5C39_RS00935
OG0000005	FEF30_RS04180	B5C39_RS00920
OG0000005	FEF30_RS00425	B5C39_RS00925
OG0000005	FEF30_RS04185	B5C39_RS00940
OG0000006	FEF30_RS02880	B5C39_RS03845
OG0000006	FEF30_RS02730	B5C39_RS02640
OG0000008	FEF30_RS02685	B5C39_RS03740, B5C39_RS03830
OG0000008	FEF30_RS02885	B5C39_RS03850
OG0000009	FEF30_RS01500	B5C39_RS03820
OG0000009	FEF30_RS00990	B5C39_RS02225
OG0000010	FEF30_RS02240	B5C39_RS03350
OG0000010	FEF30_RS04280	B5C39_RS01340
OG0000011	FEF30_RS02330	B5C39_RS03455
OG0000011	FEF30_RS02325	B5C39_RS03450
OG0000012	FEF30_RS03655	B5C39_RS01220
OG0000013	FEF30_RS02775	B5C39_RS02685
OG0000013	FEF30_RS00500	B5C39_RS03780
OG0000014	FEF30_RS00910	B5C39_RS02300
OG0000014	FEF30_RS01400	B5C39_RS01820
OG0000014	FEF30_RS04210	B5C39_RS02290
OG0000016	FEF30_RS03220	B5C39_RS00060
OG0000016	FEF30_RS00485	B5C39_RS00985
OG0000017	FEF30_RS00470	B5C39_RS00970
OG0000017	FEF30_RS03230	B5C39_RS00070
OG0000020	FEF30_RS00265	B5C39_RS00735
OG0000020	FEF30_RS03755	B5C39_RS00740
OG0000021	FEF30_RS02170	B5C39_RS03275
OG0000022	FEF30_RS01975	B5C39_RS03170
OG0000022	FEF30_RS04290	B5C39_RS03225
OG0000024	FEF30_RS03120	B5C39_RS03015
OG0000024	FEF30_RS01585	B5C39_RS01625
OG0000025	FEF30_RS04285	B5C39_RS03175
