DR096_RS01760	NZ_QQRB01000010.1	+	473	1087	DR096_RS01760	IDMHP653	+	473	1087
DR096_RS01765	NZ_QQRB01000010.1	+	1127	1609	DR096_RS01765	IDMHP653	+	1127	1609
DR096_RS04645	NZ_QQRB01000010.1	+	1609	3171	DR096_RS04645	IDMHP653	+	1609	3171
DR096_RS01775	NZ_QQRB01000010.1	+	3252	4217	DR096_RS01775	IDMHP653	+	3252	4217
DR096_RS01780	NZ_QQRB01000010.1	+	4230	6143	DR096_RS01780	IDMHP653	+	4230	6143
DR096_RS01785	NZ_QQRB01000010.1	+	6154	8622	DR096_RS01785	IDMHP653	+	6154	8622
DR096_RS01790	NZ_QQRB01000010.1	-	8629	9708	DR096_RS01790	IDMHP653	-	8629	9708
DR096_RS01795	NZ_QQRB01000010.1	-	9686	12289	DR096_RS01795	IDMHP653	-	9686	12289
DR096_RS01800	NZ_QQRB01000010.1	-	12383	14212	DR096_RS01800	IDMHP653	-	12383	14212
DR096_RS01805	NZ_QQRB01000010.1	-	14202	14540	DR096_RS01805	IDMHP653	-	14202	14540
DR096_RS01810	NZ_QQRB01000010.1	-	14558	14701	DR096_RS01810	IDMHP653	-	14558	14701
DR096_RS01815	NZ_QQRB01000010.1	+	14907	16298	DR096_RS01815	IDMHP653	+	14907	16298
DR096_RS01820	NZ_QQRB01000010.1	+	16443	17579	DR096_RS01820	IDMHP653	+	16443	17579
DR096_RS01825	NZ_QQRB01000010.1	+	17683	19542	DR096_RS01825	IDMHP653	+	17683	19542
DR096_RS01830	NZ_QQRB01000010.1	+	19542	20000	DR096_RS01830	IDMHP653	+	19542	20000
DR096_RS04650	NZ_QQRB01000010.1	+	20014	20997	DR096_RS04650	IDMHP653	+	20014	20997
DR096_RS01840	NZ_QQRB01000010.1	+	20990	21961	DR096_RS01840	IDMHP653	+	20990	21961
DR096_RS01845	NZ_QQRB01000010.1	+	22064	22633	DR096_RS01845	IDMHP653	+	22064	22633
DR096_RS01850	NZ_QQRB01000010.1	+	22723	23724	DR096_RS01850	IDMHP653	+	22723	23724
DR096_RS04655	NZ_QQRB01000010.1	+	23894	25915	DR096_RS04655	IDMHP653	+	23894	25915
DR096_RS01860	NZ_QQRB01000010.1	+	26000	27007	DR096_RS01860	IDMHP653	+	26000	27007
DR096_RS01865	NZ_QQRB01000010.1	+	27010	27756	DR096_RS01865	IDMHP653	+	27010	27756
DR096_RS01870	NZ_QQRB01000010.1	+	27740	29344	DR096_RS01870	IDMHP653	+	27740	29344
DR096_RS01875	NZ_QQRB01000010.1	+	29349	29594	DR096_RS01875	IDMHP653	+	29349	29594
DR096_RS01880	NZ_QQRB01000011.1	+	1	634	DR096_RS01880	IDMHP653	+	241291	241924
DR096_RS01885	NZ_QQRB01000011.1	-	951	1634	DR096_RS01885	IDMHP653	-	242241	242924
DR096_RS01890	NZ_QQRB01000011.1	+	1709	4360	DR096_RS01890	IDMHP653	+	242999	245650
DR096_RS01895	NZ_QQRB01000011.1	+	4336	4767	DR096_RS01895	IDMHP653	+	245626	246057
DR096_RS01900	NZ_QQRB01000011.1	+	4774	5202	DR096_RS01900	IDMHP653	+	246064	246492
DR096_RS01905	NZ_QQRB01000011.1	+	5236	5790	DR096_RS01905	IDMHP653	+	246526	247080
DR096_RS01910	NZ_QQRB01000011.1	+	5768	6661	DR096_RS01910	IDMHP653	+	247058	247951
DR096_RS01915	NZ_QQRB01000011.1	+	6701	8848	DR096_RS01915	IDMHP653	+	247991	250138
DR096_RS01920	NZ_QQRB01000011.1	+	8970	10436	DR096_RS01920	IDMHP653	+	250260	251726
DR096_RS01925	NZ_QQRB01000011.1	+	10438	11268	DR096_RS01925	IDMHP653	+	251728	252558
DR096_RS01930	NZ_QQRB01000011.1	-	11257	12585	DR096_RS01930	IDMHP653	-	252547	253875
DR096_RS01935	NZ_QQRB01000011.1	-	12629	14245	DR096_RS01935	IDMHP653	-	253919	255535
DR096_RS01940	NZ_QQRB01000011.1	+	14415	15467	DR096_RS01940	IDMHP653	+	255705	256757
DR096_RS01950	NZ_QQRB01000011.1	+	15926	17026	DR096_RS01950	IDMHP653	+	257216	258316
DR096_RS01955	NZ_QQRB01000011.1	+	17026	17991	DR096_RS01955	IDMHP653	+	258316	259281
DR096_RS01960	NZ_QQRB01000011.1	+	17993	19405	DR096_RS01960	IDMHP653	+	259283	260695
DR096_RS01965	NZ_QQRB01000011.1	+	19395	20726	DR096_RS01965	IDMHP653	+	260685	262016
DR096_RS01970	NZ_QQRB01000011.1	+	20713	26856	DR096_RS01970	IDMHP653	+	262003	268146
DR096_RS01975	NZ_QQRB01000011.1	+	26867	29250	DR096_RS01975	IDMHP653	+	268157	270540
DR096_RS01980	NZ_QQRB01000012.1	+	247	1680	DR096_RS01980	IDMHP653	+	371407	372840
DR096_RS01985	NZ_QQRB01000012.1	+	1673	2407	DR096_RS01985	IDMHP653	+	372833	373567
DR096_RS01990	NZ_QQRB01000012.1	+	2409	2663	DR096_RS01990	IDMHP653	+	373569	373823
DR096_RS01995	NZ_QQRB01000012.1	-	2981	4933	DR096_RS01995	IDMHP653	-	374141	376093
DR096_RS04660	NZ_QQRB01000012.1	-	5010	7292	DR096_RS04660	IDMHP653	-	376170	378452
DR096_RS04140	NZ_QQRB01000012.1	-	7258	7566	DR096_RS04140	IDMHP653	-	378418	378726
DR096_RS04145	NZ_QQRB01000012.1	-	7532	8053	DR096_RS04145	IDMHP653	-	378692	379213
DR096_RS04875	NZ_QQRB01000012.1	-	8367	8516	DR096_RS04875	IDMHP653	-	379527	379676
DR096_RS02015	NZ_QQRB01000012.1	+	8656	13170	DR096_RS02015	IDMHP653	+	379816	384330
DR096_RS04150	NZ_QQRB01000012.1	+	13747	14583	DR096_RS04150	IDMHP653	+	384907	385743
DR096_RS02020	NZ_QQRB01000012.1	-	14889	16061	DR096_RS02020	IDMHP653	-	386049	387221
DR096_RS02025	NZ_QQRB01000012.1	-	16064	17095	DR096_RS02025	IDMHP653	-	387224	388255
DR096_RS02030	NZ_QQRB01000012.1	-	17098	17961	DR096_RS02030	IDMHP653	-	388258	389121
DR096_RS02035	NZ_QQRB01000012.1	-	17942	18274	DR096_RS02035	IDMHP653	-	389102	389434
DR096_RS02040	NZ_QQRB01000012.1	+	18681	19517	DR096_RS02040	IDMHP653	+	389841	390677
DR096_RS02045	NZ_QQRB01000012.1	+	19520	21838	DR096_RS02045	IDMHP653	+	390680	392998
DR096_RS04665	NZ_QQRB01000012.1	+	21928	23880	DR096_RS04665	IDMHP653	+	393088	395040
DR096_RS04160	NZ_QQRB01000012.1	+	24028	24432	DR096_RS04160	IDMHP653	+	395188	395592
DR096_RS04165	NZ_QQRB01000012.1	+	24464	25644	DR096_RS04165	IDMHP653	+	395624	396804
DR096_RS02065	NZ_QQRB01000013.1	+	1	553	DR096_RS02065	IDMHP653	+	177491	178043
DR096_RS02070	NZ_QQRB01000013.1	+	522	1223	DR096_RS02070	IDMHP653	+	178012	178713
DR096_RS02075	NZ_QQRB01000013.1	-	1387	1581	DR096_RS02075	IDMHP653	-	178877	179071
DR096_RS02080	NZ_QQRB01000013.1	-	1637	1990	DR096_RS02080	IDMHP653	-	179127	179480
DR096_RS02085	NZ_QQRB01000013.1	-	2036	2230	DR096_RS02085	IDMHP653	-	179526	179720
DR096_RS02090	NZ_QQRB01000013.1	-	2223	2876	DR096_RS02090	IDMHP653	-	179713	180366
DR096_RS02095	NZ_QQRB01000013.1	-	3112	4548	DR096_RS02095	IDMHP653	-	180602	182038
DR096_RS02100	NZ_QQRB01000013.1	-	4644	5435	DR096_RS02100	IDMHP653	-	182134	182925
DR096_RS02105	NZ_QQRB01000013.1	+	5510	5785	DR096_RS02105	IDMHP653	+	183000	183275
DR096_RS02110	NZ_QQRB01000013.1	-	5814	6884	DR096_RS02110	IDMHP653	-	183304	184374
DR096_RS02115	NZ_QQRB01000013.1	-	6936	7595	DR096_RS02115	IDMHP653	-	184426	185085
DR096_RS02120	NZ_QQRB01000013.1	+	7746	8045	DR096_RS02120	IDMHP653	+	185236	185535
DR096_RS02125	NZ_QQRB01000013.1	+	8054	8308	DR096_RS02125	IDMHP653	+	185544	185798
DR096_RS02130	NZ_QQRB01000013.1	-	8565	9389	DR096_RS02130	IDMHP653	-	186055	186879
DR096_RS02135	NZ_QQRB01000013.1	+	9517	9613	DR096_RS02135	IDMHP653	+	187007	187103
DR096_RS02140	NZ_QQRB01000013.1	+	9641	10744	DR096_RS02140	IDMHP653	+	187131	188234
DR096_RS02145	NZ_QQRB01000013.1	+	10972	12426	DR096_RS02145	IDMHP653	+	188462	189916
DR096_RS02150	NZ_QQRB01000013.1	+	12552	13499	DR096_RS02150	IDMHP653	+	190042	190989
DR096_RS02155	NZ_QQRB01000013.1	-	13760	13843	DR096_RS02155	IDMHP653	-	191250	191333
DR096_RS04670	NZ_QQRB01000013.1	+	13819	16746	DR096_RS04670	IDMHP653	+	191309	194236
DR096_RS02165	NZ_QQRB01000013.1	+	16791	17876	DR096_RS02165	IDMHP653	+	194281	195366
DR096_RS02170	NZ_QQRB01000013.1	+	17863	18579	DR096_RS02170	IDMHP653	+	195353	196069
DR096_RS02175	NZ_QQRB01000013.1	+	18640	20043	DR096_RS02175	IDMHP653	+	196130	197533
DR096_RS02180	NZ_QQRB01000013.1	+	20034	20450	DR096_RS02180	IDMHP653	+	197524	197940
