Orthogroup	MHP_MHP679_genes	MFC_MF30_genes
OG0000000	DR086_RS03500	DR084_RS02935
OG0000001	DR086_RS03435, DR086_RS01010, DR086_RS03200, DR086_RS03195	DR084_RS03095
OG0000002	DR086_RS04310	DR084_RS03505
OG0000002	DR086_RS04880	DR084_RS03620
OG0000004	DR086_RS00615	DR084_RS02890
OG0000011	DR086_RS00450	DR084_RS03145
OG0000011	DR086_RS00445	DR084_RS01055
OG0000013	DR086_RS03105	DR084_RS00890, DR084_RS00885
OG0000013	DR086_RS04005	DR084_RS02985
OG0000014	DR086_RS03610, DR086_RS04970	DR084_RS03465
OG0000016	DR086_RS01050	DR084_RS00585
OG0000017	DR086_RS00015	DR084_RS02415
OG0000017	DR086_RS01060	DR084_RS00575
OG0000019	DR086_RS04570	DR084_RS03440
OG0000020	DR086_RS02470	DR084_RS02530
OG0000022	DR086_RS04885	DR084_RS03625
OG0000024	DR086_RS03190	DR084_RS00640
OG0000025	DR086_RS01595	DR084_RS02490
OG0000026	DR086_RS01970, DR086_RS01615	DR084_RS01955
OG0000027	DR086_RS04870	DR084_RS03655
OG0000029	DR086_RS02730	DR084_RS00420
OG0000030	DR086_RS05025, DR086_RS04875	DR084_RS03660
OG0000031	DR086_RS00745	DR084_RS01000
OG0000039	DR086_RS03295	DR084_RS00480
OG0000042	DR086_RS02970	DR084_RS00475, DR084_RS00620
OG0000043	DR086_RS00415	DR084_RS01025
OG0000045	DR086_RS03290	DR084_RS00485
OG0000047	DR086_RS00730	DR084_RS03000
OG0000048	DR086_RS00610	DR084_RS02740
OG0000049	DR086_RS01430	DR084_RS02050
OG0000050	DR086_RS02195	DR084_RS00965
OG0000051	DR086_RS00855	DR084_RS01670
OG0000052	DR086_RS01150	DR084_RS02375
OG0000053	DR086_RS04905	DR084_RS03670
OG0000054	DR086_RS02170	DR084_RS00940
OG0000055	DR086_RS03270	DR084_RS03600, DR084_RS03710
OG0000056	DR086_RS02455	DR084_RS02515
OG0000057	DR086_RS01130	DR084_RS00500
OG0000062	DR086_RS01260	DR084_RS02265
OG0000063	DR086_RS04835	DR084_RS03590
OG0000064	DR086_RS01275	DR084_RS02250
OG0000065	DR086_RS02080	DR084_RS01815
OG0000066	DR086_RS01980	DR084_RS01945
OG0000068	DR086_RS01570	DR084_RS00455
OG0000069	DR086_RS01025	DR084_RS00610
OG0000070	DR086_RS02165	DR084_RS00920
OG0000071	DR086_RS02350	DR084_RS01120, DR084_RS02230
OG0000072	DR086_RS04935	DR084_RS03585
OG0000073	DR086_RS03040	DR084_RS01245
OG0000075	DR086_RS03840	DR084_RS00175
OG0000076	DR086_RS00225	DR084_RS00190
