Orthogroup	MHP_MHP679_genes	MHP_116_genes
OG0000000	DR086_RS03500	ABJ972_RS02085
OG0000000	DR086_RS04585, DR086_RS03600	ABJ972_RS02265
OG0000000	DR086_RS04250, DR086_RS04245	ABJ972_RS01695
OG0000001	DR086_RS03435	ABJ972_RS01270
OG0000001	DR086_RS03200, DR086_RS03195	ABJ972_RS02675
OG0000002	DR086_RS04310	ABJ972_RS02150
OG0000002	DR086_RS05060	ABJ972_RS02105
OG0000002	DR086_RS04880	ABJ972_RS01715
OG0000003	DR086_RS03690	ABJ972_RS00485
OG0000003	DR086_RS04545	ABJ972_RS02140
OG0000003	DR086_RS05085	ABJ972_RS01815
OG0000004	DR086_RS03630	ABJ972_RS03105, ABJ972_RS03100, ABJ972_RS03110
OG0000004	DR086_RS03555	ABJ972_RS03120
OG0000004	DR086_RS00615	ABJ972_RS02940
OG0000005	DR086_RS03245	ABJ972_RS00100
OG0000005	DR086_RS03255	ABJ972_RS00105
OG0000005	DR086_RS05035	ABJ972_RS00110
OG0000006	DR086_RS04315	ABJ972_RS02440
OG0000006	DR086_RS04535	ABJ972_RS02305
OG0000007	DR086_RS03485	ABJ972_RS02135
OG0000007	DR086_RS03495	ABJ972_RS02125
OG0000008	DR086_RS04265	ABJ972_RS01615
OG0000008	DR086_RS02140	ABJ972_RS02445
OG0000009	DR086_RS04375	ABJ972_RS01180
OG0000010	DR086_RS00810	ABJ972_RS01825
OG0000011	DR086_RS00450	ABJ972_RS01915
OG0000011	DR086_RS00445	ABJ972_RS01910
OG0000012	DR086_RS03775	ABJ972_RS02160
OG0000012	DR086_RS03950	ABJ972_RS01840
OG0000013	DR086_RS03105	ABJ972_RS02350
OG0000013	DR086_RS04005	ABJ972_RS00170
OG0000014	DR086_RS03610	ABJ972_RS01075
OG0000014	DR086_RS04970	ABJ972_RS01065
OG0000015	DR086_RS03685	ABJ972_RS01610
OG0000016	DR086_RS01050	ABJ972_RS02765
OG0000016	DR086_RS00030	ABJ972_RS00155
OG0000017	DR086_RS00015	ABJ972_RS00140
OG0000017	DR086_RS01060	ABJ972_RS02775
OG0000018	DR086_RS04915, DR086_RS04795	ABJ972_RS01310
OG0000019	DR086_RS04570	ABJ972_RS02935, ABJ972_RS02950
OG0000020	DR086_RS02470	ABJ972_RS03455
OG0000022	DR086_RS01645	ABJ972_RS01635
OG0000022	DR086_RS04885	ABJ972_RS01690
OG0000024	DR086_RS03190	ABJ972_RS02670
OG0000025	DR086_RS04890	ABJ972_RS01640
OG0000025	DR086_RS01595	ABJ972_RS01685
OG0000026	DR086_RS01970	ABJ972_RS01350
OG0000026	DR086_RS01615	ABJ972_RS01665
OG0000027	DR086_RS05030	ABJ972_RS03260
OG0000029	DR086_RS02730	ABJ972_RS00585
OG0000030	DR086_RS05025	ABJ972_RS03245
OG0000032	DR086_RS03980	ABJ972_RS01555
OG0000033	DR086_RS05010	ABJ972_RS02355
OG0000034	DR086_RS03855	ABJ972_RS02120
OG0000036	DR086_RS03265	ABJ972_RS00115
OG0000037	DR086_RS04510	ABJ972_RS01560
OG0000039	DR086_RS03295	ABJ972_RS01595
OG0000040	DR086_RS02360	ABJ972_RS03190
OG0000041	DR086_RS03635	ABJ972_RS01000
OG0000042	DR086_RS02970	ABJ972_RS02860
OG0000043	DR086_RS00750, DR086_RS00415	ABJ972_RS01880
OG0000044	DR086_RS05095	ABJ972_RS01650
OG0000045	DR086_RS03290	ABJ972_RS01600
OG0000048	DR086_RS00610	ABJ972_RS02065
OG0000049	DR086_RS01430	ABJ972_RS02960
OG0000050	DR086_RS02195	ABJ972_RS02390
OG0000051	DR086_RS00855	ABJ972_RS02590
OG0000052	DR086_RS01150	ABJ972_RS00075
OG0000053	DR086_RS04905	ABJ972_RS01435
OG0000054	DR086_RS02170	ABJ972_RS02415
OG0000055	DR086_RS03270	ABJ972_RS00120
OG0000056	DR086_RS02455	ABJ972_RS03435
OG0000057	DR086_RS01130	ABJ972_RS02845
OG0000062	DR086_RS01260	ABJ972_RS03485, ABJ972_RS03515
OG0000063	DR086_RS04835	ABJ972_RS03510, ABJ972_RS03480
OG0000064	DR086_RS01275	ABJ972_RS03470
OG0000065	DR086_RS02080	ABJ972_RS02200
OG0000066	DR086_RS01980	ABJ972_RS01340
OG0000067	DR086_RS02240	ABJ972_RS00510
OG0000068	DR086_RS01570	ABJ972_RS01025
OG0000069	DR086_RS01025	ABJ972_RS02740
OG0000070	DR086_RS02165	ABJ972_RS02420
OG0000071	DR086_RS02350	ABJ972_RS03180
OG0000072	DR086_RS04935	ABJ972_RS03185
OG0000073	DR086_RS03040	ABJ972_RS00965
OG0000074	DR086_RS04990	ABJ972_RS00765
OG0000075	DR086_RS03840, DR086_RS00210	ABJ972_RS00325
OG0000076	DR086_RS00225	ABJ972_RS00340
OG0000077	DR086_RS00315	ABJ972_RS00425
OG0000078	DR086_RS01625	ABJ972_RS01655
OG0000079	DR086_RS00950	ABJ972_RS02495
OG0000080	DR086_RS04145	ABJ972_RS02540
OG0000081	DR086_RS00205	ABJ972_RS00320
