Orthogroup	MHP_MHP679_genes	MHP_7422_genes
OG0000000	DR086_RS04585, DR086_RS03600	MHL_RS02380
OG0000000	DR086_RS04245	MHL_RS03710
OG0000001	DR086_RS03435	MHL_RS03980
OG0000001	DR086_RS01010	MHL_RS02845
OG0000002	DR086_RS04310	MHL_RS04055, MHL_RS03865
OG0000002	DR086_RS05060	MHL_RS02195
OG0000002	DR086_RS04880	MHL_RS01800
OG0000003	DR086_RS05055	MHL_RS02255
OG0000003	DR086_RS05085	MHL_RS03835
OG0000004	DR086_RS03630	MHL_RS03205
OG0000004	DR086_RS03555	MHL_RS03215
OG0000005	DR086_RS03245	MHL_RS00105
OG0000005	DR086_RS03255	MHL_RS04205
OG0000005	DR086_RS05035	MHL_RS00115, MHL_RS00130
OG0000006	DR086_RS04315	MHL_RS03635
OG0000006	DR086_RS04535, DR086_RS04530	MHL_RS02420
OG0000007	DR086_RS03485	MHL_RS02250
OG0000007	DR086_RS03495	MHL_RS02240
OG0000008	DR086_RS04265	MHL_RS04180
OG0000008	DR086_RS02140	MHL_RS04065
OG0000010	DR086_RS00810	MHL_RS01930
OG0000011	DR086_RS00450	MHL_RS04185
OG0000011	DR086_RS00445	MHL_RS02020
OG0000012	DR086_RS03950	MHL_RS03845
OG0000013	DR086_RS03105	MHL_RS02470
OG0000013	DR086_RS04005	MHL_RS03925
OG0000014	DR086_RS03610	MHL_RS01170
OG0000014	DR086_RS04970	MHL_RS00695
OG0000015	DR086_RS00690	MHL_RS00685
OG0000016	DR086_RS01050	MHL_RS02885
OG0000016	DR086_RS00030	MHL_RS00175
OG0000017	DR086_RS00015	MHL_RS00160
OG0000017	DR086_RS01060	MHL_RS02895
OG0000018	DR086_RS04795	MHL_RS00665
OG0000020	DR086_RS02470	MHL_RS03550
OG0000021	DR086_RS00630	MHL_RS01835
OG0000022	DR086_RS01645	MHL_RS01740
OG0000022	DR086_RS04885	MHL_RS01790
OG0000023	DR086_RS04105	MHL_RS00675, MHL_RS03935
OG0000024	DR086_RS03190	MHL_RS02790
OG0000025	DR086_RS04890	MHL_RS01745
OG0000025	DR086_RS01595	MHL_RS01785
OG0000026	DR086_RS01970	MHL_RS01445
OG0000027	DR086_RS05030	MHL_RS03755
OG0000027	DR086_RS04870	MHL_RS03360
OG0000028	DR086_RS02225, DR086_RS03150	MHL_RS02480
OG0000029	DR086_RS02730	MHL_RS01165
OG0000030	DR086_RS05025	MHL_RS03335
OG0000030	DR086_RS04875	MHL_RS03355
OG0000031	DR086_RS03310	MHL_RS01685
OG0000031	DR086_RS00745	MHL_RS00630
OG0000032	DR086_RS03980	MHL_RS04000
OG0000032	DR086_RS03870	MHL_RS03350
OG0000033	DR086_RS05010	MHL_RS02475
OG0000034	DR086_RS04575	MHL_RS04045
OG0000036	DR086_RS03265	MHL_RS00120, MHL_RS00135
OG0000039	DR086_RS03295	MHL_RS01705
OG0000041	DR086_RS03635	MHL_RS00760
OG0000041	DR086_RS02480	MHL_RS01270
OG0000043	DR086_RS00415	MHL_RS00625
OG0000044	DR086_RS05095	MHL_RS04220
OG0000045	DR086_RS03290	MHL_RS01710
OG0000046	DR086_RS04940	MHL_RS03290
OG0000047	DR086_RS00730	MHL_RS01655, MHL_RS00650
OG0000048	DR086_RS00610	MHL_RS02170
OG0000049	DR086_RS01430	MHL_RS03060
OG0000050	DR086_RS02195	MHL_RS02510
OG0000051	DR086_RS00855	MHL_RS02710
OG0000052	DR086_RS01150	MHL_RS00080
OG0000053	DR086_RS04905	MHL_RS01530
OG0000054	DR086_RS02170	MHL_RS02535
OG0000055	DR086_RS03270	MHL_RS00140
OG0000056	DR086_RS02455	MHL_RS03530
OG0000057	DR086_RS01130	MHL_RS02970
OG0000058	DR086_RS00765	MHL_RS00610
OG0000059	DR086_RS04120	MHL_RS00620
OG0000062	DR086_RS01260	MHL_RS03580
OG0000063	DR086_RS04835	MHL_RS03575
OG0000064	DR086_RS01275	MHL_RS03565
OG0000065	DR086_RS02080	MHL_RS02310
OG0000066	DR086_RS01980	MHL_RS01435
OG0000067	DR086_RS02240	MHL_RS00525
OG0000068	DR086_RS01570	MHL_RS00735
OG0000069	DR086_RS01025	MHL_RS02860
OG0000070	DR086_RS02165	MHL_RS02540
OG0000071	DR086_RS02350	MHL_RS03275
OG0000072	DR086_RS04935	MHL_RS03280
OG0000073	DR086_RS03040	MHL_RS00795
OG0000074	DR086_RS04990	MHL_RS03950
OG0000075	DR086_RS03840, DR086_RS00210	MHL_RS00345
OG0000076	DR086_RS00225	MHL_RS00360
OG0000077	DR086_RS00315	MHL_RS00450
OG0000078	DR086_RS01625	MHL_RS01755
OG0000079	DR086_RS00950	MHL_RS02615
OG0000080	DR086_RS04145	MHL_RS03870
OG0000081	DR086_RS00205	MHL_RS00340
OG0000082	DR086_RS03110	MHL_RS02460
OG0000083	DR086_RS00520	MHL_RS02095
OG0000084	DR086_RS00545	MHL_RS02120
OG0000085	DR086_RS00550	MHL_RS02125
OG0000086	DR086_RS00560	MHL_RS02135
OG0000087	DR086_RS00575	MHL_RS02150
OG0000088	DR086_RS00580	MHL_RS02155
OG0000089	DR086_RS00590	MHL_RS02165
OG0000090	DR086_RS01155	MHL_RS00075
OG0000091	DR086_RS01170	MHL_RS00060
OG0000092	DR086_RS01185	MHL_RS00045
OG0000093	DR086_RS01190	MHL_RS00040
OG0000094	DR086_RS01195	MHL_RS00035
OG0000095	DR086_RS01220	MHL_RS00010
OG0000096	DR086_RS01225	MHL_RS03615
OG0000097	DR086_RS01245	MHL_RS03595
OG0000098	DR086_RS01255	MHL_RS03585
OG0000099	DR086_RS04950	MHL_RS03535
OG0000100	DR086_RS02445	MHL_RS03520
OG0000101	DR086_RS02440	MHL_RS03515
OG0000102	DR086_RS01600	MHL_RS01780
OG0000103	DR086_RS02115	MHL_RS02275
OG0000104	DR086_RS02110	MHL_RS02280
OG0000105	DR086_RS02095	MHL_RS02295
OG0000106	DR086_RS02085	MHL_RS02305
OG0000107	DR086_RS02075	MHL_RS02315
OG0000108	DR086_RS02070	MHL_RS02320
OG0000109	DR086_RS02065	MHL_RS02325
OG0000110	DR086_RS03120	MHL_RS02450
OG0000111	DR086_RS03125	MHL_RS02445
OG0000112	DR086_RS03135	MHL_RS02435
OG0000113	DR086_RS05050	MHL_RS02415
OG0000114	DR086_RS03455	MHL_RS02405
OG0000115	DR086_RS03475	MHL_RS02395
OG0000116	DR086_RS03410	MHL_RS01380
OG0000117	DR086_RS03405	MHL_RS01385
OG0000118	DR086_RS01995	MHL_RS01420
OG0000119	DR086_RS01990	MHL_RS01425
OG0000120	DR086_RS01975	MHL_RS01440
OG0000121	DR086_RS01950	MHL_RS01465
OG0000122	DR086_RS01945	MHL_RS01470
OG0000123	DR086_RS01925	MHL_RS01490
OG0000124	DR086_RS01920	MHL_RS01495
OG0000125	DR086_RS01915	MHL_RS01500
OG0000126	DR086_RS01900	MHL_RS01510
OG0000127	DR086_RS01890	MHL_RS01520
OG0000128	DR086_RS01875	MHL_RS01535
OG0000129	DR086_RS01870	MHL_RS01540
