Orthogroup	MHP_MHP696_genes	MHP_MHP650_genes
OG0000000	DR090_RS03565	DR083_RS02765
OG0000000	DR090_RS04695	DR083_RS04555
OG0000000	DR090_RS04125	DR083_RS04210, DR083_RS04215
OG0000001	DR090_RS01575	DR083_RS00590
OG0000001	DR090_RS03945	DR083_RS00540
OG0000002	DR090_RS04315	DR083_RS04320
OG0000002	DR090_RS03590	DR083_RS02760
OG0000002	DR090_RS03470	DR083_RS04915
OG0000002	DR090_RS03425	DR083_RS04760
OG0000003	DR090_RS04620	DR083_RS04460
OG0000003	DR090_RS03665	DR083_RS03840
OG0000004	DR090_RS03435	DR083_RS03440
OG0000005	DR090_RS03620	DR083_RS03065
OG0000005	DR090_RS03525	DR083_RS03050
OG0000005	DR090_RS03075, DR090_RS04595	DR083_RS04870
OG0000006	DR090_RS04155	DR083_RS03320
OG0000007	DR090_RS03340	DR083_RS03475
OG0000007	DR090_RS03345	DR083_RS03470
OG0000007	DR090_RS03360	DR083_RS03465
OG0000008	DR090_RS04310	DR083_RS04540
OG0000009	DR090_RS01340	DR083_RS05040
OG0000009	DR090_RS00150	DR083_RS01240
OG0000010	DR090_RS00915	DR083_RS02305
OG0000011	DR090_RS01025	DR083_RS01555
OG0000011	DR090_RS01020	DR083_RS01550
OG0000013	DR090_RS02640	DR083_RS05105
OG0000013	DR090_RS03805	DR083_RS03885
OG0000014	DR090_RS04325	DR083_RS04890
OG0000015	DR090_RS03270	DR083_RS02965
OG0000016	DR090_RS01615	DR083_RS00630
OG0000016	DR090_RS00790	DR083_RS00040
OG0000017	DR090_RS00805	DR083_RS00025
OG0000017	DR090_RS01625	DR083_RS00640
OG0000018	DR090_RS04560	DR083_RS05070, DR083_RS04835
OG0000020	DR090_RS04405	DR083_RS04635
OG0000020	DR090_RS04410	DR083_RS04640
OG0000021	DR090_RS00825	DR083_RS02335, DR083_RS02215, DR083_RS03855
OG0000022	DR090_RS02415	DR083_RS02055
OG0000022	DR090_RS04550	DR083_RS04755
OG0000023	DR090_RS02440	DR083_RS02935
OG0000024	DR090_RS01515	DR083_RS03365
OG0000024	DR090_RS00410	DR083_RS01215
OG0000025	DR090_RS04555	DR083_RS04750
OG0000025	DR090_RS02365	DR083_RS02105
OG0000026	DR090_RS02485	DR083_RS01120
OG0000026	DR090_RS02385	DR083_RS02085
OG0000027	DR090_RS04475	DR083_RS02995
OG0000027	DR090_RS04520	DR083_RS04880
OG0000028	DR090_RS04565	DR083_RS00320, DR083_RS00315
OG0000029	DR090_RS01710	DR083_RS02525
OG0000029	DR090_RS00205	DR083_RS03325
OG0000030	DR090_RS04480	DR083_RS04855
OG0000030	DR090_RS04515	DR083_RS04885
OG0000031	DR090_RS03235	DR083_RS03560
OG0000031	DR090_RS03235	DR083_RS02520
OG0000032	DR090_RS03265	DR083_RS03590
OG0000032	DR090_RS02225	DR083_RS03215
OG0000033	DR090_RS02635	DR083_RS00310
OG0000034	DR090_RS00815	DR083_RS04525
OG0000034	DR090_RS04300	DR083_RS04530
OG0000034	DR090_RS03530	DR083_RS04920, DR083_RS04935
OG0000035	DR090_RS03430	DR083_RS03445
OG0000036	DR090_RS03080, DR090_RS03100, DR090_RS04210	DR083_RS03040
OG0000037	DR090_RS03710	DR083_RS04925
OG0000039	DR090_RS03220	DR083_RS03510, DR083_RS03505
OG0000040	DR090_RS02020	DR083_RS02780
OG0000041	DR090_RS03745	DR083_RS01230, DR083_RS01935
OG0000042	DR090_RS04585	DR083_RS00730
OG0000043	DR090_RS00990	DR083_RS01520
OG0000044	DR090_RS04685	DR083_RS04960
OG0000044	DR090_RS00855	DR083_RS02245
OG0000045	DR090_RS03215	DR083_RS03515
OG0000048	DR090_RS02935	DR083_RS02860
OG0000049	DR090_RS02075	DR083_RS01660
OG0000050	DR090_RS02580	DR083_RS00350
OG0000051	DR090_RS01435	DR083_RS02195
OG0000052	DR090_RS01330	DR083_RS02690
OG0000053	DR090_RS04575	DR083_RS04665
OG0000054	DR090_RS02605	DR083_RS00375
OG0000055	DR090_RS03105	DR083_RS00005
OG0000056	DR090_RS01170	DR083_RS00815
OG0000057	DR090_RS01695	DR083_RS03975, DR083_RS03980
OG0000060	DR090_RS03905	DR083_RS02685
OG0000061	DR090_RS00925	DR083_RS02315
OG0000062	DR090_RS01220	DR083_RS00865
OG0000063	DR090_RS01215	DR083_RS04645
OG0000064	DR090_RS01205	DR083_RS00850
OG0000065	DR090_RS03030	DR083_RS02715
