query	grouping_confidence	location_confidence	orientation_confidence
NZ_QQSN01000024.1	1.0	1.0	1.0
NZ_QQSN01000001.1	1.0	1.0	1.0
NZ_QQSN01000029.1	1.0	1.0	1.0
NZ_QQSN01000015.1	1.0	1.0	1.0
NZ_QQSN01000031.1	1.0	1.0	1.0
NZ_QQSN01000027.1	1.0	1.0	1.0
NZ_QQSN01000007.1	1.0	1.0	1.0
NZ_QQSN01000017.1	1.0	1.0	1.0
NZ_QQSN01000011.1	1.0	1.0	1.0
NZ_QQSN01000016.1	1.0	1.0	1.0
NZ_QQSN01000006.1	1.0	1.0	1.0
NZ_QQSN01000034.1	1.0	1.0	1.0
NZ_QQSN01000037.1	1.0	1.0	1.0
NZ_QQSN01000021.1	1.0	1.0	1.0
NZ_QQSN01000042.1	1.0	1.0	1.0
NZ_QQSN01000041.1	1.0	1.0	1.0
NZ_QQSN01000038.1	1.0	1.0	1.0
NZ_QQSN01000045.1	1.0	1.0	1.0
NZ_QQSN01000012.1	1.0	0.23003947535973512	0.9809714918350402
NZ_QQSN01000020.1	1.0	1.0	1.0
NZ_QQSN01000008.1	1.0	1.0	1.0
NZ_QQSN01000014.1	1.0	1.0	1.0
NZ_QQSN01000078.1	1.0	1.0	1.0
NZ_QQSN01000018.1	1.0	0.036581783354393195	0.8772344755513998
NZ_QQSN01000023.1	1.0	1.0	1.0
NZ_QQSN01000043.1	1.0	1.0	1.0
NZ_QQSN01000030.1	1.0	1.0	1.0
NZ_QQSN01000026.1	1.0	0.18562266748795248	0.8550653913722428
NZ_QQSN01000039.1	1.0	1.0	1.0
NZ_QQSN01000002.1	1.0	1.0	1.0
NZ_QQSN01000073.1	1.0	1.0	1.0
NZ_QQSN01000047.1	1.0	1.0	1.0
NZ_QQSN01000010.1	1.0	1.0	1.0
NZ_QQSN01000013.1	1.0	1.0	1.0
NZ_QQSN01000032.1	1.0	1.0	1.0
NZ_QQSN01000004.1	1.0	1.0	1.0
NZ_QQSN01000009.1	1.0	1.0	1.0
NZ_QQSN01000057.1	1.0	1.0	1.0
NZ_QQSN01000062.1	1.0	1.0	1.0
NZ_QQSN01000055.1	1.0	1.0	1.0
NZ_QQSN01000035.1	1.0	1.0	1.0
NZ_QQSN01000019.1	1.0	1.0	1.0
NZ_QQSN01000025.1	1.0	1.0	1.0
NZ_QQSN01000022.1	1.0	1.0	1.0
NZ_QQSN01000028.1	1.0	1.0	1.0
NZ_QQSN01000003.1	1.0	1.0	1.0
NZ_QQSN01000005.1	1.0	0.06513290948299943	1.0
