Orthogroup	MHP_MHP709_genes	MHP_116_genes
OG0000000	DR088_RS03530	ABJ972_RS02145
OG0000000	DR088_RS03570	ABJ972_RS02085
OG0000000	DR088_RS03465, DR088_RS04265, DR088_RS03470	ABJ972_RS02100
OG0000000	DR088_RS04655	ABJ972_RS02090
OG0000000	DR088_RS03495	ABJ972_RS02080
OG0000000	DR088_RS04105, DR088_RS04100	ABJ972_RS01695
OG0000001	DR088_RS00985	ABJ972_RS02720
OG0000001	DR088_RS03735, DR088_RS03730	ABJ972_RS02675
OG0000002	DR088_RS04280	ABJ972_RS02150
OG0000002	DR088_RS03455	ABJ972_RS02105
OG0000002	DR088_RS04510	ABJ972_RS01715
OG0000003	DR088_RS04215	ABJ972_RS02140
OG0000003	DR088_RS03645	ABJ972_RS01815
OG0000004	DR088_RS01540	ABJ972_RS03105
OG0000004	DR088_RS03400	ABJ972_RS03120
OG0000005	DR088_RS01950	ABJ972_RS00100
OG0000005	DR088_RS03545	ABJ972_RS00105
OG0000005	DR088_RS03300, DR088_RS04590	ABJ972_RS00110
OG0000006	DR088_RS03035	ABJ972_RS02440
OG0000007	DR088_RS03260	ABJ972_RS02135
OG0000007	DR088_RS03265	ABJ972_RS02130
OG0000007	DR088_RS03275	ABJ972_RS02125
OG0000008	DR088_RS03690	ABJ972_RS01615
OG0000008	DR088_RS04285	ABJ972_RS02445
OG0000009	DR088_RS01935	ABJ972_RS00085
OG0000009	DR088_RS02850	ABJ972_RS00990
OG0000010	DR088_RS00450	ABJ972_RS01825
OG0000010	DR088_RS03540, DR088_RS03660	ABJ972_RS00095
OG0000011	DR088_RS00560	ABJ972_RS01915
OG0000011	DR088_RS00555	ABJ972_RS01910
OG0000012	DR088_RS00005	ABJ972_RS02160
OG0000012	DR088_RS03650	ABJ972_RS01840
OG0000013	DR088_RS02380	ABJ972_RS02350
OG0000013	DR088_RS03910	ABJ972_RS00170
OG0000014	DR088_RS00785	ABJ972_RS01075
OG0000014	DR088_RS04355	ABJ972_RS01065
OG0000016	DR088_RS00255	ABJ972_RS02765
OG0000016	DR088_RS01355	ABJ972_RS00155
OG0000017	DR088_RS01370	ABJ972_RS00140
OG0000017	DR088_RS00265	ABJ972_RS02775
OG0000018	DR088_RS04550	ABJ972_RS01310
OG0000019	DR088_RS04255	ABJ972_RS02935, ABJ972_RS02950
OG0000020	DR088_RS04465	ABJ972_RS03450
OG0000020	DR088_RS04470	ABJ972_RS03455
OG0000021	DR088_RS00360	ABJ972_RS01720, ABJ972_RS00490, ABJ972_RS00495
OG0000022	DR088_RS02355	ABJ972_RS01635
OG0000022	DR088_RS04515	ABJ972_RS01690
OG0000023	DR088_RS02595	ABJ972_RS01305
OG0000024	DR088_RS00160	ABJ972_RS02670
OG0000024	DR088_RS00975	ABJ972_RS01260
OG0000025	DR088_RS04520	ABJ972_RS01640
OG0000025	DR088_RS02305	ABJ972_RS01685
OG0000026	DR088_RS02640	ABJ972_RS01350
OG0000026	DR088_RS02325	ABJ972_RS01665
OG0000027	DR088_RS04450	ABJ972_RS03260
OG0000028	DR088_RS04565	ABJ972_RS02360
OG0000029	DR088_RS01545	ABJ972_RS00585
OG0000029	DR088_RS00770	ABJ972_RS01060
OG0000030	DR088_RS04445	ABJ972_RS03245
OG0000031	DR088_RS03335	ABJ972_RS01580
OG0000032	DR088_RS03370	ABJ972_RS01555
OG0000033	DR088_RS02375	ABJ972_RS02355
OG0000035	DR088_RS03395	ABJ972_RS03115
OG0000036	DR088_RS04245	ABJ972_RS00115
OG0000037	DR088_RS03350	ABJ972_RS01565
OG0000039	DR088_RS03410	ABJ972_RS01595
OG0000040	DR088_RS02000	ABJ972_RS03190
OG0000041	DR088_RS03850	ABJ972_RS01175, ABJ972_RS01000
OG0000042	DR088_RS03180	ABJ972_RS02860
OG0000043	DR088_RS00525	ABJ972_RS01880
OG0000044	DR088_RS04645	ABJ972_RS01650
OG0000045	DR088_RS03415	ABJ972_RS01600
OG0000048	DR088_RS00705	ABJ972_RS02065
OG0000049	DR088_RS01390	ABJ972_RS02960
OG0000050	DR088_RS02980	ABJ972_RS02390
OG0000051	DR088_RS00080	ABJ972_RS02590
OG0000052	DR088_RS01925	ABJ972_RS00075
OG0000053	DR088_RS04530	ABJ972_RS01435
OG0000054	DR088_RS03005	ABJ972_RS02415
OG0000055	DR088_RS03550	ABJ972_RS00120
OG0000056	DR088_RS02115	ABJ972_RS03435
OG0000057	DR088_RS00335	ABJ972_RS02845
OG0000060	DR088_RS03970	ABJ972_RS00080, ABJ972_RS01185
OG0000061	DR088_RS00460	ABJ972_RS01835
OG0000062	DR088_RS01815	ABJ972_RS03485, ABJ972_RS03515
OG0000063	DR088_RS01810	ABJ972_RS03510, ABJ972_RS03480
OG0000064	DR088_RS01800	ABJ972_RS03500, ABJ972_RS03470
OG0000065	DR088_RS02890	ABJ972_RS02200
OG0000066	DR088_RS02630	ABJ972_RS01340
OG0000067	DR088_RS03390	ABJ972_RS00510
