Orthogroup	MHP_MHP709_genes	MHP_7448_genes
OG0000000	DR088_RS03530	MHP7448_RS02135
OG0000000	DR088_RS04105	MHP7448_RS01735
OG0000000	DR088_RS04100	MHP7448_RS01740
OG0000001	DR088_RS00215	MHP7448_RS02820
OG0000001	DR088_RS03735	MHP7448_RS03920
OG0000001	DR088_RS03730	MHP7448_RS04045
OG0000002	DR088_RS04280	MHP7448_RS03995
OG0000002	DR088_RS04510	MHP7448_RS01745
OG0000003	DR088_RS00355	MHP7448_RS01830, MHP7448_RS01785, MHP7448_RS00505
OG0000003	DR088_RS04215, DR088_RS04580, DR088_RS03645	MHP7448_RS03870
OG0000004	DR088_RS01540	MHP7448_RS03230
OG0000004	DR088_RS03400	MHP7448_RS03245
OG0000005	DR088_RS01950	MHP7448_RS00100
OG0000005	DR088_RS04585	MHP7448_RS00120
OG0000005	DR088_RS03545	MHP7448_RS00105
OG0000005	DR088_RS03300	MHP7448_RS00110
OG0000005	DR088_RS04590	MHP7448_RS00125
OG0000006	DR088_RS04190	MHP7448_RS02380
OG0000008	DR088_RS03690	MHP7448_RS01665
OG0000008	DR088_RS04285	MHP7448_RS04030
OG0000009	DR088_RS01935	MHP7448_RS00085
OG0000009	DR088_RS02850	MHP7448_RS00690
OG0000010	DR088_RS00450	MHP7448_RS01885
OG0000010	DR088_RS03540, DR088_RS03660	MHP7448_RS00095
OG0000011	DR088_RS00560	MHP7448_RS01970
OG0000011	DR088_RS00555	MHP7448_RS01965
OG0000012	DR088_RS00005	MHP7448_RS01780, MHP7448_RS03630
OG0000012	DR088_RS03650	MHP7448_RS03880
OG0000013	DR088_RS02380	MHP7448_RS02430
OG0000013	DR088_RS03910	MHP7448_RS03945
OG0000014	DR088_RS00785	MHP7448_RS01090
OG0000014	DR088_RS04355	MHP7448_RS00605
OG0000016	DR088_RS00255	MHP7448_RS02865
OG0000016	DR088_RS01355	MHP7448_RS00170
OG0000017	DR088_RS01370	MHP7448_RS00155
OG0000017	DR088_RS00265	MHP7448_RS02875
OG0000018	DR088_RS04550	MHP7448_RS01340, MHP7448_RS02275
OG0000019	DR088_RS04255	MHP7448_RS04070, MHP7448_RS03045, MHP7448_RS03040, MHP7448_RS04065
OG0000020	DR088_RS04465	MHP7448_RS03580
OG0000020	DR088_RS04470	MHP7448_RS03585
OG0000021	DR088_RS00360	MHP7448_RS04125, MHP7448_RS03950
OG0000022	DR088_RS02355	MHP7448_RS01680
OG0000022	DR088_RS04515	MHP7448_RS01730
OG0000023	DR088_RS02595	MHP7448_RS04010, MHP7448_RS01335
OG0000024	DR088_RS00160	MHP7448_RS02765
OG0000024	DR088_RS00975	MHP7448_RS01290
OG0000025	DR088_RS04520	MHP7448_RS01685
OG0000025	DR088_RS02305	MHP7448_RS01725
OG0000026	DR088_RS02640	MHP7448_RS01380
OG0000026	DR088_RS02325	MHP7448_RS01705
OG0000027	DR088_RS04450	MHP7448_RS03845
OG0000027	DR088_RS04500	MHP7448_RS03390
OG0000028	DR088_RS04565	MHP7448_RS02440
OG0000029	DR088_RS01545	MHP7448_RS01085
OG0000029	DR088_RS00770	MHP7448_RS00610
OG0000030	DR088_RS04445	MHP7448_RS03370
OG0000030	DR088_RS04505	MHP7448_RS03385
OG0000031	DR088_RS03335	MHP7448_RS01620, MHP7448_RS02310
OG0000032	DR088_RS03370	MHP7448_RS01595
OG0000032	DR088_RS02280	MHP7448_RS03380
OG0000033	DR088_RS02375	MHP7448_RS02435
OG0000035	DR088_RS03395	MHP7448_RS03240
OG0000035	DR088_RS01530	MHP7448_RS03225
OG0000036	DR088_RS03305	MHP7448_RS00115
OG0000036	DR088_RS04245	MHP7448_RS00130
