Orthogroup	MHP_MHP709_genes	MHP_168_genes
OG0000000	DR088_RS03530	MHP168_RS02175
OG0000000	DR088_RS04100	MHP168_RS01690
OG0000001	DR088_RS00215	MHP168_RS02805
OG0000001	DR088_RS03730	MHP168_RS02760
OG0000002	DR088_RS04280	MHP168_RS03985
OG0000002	DR088_RS03525	MHP168_RS03895
OG0000002	DR088_RS04510	MHP168_RS01665, MHP168_RS01685
OG0000003	DR088_RS00355	MHP168_RS00480
OG0000003	DR088_RS03645	MHP168_RS03875
OG0000004	DR088_RS01540	MHP168_RS03180
OG0000004	DR088_RS03400	MHP168_RS03190
OG0000005	DR088_RS01950	MHP168_RS00085
OG0000005	DR088_RS03545	MHP168_RS00095
OG0000005	DR088_RS03300, DR088_RS04590	MHP168_RS00100, MHP168_RS03905
OG0000006	DR088_RS03035	MHP168_RS02505
OG0000006	DR088_RS04190	MHP168_RS02355
OG0000008	DR088_RS03690	MHP168_RS01780
OG0000008	DR088_RS04285	MHP168_RS04005
OG0000009	DR088_RS02850	MHP168_RS00975
OG0000010	DR088_RS00450	MHP168_RS01930
OG0000010	DR088_RS03540, DR088_RS03660	MHP168_RS00080
OG0000011	DR088_RS00560	MHP168_RS04085
OG0000011	DR088_RS00555	MHP168_RS02015
OG0000013	DR088_RS02380	MHP168_RS02405
OG0000013	DR088_RS03910	MHP168_RS03910
OG0000014	DR088_RS00785	MHP168_RS01070
OG0000014	DR088_RS04355	MHP168_RS01055
OG0000016	DR088_RS00255	MHP168_RS02850
OG0000016	DR088_RS01355	MHP168_RS00145
OG0000017	DR088_RS01370	MHP168_RS00130
OG0000017	DR088_RS00265	MHP168_RS02860
OG0000018	DR088_RS04550	MHP168_RS01245, MHP168_RS04035, MHP168_RS04030, MHP168_RS01410
OG0000019	DR088_RS04255	MHP168_RS03020, MHP168_RS03015
OG0000020	DR088_RS04465	MHP168_RS03580
OG0000020	DR088_RS04470	MHP168_RS03585
OG0000021	DR088_RS00360	MHP168_RS01850, MHP168_RS00490, MHP168_RS01775, MHP168_RS00485, MHP168_RS02335
OG0000022	DR088_RS02355	MHP168_RS01760
OG0000022	DR088_RS04515	MHP168_RS01710
OG0000023	DR088_RS02595	MHP168_RS01405, MHP168_RS03930, MHP168_RS03535
OG0000024	DR088_RS00160	MHP168_RS02750
OG0000024	DR088_RS00975	MHP168_RS03940, MHP168_RS03945
OG0000025	DR088_RS04520	MHP168_RS01755
OG0000025	DR088_RS02305	MHP168_RS01715
OG0000026	DR088_RS02640	MHP168_RS01450
OG0000026	DR088_RS02325	MHP168_RS01735
OG0000027	DR088_RS04450	MHP168_RS03845
OG0000027	DR088_RS04500	MHP168_RS03330
OG0000029	DR088_RS01545	MHP168_RS00575
OG0000029	DR088_RS00770	MHP168_RS01050
OG0000030	DR088_RS04445	MHP168_RS03310
OG0000030	DR088_RS04505	MHP168_RS03325
OG0000031	DR088_RS03335	MHP168_RS03565, MHP168_RS01210, MHP168_RS01815
OG0000032	DR088_RS02280	MHP168_RS03320
OG0000033	DR088_RS02375	MHP168_RS02410
OG0000035	DR088_RS03395	MHP168_RS03185
OG0000035	DR088_RS01530	MHP168_RS03170
OG0000036	DR088_RS03305, DR088_RS03325, DR088_RS04245	MHP168_RS00105
OG0000037	DR088_RS03355	MHP168_RS01830
OG0000038	DR088_RS01015	MHP168_RS01840
OG0000039	DR088_RS03410	MHP168_RS01800
OG0000040	DR088_RS02000	MHP168_RS03260
OG0000041	DR088_RS03850	MHP168_RS03915, MHP168_RS00980, MHP168_RS03920
OG0000042	DR088_RS03180	MHP168_RS02950
OG0000043	DR088_RS00525	MHP168_RS01985, MHP168_RS01205
OG0000044	DR088_RS04645	MHP168_RS03745
OG0000044	DR088_RS00390	MHP168_RS01880
