Orthogroup	MHP_MHP694_genes	MHP_232_genes
OG0000000	DR099_RS03480	MHP_RS02080
OG0000000	DR099_RS04035	MHP_RS03825
OG0000000	DR099_RS04600	MHP_RS01715
OG0000001	DR099_RS00885	MHP_RS00725
OG0000001	DR099_RS01165	MHP_RS03580
OG0000001	DR099_RS03675	MHP_RS03935
OG0000001	DR099_RS00045	MHP_RS02610
OG0000002	DR099_RS04270	MHP_RS03905
OG0000002	DR099_RS04605	MHP_RS01720
OG0000004	DR099_RS02875	MHP_RS03135
OG0000004	DR099_RS03340, DR099_RS03350	MHP_RS02960
OG0000005	DR099_RS03165	MHP_RS00100
OG0000005	DR099_RS04570	MHP_RS00105
OG0000005	DR099_RS03150	MHP_RS00110
OG0000006	DR099_RS02595, DR099_RS02600	MHP_RS02365
OG0000006	DR099_RS04105	MHP_RS02230
OG0000008	DR099_RS04050	MHP_RS01640
OG0000008	DR099_RS04100	MHP_RS03920
OG0000009	DR099_RS03180	MHP_RS00085
OG0000009	DR099_RS01670	MHP_RS01315
OG0000010	DR099_RS00340	MHP_RS01830
OG0000010	DR099_RS04395	MHP_RS00445
OG0000010	DR099_RS04175	MHP_RS00095
OG0000011	DR099_RS04305	MHP_RS01915
OG0000011	DR099_RS00440	MHP_RS01910
OG0000012	DR099_RS03555	MHP_RS00400
OG0000013	DR099_RS02140	MHP_RS02275
OG0000013	DR099_RS03795	MHP_RS03840
OG0000014	DR099_RS03510	MHP_RS00920
OG0000016	DR099_RS01125	MHP_RS02785
OG0000016	DR099_RS00825	MHP_RS00180
OG0000017	DR099_RS00840	MHP_RS00165
OG0000017	DR099_RS01115	MHP_RS02795
OG0000019	DR099_RS04215	MHP_RS02955
OG0000020	DR099_RS04585	MHP_RS03465
OG0000020	DR099_RS00590, DR099_RS03315	MHP_RS03470
OG0000022	DR099_RS02480	MHP_RS01655
OG0000022	DR099_RS04500	MHP_RS01705
OG0000023	DR099_RS00925	MHP_RS00685, MHP_RS02730
OG0000024	DR099_RS00050	MHP_RS02605
OG0000024	DR099_RS00880	MHP_RS00730
OG0000025	DR099_RS04505	MHP_RS01660
OG0000025	DR099_RS02430	MHP_RS01700
OG0000026	DR099_RS00970	MHP_RS00640
OG0000026	DR099_RS02450	MHP_RS01680
OG0000027	DR099_RS04510	MHP_RS03675
OG0000027	DR099_RS04465	MHP_RS03280
OG0000029	DR099_RS01730	MHP_RS00925
OG0000029	DR099_RS01725	MHP_RS01380
OG0000030	DR099_RS04515	MHP_RS03260
OG0000030	DR099_RS04460	MHP_RS03275
OG0000031	DR099_RS01355	MHP_RS01600
OG0000032	DR099_RS02185	MHP_RS03960
OG0000035	DR099_RS02870	MHP_RS03130
OG0000036	DR099_RS04160	MHP_RS00115, MHP_RS00130
OG0000038	DR099_RS03410	MHP_RS01490, MHP_RS01745
OG0000039	DR099_RS01340	MHP_RS03880, MHP_RS01615
OG0000040	DR099_RS02585	MHP_RS03205
OG0000042	DR099_RS03125	MHP_RS02885
OG0000043	DR099_RS00410	MHP_RS01880
OG0000045	DR099_RS01335	MHP_RS01625
OG0000046	DR099_RS04530	MHP_RS03215
OG0000048	DR099_RS01315	MHP_RS02060
OG0000049	DR099_RS02120	MHP_RS02985
OG0000050	DR099_RS02650	MHP_RS02315
OG0000051	DR099_RS00135	MHP_RS02520
OG0000052	DR099_RS03190	MHP_RS00075
OG0000053	DR099_RS04415	MHP_RS00555
OG0000054	DR099_RS02625	MHP_RS02340
OG0000055	DR099_RS03140	MHP_RS00145
OG0000056	DR099_RS03335	MHP_RS03450
OG0000057	DR099_RS01045	MHP_RS02870
OG0000060	DR099_RS04180	MHP_RS03835
OG0000061	DR099_RS00350, DR099_RS01375	MHP_RS01580
OG0000062	DR099_RS00560	MHP_RS03505
OG0000063	DR099_RS04320	MHP_RS03500
OG0000064	DR099_RS00575	MHP_RS03490
OG0000065	DR099_RS02825	MHP_RS02125
OG0000066	DR099_RS00960	MHP_RS00650
OG0000067	DR099_RS02695	MHP_RS01460
OG0000068	DR099_RS01690	MHP_RS03685
OG0000069	DR099_RS01150	MHP_RS02760
OG0000070	DR099_RS02620	MHP_RS02345
OG0000071	DR099_RS02935	MHP_RS03195
OG0000072	DR099_RS02940	MHP_RS03200
OG0000073	DR099_RS01645	MHP_RS01290
OG0000074	DR099_RS04430	MHP_RS01100
OG0000075	DR099_RS00645	MHP_RS00350
