Orthogroup	MHP_MHP653_genes	MHP_98_genes
OG0000000	DR096_RS03590	GOM18_RS02340
OG0000000	DR096_RS03550, DR096_RS04445	GOM18_RS04450
OG0000000	DR096_RS04160, DR096_RS02065	GOM18_RS03685
OG0000000	DR096_RS03340	GOM18_RS00685
OG0000001	DR096_RS01680	GOM18_RS03240
OG0000001	DR096_RS01685	GOM18_RS03230
OG0000001	DR096_RS01190	GOM18_RS03125
OG0000002	DR096_RS04275	GOM18_RS02350
OG0000002	DR096_RS02905	GOM18_RS02345
OG0000002	DR096_RS04795	GOM18_RS04550
OG0000003	DR096_RS03740	GOM18_RS01615
OG0000003	DR096_RS03690, DR096_RS03695	GOM18_RS03425
OG0000003	DR096_RS04825	GOM18_RS03375
OG0000005	DR096_RS02575	GOM18_RS03145
OG0000005	DR096_RS02565	GOM18_RS03600
OG0000005	DR096_RS02560, DR096_RS04715	GOM18_RS04540
OG0000006	DR096_RS04365	GOM18_RS01950
OG0000006	DR096_RS01695	GOM18_RS02495
OG0000008	DR096_RS04360	GOM18_RS03975
OG0000009	DR096_RS02590	GOM18_RS00665
OG0000010	DR096_RS00395	GOM18_RS03360
OG0000010	DR096_RS02570	GOM18_RS03805
OG0000011	DR096_RS00490	GOM18_RS03250
OG0000011	DR096_RS00485	GOM18_RS03255
OG0000012	DR096_RS03785	GOM18_RS03340
OG0000013	DR096_RS04100	GOM18_RS02545
OG0000013	DR096_RS03875	GOM18_RS03935
OG0000014	DR096_RS03315	GOM18_RS03570, GOM18_RS01700
OG0000015	DR096_RS01405	GOM18_RS04215, GOM18_RS00005, GOM18_RS02565
OG0000016	DR096_RS01150	GOM18_RS01215
OG0000016	DR096_RS00345	GOM18_RS01280
OG0000017	DR096_RS00360	GOM18_RS01265
OG0000017	DR096_RS01140	GOM18_RS01205
OG0000019	DR096_RS03940	GOM18_RS04575
OG0000020	DR096_RS03230	GOM18_RS04290
OG0000020	DR096_RS04775	GOM18_RS03770, GOM18_RS03765
OG0000021	DR096_RS03450	GOM18_RS03065
OG0000022	DR096_RS01995	GOM18_RS03040
OG0000022	DR096_RS04665	GOM18_RS04500
OG0000024	DR096_RS01490	GOM18_RS03075
OG0000024	DR096_RS01690	GOM18_RS03225
