Orthogroup	MHP_MHP653_genes	MHP_4284_genes
OG0000000	DR096_RS03590	ABLE99_RS02150
OG0000000	DR096_RS04410	ABLE99_RS02215
OG0000000	DR096_RS04160, DR096_RS02065, DR096_RS03340	ABLE99_RS01670
OG0000001	DR096_RS01680	ABLE99_RS01250
OG0000001	DR096_RS01190	ABLE99_RS02690
OG0000001	DR096_RS04085	ABLE99_RS02640
OG0000002	DR096_RS04275	ABLE99_RS02040
OG0000002	DR096_RS04810	ABLE99_RS02210
OG0000002	DR096_RS04795	ABLE99_RS01675
OG0000003	DR096_RS03740	ABLE99_RS00505
OG0000003	DR096_RS04820	ABLE99_RS02155
OG0000003	DR096_RS04825	ABLE99_RS01760
OG0000005	DR096_RS02575	ABLE99_RS00100
OG0000005	DR096_RS04720	ABLE99_RS00120
OG0000005	DR096_RS02565	ABLE99_RS00105
OG0000005	DR096_RS02560	ABLE99_RS00110
OG0000005	DR096_RS04715	ABLE99_RS00125
OG0000006	DR096_RS04365	ABLE99_RS02400
OG0000006	DR096_RS01695	ABLE99_RS02260
OG0000007	DR096_RS03505	ABLE99_RS02160
OG0000007	DR096_RS03510	ABLE99_RS02165
OG0000007	DR096_RS00630	ABLE99_RS02170
OG0000008	DR096_RS04360	ABLE99_RS02405
OG0000009	DR096_RS02590	ABLE99_RS00085
OG0000010	DR096_RS00395	ABLE99_RS01770
OG0000011	DR096_RS00490	ABLE99_RS01865
OG0000011	DR096_RS00485	ABLE99_RS01860
OG0000013	DR096_RS04100	ABLE99_RS02310
OG0000014	DR096_RS03315	ABLE99_RS00590
OG0000014	DR096_RS04790	ABLE99_RS01060
OG0000015	DR096_RS01405	ABLE99_RS01525, ABLE99_RS01585
OG0000016	DR096_RS01150	ABLE99_RS02735
OG0000016	DR096_RS00345	ABLE99_RS00170
OG0000017	DR096_RS00360	ABLE99_RS00155
OG0000017	DR096_RS01140	ABLE99_RS02745
OG0000018	DR096_RS04640	ABLE99_RS01290
OG0000019	DR096_RS03940	ABLE99_RS02920, ABLE99_RS02915, ABLE99_RS02900
OG0000020	DR096_RS03230	ABLE99_RS03410
OG0000020	DR096_RS04775	ABLE99_RS03415
OG0000022	DR096_RS01995	ABLE99_RS01610
OG0000022	DR096_RS04665	ABLE99_RS01665
OG0000023	DR096_RS01645	ABLE99_RS01285
OG0000024	DR096_RS01490	ABLE99_RS02635
OG0000024	DR096_RS01690	ABLE99_RS01245
OG0000025	DR096_RS04660	ABLE99_RS01615
OG0000025	DR096_RS02045	ABLE99_RS01660
OG0000026	DR096_RS01600	ABLE99_RS01330
OG0000026	DR096_RS02025	ABLE99_RS01640
OG0000027	DR096_RS04770	ABLE99_RS03220
OG0000028	DR096_RS01750	ABLE99_RS02320
OG0000030	DR096_RS04765	ABLE99_RS03215
OG0000031	DR096_RS01370	ABLE99_RS01555
OG0000032	DR096_RS04610	ABLE99_RS01535
OG0000033	DR096_RS01745	ABLE99_RS02315
OG0000034	DR096_RS03570	ABLE99_RS02185
OG0000034	DR096_RS02425	ABLE99_RS02190
OG0000036	DR096_RS02555	ABLE99_RS00115
OG0000036	DR096_RS02535	ABLE99_RS00130
OG0000039	DR096_RS01385	ABLE99_RS01570, ABLE99_RS01565
OG0000042	DR096_RS00855	ABLE99_RS02830
OG0000043	DR096_RS00455	ABLE99_RS01830
OG0000044	DR096_RS04875	ABLE99_RS01625
OG0000045	DR096_RS01390	ABLE99_RS01575
OG0000048	DR096_RS03530	ABLE99_RS02015
OG0000049	DR096_RS00770	ABLE99_RS02940
OG0000050	DR096_RS03020	ABLE99_RS02350
OG0000051	DR096_RS02440	ABLE99_RS02550
OG0000052	DR096_RS02830	ABLE99_RS00075
OG0000053	DR096_RS04590	ABLE99_RS01415
OG0000054	DR096_RS02995	ABLE99_RS02375
OG0000055	DR096_RS02530	ABLE99_RS00135
OG0000056	DR096_RS01045	ABLE99_RS03395
OG0000057	DR096_RS01065	ABLE99_RS02815
OG0000060	DR096_RS04270	ABLE99_RS00080
OG0000060	DR096_RS02295	ABLE99_RS01160
OG0000061	DR096_RS00405	ABLE99_RS01780
OG0000062	DR096_RS01775	ABLE99_RS03445
OG0000063	DR096_RS04645	ABLE99_RS03440
OG0000064	DR096_RS01760	ABLE99_RS03430
OG0000065	DR096_RS02855	ABLE99_RS02085
OG0000066	DR096_RS01610	ABLE99_RS01320
OG0000067	DR096_RS03370	ABLE99_RS00520
OG0000068	DR096_RS03280	ABLE99_RS01015
OG0000069	DR096_RS01175	ABLE99_RS02710
OG0000070	DR096_RS02990	ABLE99_RS02380
