Orthogroup	MHP_168_genes	MHP_7422_genes
OG0000000	MHP168_RS02315	MHL_RS02380
OG0000000	MHP168_RS01690	MHL_RS03710
OG0000001	MHP168_RS01365	MHL_RS03980
OG0000001	MHP168_RS02805	MHL_RS02845
OG0000001	MHP168_RS02760	MHL_RS04080
OG0000002	MHP168_RS03985	MHL_RS04055
OG0000002	MHP168_RS01665, MHP168_RS01685	MHL_RS01800
OG0000003	MHP168_RS03875	MHL_RS03835
OG0000004	MHP168_RS03180	MHL_RS03205
OG0000004	MHP168_RS03190	MHL_RS03215
OG0000005	MHP168_RS00085	MHL_RS00105
OG0000005	MHP168_RS00095	MHL_RS04205
OG0000005	MHP168_RS00100, MHP168_RS03905	MHL_RS00115, MHL_RS00130
OG0000006	MHP168_RS02510, MHP168_RS02505	MHL_RS03635
OG0000006	MHP168_RS02320, MHP168_RS02355	MHL_RS02420
OG0000008	MHP168_RS02310	MHL_RS02375
OG0000008	MHP168_RS01780	MHL_RS04180
OG0000008	MHP168_RS04005	MHL_RS04065
OG0000009	MHP168_RS00985	MHL_RS00755
OG0000009	MHP168_RS00975	MHL_RS00770
OG0000010	MHP168_RS01930	MHL_RS01930
OG0000010	MHP168_RS00080	MHL_RS00100
OG0000011	MHP168_RS04085	MHL_RS04185
OG0000011	MHP168_RS02015	MHL_RS02020
OG0000013	MHP168_RS02405	MHL_RS02470
OG0000013	MHP168_RS03910	MHL_RS03925
OG0000014	MHP168_RS01070	MHL_RS01170
OG0000014	MHP168_RS01055	MHL_RS00695
OG0000015	MHP168_RS01265	MHL_RS00685
OG0000015	MHP168_RS03815	MHL_RS01720
OG0000016	MHP168_RS02850	MHL_RS02885
OG0000016	MHP168_RS00145	MHL_RS00175
OG0000017	MHP168_RS00130	MHL_RS00160
OG0000017	MHP168_RS02860	MHL_RS02895
OG0000018	MHP168_RS01245	MHL_RS00665
OG0000020	MHP168_RS03580	MHL_RS03545
OG0000020	MHP168_RS03585	MHL_RS03550
OG0000022	MHP168_RS01760	MHL_RS01740
OG0000022	MHP168_RS01710	MHL_RS01790
OG0000023	MHP168_RS03930	MHL_RS00675, MHL_RS03935
OG0000024	MHP168_RS02750	MHL_RS02790
OG0000024	MHP168_RS03940, MHP168_RS03945	MHL_RS01355
OG0000025	MHP168_RS01755	MHL_RS01745
OG0000025	MHP168_RS01715	MHL_RS01785
OG0000026	MHP168_RS01450	MHL_RS01445
OG0000027	MHP168_RS03845	MHL_RS03755
OG0000027	MHP168_RS03330	MHL_RS03360
OG0000029	MHP168_RS00575	MHL_RS01165
OG0000029	MHP168_RS01050	MHL_RS00700
OG0000030	MHP168_RS03310	MHL_RS03335
OG0000030	MHP168_RS03325	MHL_RS03355
OG0000031	MHP168_RS01210	MHL_RS00630
OG0000032	MHP168_RS03320	MHL_RS03350
OG0000035	MHP168_RS03185	MHL_RS03210
