Orthogroup	MHP_168_genes	MHP_MHP709_genes
OG0000000	MHP168_RS02175	DR088_RS03530
OG0000000	MHP168_RS01690	DR088_RS04100
OG0000001	MHP168_RS02805	DR088_RS00215
OG0000001	MHP168_RS02760	DR088_RS03730
OG0000002	MHP168_RS03985	DR088_RS04280
OG0000002	MHP168_RS03895	DR088_RS03525
OG0000002	MHP168_RS01665, MHP168_RS01685	DR088_RS04510
OG0000003	MHP168_RS00480	DR088_RS00355
OG0000003	MHP168_RS03875	DR088_RS03645
OG0000004	MHP168_RS03180	DR088_RS01540
OG0000004	MHP168_RS03190	DR088_RS03400
OG0000005	MHP168_RS00085	DR088_RS01950
OG0000005	MHP168_RS00095	DR088_RS03545
OG0000005	MHP168_RS00100, MHP168_RS03905	DR088_RS03300, DR088_RS04590
OG0000006	MHP168_RS02505	DR088_RS03035
OG0000006	MHP168_RS02355	DR088_RS04190
OG0000008	MHP168_RS01780	DR088_RS03690
OG0000008	MHP168_RS04005	DR088_RS04285
OG0000009	MHP168_RS00975	DR088_RS02850
OG0000010	MHP168_RS01930	DR088_RS00450
OG0000010	MHP168_RS00080	DR088_RS03540, DR088_RS03660
OG0000011	MHP168_RS04085	DR088_RS00560
OG0000011	MHP168_RS02015	DR088_RS00555
OG0000013	MHP168_RS02405	DR088_RS02380
OG0000013	MHP168_RS03910	DR088_RS03910
OG0000014	MHP168_RS01070	DR088_RS00785
OG0000014	MHP168_RS01055	DR088_RS04355
OG0000016	MHP168_RS02850	DR088_RS00255
OG0000016	MHP168_RS00145	DR088_RS01355
OG0000017	MHP168_RS00130	DR088_RS01370
OG0000017	MHP168_RS02860	DR088_RS00265
OG0000018	MHP168_RS01245, MHP168_RS04035, MHP168_RS04030, MHP168_RS01410	DR088_RS04550
OG0000019	MHP168_RS03020, MHP168_RS03015	DR088_RS04255
OG0000020	MHP168_RS03580	DR088_RS04465
OG0000020	MHP168_RS03585	DR088_RS04470
OG0000021	MHP168_RS01850, MHP168_RS00490, MHP168_RS01775, MHP168_RS00485, MHP168_RS02335	DR088_RS00360
OG0000022	MHP168_RS01760	DR088_RS02355
OG0000022	MHP168_RS01710	DR088_RS04515
OG0000023	MHP168_RS01405, MHP168_RS03930, MHP168_RS03535	DR088_RS02595
OG0000024	MHP168_RS02750	DR088_RS00160
OG0000024	MHP168_RS03940, MHP168_RS03945	DR088_RS00975
OG0000025	MHP168_RS01755	DR088_RS04520
OG0000025	MHP168_RS01715	DR088_RS02305
OG0000026	MHP168_RS01450	DR088_RS02640
OG0000026	MHP168_RS01735	DR088_RS02325
OG0000027	MHP168_RS03845	DR088_RS04450
OG0000027	MHP168_RS03330	DR088_RS04500
OG0000029	MHP168_RS00575	DR088_RS01545
OG0000029	MHP168_RS01050	DR088_RS00770
OG0000030	MHP168_RS03310	DR088_RS04445
OG0000030	MHP168_RS03325	DR088_RS04505
OG0000031	MHP168_RS03565, MHP168_RS01210, MHP168_RS01815	DR088_RS03335
OG0000032	MHP168_RS03320	DR088_RS02280
OG0000033	MHP168_RS02410	DR088_RS02375
OG0000035	MHP168_RS03185	DR088_RS03395
OG0000035	MHP168_RS03170	DR088_RS01530
OG0000036	MHP168_RS00105	DR088_RS03305, DR088_RS03325, DR088_RS04245
OG0000037	MHP168_RS01830	DR088_RS03355
OG0000038	MHP168_RS01840	DR088_RS01015
OG0000039	MHP168_RS01800	DR088_RS03410
OG0000040	MHP168_RS03260	DR088_RS02000
OG0000041	MHP168_RS03915, MHP168_RS00980, MHP168_RS03920	DR088_RS03850
OG0000042	MHP168_RS02950	DR088_RS03180
OG0000043	MHP168_RS01985, MHP168_RS01205	DR088_RS00525
OG0000044	MHP168_RS03745	DR088_RS04645
OG0000044	MHP168_RS01880	DR088_RS00390
OG0000045	MHP168_RS01795	DR088_RS03415
OG0000046	MHP168_RS03265	DR088_RS03995
OG0000048	MHP168_RS02190	DR088_RS00705
OG0000049	MHP168_RS03035	DR088_RS01390
OG0000050	MHP168_RS02450	DR088_RS02980
OG0000051	MHP168_RS04010, MHP168_RS02660	DR088_RS00080
OG0000052	MHP168_RS00070	DR088_RS01925
OG0000053	MHP168_RS01535	DR088_RS04530
OG0000054	MHP168_RS02475	DR088_RS03005
OG0000055	MHP168_RS00110	DR088_RS03550
OG0000056	MHP168_RS03500	DR088_RS02115
OG0000057	MHP168_RS02935	DR088_RS00335
OG0000060	MHP168_RS01270, MHP168_RS00075	DR088_RS03970
OG0000061	MHP168_RS01940, MHP168_RS01655	DR088_RS00460
OG0000062	MHP168_RS03625	DR088_RS01815
OG0000063	MHP168_RS03620	DR088_RS01810
OG0000064	MHP168_RS03610	DR088_RS01800
OG0000065	MHP168_RS02125	DR088_RS02890
OG0000066	MHP168_RS01440	DR088_RS02630
OG0000067	MHP168_RS00505	DR088_RS03390
OG0000068	MHP168_RS03810	DR088_RS00735
OG0000069	MHP168_RS02825	DR088_RS00230
OG0000070	MHP168_RS02480	DR088_RS03010
OG0000071	MHP168_RS03250	DR088_RS01990
OG0000072	MHP168_RS03255	DR088_RS04430
OG0000073	MHP168_RS00950	DR088_RS02825
OG0000074	MHP168_RS00760	DR088_RS04395
OG0000075	MHP168_RS00315	DR088_RS01175
OG0000076	MHP168_RS00330	DR088_RS01160
OG0000077	MHP168_RS00420	DR088_RS01070
OG0000078	MHP168_RS01745	DR088_RS02335
OG0000079	MHP168_RS02565	DR088_RS03130
OG0000080	MHP168_RS03900	DR088_RS03700
OG0000081	MHP168_RS00310	DR088_RS01180
