query	grouping_confidence	location_confidence	orientation_confidence
NZ_QQRB01000017.1	1.0	1.0	1.0
NZ_QQRB01000001.1	1.0	1.0	1.0
NZ_QQRB01000032.1	1.0	0.017618599833735368	0.9515779702970297
NZ_QQRB01000018.1	1.0	1.0	1.0
NZ_QQRB01000030.1	1.0	1.0	1.0
NZ_QQRB01000061.1	1.0	1.0	1.0
NZ_QQRB01000029.1	1.0	1.0	1.0
NZ_QQRB01000046.1	1.0	1.0	1.0
NZ_QQRB01000069.1	1.0	1.0	1.0
NZ_QQRB01000013.1	1.0	0.08302222961707378	1.0
NZ_QQRB01000015.1	1.0	1.0	1.0
NZ_QQRB01000034.1	1.0	1.0	1.0
NZ_QQRB01000038.1	1.0	1.0	1.0
NZ_QQRB01000019.1	1.0	1.0	1.0
NZ_QQRB01000011.1	1.0	1.0	1.0
NZ_QQRB01000063.1	1.0	1.0	1.0
NZ_QQRB01000014.1	1.0	1.0	1.0
NZ_QQRB01000008.1	1.0	0.39547881687394426	0.9984520123839009
NZ_QQRB01000006.1	1.0	1.0	1.0
NZ_QQRB01000012.1	1.0	1.0	1.0
NZ_QQRB01000054.1	1.0	1.0	1.0
NZ_QQRB01000031.1	1.0	1.0	1.0
NZ_QQRB01000041.1	1.0	1.0	1.0
NZ_QQRB01000002.1	1.0	1.0	1.0
NZ_QQRB01000033.1	1.0	1.0	1.0
NZ_QQRB01000051.1	1.0	1.0	1.0
NZ_QQRB01000058.1	1.0	1.0	1.0
NZ_QQRB01000057.1	1.0	1.0	1.0
NZ_QQRB01000067.1	1.0	1.0	1.0
NZ_QQRB01000044.1	1.0	1.0	1.0
NZ_QQRB01000035.1	1.0	1.0	1.0
NZ_QQRB01000020.1	1.0	0.03358225469644603	0.962199724435392
NZ_QQRB01000074.1	1.0	1.0	1.0
NZ_QQRB01000025.1	1.0	1.0	1.0
NZ_QQRB01000022.1	1.0	1.0	1.0
NZ_QQRB01000021.1	1.0	1.0	1.0
NZ_QQRB01000016.1	1.0	1.0	1.0
NZ_QQRB01000007.1	1.0	1.0	1.0
NZ_QQRB01000005.1	1.0	0.23185455490465723	1.0
NZ_QQRB01000003.1	1.0	1.0	1.0
NZ_QQRB01000048.1	1.0	1.0	1.0
NZ_QQRB01000045.1	1.0	1.0	1.0
NZ_QQRB01000060.1	1.0	1.0	1.0
NZ_QQRB01000064.1	1.0	1.0	1.0
NZ_QQRB01000047.1	1.0	1.0	1.0
NZ_QQRB01000049.1	1.0	1.0	1.0
NZ_QQRB01000042.1	1.0	1.0	1.0
NZ_QQRB01000023.1	1.0	1.0	1.0
NZ_QQRB01000024.1	1.0	1.0	1.0
NZ_QQRB01000026.1	1.0	1.0	1.0
NZ_QQRB01000004.1	1.0	1.0	1.0
NZ_QQRB01000036.1	1.0	1.0	1.0
NZ_QQRB01000027.1	1.0	1.0	1.0
NZ_QQRB01000010.1	1.0	0.033012279741220375	1.0
