NC_021283.1	+	1	1392	ID168L	+	1	1392	+
NC_021283.1	+	1537	2673	ID168L	+	1537	2673	+
NC_021283.1	+	2777	4636	ID168L	+	2777	4636	+
NC_021283.1	+	4636	5094	ID168L	+	4636	5094	+
NC_021283.1	+	5108	6091	ID168L	+	5108	6091	+
NC_021283.1	+	6084	7055	ID168L	+	6084	7055	+
NC_021283.1	+	7158	7727	ID168L	+	7158	7727	+
NC_021283.1	+	7817	8818	ID168L	+	7817	8818	+
NC_021283.1	+	8987	11008	ID168L	+	8987	11008	+
NC_021283.1	+	11093	12100	ID168L	+	11093	12100	+
NC_021283.1	+	12103	12849	ID168L	+	12103	12849	+
NC_021283.1	+	12833	14437	ID168L	+	12833	14437	+
NC_021283.1	+	14442	14687	ID168L	+	14442	14687	+
NC_021283.1	+	14759	15622	ID168L	+	14759	15622	+
NC_021283.1	+	15629	16474	ID168L	+	15629	16474	+
NC_021283.1	-	16508	16777	ID168L	+	16508	16777	-
NC_021283.1	-	17209	17433	ID168L	+	17209	17433	-
NC_021283.1	-	17597	19882	ID168L	+	17597	19882	-
NC_021283.1	-	20132	22423	ID168L	+	20132	22423	-
NC_021283.1	-	22534	24858	ID168L	+	22534	24858	-
NC_021283.1	-	24845	25669	ID168L	+	24845	25669	-
NC_021283.1	+	25981	26463	ID168L	+	25981	26463	+
NC_021283.1	+	26665	26958	ID168L	+	26665	26958	+
NC_021283.1	+	26951	28270	ID168L	+	26951	28270	+
NC_021283.1	+	28263	29663	ID168L	+	28263	29663	+
NC_021283.1	+	30008	30403	ID168L	+	30008	30403	+
NC_021283.1	-	30520	31113	ID168L	+	30520	31113	-
NC_021283.1	-	31091	33751	ID168L	+	31091	33751	-
NC_021283.1	-	33751	36291	ID168L	+	33751	36291	-
NC_021283.1	-	36284	38212	ID168L	+	36284	38212	-
NC_021283.1	+	38423	39433	ID168L	+	38423	39433	+
NC_021283.1	+	39532	41451	ID168L	+	39532	41451	+
NC_021283.1	-	41548	43632	ID168L	+	41548	43632	-
NC_021283.1	-	43638	43871	ID168L	+	43638	43871	-
NC_021283.1	-	43925	45346	ID168L	+	43925	45346	-
NC_021283.1	-	45468	46481	ID168L	+	45468	46481	-
NC_021283.1	+	46634	47443	ID168L	+	46634	47443	+
NC_021283.1	+	47445	48704	ID168L	+	47445	48704	+
NC_021283.1	+	48789	49160	ID168L	+	48789	49160	+
NC_021283.1	+	49164	50372	ID168L	+	49164	50372	+
NC_021283.1	+	50467	50799	ID168L	+	50467	50799	+
NC_021283.1	+	50844	52001	ID168L	+	50844	52001	+
NC_021283.1	+	52437	53165	ID168L	+	52437	53165	+
NC_021283.1	+	53193	53498	ID168L	+	53193	53498	+
NC_021283.1	+	53552	54118	ID168L	+	53552	54118	+
NC_021283.1	+	54118	54681	ID168L	+	54118	54681	+
NC_021283.1	+	54700	56223	ID168L	+	54700	56223	+
NC_021283.1	+	56252	57085	ID168L	+	56252	57085	+
NC_021283.1	+	57103	58518	ID168L	+	57103	58518	+
NC_021283.1	+	58505	58765	ID168L	+	58505	58765	+
NC_021283.1	+	58874	59359	ID168L	+	58874	59359	+
NC_021283.1	+	59575	60531	ID168L	+	59575	60531	+
NC_021283.1	+	60562	61473	ID168L	+	60562	61473	+
NC_021283.1	+	61558	62880	ID168L	+	61558	62880	+
NC_021283.1	+	62907	64274	ID168L	+	62907	64274	+
NC_021283.1	+	64267	66108	ID168L	+	64267	66108	+
NC_021283.1	+	66129	68159	ID168L	+	66129	68159	+
NC_021283.1	+	68166	68939	ID168L	+	68166	68939	+
NC_021283.1	+	68933	69763	ID168L	+	68933	69763	+
NC_021283.1	+	69780	71024	ID168L	+	69780	71024	+
NC_021283.1	+	71095	75795	ID168L	+	71095	75795	+
NC_021283.1	+	75909	78746	ID168L	+	75909	78746	+
NC_021283.1	-	78804	80354	ID168L	+	78804	80354	-
NC_021283.1	+	80472	80780	ID168L	+	80472	80780	+
NC_021283.1	+	80968	82770	ID168L	+	80968	82770	+
NC_021283.1	+	82981	84105	ID168L	+	82981	84105	+
NC_021283.1	+	84164	84853	ID168L	+	84164	84853	+
NC_021283.1	+	84871	86172	ID168L	+	84871	86172	+
